nif	year	inmovilizado_mat
"A38019543"	2014	5768.565
"A35811272"	2015	5770.053
"A46051918"	2007	5770.73
"B46163655"	2012	5772.403
"B09417932"	2013	5773.007
"A17033473"	2013	5773.843
"B43636075"	2014	5773.992
"A08192965"	2008	5774.232
"A23010705"	2007	5776.954
"A20031126"	2014	5778.007
"A50023423"	2017	5778.757
"A18006569"	2016	5779.987
"A02003754"	2015	5780.032
"A36014595"	2013	5780.563
"A22009039"	2013	5781.36
"B45006616"	2014	5782.203
"A78428596"	2015	5783.463
"A46226122"	2010	5783.713
"A78526811"	2017	5783.769
"B84309616"	2016	5784.404
"A41080144"	2008	5784.763
"B39446315"	2008	5785.097
"A08213936"	2011	5785.434
"B18573931"	2015	5786.439
"A17001678"	2011	5786.873
"A50615160"	2016	5786.897
"A45015872"	2008	5787.124
"B08216202"	2013	5789.917
"A30005920"	2010	5789.988
"A08438194"	2009	5791.273
"A48108484"	2011	5791.58
"B15017908"	2014	5792.34
"A07096886"	2014	5793.069
"B30034573"	2011	5793.278
"A28515567"	2014	5799.583
"A08005688"	2007	5799.87
"A28253656"	2010	5801.909
"B61567970"	2013	5802.473
"B46023677"	2007	5803.5
"A21007950"	2016	5803.504
"A41277336"	2016	5803.699
"A34003624"	2011	5803.998
"A30022958"	2013	5804.972
"A30005524"	2007	5805.08
"A81841850"	2013	5805.199
"A20031126"	2010	5806.034
"B97466981"	2016	5806.334
"A78521168"	2017	5807.569
"A20032264"	2011	5807.694
"A33778739"	2017	5808
"B31049273"	2014	5808.827
"A31003247"	2014	5809.645
"A28623155"	2011	5810.219
"B46070728"	2007	5810.975
"A08093015"	2010	5812.125
"A08276867"	2014	5812.667
"A28313542"	2016	5815.336
"A03046125"	2007	5815.818
"A04202008"	2015	5815.89
"A28306868"	2008	5815.896
"B46114724"	2009	5820.793
"B35046630"	2012	5821.691
"B28555001"	2014	5822.218
"B30016612"	2014	5823.933
"A03024809"	2012	5825
"A46051918"	2008	5825.77
"B39019468"	2012	5828.164
"B07685779"	2016	5829.238
"A28133023"	2013	5830.396
"B12026183"	2016	5832.167
"A08200313"	2013	5833
"A43621416"	2009	5833.331
"A37021631"	2009	5833.454
"A08999088"	2012	5834
"A91369819"	2013	5836.757
"B35027143"	2014	5838.379
"A50459528"	2016	5838.623
"A20037933"	2009	5838.891
"B28307536"	2012	5839.837
"A30040224"	2016	5839.949
"B61882551"	2011	5840.553
"B11606761"	2013	5841.914
"A38003679"	2017	5843.796
"A36006021"	2007	5844.07
"A45019916"	2012	5844.669
"V61861548"	2010	5845.199
"A48006423"	2012	5846.046
"A17007014"	2013	5846.128
"A08005688"	2010	5846.548
"A08480287"	2010	5847.161
"A58348038"	2015	5847.384
"A28662005"	2017	5848.543
"B35027143"	2015	5849.534
"B83588657"	2013	5850.023
"A28842003"	2013	5851.498
"A46045936"	2015	5852.087
"B28934081"	2015	5852.826
"A47091632"	2007	5854.3
"B83588657"	2014	5854.551
"A28362127"	2007	5854.8
"A81036923"	2017	5856.013
"A78905908"	2017	5857.067
"A28249993"	2012	5858.037
"A15049281"	2017	5858.515
"A28457059"	2017	5860.06
"A20055380"	2011	5860.656
"B30020226"	2013	5865.31
"A48006423"	2011	5866.67
"A28687978"	2012	5867.055
"A45014776"	2013	5867.978
"B50475839"	2016	5870.951
"A45002219"	2012	5871.242
"A46020558"	2014	5872.218
"A23010705"	2008	5872.254
"B46023677"	2009	5873.322
"A20012498"	2013	5875.985
"A11682507"	2016	5876.63
"A36017598"	2013	5877.141
"A15018146"	2016	5877.976
"B28241495"	2011	5879.996
"B31784895"	2010	5881.31
"A08285363"	2014	5881.482
"B08688301"	2009	5883.242
"A28306868"	2007	5885.34
"A57277709"	2011	5885.499
"B46114724"	2010	5885.86
"A35028208"	2011	5885.895
"G07065709"	2011	5891.514
"A08061590"	2010	5891.961
"A35046911"	2017	5893.415
"B19001551"	2007	5894.738
"B01003581"	2016	5895.344
"A08146474"	2013	5896.3
"A03046125"	2010	5896.456
"A12025565"	2013	5897.578
"A03402468"	2015	5898.407
"B41045089"	2014	5899.5
"A28202075"	2015	5900.175
"A08373102"	2010	5902.55
"B30016612"	2013	5902.839
"A08445983"	2016	5902.94
"A28202075"	2012	5904.119
"A08361016"	2012	5906.409
"A43010974"	2017	5907.304
"A41049503"	2016	5908.344
"B61567970"	2014	5909.106
"A46111654"	2009	5910.409
"A16010126"	2015	5910.466
"B41062548"	2017	5911.543
"A30013247"	2007	5914.478
"A38024907"	2017	5916.637
"B08216202"	2014	5917.137
"A07096886"	2015	5917.384
"A28106003"	2013	5918.696
"A08290975"	2014	5919.81
"A29076270"	2017	5919.857
"B28138196"	2012	5921.719
"A81000028"	2017	5925.208
"A83741967"	2012	5925.454
"B73108755"	2015	5925.513
"B43587120"	2007	5925.541
"B48045942"	2014	5926.034
"A35028208"	2017	5926.319
"A30011282"	2015	5929.669
"B43952126"	2017	5930.259
"A28627446"	2013	5931.092
"B46164463"	2017	5931.257
"B58075136"	2015	5931.391
"B28569127"	2010	5932.232
"B12023065"	2012	5934.94
"A78905908"	2010	5935.087
"A46134748"	2016	5935.852
"A48226047"	2007	5936.57
"A28487007"	2011	5937.111
"A28487007"	2012	5938.654
"A28662005"	2016	5939.048
"A48802854"	2017	5939.101
"A08139339"	2017	5940.059
"A17019316"	2010	5941
"B08961393"	2015	5942.839
"A30041834"	2009	5945.301
"A58294166"	2017	5945.351
"A45010204"	2017	5945.885
"A43019868"	2009	5946.422
"B18012831"	2017	5946.784
"A08663684"	2007	5948.23
"B24008955"	2012	5948.518
"A07040090"	2017	5949.124
"A15018146"	2015	5949.324
"A28686111"	2012	5949.593
"A45010204"	2013	5950.439
"B17016569"	2013	5952.478
"A38003844"	2015	5953.13
"A38019543"	2017	5954.599
"A50052489"	2013	5954.769
"B17016569"	2012	5955.899
"A50615160"	2013	5956.884
"B19001551"	2011	5957.91
"B18573931"	2016	5957.955
"A30013247"	2008	5958.697
"A17007014"	2012	5959.892
"A13002134"	2017	5960.009
"A48064521"	2014	5960.54
"A28630374"	2014	5961.194
"B28255016"	2016	5961.241
"B61567970"	2011	5962.801
"A28202075"	2011	5962.803
"A25017880"	2016	5962.923
"A43002450"	2015	5963.398
"A08612061"	2011	5963.864
"B46131371"	2017	5968.552
"A39005095"	2015	5969.471
"A46048732"	2008	5969.981
"A20074167"	2016	5970.208
"A30040224"	2013	5970.996
"A41920943"	2011	5971.051
"A24050015"	2017	5973.495
"A28306868"	2011	5974.863
"B31694912"	2016	5974.955
"B48045942"	2013	5975.357
"A05122460"	2009	5976.758
"A33025974"	2013	5977.856
"A29453768"	2013	5979.468
"A08213936"	2013	5980.799
"B30016612"	2012	5980.82
"B17016569"	2017	5981.203
"A50049105"	2017	5981.417
"A18006569"	2015	5984.705
"B12536934"	2017	5984.891
"A28133023"	2009	5986.072
"A08288490"	2013	5986.299
"A28604882"	2017	5988.744
"V30405880"	2012	5990.044
"A01012830"	2010	5993.724
"A14030027"	2015	5994.946
"A08213936"	2016	5995.141
"A36608180"	2017	5995.249
"B35046630"	2016	5995.966
"A25017880"	2015	5997.652
"A43035401"	2015	5998.404
"A28190973"	2007	5998.58
"A30040224"	2014	5998.955
"B11606761"	2011	6000.086
"A28842003"	2012	6000.774
"A08703803"	2011	6002
"B46084695"	2017	6003
"A48025845"	2014	6004.16
"A08520629"	2012	6004.369
"B12029153"	2008	6007.17
"A58538414"	2010	6008
"A08438194"	2008	6008.23
"A08630808"	2017	6010.95
"A12016093"	2009	6011.447
"A33117995"	2008	6011.568
"A08278731"	2015	6013.008
"A20037933"	2008	6015.095
"A12083002"	2009	6017.447
"A46048732"	2010	6017.857
"A48002984"	2008	6017.972
"A28842003"	2011	6018.756
"A48017974"	2014	6019.616
"A35499318"	2015	6022.362
"A08683864"	2017	6022.926
"A48108484"	2012	6023.33
"A12019295"	2009	6023.984
"A36011385"	2013	6024.442
"A43035542"	2015	6026.239
"B30037204"	2007	6026.99
"A08288490"	2015	6027.63
"B31850977"	2017	6027.648
"A21007950"	2015	6028.036
"A43025618"	2016	6028.448
"A50012541"	2013	6028.778
"F46028072"	2010	6028.859
"A01167204"	2017	6030.204
"A38018404"	2017	6030.262
"A46063731"	2007	6030.41
"A30033898"	2009	6035.498
"A50052489"	2015	6037.349
"A06419220"	2016	6037.84
"A46137352"	2007	6038.455
"B08628455"	2016	6038.562
"A07905573"	2016	6040.407
"A14025902"	2009	6040.965
"A08094435"	2010	6042.98
"A28306868"	2009	6043.736
"A43002450"	2017	6044.838
"A58538414"	2008	6045.908
"B35027143"	2016	6046.398
"A26010413"	2009	6047.517
"B15516933"	2014	6047.937
"A78267309"	2016	6048.361
"B61567970"	2012	6050.302
"A28202075"	2014	6051.026
"A38024907"	2016	6053
"A38000485"	2012	6054
"B15004849"	2007	6054.148
"A20031126"	2013	6056.92
"B46051116"	2012	6057.329
"A08288490"	2014	6060.165
"A28106003"	2014	6060.55
"A79047916"	2014	6060.771
"A28987196"	2016	6061.21
"A48006423"	2013	6064.809
"B46070728"	2013	6065.072
"A08438194"	2007	6065.399
"A08405490"	2016	6066.563
"B47531462"	2016	6067.099
"B38017067"	2014	6070.092
"A03050572"	2009	6070.49
"B01267277"	2012	6071.941
"A08285363"	2013	6072.493
"B48045942"	2012	6073.947
"A36608180"	2011	6074.239
"A28306868"	2010	6074.817
"A20574380"	2017	6075
"A45014776"	2014	6075.213
"A03040854"	2015	6077.211
"B91372748"	2014	6078.391
"A08139339"	2016	6078.642
"A28662005"	2015	6078.924
"A92111871"	2014	6079
"A07016025"	2013	6080.589
"A12016143"	2010	6080.641
"A28133023"	2012	6082.379
"B08216202"	2015	6082.794
"A46048732"	2009	6082.927
"A48226047"	2009	6083.19
"A17019316"	2012	6084
"A14000939"	2009	6086.398
"B08216202"	2016	6087.216
"A11682507"	2015	6087.643
"A38019543"	2016	6089.569
"B11606761"	2012	6090.065
"A35026590"	2013	6091.067
"B30016612"	2015	6093.723
"A08405490"	2013	6093.919
"A45017241"	2008	6093.924
"A17034505"	2012	6095.225
"A08480287"	2011	6095.325
"A50335918"	2015	6096.382
"B50475839"	2009	6097.5
"A20065744"	2010	6097.713
"B12007357"	2014	6100.036
"A81931214"	2009	6100.487
"A58538414"	2009	6101
"B12029153"	2013	6101.381
"A35005743"	2011	6102.747
"A12050324"	2010	6103.213
"A08061590"	2013	6103.367
"A46332995"	2013	6103.997
"A81487027"	2016	6105.126
"A81487027"	2017	6105.224
"A06023477"	2016	6106.256
"B31049273"	2013	6106.301
"A28614790"	2009	6106.939
"A01006659"	2015	6107.354
"A08061590"	2012	6107.682
"A41049503"	2015	6110.757
"A08278731"	2016	6111.587
"A58538414"	2011	6112
"A48114318"	2007	6112.51
"A28695856"	2015	6112.919
"B43636075"	2013	6113.773
"A12100020"	2013	6114.174
"A07065717"	2014	6115.663
"A04119293"	2008	6117.338
"A08132805"	2014	6117.442
"A15007727"	2009	6117.71
"A03040854"	2016	6118.482
"A08094435"	2014	6118.701
"A08200313"	2009	6119
"A17019316"	2009	6119.154
"A12004180"	2016	6121.608
"A25041146"	2015	6122.037
"B03100831"	2014	6122.643
"A48226047"	2008	6123.809
"A07027261"	2015	6124.546
"B82612904"	2014	6125.272
"A01011881"	2013	6125.677
"A41010521"	2013	6126.037
"A36060754"	2016	6126.422
"B01003581"	2011	6127.513
"B28557064"	2015	6127.978
"A07026701"	2016	6128.406
"A28695856"	2016	6128.567
"B46160842"	2015	6129.325
"A08069809"	2009	6130.23
"A34007831"	2014	6135.566
"B33602707"	2016	6137.371
"B82612904"	2011	6137.677
"B41062548"	2016	6137.87
"A22009039"	2012	6138.731
"A28306868"	2014	6139.676
"A08290975"	2016	6139.796
"A36000073"	2014	6139.965
"A81487027"	2015	6140.886
"A38232526"	2012	6141.324
"B21376942"	2014	6143.353
"B48714133"	2010	6143.565
"A28133023"	2010	6147.18
"A08075954"	2013	6148.829
"A28306868"	2012	6148.921
"A03021276"	2010	6150.765
"A46077053"	2015	6150.932
"B38001905"	2016	6150.945
"A28518090"	2017	6151.279
"A07013055"	2013	6151.876
"A28306868"	2013	6151.914
"A50459528"	2015	6151.93
"A28024172"	2015	6152.067
"A08285363"	2012	6153.68
"B28193340"	2014	6154.52
"A08290975"	2017	6155.669
"A35014075"	2010	6159.793
"B12007357"	2015	6160.988
"A17014119"	2013	6163.377
"A58494048"	2014	6163.669
"B92217975"	2017	6163.979
"A08555344"	2014	6164.116
"A33018664"	2016	6164.301
"A15049281"	2016	6164.524
"A43028588"	2014	6168.282
"B03004801"	2013	6168.683
"B95388450"	2014	6170.883
"B08125940"	2008	6171.37
"A08509937"	2014	6173.329
"A28091262"	2017	6175.13
"A18012930"	2016	6175.34
"A46332995"	2012	6176.439
"B08961393"	2013	6176.493
"A03024809"	2016	6176.81
"A39007729"	2017	6179.16
"A47010095"	2008	6179.269
"A26010413"	2007	6181.799
"A92111871"	2013	6182
"A36201259"	2011	6182.978
"A08565285"	2008	6184.142
"A78905908"	2011	6185.957
"B38238788"	2017	6186.671
"A29063567"	2013	6187.757
"A41920943"	2008	6188.684
"A08195927"	2014	6189.532
"A28295038"	2013	6189.686
"A39003025"	2017	6192.35
"A24007072"	2012	6193.173
"B30034573"	2015	6193.426
"A08288490"	2016	6193.602
"A36121176"	2011	6194.164
"A03024809"	2008	6195
"A30033898"	2008	6197.05
"A08104994"	2014	6197.12
"B17011511"	2011	6199.037
"A46336152"	2009	6199.06
"A28614790"	2008	6199.559
"A28457059"	2016	6200.701
"A08630808"	2016	6200.938
"A08555344"	2011	6201.005
"A78879079"	2012	6202.516
"B46131371"	2016	6205.498
"A08285363"	2011	6206.779
"A38024345"	2007	6206.992
"A08093015"	2011	6209.359
"A08061590"	2011	6210.19
"B32362410"	2014	6211.331
"A30012645"	2011	6211.407
"A28295038"	2012	6211.72
"B28555001"	2016	6212.563
"A36600500"	2014	6216.477
"A12050324"	2016	6219.19
"A08157737"	2007	6220.536
"B92116979"	2013	6220.755
"A28623155"	2012	6224.412
"A81841850"	2011	6227.065
"A08157737"	2008	6227.364
"A50049105"	2016	6228.577
"A33026105"	2010	6228.685
"A17007014"	2011	6228.742
"A12002887"	2011	6228.998
"A28842003"	2010	6229.098
"A08555344"	2013	6229.396
"A26010413"	2008	6229.582
"A36040442"	2013	6230.846
"A48025845"	2007	6231.104
"A03167939"	2015	6234.364
"B35018332"	2011	6234.401
"A20031126"	2009	6234.856
"A39030200"	2015	6237.002
"B61882551"	2010	6237.11
"B12029153"	2009	6243.001
"B12462560"	2013	6243.039
"A50012541"	2017	6243.281
"B03036720"	2017	6243.34
"B18012831"	2016	6244.55
"A41212572"	2016	6245.881
"B50475839"	2010	6249.24
"A29519220"	2010	6249.907
"A03040854"	2014	6250.257
"A30022958"	2014	6253.789
"B12457230"	2013	6255.039
"A19163682"	2013	6255.934
"A21007950"	2014	6256.175
"A82335746"	2010	6258.878
"A20031126"	2012	6258.977
"B22003099"	2012	6262.488
"A43025618"	2015	6264.271
"B31009715"	2010	6264.574
"A01012103"	2015	6266.098
"A12016093"	2013	6266.751
"A30013247"	2009	6267.652
"A28614790"	2016	6269.016
"A41053927"	2011	6270.303
"A15007727"	2017	6270.342
"A41002809"	2010	6270.395
"A41920943"	2010	6271.555
"A96918867"	2017	6271.715
"A21000427"	2011	6271.733
"B39551973"	2016	6272.132
"A15017163"	2012	6272.416
"B17016569"	2016	6273.485
"B96011283"	2016	6274.195
"A81000028"	2016	6275.179
"B23014848"	2013	6275.408
"A28040418"	2017	6276.462
"A15007727"	2008	6278.228
"A78879079"	2011	6278.763
"A03040854"	2017	6281.032
"A92111871"	2012	6283
"A39005095"	2013	6283.415
"A28133023"	2008	6285.469
"A80652423"	2010	6285.592
"A35014075"	2011	6286.859
"A08075954"	2008	6287.16
"A15007727"	2012	6287.703
"A28133023"	2011	6290.455
"A25017880"	2017	6290.619
"A33560772"	2012	6290.737
"A19011634"	2017	6293.204
"B28341790"	2016	6293.464
"A06003800"	2014	6294.299
"B17019373"	2008	6294.545
"A41049503"	2011	6296.653
"A05122460"	2008	6299.049
"B03158532"	2009	6299.677
"A45015872"	2009	6300.583
"A30012645"	2015	6301.427
"B92217975"	2010	6303.341
"A38024907"	2015	6304.59
"B36007904"	2011	6305.293
"A38019543"	2015	6307.547
"A18012930"	2015	6310.307
"A28374148"	2017	6310.55
"A48017974"	2013	6311.179
"A08555344"	2012	6311.932
"A17034505"	2013	6312.586
"A28614790"	2010	6312.989
"B12023065"	2011	6313.061
"A39005095"	2011	6313.474
"A08121089"	2017	6313.742
"A46137352"	2008	6313.933
"A08170151"	2009	6314
"A30040224"	2015	6314.284
"A20012498"	2012	6316.086
"B01267277"	2011	6316.276
"A08213936"	2015	6319.007
"A17033473"	2016	6320.163
"A45017241"	2009	6320.694
"B84227461"	2012	6322
"A15685324"	2008	6322.026
"A81824047"	2016	6322.062
"A01061373"	2009	6324
"A17007014"	2007	6325.898
"B83814251"	2013	6326.425
"A13006903"	2010	6327.303
"B43952126"	2016	6327.339
"A33617218"	2014	6328.708
"A43002450"	2016	6328.906
"A08290975"	2013	6330.494
"A08288490"	2017	6332.503
"B73108755"	2013	6332.724
"A08093015"	2015	6335.298
"A30033898"	2010	6335.53
"B01003581"	2015	6337.138
"B99004541"	2015	6337.686
"B96011283"	2015	6338.792
"A03040854"	2011	6339.545
"B01267277"	2010	6340.621
"B46071080"	2007	6340.737
"A48295604"	2014	6341.492
"A17007014"	2009	6341.923
"A13002134"	2012	6342.472
"A43001627"	2013	6344.119
"B07685779"	2015	6344.729
"A33605072"	2015	6345.132
"A08200313"	2008	6346.5
"B43636075"	2012	6346.658
"A28617801"	2008	6346.668
"A28687978"	2017	6347.534
"A08480287"	2009	6347.663
"A30012645"	2016	6348.78
"B92091404"	2011	6349.644
"A17007014"	2008	6350.281
"A03021276"	2008	6350.37
"A48295604"	2015	6351
"B08326969"	2017	6351.082
"B08552614"	2012	6352.033
"A28374148"	2016	6353.196
"A50012541"	2016	6355.689
"A18006569"	2014	6356.462
"B46063137"	2014	6358.058
"A81824047"	2017	6358.126
"A17009598"	2012	6358.575
"A17001678"	2012	6359.126
"B58075136"	2012	6360.069
"B43952126"	2015	6360.908
"A28202075"	2016	6364.287
"A39030200"	2013	6364.737
"A28687978"	2013	6364.968
"B17011511"	2012	6365.923
"A28202075"	2010	6371.019
"B39019468"	2011	6373.496
"B46063137"	2015	6374.517
"A08225278"	2012	6374.908
"B03100831"	2017	6375.04
"A08373102"	2009	6375.995
"B29901469"	2017	6376.281
"B12523601"	2013	6377.415
"A36608180"	2010	6378.94
"B28555001"	2017	6383.826
"A36060754"	2015	6384.844
"A48016877"	2012	6388.459
"A07016025"	2012	6391.873
"B23011273"	2017	6392.45
"A50335918"	2014	6393.934
"A08431090"	2012	6394
"B30365712"	2014	6396.395
"A19011634"	2016	6396.555
"A39003025"	2016	6397.044
"A11355526"	2007	6397.55
"A17023813"	2014	6397.787
"A30023238"	2012	6397.806
"A03035417"	2013	6398.34
"B27013713"	2016	6399.578
"A01061373"	2010	6399.808
"B18551226"	2009	6402.397
"A28184661"	2014	6402.453
"A28146579"	2011	6403.534
"A81841850"	2010	6403.77
"A31065915"	2013	6404.411
"A28614790"	2011	6405.64
"B47531462"	2017	6405.649
"A30012645"	2017	6406.225
"A28013894"	2017	6406.742
"A81036923"	2015	6409.576
"A39030200"	2014	6410.185
"B46132387"	2009	6411.512
"A17007014"	2010	6411.888
"A58294166"	2016	6412.515
"A39007729"	2016	6412.663
"A17019316"	2008	6413.24
"A08514986"	2013	6413.382
"B24399305"	2017	6414.44
"A22009039"	2014	6414.998
"A28190973"	2009	6415.133
"A14000533"	2007	6415.212
"A28518041"	2017	6415.225
"A03040854"	2012	6418.142
"A08139339"	2015	6418.263
"B92217975"	2016	6418.611
"A03012614"	2015	6419.721
"A08332256"	2017	6422.133
"A33778739"	2009	6423
"B38238788"	2015	6423.554
"A28283067"	2014	6424.538
"A41053927"	2012	6424.787
"B35980937"	2017	6425.486
"B08961393"	2012	6425.628
"A08332256"	2014	6426.544
"B23014848"	2017	6427.688
"A28687978"	2016	6428.76
"A15000391"	2010	6429.272
"A13002134"	2016	6430.167
"A43010974"	2015	6430.414
"A08513541"	2012	6430.824
"A45019916"	2011	6431.491
"A01011881"	2012	6434.702
"B28498210"	2007	6434.849
"A45017241"	2007	6435.196
"B03035854"	2008	6435.23
"A17001678"	2015	6435.749
"B28138196"	2010	6435.752
"A28306868"	2016	6435.969
"A58538414"	2012	6439
"F30046411"	2017	6439.736
"A81841850"	2014	6440.46
"A43010974"	2014	6441.117
"B28557064"	2016	6441.16
"B35015262"	2008	6441.466
"F46028072"	2011	6442.728
"A06008361"	2009	6442.904
"A21007950"	2013	6444.103
"A39000849"	2011	6444.48
"B46164463"	2016	6444.788
"B17016569"	2014	6445.942
"A33778739"	2015	6446.183
"A06023477"	2014	6446.23
"A08405490"	2011	6446.752
"B03026382"	2015	6448.421
"A28987196"	2017	6449.83
"A11301645"	2013	6452.317
"A08626939"	2016	6454.218
"B14484612"	2013	6455.257
"A41049503"	2014	6457.844
"A28518090"	2012	6458.035
"A08651762"	2014	6460.405
"A41920943"	2009	6460.455
"A08200313"	2012	6461
"B01376615"	2014	6461.527
"A14000939"	2010	6462.223
"A35014075"	2012	6463.047
"A08405490"	2010	6464.875
"B12029153"	2010	6467.056
"B28555001"	2015	6468.382
"A07244023"	2008	6469.23
"A36121176"	2010	6469.714
"A27252063"	2014	6470.783
"A38003844"	2013	6471.372
"B46039061"	2009	6471.656
"A28283067"	2015	6471.782
"A46072203"	2017	6472.757
"A15049281"	2015	6474.802
"A48802854"	2016	6475.859
"A83826362"	2015	6476.307
"B28557064"	2013	6478.321
"A12016093"	2007	6480
"A08069809"	2011	6480.283
"A18006569"	2013	6483.36
"A48295604"	2013	6485.39
"A01006659"	2010	6485.572
"A46048732"	2011	6488.121
"B46142485"	2012	6488.478
"B12015210"	2016	6488.997
"B83782169"	2013	6489.133
"A38003679"	2016	6491.127
"B46084695"	2015	6491.731
"B46131371"	2015	6491.963
"A50615160"	2017	6495.382
"B28255016"	2015	6496.592
"A20037933"	2011	6497.838
"A08630063"	2016	6498.382
"B46115838"	2009	6499
"A06008361"	2015	6499.312
"B46084695"	2016	6504.84
"A28357093"	2011	6505.504
"A50049105"	2015	6506.595
"A08626103"	2014	6507
"B35018332"	2012	6507.031
"A96918867"	2008	6507.263
"A08405490"	2012	6507.524
"A96862933"	2017	6507.63
"A28457059"	2015	6508.648
"A46137352"	2010	6508.999
"A06419220"	2015	6511.661
"A13010004"	2011	6515.916
"A58253816"	2007	6516.644
"A28617801"	2015	6516.876
"A31065915"	2016	6517.116
"A36201259"	2009	6518.213
"A38232526"	2008	6518.665
"B11050176"	2010	6518.881
"A28283067"	2013	6519.642
"B03026382"	2017	6520.967
"A28518090"	2015	6521.133
"A30013247"	2010	6521.193
"B11050176"	2011	6524.15
"B46063137"	2017	6524.593
"A81000028"	2015	6525.554
"B01267277"	2009	6527.143
"B46153292"	2014	6530.188
"B23015753"	2013	6531.862
"A08147555"	2011	6535.094
"A38024907"	2014	6535.128
"A81410227"	2012	6536.126
"B37014388"	2013	6536.434
"B46043238"	2009	6537.048
"B08961393"	2014	6538.648
"A08213936"	2017	6538.703
"B35980937"	2015	6539.334
"A78018421"	2017	6540
"A36014595"	2012	6542.257
"A38017844"	2015	6543.45
"A28712479"	2007	6546.45
"A15007727"	2011	6547.32
"A81841850"	2009	6547.559
"A12016093"	2008	6548.29
"A08670929"	2011	6549.835
"A36201259"	2010	6551.934
"A01006659"	2008	6552.565
"A15007727"	2013	6553.58
"B84309616"	2017	6554.437
"A06008361"	2017	6554.614
"A36017598"	2017	6554.867
"B41666728"	2008	6557.073
"A37043015"	2015	6557.467
"A28126274"	2017	6559.257
"B30516645"	2013	6559.375
"A08565285"	2007	6561.39
"B17016569"	2015	6561.531
"A78343977"	2009	6562.356
"B73108755"	2014	6562.481
"A13005384"	2013	6563.572
"B35011675"	2013	6564.57
"A31138761"	2013	6564.821
"A46104485"	2017	6565.869
"A17019316"	2007	6566.24
"A81841850"	2008	6566.879
"B46111035"	2012	6567.422
"A07244023"	2012	6567.477
"A08373102"	2008	6569.091
"A38003844"	2012	6571.167
"A39005095"	2014	6571.323
"A45010204"	2016	6571.412
"B45006616"	2011	6573.859
"A28111342"	2017	6574
"A41277336"	2015	6575.425
"A19011634"	2015	6576.67
"A28623379"	2014	6576.785
"A38000485"	2011	6577
"A41002809"	2011	6577.049
"B03026382"	2016	6578.116
"B17016254"	2010	6578.557
"B28376184"	2015	6579.013
"A29016003"	2007	6579.921
"A28187672"	2017	6580
"A15007750"	2012	6581.544
"A08405490"	2009	6581.602
"B12008553"	2012	6582.092
"A35014075"	2013	6582.268
"B46055943"	2011	6583.036
"B28644441"	2016	6587.217
"A15013618"	2008	6587.787
"A07026701"	2011	6587.842
"A29063567"	2014	6588.474
"A20031126"	2015	6590.391
"A07021256"	2011	6591.489
"B12029153"	2012	6591.596
"A80652423"	2009	6592.274
"B31049273"	2012	6592.888
"A01012103"	2014	6594.583
"B28023679"	2017	6599.264
"B41062548"	2015	6600.028
"A28016947"	2010	6605.271
"A43015338"	2014	6606.104
"A28814135"	2011	6608.204
"A58393778"	2013	6608.353
"A46137352"	2009	6608.442
"A38003679"	2015	6608.582
"A14023139"	2009	6609.316
"B08688301"	2010	6612.01
"A33021635"	2015	6612.14
"A08262065"	2017	6612.912
"B15516933"	2013	6614.15
"A08262065"	2016	6615.002
"B08628455"	2017	6616.516
"B50938489"	2017	6619.239
"B08147696"	2013	6620.019
"A17041708"	2009	6622.382
"A07244023"	2014	6624.678
"B35018332"	2013	6624.895
"B17016254"	2017	6625.634
"A36121176"	2012	6625.745
"B23015753"	2014	6626.201
"A15169535"	2015	6627.146
"A08093015"	2012	6627.233
"B03004801"	2012	6629.031
"A07026701"	2015	6631.351
"B14484612"	2014	6631.893
"B17016254"	2009	6632.137
"A07244023"	2016	6633.836
"A07013055"	2012	6634.508
"A08620056"	2014	6634.947
"B17016254"	2011	6635.007
"A08202715"	2011	6635.168
"A30041834"	2008	6635.816
"A12017760"	2017	6636.546
"A81841850"	2007	6637.336
"B28557064"	2009	6638.257
"B23011273"	2016	6639.372
"A46226122"	2011	6640.52
"A08200313"	2007	6640.81
"B28557064"	2010	6640.895
"B38001905"	2017	6640.972
"B03026382"	2014	6641.739
"A36017598"	2014	6642.016
"A17017005"	2008	6642.78
"A50012541"	2015	6643.447
"B17016254"	2016	6643.603
"A46072203"	2016	6645.189
"A38003844"	2014	6645.452
"B73108755"	2009	6646.651
"A28518090"	2016	6646.765
"B28701340"	2013	6647.392
"A82335746"	2008	6648.03
"A17001678"	2013	6648.711
"B48714133"	2009	6649.343
"A38003844"	2011	6650.154
"A11301645"	2014	6651.116
"B30516645"	2009	6653.55
"A28422335"	2007	6653.867
"B92217975"	2015	6654.525
"A50012541"	2014	6656.362
"A82335746"	2009	6656.449
"A08195927"	2013	6658.93
"A15049281"	2013	6659.964
"B30516645"	2012	6660.771
"B38238788"	2016	6661.382
"A48017974"	2012	6661.429
"A28137255"	2017	6661.429
"A28674489"	2013	6661.972
"B45006616"	2012	6662.807
"A36017598"	2016	6665.285
"B46055943"	2010	6666.006
"A17005968"	2015	6666.688
"B30032445"	2015	6669.06
"A15049281"	2009	6669.57
"A41049503"	2013	6670.151
"A42004598"	2011	6672.761
"A78018421"	2008	6675
"A46134748"	2015	6675.06
"A78905908"	2013	6676.568
"A79939112"	2017	6677
"B83325076"	2017	6677
"A31065915"	2017	6677.626
"A28138873"	2013	6678
"A58538414"	2013	6678
"A28711893"	2017	6678.545
"A01167204"	2011	6678.592
