nif	year	existencias
"A28112555"	2014	2971.744
"B08059636"	2010	2972.191
"A38023925"	2008	2972.637
"B38001905"	2014	2973.102
"A17041708"	2013	2973.273
"B46084695"	2014	2973.515
"A26013714"	2007	2973.67
"B03004801"	2015	2974.733
"A09004813"	2012	2975.673
"A39030200"	2012	2975.705
"A17001678"	2014	2976.028
"A13006903"	2016	2976.337
"A08119752"	2016	2976.623
"A08541021"	2014	2977.13
"A39007943"	2013	2977.832
"A08146474"	2008	2978.664
"A36201259"	2011	2979.417
"B08059636"	2009	2979.707
"A08132805"	2007	2979.828
"A26004093"	2017	2980.989
"A28681492"	2013	2981.277
"A08311995"	2007	2981.95
"A33602905"	2008	2982.453
"B28545994"	2010	2983.285
"B08059636"	2007	2983.44
"A08514028"	2010	2983.445
"B28044204"	2008	2984.186
"A33606682"	2014	2984.31
"B80470628"	2011	2984.99
"A61557641"	2014	2985.181
"A08683864"	2013	2985.321
"A48050124"	2007	2985.46
"A01005594"	2008	2985.706
"C08164253"	2012	2986.331
"A08555344"	2011	2986.802
"A35098482"	2010	2987.013
"A08604159"	2013	2988.462
"A47013180"	2009	2988.65
"A30023238"	2012	2988.724
"B31744709"	2011	2989
"A03012614"	2007	2989.297
"A33610304"	2017	2989.318
"B38028692"	2010	2989.345
"A28618890"	2013	2989.845
"A08526345"	2011	2990.023
"B60552619"	2012	2990.758
"A48071351"	2016	2990.776
"B50475839"	2016	2990.981
"A17048752"	2013	2991.024
"B08961393"	2009	2991.151
"A38485827"	2010	2991.56
"A01011881"	2008	2991.646
"B08111411"	2014	2991.716
"A48064521"	2017	2991.774
"A46036562"	2008	2991.903
"A33025974"	2011	2992.384
"A31018492"	2013	2993.085
"A36603967"	2015	2993.354
"A46069456"	2016	2993.511
"A31825466"	2012	2993.848
"A01161066"	2011	2994.749
"B15021835"	2016	2994.885
"A08657017"	2010	2995.105
"A08522971"	2009	2995.334
"A30012645"	2013	2995.588
"A46122065"	2014	2996.155
"A63736458"	2015	2996.183
"A35098482"	2012	2996.456
"A08200313"	2014	2998
"A08541021"	2017	2998.192
"A28174985"	2012	2999.099
"A28027647"	2007	2999.252
"A03047628"	2015	2999.428
"A46106928"	2015	2999.477
"A50889955"	2012	2999.654
"B80397409"	2014	3000.063
"A03061314"	2017	3000.138
"A26013714"	2008	3000.2
"A12081790"	2007	3000.46
"A46038519"	2017	3000.516
"A08479933"	2017	3000.554
"A08670929"	2017	3000.813
"A08181067"	2013	3001.407
"A30014211"	2011	3002.127
"B38008983"	2016	3002.419
"A39023759"	2016	3002.48
"A17048752"	2015	3002.707
"A04017497"	2013	3003.447
"A08604159"	2008	3003.524
"A08217432"	2012	3004.426
"A08209538"	2010	3005.85
"A08360844"	2013	3005.851
"A30016687"	2015	3006.448
"B03032620"	2014	3006.914
"B08367948"	2008	3007.309
"A46031845"	2009	3007.648
"B20193017"	2012	3007.836
"A21000427"	2010	3008.343
"B12457230"	2017	3008.517
"B35329077"	2017	3009.125
"B38001905"	2015	3009.764
"A17033473"	2007	3009.92
"A45014610"	2013	3010.297
"A04017497"	2014	3010.668
"A03681186"	2014	3011.673
"A08630063"	2015	3012.29
"A04017497"	2017	3012.445
"A08278293"	2016	3012.629
"A08280240"	2014	3012.904
"A08199168"	2007	3013.72
"A38003679"	2007	3014.991
"A08138042"	2011	3015.197
"A41011271"	2014	3015.801
"A07036569"	2009	3017.389
"A46131520"	2014	3017.47
"A46109054"	2015	3017.971
"A33015454"	2009	3018.132
"A46038519"	2009	3018.6
"A08438194"	2011	3018.647
"B28044204"	2011	3018.686
"A08331472"	2011	3019.212
"A08450421"	2012	3019.222
"A46005252"	2010	3020.497
"A02013985"	2007	3022.475
"A08280240"	2017	3022.664
"A07036569"	2010	3022.896
"B38028692"	2009	3023.927
"A41008640"	2012	3024
"A07016991"	2012	3024.352
"A28374148"	2012	3024.585
"A28027647"	2010	3024.894
"A03050572"	2011	3025.069
"B46054508"	2015	3025.481
"A29030848"	2007	3026.748
"A12001418"	2015	3026.868
"A47006887"	2016	3027.515
"A28011872"	2008	3029.364
"A04000881"	2009	3029.957
"A28379816"	2012	3030.541
"A28392736"	2012	3031.833
"A24007072"	2011	3032.184
"B15021520"	2010	3032.482
"A08036709"	2011	3032.629
"B06007314"	2011	3032.927
"A22009906"	2014	3033.423
"A35008168"	2008	3033.555
"A08036709"	2009	3033.841
"B35005891"	2008	3034.087
"A30014047"	2017	3034.83
"A28618890"	2016	3034.934
"B15009566"	2011	3035.302
"A07036569"	2008	3035.47
"B36623148"	2016	3035.786
"A09015256"	2014	3036.35
"A30012645"	2014	3036.354
"A42003368"	2016	3038.509
"A42001305"	2014	3038.553
"B08194359"	2008	3039
"B82956517"	2016	3039
"A17018052"	2013	3040.125
"A33036807"	2008	3040.436
"A08036709"	2012	3041.246
"A33025974"	2013	3041.347
"A08480287"	2015	3042.685
"A38019543"	2007	3044.339
"B17023995"	2009	3044.507
"A28441269"	2013	3044.672
"A36615037"	2010	3045.046
"B39014709"	2011	3046.591
"A78320736"	2017	3047
"B38008983"	2017	3048.049
"A17013913"	2010	3048.05
"A41002544"	2012	3048.24
"A28359073"	2010	3049
"A08622938"	2013	3049.962
"A12095295"	2008	3050.014
"B99029365"	2013	3050.156
"A09021825"	2013	3050.231
"A80433519"	2010	3050.526
"B31744709"	2009	3050.779
"A50049105"	2014	3050.888
"A15072622"	2012	3051.229
"A08520629"	2016	3051.309
"A26013714"	2009	3053.011
"A28058758"	2009	3053.304
"A46038519"	2016	3054.941
"A43016757"	2013	3056.241
"B12007357"	2007	3056.781
"A41098237"	2010	3057.326
"A08514028"	2011	3057.651
"V28961811"	2017	3058.102
"A30004790"	2015	3058.283
"F50011139"	2015	3058.386
"A39031620"	2014	3058.608
"A62400718"	2015	3058.86
"A07066467"	2017	3060.052
"B08660409"	2015	3060.402
"A36121176"	2013	3060.453
"B11050176"	2011	3060.49
"A28341055"	2011	3060.692
"A08555344"	2010	3061.294
"A33025974"	2015	3061.493
"B31072705"	2007	3061.503
"B01003581"	2013	3062.26
"A18012807"	2011	3062.34
"B46037446"	2010	3064.879
"B79945150"	2017	3066.502
"A35040831"	2014	3068.232
"A43016757"	2011	3068.569
"A50043298"	2017	3069.241
"A08036709"	2010	3069.347
"A07036569"	2007	3069.87
"A08217432"	2013	3070.009
"A08154650"	2016	3070.609
"A08149668"	2015	3070.674
"A33024852"	2016	3071.076
"A36121176"	2012	3071.201
"B48841282"	2010	3071.542
"A12095295"	2009	3074.287
"A08737249"	2011	3075.087
"A18024919"	2016	3075.477
"A08013898"	2013	3075.521
"A08094567"	2007	3075.64
"B12004818"	2008	3076.231
"A15044530"	2016	3076.536
"B50997949"	2014	3077.003
"B17593633"	2011	3077.004
"A30012009"	2012	3077.161
"A28900975"	2017	3077.612
"A28253656"	2015	3077.613
"A46038519"	2011	3077.851
"A01015510"	2012	3078.02
"B31083488"	2011	3078.052
"A30018345"	2013	3080.007
"A24003873"	2016	3081.539
"A33602905"	2017	3081.912
"B28044204"	2009	3084.478
"A28167443"	2017	3085
"A20031126"	2007	3085.218
"A17045204"	2011	3085.403
"A12016093"	2013	3085.406
"A08186074"	2017	3085.727
"A30038020"	2011	3085.825
"A28715183"	2017	3086.048
"A03021276"	2011	3086.169
"A08026627"	2016	3086.579
"A08191579"	2016	3086.705
"A15072622"	2011	3086.912
"A31138761"	2010	3087.13
"A41002544"	2009	3088.004
"B38001905"	2012	3088.659
"B31744709"	2010	3089.57
"B35015262"	2011	3090.09
"A41050535"	2017	3090.252
"A29003423"	2016	3090.366
"A08209538"	2007	3090.6
"A28684512"	2010	3090.64
"A08375537"	2012	3090.741
"A28096378"	2007	3091.1
"A46007548"	2007	3091.28
"A35012012"	2010	3091.564
"A26008664"	2010	3091.824
"A28054211"	2017	3091.921
"A38003679"	2008	3092.063
"A08146474"	2011	3092.137
"A46007548"	2016	3093.048
"A46014650"	2010	3094.061
"A50008390"	2015	3094.197
"A48080881"	2008	3094.306
"A28623379"	2017	3094.696
"A46014155"	2009	3095.018
"A08331472"	2013	3095.287
"A11608999"	2014	3095.495
"B50475839"	2015	3095.631
"A28712479"	2009	3097.304
"A80771116"	2009	3098
"A09004813"	2016	3098.9
"A09015256"	2015	3098.945
"A28117026"	2009	3098.96
"A46105508"	2013	3099.935
"A34007831"	2016	3100.948
"F25002338"	2015	3101.167
"A43355403"	2007	3101.609
"A43035401"	2013	3101.644
"A08288490"	2012	3101.681
"A28117026"	2008	3101.82
"A46014650"	2012	3102.028
"A46151973"	2010	3102.434
"A48119622"	2017	3102.537
"A20065744"	2015	3103.104
"A43016757"	2012	3103.949
"A07013055"	2008	3104.197
"A43010974"	2014	3104.202
"A46014650"	2015	3105.679
"A28518090"	2009	3106.184
"A08075954"	2017	3106.406
"B38380473"	2009	3106.538
"A08639643"	2015	3107.412
"B46201158"	2016	3108
"A08622938"	2017	3108.107
"B28579324"	2012	3108.758
"A33015454"	2010	3109.12
"A28054211"	2012	3109.196
"A48071351"	2012	3109.504
"A28510246"	2017	3109.877
"A08438194"	2012	3110.057
"A12095295"	2011	3110.334
"A15072622"	2014	3110.702
"A35031343"	2017	3110.786
"A28615581"	2017	3110.874
"B15009566"	2014	3111.006
"A04017497"	2015	3111.113
"A36016574"	2013	3111.576
"B08423246"	2014	3112.187
"A20038915"	2012	3112.436
"A08051526"	2008	3113.556
"A43621416"	2015	3114
"A30014211"	2009	3114.171
"A01017557"	2010	3114.509
"A30041883"	2012	3116.52
"A26010413"	2008	3116.566
"A43010974"	2017	3117.038
"B48124275"	2013	3117.049
"A31061401"	2015	3117.108
"B20793956"	2015	3117.585
"A35045681"	2016	3117.939
"A30035679"	2014	3118.042
"A03003530"	2008	3118.226
"A07042088"	2009	3118.755
"V82171133"	2007	3118.993
"A61351540"	2012	3119
"A08340267"	2014	3119.073
"A20060075"	2014	3119.297
"A50169143"	2017	3119.328
"A50013671"	2015	3121.094
"A18016709"	2010	3121.232
"A07427081"	2010	3121.674
"A39022124"	2007	3122.63
"A08340267"	2009	3122.812
"A46036562"	2011	3123.47
"A04119293"	2008	3123.946
"A41002544"	2011	3124.802
"F25002338"	2012	3125.685
"A48080683"	2016	3125.685
"A48050124"	2010	3125.858
"A46014155"	2011	3125.861
"A46044962"	2017	3126.015
"A08394157"	2017	3126.036
"A08657017"	2016	3126.09
"B35027143"	2013	3126.235
"A08042764"	2014	3126.522
"A12283388"	2012	3126.803
"B46149555"	2016	3127.423
"A30041883"	2014	3127.477
"A61557641"	2017	3128.22
"A08565285"	2009	3129.728
"A46226122"	2016	3129.872
"B37024825"	2013	3130.124
"A08737249"	2008	3130.727
"B35027143"	2012	3133.009
"A04017497"	2011	3133.918
"A31072325"	2016	3134.36
"A35008168"	2007	3134.811
"A03028461"	2008	3134.992
"A17202375"	2010	3135
"A33034422"	2011	3135.842
"A30006142"	2014	3135.962
"A40005514"	2012	3136.879
"A08217432"	2010	3137.291
"A08683864"	2015	3137.437
"B20013983"	2011	3137.728
"B20013983"	2010	3138.07
"A81200511"	2014	3138.129
"A01004548"	2010	3138.148
"A81200511"	2015	3138.731
"A08513749"	2017	3140.915
"A23012719"	2011	3140.987
"A08331472"	2016	3141.056
"A15017163"	2010	3141.079
"B09019548"	2011	3141.121
"B12291167"	2015	3141.239
"A50169143"	2011	3141.526
"A34009191"	2007	3141.58
"B50029263"	2010	3142.066
"A28253656"	2009	3142.486
"B31694912"	2011	3142.713
"A17202375"	2016	3143.272
"B46090791"	2016	3143.573
"A81200511"	2017	3143.652
"B11415387"	2013	3143.964
"A25022369"	2008	3144
"A38019543"	2008	3145.217
"A38020525"	2012	3145.331
"B30015226"	2012	3146.578
"A08450421"	2016	3146.739
"A08262065"	2014	3146.928
"A13012869"	2015	3147.97
"A28523470"	2014	3148.599
"B46132387"	2009	3148.955
"A08663098"	2017	3149.316
"A46014650"	2011	3149.374
"A21006861"	2010	3149.378
"A08683864"	2011	3150.082
"A17018052"	2012	3150.235
"A61557641"	2012	3150.546
"A33689530"	2010	3150.754
"A39030812"	2008	3151.223
"A03021276"	2016	3151.497
"A12095295"	2012	3151.878
"B36623148"	2013	3152.66
"A08222465"	2010	3152.837
"A04000881"	2010	3152.908
"A36615474"	2015	3152.944
"A38225041"	2011	3153.122
"A36006021"	2012	3153.172
"A80771116"	2008	3153.29
"B41217761"	2009	3153.692
"B62111018"	2017	3154.148
"A24004103"	2015	3154.742
"B30606099"	2014	3155.267
"B31798929"	2010	3155.9
"A30012959"	2007	3156.41
"A41011271"	2007	3157.076
"B18012831"	2011	3157.331
"A07061161"	2015	3158.068
"A07096886"	2011	3158.998
"A29030848"	2008	3159.427
"A09004813"	2011	3160.689
"B35018332"	2009	3160.96
"A08278731"	2007	3161.34
"A14037642"	2010	3161.512
"A17034844"	2010	3161.672
"A45017241"	2016	3162.036
"A08332256"	2015	3162.175
"B08527194"	2017	3162.178
"B06007314"	2009	3162.479
"A30041834"	2011	3163.27
"A30035679"	2007	3163.88
"B01003581"	2017	3164.288
"A08288490"	2013	3164.483
"B35015262"	2014	3164.668
"A03681186"	2015	3164.786
"A26001867"	2017	3165.119
"B30000574"	2017	3165.946
"A14026199"	2007	3166.06
"B50029263"	2011	3166.76
"A82275306"	2011	3167
"A08851321"	2012	3167.402
"A30041719"	2007	3167.708
"A26013714"	2010	3167.99
"B35005891"	2007	3169.314
"A80771116"	2015	3170
"B12662722"	2016	3170.102
"A08285157"	2009	3170.371
"A30014047"	2016	3170.607
"A01017557"	2009	3170.883
"A33006644"	2013	3171.92
"A08222465"	2012	3172.048
"A08551061"	2016	3172.23
"A46135331"	2009	3172.464
"A50052489"	2008	3172.722
"A41018854"	2011	3172.879
"A43621416"	2014	3173
"A01017557"	2013	3173.001
"A08622938"	2016	3173.073
"A28687978"	2012	3173.239
"A08414906"	2017	3173.264
"A11605409"	2016	3173.289
"A20574380"	2008	3173.62
"B73212417"	2013	3174.875
"A14026199"	2015	3175.605
"A08513541"	2011	3176.192
"A48050124"	2009	3176.426
"A31070378"	2012	3177.067
"A08667016"	2015	3177.517
"A17055153"	2014	3178.487
"A30016687"	2014	3178.929
"A08051526"	2010	3178.955
"A12095295"	2017	3178.966
"A34007831"	2015	3180.522
"A08042764"	2016	3180.764
"B30034573"	2017	3180.944
"A28587616"	2016	3181.271
"B08114449"	2015	3183.052
"A08078719"	2008	3183.41
"A80433519"	2007	3183.62
"A28175412"	2012	3183.705
"A36600518"	2007	3183.83
"A26013714"	2017	3183.903
"B12006623"	2008	3184.173
"A46105508"	2011	3184.938
"A08278731"	2010	3184.965
"B46037446"	2012	3185.626
"A48119622"	2014	3185.725
"A48050124"	2008	3186.03
"F95002150"	2007	3187.16
"B63100150"	2011	3187.91
"B35027143"	2017	3188.439
"A23022874"	2016	3188.641
"B08463424"	2007	3189.205
"A46023735"	2014	3189.612
"A12283388"	2016	3191.598
"A46081881"	2009	3193.011
"A40002701"	2014	3193.341
"A28612620"	2017	3193.542
"A31076508"	2016	3193.678
"A28698884"	2011	3194.157
"B96324983"	2007	3194.619
"A03040854"	2010	3195.26
"B30015226"	2011	3197.076
"A30035521"	2016	3197.235
"A33025701"	2013	3197.331
"B61729737"	2013	3197.402
"A31394356"	2012	3197.971
"C08164253"	2013	3199.881
"A18008334"	2012	3200.259
"B50021658"	2012	3200.847
"A12006227"	2013	3200.992
"A08199168"	2016	3201.702
"A13006903"	2017	3201.903
"A12016549"	2015	3202.418
"A12095295"	2016	3202.987
"B38028692"	2017	3203.748
"B46164091"	2017	3204.512
"A08639643"	2007	3204.681
"A08291973"	2017	3204.922
"B12662722"	2017	3205.589
"A28695021"	2010	3205.852
"A28352656"	2017	3206.902
"A41002544"	2010	3206.914
"A17055153"	2013	3207.065
"B08584989"	2016	3208.204
"A04016952"	2017	3208.224
"A11605409"	2010	3209.195
"A04007811"	2008	3209.354
"A43011196"	2017	3210
"B37014388"	2012	3210.115
"A07905573"	2013	3210.183
"A12029039"	2007	3211.22
"A46139937"	2007	3211.869
"B12536934"	2009	3213.365
"A62400718"	2009	3213.468
"A46111654"	2016	3213.585
"A15018146"	2007	3215.03
"A03088580"	2008	3215.28
"A28249993"	2009	3215.437
"A17006792"	2010	3215.836
"A33025974"	2014	3216.502
"A28187672"	2016	3217
"B35018332"	2011	3217.491
"A08683864"	2016	3217.984
"A62400718"	2010	3218.139
"A28174985"	2015	3218.179
"B27011477"	2007	3218.97
"B82207275"	2014	3219
"A46131769"	2016	3219.842
"B08463424"	2012	3219.999
"A08270993"	2015	3220.11
"A46056255"	2016	3220.276
"B38008983"	2010	3220.778
"A08604159"	2017	3220.89
"B08114449"	2014	3221.015
"A30014047"	2012	3221.538
"A24003873"	2017	3221.781
"A17055153"	2012	3221.962
"B28059012"	2009	3222
"A08115578"	2013	3222.112
"A80771116"	2010	3223
"B03002441"	2009	3223.958
"A08221582"	2009	3224.602
"A08126492"	2015	3224.991
"A28543809"	2012	3225.283
"A08568826"	2017	3227.896
"A28374148"	2013	3228.137
"A39031620"	2017	3228.423
"A46131769"	2010	3228.733
"A08051526"	2009	3230.843
"B35015262"	2012	3231.714
"A08604159"	2016	3231.909
"A01000249"	2011	3231.937
"B28545994"	2009	3232.287
"A28096378"	2017	3233.295
"A38030680"	2009	3233.775
"A46005252"	2017	3233.781
"A08513749"	2015	3234.124
"B47014568"	2013	3234.363
"A03033164"	2012	3234.54
"A17013947"	2014	3234.783
"A41695149"	2015	3235
"A12015673"	2007	3235.216
"B36620193"	2017	3235.789
"A28604882"	2014	3236.072
"A38023925"	2009	3237.774
"A41018854"	2012	3238.245
"A08154650"	2015	3238.398
"A08221582"	2010	3238.87
"A48050124"	2011	3238.958
"A48155352"	2010	3239.051
"A08340267"	2010	3239.235
"A08375545"	2012	3241.668
"B38008983"	2008	3242.674
"B79945150"	2014	3243.486
"A36600518"	2008	3245.56
"A48876874"	2015	3245.778
"A26004978"	2016	3245.905
"A28096378"	2011	3246.667
"A08016255"	2007	3246.78
"B46162418"	2015	3249.383
"A17001322"	2008	3249.747
"A43621416"	2016	3250
"A28202075"	2009	3252.368
"A15027139"	2016	3252.774
"B03039609"	2008	3253.348
"B46140885"	2007	3254.074
"A08189359"	2017	3254.756
"B30605760"	2013	3255.138
"A30014047"	2015	3255.153
"A25020173"	2014	3255.623
"A03028461"	2016	3256.199
"A20073508"	2016	3256.272
"A03005154"	2009	3256.646
"A41014986"	2014	3256.717
"A08346116"	2012	3256.739
"A21391917"	2013	3256.875
"A17018052"	2014	3257.246
"B27013713"	2016	3257.364
"A46072203"	2007	3257.49
"B46045993"	2016	3257.834
"A08299406"	2010	3257.877
"A48092886"	2012	3258.156
"A50042027"	2010	3258.443
"B09019548"	2015	3258.975
"B03010634"	2011	3260.043
"A04017497"	2012	3260.105
"A41011271"	2009	3260.107
"A41069352"	2007	3260.93
"A46002069"	2012	3261.115
"A08393571"	2013	3262.966
"B85036887"	2014	3263.076
"A41059445"	2017	3263.16
"A30036438"	2016	3263.271
"A48080881"	2014	3263.786
"A38225041"	2009	3264.108
"A41059445"	2016	3265.373
"A08200032"	2015	3265.633
"A08513749"	2010	3265.733
"A36012698"	2009	3266.089
"B03100831"	2017	3266.116
"A33689530"	2012	3266.182
"A46023735"	2015	3266.531
"A30024798"	2012	3266.651
"B09019548"	2017	3266.913
"A30018345"	2014	3267.324
"B61729737"	2008	3267.508
"A08450421"	2013	3267.824
"A47000054"	2014	3268.926
"A15017163"	2011	3268.944
"A41050535"	2015	3269.127
"B12018008"	2016	3269.844
"A31038839"	2012	3270.31
"A50042027"	2011	3270.385
"A08568826"	2015	3270.405
"A08181067"	2008	3270.456
"B91172221"	2013	3271.526
"A08278731"	2008	3271.84
"A12095295"	2015	3271.866
"A08217432"	2015	3272.028
"B45493707"	2011	3272.434
"A26004978"	2011	3273.324
"B27015965"	2007	3273.416
"B10010775"	2007	3273.582
"B07039514"	2015	3273.676
"A26020198"	2014	3274.464
"B31083199"	2010	3276.017
"A31138761"	2014	3276.357
"A45002219"	2007	3276.429
"A46015830"	2017	3276.623
"A17013947"	2015	3277.083
"A50057322"	2010	3277.682
"A38020905"	2016	3277.835
"A03061850"	2017	3278.05
"B08282337"	2016	3278.796
"A35008168"	2016	3278.93
"A33605072"	2017	3278.945
"A08257214"	2010	3279.337
"A17006479"	2011	3279.792
"A48071369"	2012	3279.921
"A48050124"	2012	3281.536
"A17013913"	2007	3281.686
"A08203226"	2012	3282.033
"A50008390"	2013	3282.05
"A46082228"	2015	3282.383
"B31083199"	2011	3282.555
"A78067188"	2017	3283
"B08527194"	2014	3284.583
"A26001867"	2009	3284.592
"A36603421"	2012	3285.418
"A45015716"	2017	3285.732
"A39007943"	2017	3285.742
"A01005594"	2011	3286.277
"A31180060"	2015	3286.545
"A17034844"	2011	3286.545
"B20055703"	2015	3286.57
"B38008983"	2012	3286.63
"A08132805"	2012	3287.104
"A28027647"	2009	3287.386
"B10010775"	2008	3287.397
"A38003679"	2015	3287.97
"A13006903"	2011	3288.53
"A36604882"	2011	3290.732
"B28044204"	2010	3290.782
"A13005384"	2010	3291.482
"A08526345"	2009	3291.499
"A26001867"	2016	3292.314
"A28581247"	2017	3293.047
"A50042027"	2007	3293.756
"A39030812"	2007	3294.476
"A12022885"	2015	3295.38
"A18012807"	2017	3295.409
"A39030812"	2015	3295.447
"A58348038"	2016	3295.954
"B36009207"	2014	3296.841
"A28700383"	2012	3298.951
"A16004665"	2008	3300
"A26004978"	2012	3301.161
"A30047120"	2012	3301.277
"A08211112"	2008	3302.958
"A07036569"	2011	3303.209
"B28044204"	2013	3304.227
"A26010413"	2009	3304.24
"A33006644"	2009	3304.298
"A28013894"	2012	3304.364
"A36643450"	2009	3305.056
"B09019548"	2016	3305.255
"A17038035"	2017	3305.874
"B38028692"	2012	3306.737
"B46055489"	2015	3307.233
"A30014211"	2010	3308.05
"A46151973"	2015	3308.475
"A48093421"	2013	3308.584
"A01005594"	2015	3308.849
"B20070082"	2014	3309.887
"A46014155"	2008	3310.261
"B15077571"	2014	3311.091
"A08181067"	2010	3311.324
"A11608999"	2015	3311.998
"A08393571"	2017	3312
"B38004966"	2008	3312.875
"B35027143"	2015	3313.154
"B12018008"	2012	3313.331
"A39030200"	2013	3313.557
"A28487007"	2008	3313.58
"A08723926"	2014	3313.812
"B48033278"	2014	3313.862
"A48093538"	2008	3314.12
"A08604159"	2010	3314.328
"A33606534"	2014	3315.004
"A15024482"	2008	3316.108
"A08329831"	2011	3316.206
"A20060075"	2013	3316.77
"A58061383"	2012	3317.52
"A01161066"	2012	3317.822
"B35015262"	2010	3318.25
"A28375467"	2014	3318.386
"B38024089"	2014	3319.06
"A20574380"	2009	3319.626
"A28187672"	2017	3321
"A33026980"	2013	3321.045
"A49005861"	2012	3321.085
"A48071351"	2017	3321.168
"A28106979"	2011	3321.987
"A07326473"	2014	3322.91
"A09015256"	2009	3323.969
"B28545994"	2011	3324.167
"A03088580"	2007	3324.36
"A61351540"	2013	3325
"A08513541"	2012	3325.145
"B41072471"	2013	3325.609
"B48070155"	2007	3327.18
"A14026199"	2012	3327.404
"A28054211"	2008	3327.68
"A28027647"	2008	3328.603
"A46002697"	2017	3328.809
"A31138761"	2009	3329.154
"F10027423"	2007	3329.24
"A15038326"	2014	3329.388
"A25041146"	2014	3329.581
"B61729737"	2012	3330.629
"B31072705"	2009	3330.914
"A41031303"	2009	3331
"A08466807"	2014	3331.596
"A50066562"	2013	3333.695
"A30012959"	2008	3334.439
"A39000187"	2013	3335.823
"A35008168"	2012	3336.348
"B06007314"	2010	3336.851
"B18751461"	2016	3338.605
"B28545994"	2007	3338.764
"B35005040"	2011	3339.854
"A17033473"	2009	3339.924
"A01002864"	2010	3340.388
"B06007314"	2012	3340.395
"A08393571"	2009	3340.657
"A30036438"	2015	3341.58
"B27013713"	2015	3341.719
"A08489320"	2016	3342.478
"A82275306"	2010	3342.98
"A08051526"	2013	3343.909
"A14481105"	2017	3345.19
"A28435931"	2010	3345.906
"A43621416"	2017	3346
"A42001305"	2016	3346.671
"A12461802"	2008	3347.688
"A14026199"	2008	3348.273
"A28695021"	2007	3349.006
"A08723926"	2016	3349.477
"A04016952"	2011	3349.795
"A29025368"	2016	3349.918
"A39030200"	2015	3350.222
"A28013894"	2017	3350.416
"B09019548"	2012	3350.419
"A03028461"	2009	3350.429
"A12283388"	2014	3350.704
"B24399305"	2011	3351.545
"A08132805"	2015	3351.759
"A08231250"	2013	3351.86
"A03017886"	2008	3352.608
"B31684020"	2012	3352.641
"A33602905"	2012	3352.834
"B07039514"	2017	3353.199
"A16007064"	2017	3353.234
"A08363400"	2015	3353.269
"F04030672"	2013	3354.298
"A50068923"	2014	3354.472
"A33602905"	2010	3354.887
"A28137255"	2007	3355.2
"B08988149"	2007	3355.608
"A45002839"	2012	3356.056
"A08304933"	2016	3356.441
"F25002338"	2007	3356.54
"A36605772"	2017	3357.785
"B19001551"	2008	3357.857
"A48071351"	2011	3358.086
"B60653466"	2015	3358.59
"A38024907"	2007	3358.707
"B33876459"	2008	3358.765
"A36201259"	2012	3359.478
"B15021835"	2017	3360.72
"B38238788"	2011	3361.157
"A11605409"	2012	3361.225
"A08393571"	2007	3362.857
"B03036340"	2010	3363.039
"A30035521"	2017	3363.27
"B38004966"	2009	3363.553
"A38019543"	2013	3364.6
"B15009566"	2015	3365.327
"A28002640"	2011	3369.053
"A36605772"	2016	3369.086
"A33026980"	2015	3370.08
"A40004095"	2014	3370.289
"A29049509"	2013	3370.312
"B40003550"	2008	3370.89
"A17018052"	2011	3370.913
"A28683068"	2014	3371.189
"A26013714"	2016	3371.574
"A08360844"	2014	3371.861
"A50169143"	2010	3371.959
"B46140885"	2008	3372.183
"A28049153"	2008	3372.42
"A82335746"	2011	3372.759
"A28375467"	2017	3373.036
"A08203226"	2013	3373.441
"B08059636"	2011	3373.903
"A35008168"	2017	3374.772
"B20070082"	2013	3374.912
"A47010194"	2008	3375.397
"A31018799"	2007	3375.465
"A08042764"	2015	3376.681
"B08584989"	2014	3377.649
"A38020525"	2011	3378.977
"B61175725"	2009	3379.577
"B28579324"	2013	3379.963
"A36604882"	2010	3380.574
"A12025565"	2017	3380.885
"A30018345"	2015	3383.941
"A08520629"	2015	3384.308
"A25022369"	2007	3384.467
"B07039514"	2016	3384.868
"B30032445"	2013	3384.912
"A40005514"	2013	3384.923
"A17202375"	2009	3386
"A30014211"	2012	3386.354
"A15027139"	2014	3386.441
"B36002913"	2016	3388.53
"A08551061"	2013	3389.154
"A21006861"	2012	3389.674
"B46124434"	2016	3390.47
"A08604159"	2014	3390.828
"B28545994"	2008	3391.469
"B58222548"	2008	3391.735
"A29519220"	2007	3392.58
"A46131769"	2009	3394.121
"A08334906"	2015	3395.429
"B20070082"	2008	3395.918
"A43010974"	2013	3396.005
"A46332995"	2015	3397.001
"A36006021"	2009	3397.634
"A08555344"	2012	3397.892
"B46108403"	2017	3397.943
"A58061383"	2011	3398.517
"A35028208"	2007	3398.753
"A08514028"	2017	3399.7
"B08961393"	2013	3399.762
"A23008857"	2009	3399.989
"A46031845"	2010	3400.272
"A08221582"	2012	3402.871
"A34007831"	2017	3404.096
"A50052489"	2009	3404.341
"B27011477"	2013	3405.314
"A08700197"	2009	3406.425
"B03036340"	2015	3406.827
"A17009093"	2015	3407.474
"A08285157"	2010	3408.699
"A17013913"	2008	3409.449
"B17228081"	2013	3409.995
"B82956517"	2015	3410
"A08170151"	2007	3410.14
"A39030812"	2014	3410.165
"B35015262"	2016	3411.011
"A59990580"	2010	3412.638
"A28695021"	2008	3413.004
"B28072205"	2011	3413.517
"A08094435"	2011	3414.723
"B79945150"	2015	3415.522
"A08669178"	2013	3415.975
"A35018696"	2017	3416
"A03028461"	2017	3417.068
