nif	year	intereses
"A31038839"	2010	222
"A46082228"	2016	222.026
"A36615037"	2015	222.088
"A08193591"	2012	222.115
"A07046659"	2016	222.154
"B43636075"	2013	222.162
"B38002655"	2015	222.181
"A31061401"	2015	222.2
"A12021390"	2011	222.215
"A46014650"	2009	222.264
"A50049105"	2012	222.316
"B21011333"	2017	222.381
"A31001266"	2015	222.401
"A08481632"	2009	222.455
"A48025845"	2013	222.491
"B30516645"	2011	222.531
"A28662005"	2007	222.578
"A29018207"	2014	222.705
"B08216202"	2007	222.79
"A07026651"	2017	222.822
"A08005688"	2008	222.828
"A28087583"	2015	222.85
"A01161066"	2013	222.858
"A08631517"	2010	222.877
"A59119917"	2008	222.906
"B48059786"	2010	222.952
"A08119752"	2016	222.973
"B96011283"	2008	222.974
"A08372351"	2017	222.983
"A29350139"	2013	223.037
"A01006659"	2014	223.041
"A81000028"	2015	223.051
"B08628455"	2011	223.072
"A50017334"	2010	223.082
"A06008361"	2007	223.107
"B59162701"	2014	223.131
"A03005154"	2008	223.138
"A08646200"	2007	223.204
"A14025902"	2017	223.218
"A48064182"	2008	223.23
"B03019106"	2017	223.256
"A36006021"	2012	223.269
"A48119143"	2011	223.317
"A08026635"	2011	223.334
"A26008664"	2014	223.37
"A58253816"	2007	223.379
"A50052489"	2017	223.474
"A08480287"	2014	223.482
"B46055943"	2009	223.513
"A80200868"	2009	223.517
"A20165650"	2014	223.521
"B61395497"	2016	223.527
"B96011283"	2009	223.563
"B73212417"	2013	223.631
"A08526345"	2011	223.644
"B47531462"	2014	223.751
"A45202975"	2016	223.768
"A06014930"	2010	223.809
"A08202715"	2013	223.862
"A08574881"	2013	223.958
"B28403194"	2015	224
"A29025368"	2012	224.053
"A48119143"	2014	224.055
"A50027929"	2010	224.081
"B60338290"	2017	224.099
"A45011103"	2013	224.113
"A03030350"	2015	224.128
"A13008461"	2011	224.134
"A08304933"	2013	224.174
"A08196446"	2009	224.229
"A08291924"	2009	224.236
"A28266989"	2011	224.28
"B38238788"	2012	224.29
"B20193017"	2014	224.339
"A20074068"	2015	224.355
"A41006891"	2013	224.375
"B46023677"	2013	224.41
"B46023677"	2009	224.422
"A36005718"	2010	224.438
"A28117026"	2008	224.44
"A33036807"	2008	224.446
"A36002285"	2011	224.455
"A48092886"	2012	224.471
"B01267277"	2013	224.512
"B50997949"	2013	224.531
"A08560179"	2009	224.59
"B28701340"	2013	224.595
"B46076287"	2014	224.599
"A28614790"	2011	224.62
"B46039061"	2016	224.624
"B50938489"	2013	224.628
"A96646880"	2013	224.643
"B30032445"	2012	224.644
"B58807645"	2013	224.663
"B91372748"	2012	224.669
"A46122065"	2016	224.669
"A03040854"	2007	224.671
"A08623928"	2014	224.675
"A78100609"	2014	224.745
"B85160976"	2017	224.807
"B96011283"	2010	224.881
"A08577215"	2014	224.9
"A15007727"	2010	224.917
"A15070444"	2015	224.962
"A03024809"	2008	225
"A92111871"	2014	225
"A15012305"	2009	225.079
"A81841850"	2015	225.174
"A32006215"	2007	225.22
"B46039061"	2007	225.234
"B18012831"	2011	225.311
"A08606378"	2008	225.325
"A08453219"	2008	225.33
"A06003800"	2007	225.48
"B96324983"	2017	225.481
"A03036373"	2015	225.527
"A50012541"	2015	225.568
"A46066825"	2011	225.607
"A26011320"	2008	225.691
"A41920943"	2016	225.77
"B43579424"	2008	225.844
"A08128910"	2009	225.957
"A31076508"	2007	225.96
"A28415487"	2017	225.966
"A28614790"	2012	225.97
"A08091894"	2015	226.009
"A46031845"	2009	226.023
"B38484796"	2009	226.045
"B48033278"	2011	226.048
"A28552149"	2017	226.048
"B46157533"	2015	226.061
"A80352420"	2012	226.093
"A08710055"	2016	226.143
"A28392033"	2015	226.187
"A46023735"	2015	226.223
"B38004966"	2007	226.256
"A29008174"	2013	226.26
"A25020173"	2014	226.344
"B48033278"	2009	226.359
"B46055802"	2013	226.366
"A06007637"	2013	226.406
"B08195653"	2016	226.424
"A81496382"	2011	226.532
"A01017557"	2007	226.588
"A28278596"	2007	226.6
"A38473724"	2011	226.624
"B20793956"	2014	226.639
"B14030720"	2014	226.641
"A33024084"	2012	226.715
"B50029263"	2016	226.768
"A28552149"	2008	226.781
"A08094567"	2016	226.813
"A50027929"	2013	226.822
"A35045681"	2014	226.849
"A07007735"	2015	226.871
"B08111411"	2014	226.939
"A08704520"	2012	226.958
"B12541496"	2013	226.961
"A41080144"	2010	226.985
"A26011841"	2009	226.997
"A46043154"	2008	227.009
"A28712479"	2017	227.026
"A08489320"	2013	227.051
"A48093918"	2016	227.065
"A26270322"	2013	227.066
"A79492104"	2012	227.108
"A58017187"	2013	227.111
"A41037672"	2017	227.129
"A02013985"	2009	227.157
"A28681492"	2012	227.173
"A28451649"	2008	227.198
"A03064102"	2016	227.212
"B18012831"	2013	227.256
"A15018146"	2016	227.293
"A28106003"	2012	227.417
"B30034573"	2012	227.428
"A38371159"	2011	227.462
"A08189359"	2011	227.462
"A28451649"	2009	227.66
"A30032619"	2008	227.695
"A04017497"	2017	227.697
"A08453219"	2009	227.712
"B12523601"	2008	227.727
"A08621161"	2017	227.839
"A08159816"	2013	227.844
"B41591165"	2012	227.864
"A23022783"	2009	227.879
"A28321313"	2010	227.895
"A58346305"	2012	227.982
"A25011180"	2011	228.009
"B03032620"	2013	228.058
"A46134748"	2015	228.086
"A81841850"	2016	228.103
"A17009598"	2009	228.117
"A33034836"	2015	228.148
"B48059786"	2017	228.228
"A01161066"	2008	228.284
"B38484796"	2007	228.3
"B96683347"	2010	228.329
"A40002701"	2016	228.448
"A30036933"	2015	228.459
"A17006792"	2015	228.508
"B28555001"	2015	228.568
"B48059786"	2016	228.608
"A41061771"	2016	228.64
"A46043154"	2012	228.775
"A26015503"	2008	228.78
"A25017880"	2017	228.822
"A28295038"	2017	228.857
"A46082228"	2013	228.874
"A46139937"	2013	228.909
"A14026199"	2016	228.933
"A46023255"	2007	228.98
"A48064182"	2016	229
"A41031303"	2012	229
"A33689530"	2010	229.016
"B20023982"	2012	229.019
"A48092886"	2009	229.072
"A46031845"	2013	229.093
"B27011477"	2009	229.098
"B15017908"	2008	229.12
"B58222548"	2007	229.14
"A17011297"	2012	229.158
"A20031126"	2009	229.225
"A26004754"	2013	229.239
"A08606378"	2012	229.245
"A02006617"	2015	229.271
"A08263469"	2017	229.298
"A62023262"	2015	229.392
"A28184661"	2007	229.449
"A46016374"	2008	229.54
"B31005507"	2016	229.553
"A47006887"	2015	229.62
"A07244023"	2012	229.629
"A46002697"	2008	229.648
"F95002150"	2007	229.76
"A81496382"	2010	229.865
"B23011273"	2014	229.865
"A28134534"	2011	229.88
"A08181067"	2012	230.017
"A28016947"	2007	230.039
"A28720795"	2011	230.054
"A07244023"	2011	230.1
"A33606534"	2013	230.154
"B35005891"	2007	230.161
"A58346305"	2009	230.176
"A01005594"	2008	230.245
"B03094455"	2008	230.382
"B08628455"	2012	230.39
"B24008955"	2014	230.391
"A08198392"	2010	230.404
"A13008461"	2012	230.515
"A03057221"	2012	230.56
"A28715316"	2013	230.6
"A08119752"	2017	230.66
"A12016549"	2013	230.666
"A08526345"	2012	230.677
"A61427183"	2007	230.693
"A78355278"	2009	230.738
"A06014930"	2009	230.817
"A08637829"	2015	230.847
"A46015830"	2007	230.893
"A50013671"	2017	230.957
"A15007750"	2014	231.068
"A13008461"	2010	231.099
"A08203226"	2015	231.166
"A81438145"	2012	231.194
"B81365181"	2014	231.197
"A08008583"	2017	231.277
"A08802068"	2016	231.329
"A28662005"	2011	231.339
"A07084940"	2011	231.406
"A41049503"	2009	231.443
"B07034416"	2014	231.464
"A30022958"	2007	231.65
"A08262065"	2010	231.726
"B03035854"	2013	231.756
"B85036887"	2016	231.769
"B12020194"	2015	231.804
"A15016595"	2007	231.886
"A20779849"	2015	231.896
"A50032002"	2007	231.897
"B30034730"	2013	231.919
"B45007671"	2015	231.95
"A58348038"	2008	231.95
"A08631517"	2012	231.954
"A33617218"	2007	231.959
"A38000485"	2014	232
"A29350139"	2017	232.015
"B21011333"	2015	232.033
"A12021390"	2010	232.057
"A30046379"	2012	232.079
"A01001072"	2015	232.165
"A22012223"	2016	232.35
"A41080144"	2009	232.455
"B25006222"	2017	232.497
"A29350139"	2009	232.502
"B96011283"	2011	232.585
"B48059786"	2012	232.603
"A38014098"	2011	232.719
"A30013247"	2010	232.764
"A46336152"	2009	232.771
"A08723926"	2009	232.784
"A08066300"	2007	232.88
"A58494048"	2008	232.883
"A01000249"	2014	232.929
"A08094435"	2017	232.947
"B17016569"	2015	233.005
"A08078719"	2014	233.014
"A81496382"	2017	233.03
"A17007014"	2008	233.092
"A26015503"	2012	233.103
"A45025327"	2017	233.36
"A24004103"	2007	233.403
"A21391917"	2013	233.466
"B08961393"	2015	233.651
"A38020905"	2013	233.792
"A28651222"	2013	233.867
"B46023677"	2010	234.022
"A15018146"	2014	234.035
"A28357093"	2016	234.045
"B60552619"	2017	234.052
"A45018223"	2016	234.112
"A28016947"	2009	234.183
"A08397119"	2017	234.211
"B46039061"	2014	234.238
"A29006343"	2012	234.271
"B50938489"	2012	234.285
"B30034730"	2008	234.308
"A33025974"	2017	234.344
"A48047377"	2017	234.433
"B84311760"	2013	234.477
"A46226122"	2007	234.481
"B24013799"	2013	234.511
"B60171162"	2007	234.524
"A96646880"	2007	234.559
"B46142485"	2017	234.589
"A46014650"	2016	234.607
"A08723926"	2008	234.611
"A05122460"	2010	234.636
"B21015474"	2016	234.637
"A08078719"	2007	234.64
"A46226122"	2009	234.72
"A46015830"	2010	234.793
"A36005718"	2009	234.798
"B15009566"	2010	234.838
"A24004103"	2008	234.844
"B85160976"	2014	234.844
"A46048732"	2014	234.878
"A08257529"	2016	234.996
"A01007442"	2012	234.997
"A60531688"	2016	235
"A30006142"	2015	235.007
"A28108447"	2007	235.09
"F06139109"	2015	235.124
"B08628455"	2013	235.132
"A81933772"	2011	235.195
"B03019601"	2014	235.335
"B12007357"	2008	235.342
"B46146080"	2015	235.374
"A08560484"	2012	235.39
"A74136060"	2015	235.518
"A08591075"	2016	235.557
"A17045204"	2016	235.743
"A07007735"	2014	235.782
"A48009328"	2017	235.787
"B35023068"	2012	235.854
"A08425902"	2011	235.868
"A08663684"	2009	235.922
"A08631517"	2011	235.969
"A46131520"	2012	235.983
"A36614691"	2012	236.087
"B82432725"	2017	236.088
"A38031233"	2015	236.116
"A36604882"	2007	236.2
"A36201259"	2010	236.217
"B08190654"	2007	236.253
"A17033473"	2007	236.28
"B46071080"	2010	236.494
"A04236931"	2007	236.509
"A63736458"	2015	236.53
"A07026701"	2012	236.531
"A40004731"	2017	236.607
"A08737249"	2015	236.643
"A12323408"	2008	236.678
"A08075293"	2012	236.704
"A96862933"	2009	236.769
"B08721060"	2017	236.807
"A48017974"	2015	236.84
"B58807645"	2014	236.848
"A41018854"	2011	236.855
"A23016157"	2009	236.879
"B17048364"	2014	236.904
"A46031845"	2012	236.917
"A08559932"	2015	236.954
"A80771116"	2009	237
"A28219541"	2016	237.017
"A04006417"	2007	237.035
"B03004801"	2011	237.088
"A28216992"	2016	237.1
"A46089819"	2009	237.124
"A08294787"	2010	237.203
"A33036906"	2015	237.221
"A03033164"	2010	237.221
"A08445983"	2008	237.225
"A07905573"	2009	237.226
"A83741967"	2015	237.241
"A22009690"	2016	237.259
"A28060283"	2015	237.316
"A23019342"	2015	237.355
"A45018223"	2014	237.365
"A61831681"	2013	237.385
"A28167443"	2008	237.43
"B22003099"	2009	237.438
"A08677700"	2012	237.508
"A08421190"	2015	237.546
"A43019868"	2017	237.565
"A08425902"	2012	237.61
"A08026635"	2012	237.655
"A28416089"	2009	237.711
"B38028692"	2017	237.832
"A29661394"	2009	237.867
"A82843129"	2011	237.868
"A08659302"	2015	237.926
"B31005507"	2014	237.978
"A28278596"	2014	238
"A36604882"	2009	238.052
"A08262065"	2017	238.106
"A03012614"	2015	238.221
"B28126019"	2014	238.23
"A29016003"	2012	238.248
"A31196983"	2014	238.288
"B30032445"	2015	238.42
"A08146730"	2012	238.448
"B35043637"	2012	238.459
"A28427581"	2016	238.501
"B48033278"	2008	238.51
"A28321313"	2016	238.522
"A06141345"	2013	238.578
"A39005095"	2007	238.583
"A41049503"	2011	238.667
"B74148388"	2014	238.701
"B08628455"	2010	238.708
"B08688301"	2010	238.736
"A28321313"	2007	238.744
"A09021833"	2016	238.784
"A38473724"	2010	238.829
"B08156127"	2010	238.86
"A46070520"	2015	238.867
"B30015226"	2017	238.954
"A36611903"	2007	238.959
"A28457059"	2016	239.013
"B28091486"	2008	239.05
"A08231250"	2013	239.077
"A08489007"	2012	239.137
"A48025845"	2009	239.187
"A28695856"	2009	239.236
"A08200032"	2007	239.318
"A29661394"	2008	239.392
"A09354176"	2015	239.422
"B08988149"	2011	239.435
"A07050420"	2014	239.447
"A17011297"	2010	239.564
"A48071351"	2013	239.571
"A12025490"	2015	239.595
"A08450421"	2013	239.618
"B35642198"	2012	239.669
"B06368674"	2014	239.685
"A35091057"	2016	239.819
"A28645000"	2012	239.821
"A28362127"	2009	239.831
"A30018147"	2013	239.947
"A17001322"	2014	239.948
"A08105256"	2010	239.972
"A22009039"	2010	240.025
"F95073748"	2015	240.083
"A08572430"	2008	240.103
"A08189359"	2012	240.17
"A39012638"	2011	240.174
"A50068923"	2007	240.187
"B36008555"	2012	240.196
"A08677700"	2007	240.22
"B12018008"	2014	240.248
"A28266989"	2012	240.322
"A05000682"	2016	240.349
"A42001305"	2011	240.381
"A17007014"	2009	240.466
"A06008361"	2011	240.479
"A47438262"	2010	240.508
"A08681264"	2011	240.547
"A08146730"	2010	240.625
"A28108447"	2014	240.743
"A08228520"	2017	240.755
"A45025327"	2013	240.761
"A33055138"	2007	240.777
"A48092886"	2014	240.877
"A14004691"	2017	240.878
"A36008886"	2012	240.92
"A28337129"	2015	240.937
"A35012780"	2015	240.957
"A07089592"	2010	240.959
"A15013618"	2015	241.034
"A08224545"	2010	241.079
"B60552619"	2014	241.184
"A29027901"	2013	241.231
"A78400603"	2009	241.234
"B08465601"	2016	241.273
"A48114318"	2007	241.29
"A39007943"	2016	241.315
"A08565285"	2013	241.348
"A50013671"	2016	241.365
"B30331573"	2017	241.449
"A28667244"	2007	241.487
"A48071351"	2011	241.491
"A39000690"	2012	241.501
"A08081986"	2017	241.509
"A08679060"	2008	241.566
"B83782169"	2012	241.651
"B45493707"	2015	241.694
"A08418030"	2014	241.752
"B96011283"	2012	241.754
"B48771711"	2014	241.772
"A07244023"	2013	241.827
"A04236931"	2011	241.845
"A28175412"	2015	241.892
"B50001874"	2016	241.927
"A36201259"	2009	241.963
"B47009626"	2010	241.978
"A20037933"	2011	242.015
"A43010974"	2012	242.019
"A28827335"	2007	242.052
"B17229675"	2009	242.205
"A17041708"	2013	242.226
"A08294787"	2013	242.231
"A08288490"	2010	242.24
"B11469491"	2013	242.255
"A28175412"	2014	242.263
"B07025315"	2009	242.27
"A83102426"	2013	242.292
"B41063355"	2007	242.307
"B58807645"	2012	242.327
"A30012959"	2008	242.331
"B46157533"	2014	242.335
"B08190654"	2008	242.358
"B46142485"	2016	242.372
"A14530497"	2014	242.433
"A22009039"	2012	242.504
"A32225419"	2015	242.54
"B41088642"	2015	242.58
"A33036807"	2017	242.708
"A08329831"	2014	242.717
"A48093538"	2011	242.736
"A08075293"	2013	242.863
"A31196983"	2013	242.89
"B08573909"	2013	242.913
"A08700197"	2011	243.111
"B35023068"	2017	243.177
"B28138196"	2013	243.185
"A09281999"	2015	243.271
"A41061771"	2017	243.298
"A31012636"	2015	243.398
"B28127447"	2010	243.426
"A53552634"	2011	243.468
"A28174985"	2017	243.587
"A24001661"	2016	243.62
"A28451649"	2007	243.624
"A13001730"	2009	243.654
"A18012930"	2011	243.664
"B63220917"	2016	243.677
"A08713869"	2010	243.687
"A46170080"	2008	243.739
"A08480287"	2012	243.771
"B38484796"	2008	243.854
"A59202853"	2007	243.87
"A38225041"	2007	243.886
"A62035282"	2012	243.984
"A31194905"	2014	244
"B50023142"	2011	244.005
"A08209538"	2008	244.084
"A07038441"	2008	244.102
"B46441275"	2013	244.118
"A08361644"	2016	244.184
"B73108755"	2011	244.214
"A28321313"	2017	244.226
"A26020198"	2013	244.287
"A39022660"	2007	244.309
"A50068923"	2017	244.314
"A17001322"	2015	244.35
"A28518090"	2013	244.388
"B46039061"	2015	244.474
"A25008046"	2007	244.5
"A05122460"	2008	244.537
"A12000071"	2017	244.538
"A08621161"	2012	244.576
"A46089819"	2012	244.581
"A25020173"	2017	244.588
"A46066825"	2009	244.608
"A17001322"	2013	244.614
"B33029729"	2015	244.661
"A08132656"	2013	244.721
"A08514986"	2008	244.736
"B30365712"	2017	244.742
"A36008886"	2011	244.783
"A48025845"	2015	244.846
"A36604882"	2008	244.85
"A08453219"	2011	244.851
"B30009039"	2009	244.857
"A12105029"	2007	244.867
"A08159816"	2016	244.877
"A48064182"	2011	245
"A28033702"	2011	245
"A46122065"	2013	245.015
"A41006891"	2014	245.116
"A48847321"	2017	245.177
"A46056255"	2007	245.21
"A12010948"	2007	245.36
"A39012638"	2010	245.449
"A41069352"	2015	245.498
"A50169143"	2009	245.531
"A17447061"	2016	245.544
"A08708620"	2013	245.556
"A46096343"	2015	245.615
"A48092886"	2017	245.665
"A08209538"	2009	245.776
"B81760829"	2010	245.821
"A05122460"	2012	245.878
"A32005548"	2007	245.91
"A12025565"	2009	245.975
"B03004801"	2017	246.014
"A08105256"	2011	246.064
"B03036340"	2014	246.119
"F06312920"	2010	246.14
"A48083927"	2011	246.165
"B08156036"	2013	246.169
"A08007056"	2014	246.225
"A26010413"	2013	246.261
"A38371159"	2009	246.396
"B13004924"	2014	246.415
"B84311760"	2017	246.471
"A61427183"	2009	246.502
"A34009936"	2012	246.59
"B30020226"	2009	246.659
"A11006095"	2008	246.703
"A30029862"	2010	246.717
"A08659617"	2008	246.73
"A08683864"	2010	246.821
"A45020450"	2011	246.861
"B41058124"	2013	246.865
"A08631517"	2009	246.895
"A08225278"	2008	246.929
"B27015965"	2010	246.943
"A13002134"	2017	246.957
"B17229675"	2011	246.981
"A92111871"	2017	247
"B08988149"	2017	247.032
"B08156127"	2009	247.062
"A08016255"	2007	247.09
"B41058124"	2016	247.13
"A41069352"	2016	247.194
"A48802854"	2017	247.21
"B96199807"	2012	247.352
"A31001027"	2011	247.356
"A36002285"	2010	247.36
"A29025368"	2014	247.395
"A34007831"	2009	247.452
"A29018207"	2010	247.49
"A05122460"	2013	247.542
"B08465601"	2015	247.57
"A04012258"	2007	247.613
"A08481632"	2008	247.623
"A28011872"	2009	247.655
"A50057322"	2009	247.657
"A03057486"	2010	247.691
"B60420692"	2012	247.75
"A07013055"	2015	247.889
"A26297663"	2014	247.94
"B99029365"	2012	247.98
"A39000450"	2017	248
"A12329223"	2009	248.015
"B61882551"	2009	248.098
"B46055489"	2007	248.114
"A46226122"	2008	248.137
"A46015830"	2008	248.138
"A28900975"	2013	248.17
"B37024825"	2016	248.231
"A07038441"	2012	248.289
"A48119143"	2016	248.318
"B28579324"	2015	248.318
"A08620056"	2017	248.354
"A28292084"	2007	248.36
"A24003873"	2009	248.38
"B46131371"	2016	248.412
"A36121176"	2013	248.443
"B28240075"	2014	248.485
"A41049503"	2007	248.513
"A31009913"	2013	248.541
"A11545795"	2014	248.543
"A30029862"	2008	248.56
"A09007089"	2016	248.562
"B96324983"	2013	248.655
"B35388867"	2014	248.705
"A30024798"	2016	248.732
"A35610666"	2014	248.741
"A36604882"	2015	248.835
"A24004103"	2013	248.889
"A28174985"	2012	248.898
"A29050762"	2014	248.909
"A28228690"	2007	248.93
"A07066467"	2014	248.981
"A81944324"	2009	249
"B62119904"	2014	249
"A46074647"	2013	249.095
"A33015728"	2007	249.11
"A03027919"	2015	249.155
"A28411577"	2014	249.164
"A46111654"	2008	249.181
"A08659617"	2012	249.225
"A08621161"	2011	249.332
"A28487601"	2015	249.398
"B08275026"	2016	249.399
"A39007729"	2008	249.422
"A08149668"	2016	249.469
"A28496438"	2009	249.488
"A08489007"	2009	249.533
"A33689530"	2009	249.542
"B31784895"	2016	249.614
"A41017161"	2007	249.65
"A03084936"	2016	249.737
"A30013791"	2007	249.748
"A46115127"	2008	249.766
"A50068923"	2008	249.8
"A46036562"	2008	249.8
"A08290751"	2008	249.861
"A01005594"	2010	249.901
"B28091486"	2011	249.936
"A60401585"	2017	250
"A30012959"	2007	250.013
"A46036562"	2014	250.075
"A17018052"	2008	250.083
"A36121176"	2014	250.094
"B36623148"	2016	250.109
"A28485571"	2007	250.114
"F46028072"	2014	250.178
"A43020759"	2007	250.354
"A08078719"	2011	250.387
"B63805295"	2013	250.4
"B30041115"	2014	250.436
"A36608180"	2008	250.457
"A46056255"	2016	250.495
"A13008461"	2008	250.581
"A15590904"	2010	250.6
"A38014098"	2008	250.641
"A48009773"	2015	250.678
"A50023423"	2016	250.694
"B30034573"	2014	250.723
"A43020643"	2007	250.798
"A08511453"	2012	250.83
"A08670929"	2016	250.834
"A08689796"	2011	250.861
"B28403194"	2014	251
"A48155352"	2008	251
"A28416089"	2015	251.002
"B41058124"	2009	251.019
"A09022963"	2012	251.047
"B36010098"	2015	251.057
"A08262065"	2014	251.1
"A07068430"	2009	251.11
"A30014047"	2015	251.272
"A43011196"	2016	251.31
"A08723926"	2012	251.352
"A08484107"	2016	251.358
"A08453219"	2012	251.447
"A46069456"	2007	251.46
"A96862933"	2015	251.523
"A28313351"	2013	251.548
"A17020645"	2009	251.589
"A08481632"	2010	251.605
"A28700383"	2008	251.613
"A08228520"	2016	251.628
"A12000071"	2015	251.636
"A46074647"	2007	251.668
"A08453219"	2010	251.741
"A28362127"	2007	251.75
"A41920943"	2009	251.858
"A81438145"	2010	251.863
"B58613076"	2017	251.903
"A08301475"	2010	251.918
"A61557641"	2008	251.986
"A08209538"	2007	252.05
"B20070082"	2016	252.06
"A46086773"	2010	252.107
"A41018854"	2017	252.119
"B28492841"	2015	252.139
"A15070444"	2009	252.194
"B48033278"	2007	252.23
"B35046630"	2015	252.255
"A34007831"	2008	252.324
"B28579324"	2008	252.324
"A80897770"	2010	252.395
"A50169143"	2016	252.484
"B28412146"	2017	252.495
"A36060754"	2009	252.55
"B24007049"	2007	252.595
"A48119143"	2015	252.667
"A38014098"	2010	252.72
"B03094455"	2010	252.794
"A28515567"	2015	252.856
"A06163851"	2016	252.904
"A25008046"	2008	252.93
"A03061850"	2015	252.945
"A15049281"	2008	252.962
"B36002913"	2015	253.124
"B30605760"	2017	253.151
"B25023854"	2015	253.159
"A12283388"	2016	253.192
"A39022124"	2012	253.231
"A61831681"	2010	253.242
"A28379816"	2011	253.268
"A28013894"	2017	253.399
"B41007576"	2008	253.41
"B35044197"	2012	253.477
"B41007576"	2010	253.519
"A28126597"	2012	253.522
"A30046379"	2015	253.563
"B30032445"	2014	253.573
"B28701340"	2017	253.648
"A01002864"	2016	253.685
"A96560560"	2015	253.689
"A18016709"	2013	253.736
"A36643450"	2011	253.819
"A36060754"	2016	253.873
"A28552149"	2014	253.974
"A36001063"	2016	254.051
"A08026627"	2015	254.158
"A07068430"	2010	254.223
"A08700197"	2012	254.268
"A41018854"	2007	254.289
"B08660409"	2011	254.306
"A81864498"	2017	254.318
"A12228458"	2017	254.589
"A28630374"	2007	254.719
"A35005743"	2007	254.78
"A80200868"	2012	254.845
"B50047091"	2015	254.869
"A08130254"	2015	254.871
"A27014430"	2010	254.918
"A92153527"	2016	254.919
"A50889955"	2010	254.922
"A08577215"	2016	254.967
"A20073169"	2008	254.98
"A96966049"	2009	255
"B82432725"	2009	255.01
"B08628455"	2009	255.052
"A78355278"	2010	255.063
"A43020759"	2008	255.065
"A81841850"	2009	255.119
"A28266989"	2010	255.159
"A23012719"	2007	255.22
"A08397119"	2015	255.267
"B46055943"	2012	255.321
"A43035401"	2014	255.326
"A30006142"	2010	255.372
"A41920943"	2010	255.406
"B46020541"	2008	255.441
"A12021390"	2008	255.489
"A08477663"	2012	255.497
"A50169143"	2013	255.523
"A41038274"	2012	255.583
"A28443158"	2013	255.614
"B17011511"	2017	255.628
"A07018112"	2016	255.645
"A33601899"	2008	255.66
"A58253816"	2008	255.668
"A31064561"	2014	255.714
"B41008970"	2011	255.728
"A62023262"	2014	255.824
"B46114724"	2015	255.9
"B60171162"	2008	255.933
"B46142485"	2015	255.942
"B28084168"	2013	256
"B35504059"	2015	256
"B22004931"	2015	256.008
"A28228690"	2013	256.024
"B41062548"	2014	256.029
"A18006569"	2017	256.073
"A32005548"	2014	256.144
"A19011634"	2017	256.173
"B48841282"	2017	256.173
"B15009566"	2015	256.248
"A28273241"	2009	256.25
"A33024084"	2009	256.344
"A62035282"	2011	256.489
"A30013791"	2009	256.561
"A35499318"	2007	256.59
"B34226514"	2016	256.672
"A46011888"	2016	256.699
"B28934081"	2015	256.742
"A36604882"	2013	256.788
"B50997949"	2014	256.915
"B38005377"	2011	256.944
"B31631062"	2011	256.966
"A48025571"	2007	256.97
"B62236781"	2016	257
"B12541496"	2012	257.003
"A09021833"	2017	257.015
"B46020541"	2009	257.049
"B84311760"	2014	257.129
"B96199807"	2011	257.13
"A30018147"	2014	257.193
"A08276438"	2017	257.206
"A08989782"	2015	257.235
"A46044814"	2016	257.276
"A30035547"	2014	257.28
"A39007729"	2009	257.28
"A46023594"	2013	257.303
"A81438145"	2009	257.311
"A12016549"	2014	257.37
"A15012305"	2008	257.384
"A28519932"	2007	257.424
"F21339106"	2015	257.427
"A17006479"	2011	257.623
"A35735083"	2017	257.669
"A43001627"	2017	257.723
"F95073748"	2009	257.728
"B46153292"	2014	257.829
"A08102410"	2009	257.875
"A35022987"	2008	257.885
"A26023606"	2011	257.897
"A30035679"	2008	257.932
"A08132656"	2016	257.937
"B50475839"	2012	257.982
"A28125920"	2011	258
"B16010464"	2014	258.011
"A41392317"	2014	258.031
"A28574044"	2011	258.082
"A08007056"	2009	258.107
"B50023142"	2015	258.133
"A20037933"	2013	258.14
"A08259046"	2015	258.162
"B50938489"	2011	258.196
"B39551973"	2017	258.222
"A28133023"	2007	258.223
"A44004059"	2013	258.264
"A36001063"	2014	258.304
"A15016595"	2012	258.332
"A08290975"	2008	258.371
"A18431064"	2017	258.467
"A50036037"	2013	258.468
"B46055943"	2010	258.49
"A34009191"	2014	258.497
"B46102364"	2012	258.521
"B30010797"	2012	258.59
"B30566194"	2012	258.597
"A08484107"	2015	258.808
"A03028461"	2009	258.815
"A43029339"	2010	258.904
"B01015221"	2017	258.909
"A30046379"	2014	258.932
"A30029862"	2011	258.951
"B39019468"	2013	258.991
"A41031303"	2010	259
"A46137352"	2010	259.054
"A39012638"	2012	259.06
"A17006479"	2012	259.103
"A03050572"	2015	259.132
"A01167204"	2015	259.273
"A14015101"	2015	259.303
"A48071351"	2015	259.426
"A47000641"	2017	259.446
"B07034416"	2015	259.462
"B17023995"	2007	259.491
"A18008334"	2017	259.532
"A78355278"	2007	259.552
"A08480287"	2010	259.645
"B96246350"	2013	259.683
"A38018404"	2016	259.737
"B46111035"	2011	259.746
"A08560179"	2008	259.8
"A28404614"	2007	259.854
"A46031845"	2014	259.874
"A08195927"	2011	259.945
"A08301475"	2008	259.946
"A58253816"	2010	259.953
"A03050572"	2008	259.987
"B82424276"	2014	260.043
"B38024089"	2016	260.063
"A28451649"	2011	260.184
"B30010797"	2009	260.225
"A07040090"	2016	260.248
"B20759023"	2013	260.254
"B08359705"	2009	260.281
"A30018345"	2014	260.343
"A17013913"	2010	260.353
"C08164253"	2012	260.356
"A08285363"	2012	260.495
"A29050762"	2017	260.54
"A50000876"	2012	260.57
"A18012930"	2014	260.57
"A57346926"	2015	260.588
"A28118040"	2008	260.618
"A08449399"	2015	260.685
"A81593808"	2012	260.715
"A08217432"	2008	260.724
