nif	year	acreed_lp
"A03046125"	2015	4254.898
"A30046379"	2009	4258.27
"B31065212"	2016	4258.27
"A08196446"	2009	4258.356
"A20036877"	2008	4258.731
"B38004966"	2015	4259.288
"B31065212"	2017	4259.994
"A96918867"	2014	4260.83
"A38017844"	2015	4261.41
"A79259362"	2017	4261.801
"A20779849"	2013	4262.926
"A11682507"	2017	4265.83
"A79259362"	2010	4267.548
"B28354355"	2008	4267.743
"B28307536"	2017	4270.464
"A30035034"	2016	4270.622
"A78343977"	2017	4270.844
"A07244023"	2013	4270.891
"A28574044"	2009	4273.349
"B46084208"	2009	4273.724
"A17006479"	2012	4275.071
"A48876874"	2017	4277.43
"A41212572"	2014	4278.336
"B31065212"	2015	4279.208
"A07016991"	2009	4280.285
"A01011881"	2012	4281.2
"A08290975"	2009	4283.486
"A12003950"	2008	4283.985
"B28376184"	2012	4284
"A78526811"	2012	4285.258
"A28630374"	2013	4286.674
"A11000098"	2012	4287.173
"A47000054"	2017	4288.99
"A14020713"	2017	4289.175
"B91139717"	2009	4289.492
"A17014879"	2007	4291.778
"B30041115"	2007	4292.485
"B83588657"	2016	4292.689
"A80762602"	2011	4293.495
"A12021390"	2008	4294.518
"A15024482"	2014	4295.841
"A81864498"	2012	4297.663
"A48062418"	2017	4299.556
"A08094435"	2014	4300
"A07038441"	2017	4301.441
"B03006681"	2016	4301.957
"A31138761"	2017	4304.334
"B46111035"	2008	4306.121
"B21259726"	2007	4306.68
"B08407322"	2015	4307.34
"A46002697"	2016	4308.8
"B28138196"	2009	4309.183
"A17017005"	2017	4310.081
"A29050572"	2017	4311.236
"A07032030"	2007	4311.27
"A08105256"	2017	4311.372
"A08384190"	2013	4311.932
"A08651762"	2014	4312.878
"A81841850"	2009	4312.935
"A17009598"	2016	4313.154
"A08105256"	2016	4316.655
"A28033702"	2011	4318
"A08094567"	2016	4322.532
"B46171518"	2017	4323.016
"B17593633"	2017	4327.041
"A08200313"	2017	4327.34
"A08222465"	2012	4330.278
"A08460156"	2015	4330.862
"A28106003"	2014	4332.169
"B46020541"	2010	4333.501
"B07762099"	2008	4334.1
"A61831681"	2016	4337.468
"B08961393"	2016	4338.334
"A08299406"	2013	4339.373
"A31018492"	2015	4340.098
"A48876874"	2010	4340.301
"B46084208"	2010	4342.253
"A33606534"	2014	4342.303
"A36226645"	2017	4343.454
"A38013272"	2013	4345.265
"A28571750"	2011	4345.411
"A28686111"	2015	4346.284
"A36600500"	2009	4346.954
"B81760829"	2008	4347.841
"A25020173"	2015	4348.248
"A28494482"	2012	4349.821
"A31194905"	2013	4350
"A12100020"	2008	4350.82
"A38019543"	2012	4350.983
"B28617256"	2015	4353.667
"B73108755"	2009	4353.802
"A37043015"	2009	4354.411
"A38014098"	2009	4354.902
"B31049273"	2011	4354.914
"A07065717"	2014	4355.179
"A48057467"	2014	4355.225
"B28354355"	2007	4355.799
"A43028588"	2010	4356.349
"A24020562"	2016	4356.595
"A50057322"	2012	4357.272
"B46020541"	2011	4357.67
"A31018492"	2016	4357.953
"A28559474"	2017	4358.761
"A13029962"	2012	4360.822
"A08360844"	2010	4362.819
"B11050176"	2008	4364.21
"A30005920"	2016	4364.486
"A30603716"	2008	4366.026
"A08094567"	2015	4366.182
"A17018052"	2012	4366.397
"A36226645"	2007	4367.675
"A61587358"	2016	4367.791
"A28571750"	2010	4368.583
"B28307536"	2012	4368.747
"A96785225"	2008	4369.7
"B28240075"	2014	4370.204
"B92963628"	2015	4370.376
"A20029104"	2009	4372.049
"A28013894"	2016	4372.81
"A13029962"	2016	4372.93
"A45002219"	2012	4373.393
"A14530497"	2013	4374.554
"A08503005"	2009	4377
"A15024482"	2015	4379.632
"B62119904"	2014	4381
"A08182206"	2011	4381.346
"A28012656"	2017	4381.36
"A08677700"	2010	4381.6
"B38366225"	2012	4383.805
"B35031665"	2012	4384.486
"A85426971"	2016	4387
"A38371159"	2017	4387.15
"A28684512"	2012	4387.155
"A57346926"	2015	4389.796
"A08105256"	2015	4391.284
"A08620056"	2017	4391.439
"B60552619"	2012	4392
"A81957367"	2009	4392.104
"A01016591"	2016	4393.97
"A39017058"	2016	4394.367
"F46028072"	2011	4396.551
"B48714133"	2015	4397.396
"B28059012"	2007	4397.61
"A48175699"	2014	4398.913
"B46163655"	2015	4399.582
"A41277336"	2016	4401.101
"B28492841"	2015	4402.822
"A36643450"	2013	4403.356
"B35023068"	2014	4405.368
"A46111654"	2017	4406.203
"B20056255"	2017	4407.6
"A30023204"	2013	4408.983
"A20039426"	2016	4412.161
"A38348413"	2009	4412.64
"A35115856"	2009	4415.315
"A61831681"	2015	4415.882
"A38356937"	2013	4415.972
"A08132805"	2010	4416.029
"A39000690"	2010	4416.859
"A28623379"	2012	4420.992
"A81824047"	2017	4421.89
"B12006623"	2010	4422.146
"A46269155"	2010	4424.029
"A14000533"	2016	4424.305
"A17014879"	2008	4426.677
"B20078598"	2010	4426.827
"B46142485"	2014	4427.645
"A06003800"	2008	4427.879
"B35023068"	2016	4429.229
"A46002697"	2017	4429.306
"A43010974"	2011	4429.854
"B12003554"	2007	4431.866
"A25017880"	2015	4433.347
"A08148991"	2015	4435.399
"B96324983"	2015	4435.708
"B30331573"	2013	4436.459
"A36643450"	2012	4436.995
"A08276438"	2012	4437.353
"B73108755"	2010	4440.244
"A46079380"	2007	4442.278
"A11682507"	2015	4442.34
"A17041708"	2007	4442.836
"A08450421"	2014	4443.593
"A15024482"	2016	4444.773
"A30021877"	2015	4448.751
"A35499318"	2014	4449.306
"B62133384"	2009	4450.793
"B31083199"	2014	4452.222
"A07065717"	2017	4452.758
"A46077053"	2016	4453.294
"A28638542"	2011	4454.129
"A08215428"	2015	4454.589
"A08659617"	2017	4455.343
"F06312920"	2012	4455.835
"B28757730"	2009	4456.958
"A35040831"	2016	4457.146
"F46028072"	2015	4457.579
"B47531462"	2015	4458.271
"A20038915"	2010	4458.378
"A08276438"	2014	4459.553
"B09417932"	2013	4460.883
"A43010974"	2012	4462.26
"B20193017"	2009	4463.021
"B96324983"	2010	4464.351
"A25020173"	2017	4466.83
"B45005279"	2013	4466.93
"B30037204"	2007	4467.09
"A81000028"	2015	4468.731
"B20056255"	2016	4469.466
"A31082712"	2016	4472.981
"A12100020"	2015	4476.979
"B12015210"	2007	4479.158
"A96862933"	2015	4479.234
"A18012930"	2015	4479.272
"A30046379"	2014	4479.689
"A08081986"	2013	4484.333
"B46111035"	2007	4485.026
"A28313542"	2014	4485.347
"A92111871"	2016	4487
"A84430107"	2014	4487.261
"F95073748"	2009	4487.931
"A29016003"	2010	4488.5
"A06003800"	2012	4488.775
"B62119904"	2012	4489
"B31083199"	2013	4489.781
"A58393778"	2017	4489.971
"A08105256"	2012	4490.249
"A32002644"	2014	4490.766
"B82852831"	2011	4492.987
"B61882551"	2010	4493.179
"F46028072"	2010	4494.574
"A08008583"	2017	4495.078
"B12523601"	2013	4495.081
"B39019468"	2011	4495.85
"A41069352"	2012	4496.274
"A38371159"	2010	4498.17
"A08630808"	2016	4498.566
"A35499318"	2010	4499.575
"B31027097"	2017	4500
"A34129635"	2010	4501.994
"A08132805"	2011	4503.313
"A12017919"	2011	4503.962
"A08081986"	2016	4505.86
"A08257529"	2007	4507.59
"A43035708"	2015	4509.195
"B31067697"	2016	4509.884
"A42000901"	2008	4511.293
"A11000288"	2011	4512.006
"A08093254"	2016	4512.125
"A28167567"	2015	4512.447
"B08156036"	2017	4512.487
"B28250090"	2013	4512.663
"A25017880"	2017	4513.327
"A11609682"	2012	4513.739
"A04017497"	2015	4513.79
"B17011511"	2015	4513.961
"A46111654"	2015	4514.238
"A47000641"	2016	4515.58
"A28695021"	2014	4515.921
"B16010464"	2017	4519.355
"B12008553"	2011	4520.841
"A12029039"	2017	4522.656
"A08301475"	2009	4522.792
"A38030680"	2015	4525.577
"A82026840"	2010	4525.656
"A08148991"	2012	4525.958
"A28126597"	2013	4530.054
"A25041146"	2012	4533.205
"V61861548"	2010	4533.804
"A07068430"	2011	4535.994
"B46142485"	2016	4538.689
"A41212572"	2015	4540.349
"A30047120"	2017	4540.936
"B20056255"	2014	4541.609
"A25017880"	2016	4542.627
"A79259404"	2012	4542.953
"B46132387"	2011	4544.455
"A28571750"	2009	4546.059
"A47000641"	2017	4547.493
"A43028588"	2011	4547.739
"B58807645"	2012	4547.77
"A04006417"	2008	4548.454
"A28167443"	2010	4548.966
"A28695856"	2008	4549.608
"A46074647"	2007	4549.685
"A61831681"	2011	4550
"A07427081"	2010	4550.864
"A28422335"	2009	4552.632
"A43355403"	2007	4554.661
"A48020200"	2014	4554.777
"A28228690"	2015	4555.387
"B17011511"	2013	4558.513
"B08156036"	2016	4561.932
"B16010464"	2015	4565.618
"B81762684"	2012	4566.521
"A53288478"	2016	4567.565
"B82432725"	2010	4568.069
"A30009146"	2007	4570.96
"B28240075"	2015	4570.978
"B03036720"	2011	4571.611
"A30021877"	2016	4571.798
"A28025435"	2014	4573.328
"B91139717"	2010	4576.632
"A41212572"	2011	4582.783
"B07025315"	2010	4583.79
"B33876459"	2012	4585.108
"B17023995"	2013	4585.651
"B82432725"	2007	4585.693
"A39012638"	2015	4585.701
"A07065717"	2016	4586.127
"A36643450"	2008	4586.77
"A33025974"	2014	4589.943
"B30009039"	2017	4590.486
"B41045089"	2016	4590.874
"A21102157"	2009	4591.533
"A22271209"	2015	4591.798
"F06402697"	2015	4591.923
"B46071080"	2009	4593.144
"A43019868"	2016	4593.716
"A43019868"	2015	4593.716
"A33615980"	2009	4597.892
"A84430107"	2013	4598.972
"A63414486"	2011	4601
"A08274987"	2007	4602
"A46014155"	2017	4603.334
"A33615980"	2008	4604.95
"B82432725"	2009	4605.394
"A36060754"	2017	4605.608
"A46139937"	2014	4609.029
"A28695856"	2009	4609.488
"A07905573"	2014	4610.191
"A35004399"	2007	4611.44
"A07161821"	2013	4612.683
"A81957367"	2008	4613
"A08182206"	2015	4613.516
"A78097656"	2009	4615.706
"A28219541"	2016	4615.928
"A29507456"	2014	4617.267
"B11024262"	2013	4619.969
"A35004399"	2009	4622.083
"A17014879"	2010	4622.4
"A73350399"	2017	4623.613
"A28985992"	2016	4623.644
"A31000441"	2015	4625.804
"A48029847"	2015	4626.751
"A50169143"	2016	4628.895
"A43001627"	2014	4629.534
"B28193340"	2010	4629.599
"B46132387"	2014	4631.588
"A28049492"	2015	4635.071
"A17006479"	2011	4638.161
"A28085686"	2007	4638.53
"A96918867"	2008	4639.105
"B28138196"	2013	4639.903
"A07068430"	2014	4640.543
"B50938489"	2015	4640.561
"A08023145"	2016	4641
"A12081790"	2008	4641.288
"A83741967"	2016	4641.889
"B38008983"	2015	4643.693
"A28324630"	2014	4644.625
"B46102364"	2013	4645.927
"B46142485"	2015	4646.976
"B15862667"	2011	4647.902
"A29050572"	2014	4648.502
"A07086515"	2014	4649.869
"A15012305"	2008	4653.97
"B17616814"	2013	4654.248
"A08331472"	2012	4657.979
"A03046125"	2014	4658.421
"A03197308"	2011	4659.441
"A17009598"	2017	4659.622
"A08630808"	2015	4661.011
"A23022783"	2012	4664.877
"A33026105"	2015	4667.017
"B28023679"	2016	4668.842
"A04202008"	2011	4670.467
"B41591165"	2015	4672.173
"B38028692"	2017	4672.296
"B46023677"	2010	4674.076
"A07068430"	2015	4675.398
"A08677700"	2011	4676.426
"B30037204"	2015	4676.932
"B12291167"	2017	4678.699
"B46102364"	2014	4680.729
"B21015474"	2015	4683.257
"A15020795"	2014	4683.534
"A04236931"	2017	4683.907
"A15007750"	2010	4686.401
"A08609281"	2015	4686.99
"B01267277"	2010	4688.227
"A22271209"	2013	4688.956
"B03035854"	2009	4689.251
"A08263469"	2015	4691.975
"B03046158"	2015	4691.991
"B45005279"	2009	4692.103
"B46090791"	2014	4693.855
"B95087482"	2010	4694
"A07089592"	2016	4694.909
"F46028072"	2016	4696.325
"A17020645"	2017	4697.868
"B03006681"	2014	4700.289
"B07034416"	2013	4702.02
"A46048732"	2010	4702.914
"A41050113"	2012	4704.393
"A28324630"	2013	4707.684
"B35007376"	2016	4708
"A07123441"	2016	4708.64
"A45025327"	2012	4708.856
"B08156036"	2015	4708.983
"A08105256"	2013	4709.148
"B20055703"	2016	4710.139
"B12291167"	2015	4710.236
"A48029847"	2014	4710.895
"A28686111"	2013	4713.491
"A21007950"	2012	4713.595
"B33876459"	2014	4714.49
"A33016403"	2015	4714.676
"A26023606"	2010	4714.727
"A08533945"	2014	4717.423
"A25020629"	2014	4719.707
"A08257214"	2017	4720.264
"A81841850"	2008	4720.363
"A04236931"	2015	4724.032
"A30033898"	2013	4724.713
"A34169144"	2016	4729
"A28684512"	2015	4729.213
"A15024482"	2013	4729.938
"A07244023"	2012	4730.549
"B11018462"	2014	4732.216
"A07038441"	2013	4733.315
"B24013799"	2014	4733.915
"B07685779"	2009	4739.774
"A17018052"	2013	4740.499
"A29050572"	2016	4746.027
"A38027637"	2013	4748.649
"A08182206"	2012	4752.298
"A08360844"	2015	4753.562
"B03035854"	2010	4753.958
"A27199140"	2012	4754.135
"A30017636"	2015	4756.103
"A30017636"	2012	4756.749
"A15020795"	2012	4759.44
"A12100020"	2007	4759.7
"A15007750"	2009	4759.841
"A50615160"	2012	4763.344
"A30017636"	2017	4763.531
"B35023068"	2015	4767.655
"B31067697"	2015	4768.202
"B24399305"	2016	4769.092
"B08373250"	2007	4769.209
"A23012719"	2007	4775.49
"A12019295"	2015	4776.007
"A07036569"	2015	4777.198
"A20032264"	2017	4778.523
"B29014826"	2012	4783.28
"A03012614"	2016	4784.172
"A26270322"	2013	4785.051
"A14023139"	2009	4788.275
"B07034416"	2016	4788.887
"B08961393"	2007	4789.13
"A24003873"	2013	4789.409
"A58349929"	2012	4789.582
"B31631062"	2011	4790.498
"A07040090"	2016	4793.289
"A04119293"	2009	4794.335
"B46039061"	2010	4794.664
"A48876874"	2016	4795.751
"B48714133"	2012	4800
"A08219024"	2017	4803.62
"B82899550"	2013	4804.146
"B46142485"	2013	4808.737
"A28645000"	2010	4810.922
"B12536934"	2010	4811.568
"V61861548"	2015	4811.848
"B31631062"	2010	4812.771
"A38010997"	2009	4813.71
"A38010997"	2008	4813.71
"A07038441"	2016	4814.076
"F95073748"	2008	4816.15
"A13001730"	2010	4817.038
"B50475839"	2013	4817.857
"A79492104"	2012	4819.41
"F06402697"	2016	4820.571
"A91291435"	2011	4821.12
"A27199140"	2014	4821.861
"A41017161"	2011	4822.656
"A07244023"	2016	4822.967
"A39017058"	2017	4824.344
"A08128910"	2009	4825.265
"A80652423"	2017	4826.028
"A07089592"	2014	4826.149
"A24003873"	2016	4827.121
"A41920943"	2015	4828.328
"A17033473"	2012	4829.963
"B83654426"	2017	4832.68
"A30017636"	2011	4837.461
"A04047700"	2013	4840.722
"B46133617"	2014	4841.055
"A58356213"	2009	4841.292
"A28108447"	2013	4845.007
"B58613076"	2016	4845.849
"A46003265"	2009	4848.206
"A12018354"	2015	4848.462
"A34009936"	2016	4849.104
"B59469296"	2012	4849.933
"A07089592"	2009	4852.805
"B13004924"	2016	4852.967
"B43952126"	2016	4854.567
"A20032264"	2016	4855.615
"A03001948"	2014	4855.969
"A26022657"	2017	4859.482
"A44004059"	2013	4860.968
"B31784895"	2016	4862.475
"B03046158"	2012	4868.795
"B39551973"	2010	4871.548
"A07190291"	2017	4872.207
"B46069654"	2016	4876.859
"A48006423"	2017	4879.036
"B38028692"	2016	4879.465
"B92116979"	2012	4880.004
"B39019468"	2014	4880.707
"A28134534"	2012	4882.183
"B58807645"	2011	4884.968
"A81000028"	2014	4886.578
"B30009039"	2016	4887.09
"A43001627"	2017	4887.586
"A26022657"	2016	4888
"A32015844"	2011	4892.733
"A46111654"	2010	4895.258
"A17001678"	2017	4896.261
"A43019868"	2017	4897.257
"A11682507"	2016	4897.847
"A28684512"	2011	4898.462
"A37043015"	2015	4898.761
"B38366225"	2011	4900.8
"A17014879"	2011	4900.997
"A46406930"	2010	4901.333
"A28077709"	2009	4902
"B62916077"	2014	4902
"B28126019"	2016	4902.884
"B12003554"	2008	4903.21
"A58348038"	2016	4905.064
"B28492841"	2016	4909.412
"B36010098"	2007	4909.57
"A58017187"	2013	4910.983
"A37043015"	2008	4911.01
"B01267277"	2016	4912.478
"A28273043"	2009	4913.383
"A28674489"	2014	4913.809
"A17202375"	2008	4914
"A26010413"	2014	4914.044
"A28108447"	2017	4920.979
"A30041834"	2014	4921.192
"B57175283"	2017	4925.324
"A36040442"	2007	4926.97
"A48175699"	2013	4927.518
"A48016877"	2014	4928.196
"A96785225"	2007	4930.09
"A46048732"	2009	4932.925
"A79290565"	2013	4934.606
"A46111654"	2009	4934.877
"A38019543"	2007	4934.975
"A30032130"	2013	4934.981
"A42004598"	2014	4936.394
"A17014879"	2009	4939.584
"A28684512"	2013	4940.398
"A41212572"	2016	4940.437
"A38030680"	2014	4941.249
"B58875048"	2009	4943.237
"B36007904"	2007	4943.82
"A80762602"	2010	4945.56
"A46078267"	2012	4946.781
"A08630808"	2012	4947.04
"B31049273"	2012	4947.719
"B50047091"	2014	4949.698
"A61831681"	2014	4950
"B17593633"	2016	4955.283
"A28324630"	2015	4960.331
"B14030720"	2012	4962.277
"A08081986"	2017	4963.28
"B14030720"	2011	4963.372
"A31082712"	2013	4963.772
"B38008983"	2011	4964.237
"A46074647"	2013	4965.64
"A48016877"	2015	4965.995
"B08584989"	2013	4967.295
"A08604316"	2010	4970.058
"A28487007"	2014	4970.271
"A35014414"	2015	4971.563
"B17011511"	2014	4973.932
"A29003951"	2007	4976.09
"A35004399"	2015	4976.454
"A03197308"	2012	4976.508
"B46124434"	2017	4977.668
"A41018854"	2014	4978.933
"A84430107"	2015	4981.871
"A08148991"	2008	4982.18
"A08081986"	2015	4984.145
"A41018854"	2015	4984.54
"A03046125"	2013	4986.179
"A79259388"	2015	4987.382
"A41018854"	2013	4992.984
"A53242152"	2016	4993.184
"A26022657"	2015	4993.653
"B61882551"	2009	4994.72
"B27013556"	2007	4996.305
"A09022963"	2009	4996.595
"B07025315"	2009	4997.34
"A24003873"	2017	4997.979
"B50561968"	2014	4999.839
"B83481002"	2011	5000
"A96862933"	2011	5000
"A78753514"	2013	5000
"A21006911"	2016	5000
"B37012069"	2013	5000
"A30047120"	2016	5000
"A28451649"	2017	5000.922
"B62916077"	2015	5001
"A46104485"	2017	5002.232
"A46111654"	2016	5003.054
"B28250090"	2012	5004.051
"F46028072"	2017	5004.179
"A08563769"	2014	5005.038
"A17020645"	2007	5005.185
"A18012930"	2014	5006.696
"A28283794"	2014	5010.155
"A57082570"	2012	5014.054
"A14025902"	2016	5019.348
"A28200384"	2010	5019.729
"A20032264"	2014	5020.808
"A08031544"	2012	5025.574
"B46115838"	2015	5026.43
"A08128910"	2008	5027.732
"A32225419"	2014	5032.144
"A09281999"	2012	5040.351
"A08224107"	2010	5041.809
"A28510246"	2014	5042.055
"A12025565"	2013	5042.181
"B39019468"	2015	5043.349
"B24399305"	2010	5044.39
"A33008921"	2009	5044.868
"B18751461"	2016	5044.918
"A24015406"	2011	5045.378
"A08511453"	2017	5046.813
"A04006417"	2014	5049.034
"B22003099"	2017	5052.06
"B35597020"	2013	5052.194
"A83401273"	2012	5057.244
"A13029962"	2013	5062.412
"A20029104"	2011	5064.021
"A36632875"	2010	5065.917
"B46153292"	2014	5066.218
"A45025327"	2016	5066.883
"B46084208"	2008	5067.54
"A43001627"	2016	5069.636
"B39551973"	2017	5070.308
"A33055138"	2011	5073.639
"B45006616"	2013	5075.817
"A58017187"	2012	5078.075
"A08331472"	2015	5078.553
"B61882551"	2011	5083.492
"B31049273"	2014	5092.856
"A92111871"	2012	5093
"A48083927"	2008	5098.311
"A17013947"	2016	5104.281
"B84363555"	2017	5107.34
"A58356213"	2008	5108.603
"A30012959"	2012	5109.633
"A47000054"	2016	5109.932
"A28612208"	2017	5113.151
"A28352656"	2007	5113.27
"B24008955"	2016	5114.03
"B60171162"	2015	5115
"A78526811"	2013	5116.035
"A96918867"	2009	5116.48
"A20036877"	2007	5116.53
"A58349929"	2011	5117.45
"B58075136"	2012	5117.912
"B35042092"	2010	5118
"A28487007"	2017	5119.215
"A47002878"	2012	5120
"B11018462"	2013	5126.959
"A46077053"	2017	5129.509
"A53288478"	2017	5135.611
"A28283794"	2010	5142.475
"B46071080"	2016	5144.09
"B16010464"	2013	5145.364
"A14020713"	2016	5146.318
"A34129635"	2009	5146.757
"A28200384"	2014	5146.984
"A11000098"	2016	5149.868
"A02013985"	2011	5150.212
"B08465601"	2016	5154.76
"B12002457"	2010	5156.379
"B58613076"	2015	5157.273
"A30023238"	2015	5158.13
"B15031560"	2017	5160.037
"A43035542"	2015	5160.323
"A11000098"	2015	5160.713
"B12541496"	2008	5162.926
"A07089592"	2008	5163.659
"A31018492"	2014	5165.924
"B29006574"	2015	5168.554
"B29006574"	2016	5168.554
"A30032619"	2011	5173.521
"A28329480"	2012	5173.846
"A30032619"	2010	5177.098
"B08584989"	2010	5177.559
"B31083199"	2015	5178.739
"A28518090"	2017	5181.562
"A48865679"	2007	5182.488
"A36632875"	2014	5182.957
"B17023995"	2015	5183
"A48865679"	2010	5183.311
"B24399305"	2012	5183.62
"A30032130"	2012	5186.803
"B24399305"	2014	5187.024
"B46140885"	2015	5190.492
"B62916077"	2012	5192.687
"A28435931"	2017	5193.685
"A28563047"	2017	5194.284
"B45005279"	2010	5197.37
"B84227461"	2014	5200
"B50067586"	2007	5200.059
"B36008555"	2016	5200.205
"A12095295"	2011	5202.017
"A48876874"	2008	5202.08
"A45020450"	2017	5202.853
"A26004754"	2014	5206.521
"A07244023"	2011	5206.577
"A38027637"	2009	5214.154
"B38366225"	2010	5216.42
"A07027261"	2017	5216.62
"A46014155"	2016	5217.636
"A41212572"	2013	5218.405
"B12008553"	2010	5219.255
"A22271209"	2017	5221.171
"A47002878"	2008	5222
"B09417932"	2017	5223.903
"A46074647"	2009	5224.343
"B82432725"	2012	5225.015
"A08450421"	2016	5225.335
"A28167567"	2017	5226.847
"B12026183"	2012	5227.334
"A20038915"	2013	5228.646
"A08138042"	2009	5230.637
"A43010974"	2013	5231.772
"A06244131"	2007	5231.81
"A08363400"	2017	5233.925
"A28428233"	2007	5236.22
"B58807645"	2010	5237.171
"A48876874"	2009	5237.9
"B35504059"	2014	5240
"A21006507"	2013	5240.984
"A13008461"	2013	5241.41
"A38010997"	2014	5242.341
"A30023204"	2016	5243.976
"A39000187"	2012	5245.152
"A06008361"	2010	5246.337
"B12003554"	2009	5247.408
"B46039061"	2014	5247.601
"A61831681"	2010	5250
"A08677700"	2014	5250.334
"A81841850"	2007	5251.895
"B23011273"	2017	5255.873
"A08405490"	2010	5256.284
"A53242152"	2015	5256.833
"A30017438"	2017	5259.672
"A30021877"	2014	5265.129
"A32015844"	2015	5266.437
"A38348413"	2007	5266.555
"A17033473"	2017	5267.109
"A36036739"	2010	5268.879
"B60544046"	2015	5269.044
"B43491356"	2015	5269.474
"A30017883"	2012	5270.348
"A07016025"	2010	5270.596
"A35115856"	2015	5272.505
"A08222465"	2010	5272.754
"A13029962"	2014	5273.496
"A08670929"	2016	5274.906
"A08222465"	2011	5275.997
"A41087404"	2010	5276.076
"A12329223"	2009	5276.907
"B14484612"	2016	5278.826
"A08563769"	2015	5279.666
"B50997949"	2015	5279.927
"B60544046"	2013	5281.876
"A14580385"	2013	5283.724
"B12015210"	2012	5284.331
"A36060754"	2016	5285.791
"B03046158"	2011	5290.504
"A30033898"	2012	5290.816
"B18012831"	2014	5290.987
"A28814135"	2010	5291.574
"A08397002"	2017	5294.714
"F04030672"	2017	5295.886
"A39000187"	2008	5296.581
"B38008983"	2010	5299.167
"B61428611"	2016	5302.407
"B61428611"	2017	5302.407
"A08023145"	2015	5304
"A07038441"	2015	5305.068
"A41035742"	2007	5306.083
"A28077709"	2007	5308.14
"A14580385"	2012	5310.801
"B80470628"	2016	5313.524
"B03035854"	2015	5314.046
"A28446995"	2015	5314.07
"A01011881"	2011	5315.595
"A23022783"	2010	5315.952
"A08509937"	2015	5317.886
"A15020795"	2013	5320.245
"B46043238"	2012	5322.114
"A25020173"	2016	5324.235
"A58393778"	2014	5324.438
"B12027843"	2011	5326.291
"A41006891"	2016	5326.467
"A36226645"	2009	5328.478
"A28392033"	2016	5328.73
"A33055138"	2008	5328.959
"B39008404"	2013	5330.027
"A01016591"	2010	5331.518
"B38380473"	2014	5332.567
"A07026701"	2011	5333.127
"B58075136"	2017	5333.426
"A28200384"	2009	5333.538
"A08620056"	2009	5334.143
"B46140885"	2010	5334.655
"B28934081"	2015	5334.958
"A28133023"	2015	5335.412
"B45005279"	2015	5336.811
"A81841850"	2016	5337.21
"A04202008"	2014	5338.364
"A01011881"	2010	5346.083
"B81907776"	2008	5346.256
"A08401184"	2014	5346.63
"B25436122"	2013	5346.773
"B28059012"	2015	5346.794
"B96324983"	2011	5346.929
"A41035742"	2013	5347.493
"A28446995"	2017	5348.282
"A83741967"	2012	5352.155
"A36040442"	2010	5352.803
"A33055138"	2007	5356.115
"A21006507"	2012	5357.898
"A13008339"	2016	5357.941
"B16010464"	2014	5362.853
"A35028208"	2013	5364.351
"A08450421"	2017	5366.176
"A08360844"	2017	5367.387
"A48061675"	2015	5371.761
"A17020645"	2013	5372.02
"A08363400"	2016	5372.321
"A35499318"	2017	5373.928
"A28133023"	2013	5374.592
"A08555344"	2017	5376.149
"A80632573"	2015	5376.482
"B12008553"	2009	5377.374
"B07034416"	2017	5377.467
"A08503005"	2010	5378
"A41087404"	2011	5379.756
"B15032485"	2011	5380.916
"B45005279"	2012	5381.007
"A38371159"	2016	5381.906
"B30034730"	2017	5382.921
"A01010164"	2010	5385.948
"A33055138"	2010	5390.889
"B12006623"	2014	5391.714
"A07018112"	2016	5392.719
"A07123441"	2015	5392.851
"A31018492"	2013	5394.342
"A08276438"	2011	5394.37
"B46142485"	2017	5395.099
"A15020480"	2008	5397.458
"B12027843"	2010	5401.524
"B08359093"	2013	5404.752
"A41010521"	2017	5405.941
"A28270452"	2013	5407.228
"B58807645"	2008	5407.708
"A17020645"	2016	5408.206
"B08359093"	2015	5408.269
"A28695021"	2012	5410.455
"A08565285"	2017	5411.423
"A60531688"	2012	5412
"B46069654"	2015	5412.376
"A48040034"	2007	5414.733
"A43015965"	2015	5416.037
"A08659617"	2016	5416.144
"A58348038"	2015	5416.342
"B46071080"	2010	5421.339
"A17014879"	2017	5421.833
"A28273043"	2007	5422.16
"A08192965"	2009	5423.629
"A35101732"	2017	5424.486
"A17034844"	2014	5428.091
"A28053080"	2012	5430.99
"B15032485"	2017	5431.869
"B12291167"	2016	5432.886
"B08156036"	2014	5433.216
"A08189359"	2017	5433.321
"A48802854"	2015	5433.919
"B17229675"	2009	5434.526
"B30034730"	2016	5442.153
"A28033702"	2014	5446
"A46074647"	2012	5447.6
"B30037204"	2014	5447.81
"A28080489"	2007	5453.12
"F10026128"	2013	5459.715
"A23022783"	2009	5459.77
"A43621416"	2009	5462.479
"B50047091"	2013	5467.261
"A17034844"	2016	5470.287
"A48062418"	2016	5472.36
"A28645000"	2012	5473.671
"A07086515"	2016	5475.936
"A04202008"	2013	5477.5
"B27007897"	2013	5478.085
"A28712479"	2014	5481.483
"A08365413"	2009	5483.998
"A24020562"	2013	5485.466
"A36600500"	2008	5485.76
"A28695021"	2013	5487.355
"B46114724"	2013	5487.899
"A08005696"	2016	5490.429
"A12010948"	2012	5494.25
"A48084909"	2009	5495.05
"A41043159"	2014	5495.432
"B38004966"	2016	5497.798
"A46048732"	2016	5499.579
"A08620056"	2015	5500.084
"A20039426"	2015	5502.277
"A28686111"	2012	5505.558
"B17593633"	2015	5506.972
"A18012930"	2013	5506.973
"A38014098"	2010	5507.815
"A41050113"	2017	5508.439
