nif	year	pasivo_liq
"A17018391"	2007	7444.926
"A12100020"	2007	7445.3
"A11000098"	2016	7445.55
"A28581247"	2007	7445.849
"B08292054"	2010	7446.625
"B63149637"	2012	7447
"A33689530"	2007	7447.21
"A08354441"	2015	7449.857
"A08224545"	2013	7450.587
"B31064082"	2015	7450.9
"A08186074"	2015	7451.601
"A30013247"	2014	7452.667
"A28636025"	2012	7452.77
"A34009936"	2010	7453.911
"B28091486"	2011	7454.34
"B08190902"	2015	7456.256
"B92217975"	2015	7456.784
"A28085520"	2008	7457.99
"B03036720"	2011	7458.519
"B47011374"	2016	7458.718
"A83401273"	2014	7458.997
"A04016952"	2016	7459.376
"A07026651"	2017	7460.109
"A28623379"	2009	7460.14
"B08628455"	2014	7460.643
"A41038274"	2012	7460.726
"A41050535"	2007	7462.8
"A04413340"	2011	7463.926
"A28337129"	2014	7464.259
"A36201259"	2013	7465.039
"A78753514"	2009	7466.771
"A26015503"	2008	7467.82
"A33024852"	2014	7468.532
"A28145191"	2007	7468.668
"A08683864"	2009	7469.038
"A08526345"	2009	7471.257
"B63533095"	2016	7473.647
"A15072622"	2014	7475.061
"B38238788"	2015	7475.784
"A28060515"	2012	7476
"A58907015"	2008	7477.451
"B46039061"	2014	7477.879
"F06139109"	2008	7479.974
"A36060754"	2008	7480.44
"A08158172"	2015	7481.741
"B58779018"	2015	7482.34
"A83932475"	2017	7482.591
"A08466807"	2015	7483.384
"A80652423"	2014	7483.796
"B08912669"	2011	7484.075
"A31069321"	2011	7484.264
"B30603229"	2014	7484.861
"A08217432"	2014	7485.234
"A36604882"	2014	7485.41
"A24056319"	2015	7485.824
"A30022958"	2013	7486.317
"A20012498"	2009	7486.604
"A96560560"	2014	7487.055
"A20053773"	2015	7489.793
"A43010974"	2014	7491.249
"V83443390"	2014	7491.999
"A28400323"	2016	7493.14
"A08296790"	2013	7493.268
"B08136905"	2008	7493.36
"A28674968"	2013	7493.392
"A28505402"	2007	7493.97
"A08146474"	2012	7494.218
"A15018146"	2011	7495.8
"B33029729"	2011	7496.347
"A33018664"	2009	7496.863
"A30038020"	2008	7497.91
"B39019468"	2012	7497.965
"A41055377"	2015	7498.17
"A29050762"	2014	7498.188
"A46056255"	2010	7498.37
"A48083927"	2007	7499.409
"B06007314"	2013	7499.581
"A20065744"	2015	7502.323
"A46089819"	2013	7502.77
"A08294787"	2014	7502.771
"A50027929"	2007	7502.834
"A24003873"	2012	7503.013
"A36604882"	2015	7503.839
"A08294787"	2012	7504.576
"A50000876"	2015	7505.47
"B62385067"	2014	7506.612
"A08146730"	2017	7508.034
"A79253803"	2017	7508.251
"B03039609"	2013	7509.147
"A28698884"	2008	7511.629
"A39022124"	2008	7512.99
"A20031126"	2010	7513.498
"A96646880"	2013	7513.582
"A38020905"	2009	7515.294
"A23008857"	2012	7515.742
"A14022099"	2007	7515.95
"A03066933"	2013	7517.936
"A36615474"	2014	7517.967
"B83045674"	2014	7518.454
"B45493707"	2010	7519.532
"B16010464"	2013	7520.153
"A08288490"	2011	7520.644
"A38019543"	2016	7520.955
"B20049615"	2009	7520.959
"A08209538"	2009	7523.741
"A24015406"	2014	7524.319
"B58075136"	2016	7524.812
"A48080881"	2008	7525.658
"A12027488"	2014	7527.353
"A46105508"	2016	7528.353
"A08393571"	2008	7529.547
"B35329077"	2014	7529.697
"A28415487"	2015	7529.717
"A07802218"	2015	7530.991
"A08075293"	2013	7531.594
"A08667370"	2009	7531.73
"A45018223"	2014	7531.985
"B46055489"	2011	7532.763
"A28386225"	2012	7533.067
"B41042698"	2014	7534.703
"A28645000"	2011	7534.887
"A45015872"	2008	7535.885
"A35022987"	2017	7536.073
"A08555344"	2011	7536.502
"A33009630"	2013	7538.844
"A08363400"	2013	7539.534
"B26011627"	2015	7539.691
"A81000028"	2015	7542.391
"A28295038"	2017	7542.632
"A18312041"	2017	7543.342
"A08146474"	2017	7543.51
"A50052489"	2016	7544.677
"A24004103"	2016	7545.347
"A79259404"	2016	7546.422
"A24014227"	2009	7548.454
"B41008970"	2009	7548.472
"A08526345"	2010	7549.101
"B08584989"	2010	7549.443
"A28249993"	2015	7551.636
"B12018008"	2012	7552.089
"A30032619"	2015	7553.038
"B30044440"	2011	7554.034
"A28552149"	2012	7554.275
"A30038020"	2010	7554.6
"B08628455"	2017	7554.609
"B97751978"	2014	7555.49
"A30029862"	2016	7556.061
"B38366225"	2010	7556.753
"A07052244"	2012	7559.04
"B15862667"	2011	7559.772
"B47014568"	2009	7559.994
"B27011477"	2011	7560.431
"A08630063"	2017	7561.627
"A08005688"	2007	7561.76
"B12291167"	2015	7562.082
"A35028208"	2017	7562.528
"B48771711"	2013	7564.202
"B08216202"	2010	7564.575
"A81117798"	2013	7565.087
"A04016952"	2008	7565.097
"A11608999"	2013	7565.64
"A33036880"	2016	7566.097
"A08209538"	2011	7566.624
"A28011872"	2007	7567.552
"A08657017"	2015	7569.458
"A24056319"	2013	7569.544
"A31013543"	2014	7569.701
"A43015338"	2010	7570.975
"A20012498"	2013	7571.043
"A28049492"	2007	7571.112
"A20779849"	2017	7572.249
"A33560772"	2012	7572.501
"A80352420"	2007	7572.9
"B28455574"	2013	7573.185
"A03028461"	2010	7573.479
"A08098949"	2012	7573.916
"A08270993"	2014	7573.922
"A29519220"	2009	7574.225
"A01007442"	2011	7576.389
"A46336152"	2017	7576.913
"A15032196"	2010	7577.074
"B20049615"	2007	7577.481
"A31013543"	2013	7578.97
"A78831369"	2015	7580
"A45011103"	2012	7580.629
"A08120859"	2010	7580.658
"A28137255"	2011	7581.36
"A30018345"	2013	7581.948
"A28695856"	2016	7582.087
"A53288478"	2011	7583.668
"B11024262"	2015	7583.766
"A08186074"	2017	7584.404
"B08292054"	2011	7585.87
"A11609682"	2013	7586.536
"A01161066"	2015	7586.756
"B82899550"	2011	7588.358
"A28427581"	2015	7588.774
"B24007049"	2016	7589.417
"B12006623"	2017	7589.996
"A08445983"	2009	7590.591
"A50000876"	2017	7592.456
"A43015338"	2016	7593.094
"A48093538"	2010	7593.095
"A09281999"	2011	7594.842
"A50025071"	2007	7595.378
"B06007314"	2014	7595.445
"A08290405"	2017	7595.989
"B26011627"	2012	7596.082
"A28494896"	2014	7596.143
"B30033666"	2013	7596.368
"A46336152"	2016	7598.772
"A43001684"	2017	7599.194
"A29056769"	2010	7600.941
"A46002069"	2014	7601.323
"A43025618"	2013	7602.96
"A22009690"	2015	7603.566
"A33025974"	2014	7607.327
"A28137255"	2015	7608.527
"A08851321"	2016	7608.662
"A50057322"	2008	7608.703
"B17593633"	2008	7609.714
"A42001305"	2012	7611.151
"A45011103"	2017	7611.349
"B28543023"	2012	7611.577
"A46056255"	2012	7612.344
"B27011477"	2014	7616.9
"B12457230"	2014	7617.293
"B42141176"	2010	7617.596
"B81760829"	2013	7617.983
"A48020358"	2015	7618.698
"A33602905"	2012	7618.882
"A48080881"	2012	7620.18
"A01000249"	2016	7620.542
"A08484107"	2011	7621.069
"A12027488"	2013	7621.652
"B35329077"	2007	7621.881
"A29350139"	2014	7622.043
"A12021390"	2017	7622.358
"A46078267"	2015	7624.943
"B18573931"	2015	7625.379
"A28060515"	2011	7626
"A46106928"	2014	7626.161
"A33609587"	2014	7626.395
"B17011511"	2014	7627.429
"A30036214"	2012	7628.333
"A30024798"	2017	7628.887
"B83782169"	2012	7629.214
"B45007671"	2014	7629.547
"B43590272"	2008	7630.226
"A39005095"	2007	7631.581
"F10026128"	2013	7633.014
"A12329223"	2010	7633.733
"A12329223"	2009	7634.21
"A15017163"	2009	7635.342
"A17001322"	2012	7635.506
"A08691503"	2014	7636.661
"A01167204"	2007	7638.784
"A38010997"	2017	7639.642
"A29661394"	2008	7642.393
"A08290405"	2013	7642.675
"A78753514"	2007	7644.798
"A03047628"	2012	7645.111
"A18012807"	2017	7645.131
"B33119983"	2008	7645.456
"B83741835"	2014	7646.074
"A28428233"	2008	7647.872
"A83741967"	2013	7648.275
"A08170151"	2008	7649.68
"B31798929"	2017	7649.816
"A50889955"	2016	7651.074
"A03036373"	2013	7651.122
"A07026651"	2013	7652.531
"B24007049"	2007	7655.203
"B28218287"	2009	7655.661
"B28218287"	2012	7656.218
"A36600518"	2017	7657.016
"A28662005"	2016	7657.56
"B28072205"	2011	7658.319
"A33034422"	2015	7658.965
"B08013963"	2009	7660.079
"B28126019"	2017	7660.542
"B12457230"	2016	7661.18
"B48771711"	2014	7661.555
"B08499410"	2014	7661.614
"A21008727"	2010	7662.554
"B12008553"	2016	7662.591
"A31449002"	2010	7662.76
"A24014227"	2010	7663.79
"A33615923"	2014	7663.981
"A36060754"	2007	7664.19
"A41053927"	2009	7666.787
"B18012831"	2008	7666.934
"A20065744"	2012	7669.198
"A03084936"	2015	7669.653
"B39019468"	2013	7671.62
"B20023982"	2012	7672.923
"B96011283"	2013	7673.708
"B28492841"	2011	7676.176
"F30587919"	2016	7677.186
"A28698884"	2012	7677.927
"A17014119"	2015	7678.959
"A21006861"	2014	7679.592
"B01267277"	2016	7679.643
"A29030715"	2008	7680.18
"B08463424"	2015	7680.602
"B47009626"	2007	7681.206
"A29025368"	2014	7681.299
"A30005524"	2011	7681.447
"A46079380"	2014	7682.328
"A36600518"	2010	7683.001
"A33604406"	2014	7683.241
"B46164463"	2016	7683.456
"A28614790"	2014	7684.29
"B40003550"	2014	7684.415
"B28240075"	2011	7684.418
"A08577215"	2014	7684.785
"A28698884"	2015	7684.802
"F20025441"	2009	7686
"A08224081"	2011	7686.115
"A24015406"	2017	7687.113
"A43002450"	2010	7688.225
"B46069654"	2016	7690.279
"A46020558"	2007	7690.541
"A24014227"	2012	7690.717
"A33617218"	2011	7692.646
"A32225419"	2016	7692.698
"A28295038"	2016	7692.787
"A28216992"	2014	7692.915
"A30009815"	2008	7693.467
"B35329077"	2011	7693.573
"A28357903"	2013	7693.588
"B46171518"	2016	7693.7
"A08278731"	2007	7694
"B60241437"	2008	7694.648
"B38380473"	2017	7694.868
"B28555001"	2013	7695.999
"A46002069"	2008	7696.728
"A96773940"	2017	7698
"A08622938"	2013	7698.69
"A28487007"	2007	7698.956
"B39523956"	2016	7699.146
"A58907015"	2015	7699.363
"A31037294"	2011	7700.933
"A46066825"	2007	7702.555
"A15590904"	2011	7704.75
"B43491356"	2014	7704.887
"B48771711"	2012	7705.097
"B46012324"	2007	7707.32
"A34009191"	2010	7708.977
"B17593633"	2013	7710.757
"B08619405"	2013	7711.711
"A17475203"	2017	7711.721
"B12536934"	2009	7712.016
"A08091894"	2017	7712.574
"B17229675"	2017	7712.776
"A08414906"	2009	7713.494
"A25020629"	2016	7713.894
"A12323408"	2007	7715.12
"B92091404"	2015	7715.34
"A17041708"	2010	7715.835
"A28174985"	2015	7715.891
"A03061850"	2011	7716.113
"A60016037"	2012	7716.128
"A32225419"	2013	7716.233
"A28674489"	2016	7718.131
"B41072471"	2009	7718.895
"A33024084"	2008	7720.308
"A23010200"	2015	7722.162
"B73070914"	2016	7722.808
"B38004966"	2012	7724.639
"B31065980"	2014	7724.968
"A01012103"	2012	7725.833
"B17048364"	2014	7726.594
"B17019373"	2009	7726.991
"A33018664"	2017	7727.972
"A48175699"	2008	7729
"A20012498"	2014	7729.191
"A50066562"	2008	7729.592
"A15017163"	2011	7730.292
"A28623379"	2008	7730.428
"A46056255"	2015	7730.523
"A08200651"	2014	7732.087
"A41002544"	2017	7732.828
"A50068923"	2009	7734.495
"A36605038"	2007	7734.87
"B46171518"	2015	7735.342
"A28427516"	2013	7735.46
"A09015405"	2014	7735.681
"A12019295"	2016	7736.734
"A41080144"	2007	7737.022
"B12027843"	2008	7737.18
"A81933772"	2017	7740.7
"A46074647"	2010	7740.766
"A03001948"	2015	7741.286
"B46055489"	2012	7741.651
"A46002069"	2016	7742.178
"A31061401"	2011	7742.437
"B28091486"	2009	7742.585
"A08657017"	2007	7742.664
"B83045674"	2015	7744
"A15052376"	2010	7745.01
"A22009039"	2016	7745.962
"A28171601"	2012	7746.967
"A60853413"	2014	7747.498
"B08584989"	2011	7748.56
"A14012819"	2010	7749.004
"A48119622"	2011	7749.294
"B12007456"	2014	7750.183
"A08372351"	2011	7751.635
"A28612620"	2009	7752.147
"B08282337"	2010	7754.566
"A09015256"	2009	7756.156
"A08385395"	2013	7758.314
"A23019342"	2011	7759.689
"A81047375"	2016	7760
"A48093421"	2013	7760.975
"A80771116"	2015	7761
"A30035679"	2013	7762.377
"A30036933"	2008	7762.68
"A23022783"	2012	7763.479
"A46089819"	2010	7763.496
"A80732142"	2012	7763.779
"B08292054"	2016	7764.447
"A12323408"	2015	7765.943
"A36060754"	2010	7766.135
"A48114151"	2015	7767.072
"A08198392"	2012	7767.845
"B41062548"	2012	7768.923
"A08334906"	2014	7769.417
"B46069654"	2014	7770.031
"A28108447"	2013	7772.144
"A81933772"	2009	7772.23
"B45005279"	2015	7773.068
"A48020358"	2010	7773.099
"A28662005"	2011	7774.466
"A29027901"	2011	7775.172
"A12329223"	2012	7775.644
"B38238788"	2016	7776.137
"A33602905"	2011	7776.369
"B28579324"	2013	7777.926
"B24007049"	2008	7778.621
"A23022783"	2013	7778.86
"B61395497"	2008	7779.876
"A08061731"	2008	7780.315
"A48175699"	2015	7781.211
"A46023594"	2008	7781.671
"A29049509"	2011	7783.577
"B46201158"	2016	7784
"B58222548"	2007	7785.06
"A08146730"	2011	7786.314
"B43241769"	2010	7786.766
"A28049492"	2009	7786.809
"A08224081"	2009	7787.396
"A08526345"	2011	7787.936
"A41080144"	2009	7790.124
"B61914883"	2011	7790.596
"A28108447"	2008	7792.002
"B12007456"	2013	7792.467
"A59954487"	2016	7792.894
"A09021833"	2012	7793.651
"A46023594"	2007	7794.28
"A09007089"	2015	7795.579
"A28400323"	2017	7795.732
"A08657017"	2011	7795.775
"A48547558"	2008	7796.621
"A28039469"	2016	7796.702
"A23022874"	2017	7796.762
"B30033666"	2010	7798.515
"B30044440"	2015	7799.155
"A43028588"	2011	7799.16
"A58348038"	2013	7801.543
"A08373102"	2013	7803.23
"A09007089"	2013	7804.95
"A48009328"	2016	7805.842
"A46092094"	2016	7806.517
"A39022124"	2016	7807.45
"B46070728"	2007	7807.57
"A11000098"	2015	7808.271
"A48073274"	2013	7808.324
"A12016093"	2013	7808.567
"B28934081"	2010	7808.737
"A19012962"	2014	7809.659
"A08189359"	2010	7809.88
"A30018345"	2015	7810.245
"A29056769"	2009	7810.61
"B11018462"	2014	7810.717
"A81200511"	2007	7812.599
"A28290799"	2016	7816.274
"A08361016"	2016	7818.467
"A46016374"	2011	7819.286
"A08186074"	2016	7819.764
"B84372051"	2015	7820
"A29056769"	2008	7820.673
"A29056769"	2007	7821.212
"A08555344"	2015	7821.239
"B12015210"	2017	7821.531
"B91172221"	2016	7821.616
"A46019063"	2017	7821.621
"A28399434"	2010	7822.298
"A28137255"	2007	7823.83
"A33609587"	2017	7824.228
"A60016037"	2016	7824.616
"B11469491"	2010	7824.698
"A28290799"	2017	7825.293
"B29053808"	2013	7825.482
"A17041708"	2007	7826.938
"A28416089"	2016	7827.799
"A60963287"	2013	7828.192
"A36604882"	2013	7829.183
"A47008487"	2008	7830.218
"A07190309"	2014	7830.26
"A07038441"	2013	7830.665
"A38225041"	2008	7831.773
"A08622938"	2011	7832.002
"A33602905"	2010	7832.591
"A84534627"	2016	7832.64
"B82432725"	2012	7833.953
"B03039609"	2014	7834.405
"A28352656"	2010	7834.97
"B08147696"	2012	7835.392
"A28245009"	2007	7836.431
"A60531688"	2008	7838
"A48095822"	2015	7838.624
"A48092886"	2011	7839.263
"B28249431"	2015	7839.313
"B03039609"	2010	7839.978
"A58393778"	2015	7840.163
"A48175699"	2010	7841.014
"A08564502"	2008	7842.816
"A43019868"	2012	7843.645
"B08292054"	2015	7845.282
"B30603229"	2012	7845.974
"A50042027"	2007	7846.569
"A43011196"	2009	7848.49
"A60362266"	2007	7849.17
"A31069321"	2017	7849.815
"A41050535"	2015	7849.975
"B28218287"	2013	7852.044
"B48059786"	2010	7852.374
"A35251727"	2017	7852.632
"A58907015"	2010	7852.966
"B08275026"	2015	7853.353
"A08667370"	2008	7853.83
"A08555344"	2012	7853.972
"A36017598"	2012	7854.225
"A02012714"	2013	7854.255
"B73212417"	2013	7854.744
"F25002338"	2015	7855.18
"A28195147"	2013	7855.797
"A08224081"	2010	7856.152
"A46014155"	2013	7856.406
"A78428596"	2017	7856.635
"A07044530"	2015	7856.778
"A30036933"	2010	7858.729
"A08332256"	2013	7858.972
"A35009992"	2009	7860.666
"B50023142"	2007	7862.04
"A30005524"	2013	7862.095
"A50889955"	2015	7862.73
"B22003099"	2017	7862.971
"A33026980"	2017	7863.55
"B15862667"	2013	7863.561
"A50025071"	2009	7864.325
"A22012223"	2012	7865.433
"A46137352"	2008	7866.071
"F46026829"	2009	7868.697
"B11024262"	2016	7868.788
"B28126019"	2013	7869.456
"A13029962"	2015	7869.65
"A43002450"	2011	7871.937
"A46170080"	2011	7872.998
"A08154650"	2008	7874.57
"A08489007"	2008	7875.028
"A29350139"	2012	7875.613
"A12025565"	2016	7877.342
"B08407322"	2010	7877.744
"A29025368"	2013	7878.29
"B81760829"	2010	7878.586
"A28571750"	2007	7879.175
"F10026128"	2017	7879.288
"A14015788"	2016	7879.311
"A46226122"	2013	7879.837
"A08425902"	2009	7879.959
"A58017187"	2016	7880.171
"A08146730"	2016	7881.86
"A17012626"	2012	7881.981
"B50023142"	2009	7882.579
"A50000876"	2010	7882.735
"A03046125"	2013	7883.34
"A28137255"	2017	7883.768
"A36605038"	2015	7883.781
"A46023594"	2009	7884.317
"A28202075"	2015	7884.779
"A08906208"	2008	7885.513
"A08158172"	2017	7885.776
"A46139937"	2014	7886.114
"A31825466"	2012	7886.734
"A30014047"	2011	7886.84
"A30014047"	2014	7888.696
"A07007735"	2012	7889.371
"A41050535"	2010	7889.791
"B21365630"	2015	7891.016
"B02419273"	2017	7891.972
"A30014047"	2016	7893.317
"A12013496"	2013	7893.79
"A45017241"	2012	7893.826
"A08278731"	2009	7894.726
"A21391917"	2017	7895.377
"A46072203"	2007	7896.24
"A08520629"	2008	7896.6
"A07013907"	2009	7897
"B48033278"	2014	7897.196
"B28499218"	2010	7898.043
"A48061675"	2015	7898.374
"A38027637"	2010	7899.434
"A50025071"	2010	7899.93
"A09015256"	2012	7900.367
"A03033164"	2008	7901.26
"A83741967"	2012	7902.703
"A35517671"	2013	7903.296
"B35329077"	2013	7903.565
"A48114318"	2014	7903.619
"A08425902"	2007	7903.71
"A08181067"	2014	7904.62
"A43020486"	2016	7908.029
"B46020541"	2009	7909.821
"A28228690"	2009	7910
"A28016947"	2008	7911.259
"A28645000"	2012	7911.338
"A11012572"	2008	7912.922
"A28552149"	2017	7914.813
"A43028588"	2017	7915.116
"A04016952"	2011	7915.913
"B45020351"	2016	7919.074
"A60016037"	2013	7919.334
"A28134534"	2017	7922.398
"B12457230"	2017	7924.509
"A58907015"	2007	7926.52
"A28096378"	2015	7926.56
"B31065212"	2012	7926.843
"B03036340"	2012	7927.571
"A06023477"	2016	7927.988
"A08081986"	2017	7928.747
"A28324630"	2014	7929.714
"A46002069"	2012	7930.318
"A43020643"	2007	7930.967
"F46026829"	2010	7931.097
"A28049492"	2010	7931.115
"B48841282"	2010	7932.583
"A31070378"	2016	7933.098
"B28341790"	2009	7935.328
"B28579324"	2015	7935.508
"B03072493"	2015	7936.659
"A32005746"	2016	7937.863
"A36005718"	2008	7938.417
"A01161066"	2013	7939.276
"A38020525"	2013	7940.688
"A30023295"	2017	7940.868
"A28618890"	2013	7941.752
"A28171601"	2013	7942.04
"B12457230"	2012	7942.083
"A84430107"	2012	7942.956
"A38020525"	2014	7944.202
"B58875048"	2013	7944.929
"A23022783"	2011	7947.198
"B08125940"	2011	7947.347
"B03010634"	2010	7951.164
"A08622938"	2007	7951.45
"A14000533"	2011	7951.59
"A09004813"	2014	7951.755
"F10026128"	2016	7953.381
"A15027139"	2012	7954.02
"A47214424"	2016	7954.526
"A15685373"	2007	7955.34
"A28012359"	2013	7959.042
"A34009936"	2016	7960.481
"B08282337"	2017	7960.922
"B59886531"	2007	7962.08
"B41058124"	2010	7962.864
"A60853413"	2012	7963.126
"A36604882"	2016	7965.398
"B08136905"	2010	7968.515
"A21006911"	2011	7969.472
"A36605038"	2012	7970.288
"A47025895"	2013	7971.732
"A50068923"	2010	7972.695
"A43002450"	2009	7972.752
"A08851321"	2011	7973.266
"B46171518"	2013	7973.867
"A29003423"	2011	7974.15
"A41053927"	2014	7975.109
"A08572729"	2013	7975.749
"A08484107"	2012	7976.46
"A17018052"	2008	7976.958
"A80352420"	2009	7977.885
"A08294787"	2007	7978.13
"A24003873"	2011	7978.277
"A04236931"	2012	7983.442
"A28612208"	2017	7983.446
"A80732142"	2016	7984.322
"A38013744"	2008	7988.784
"A30012645"	2012	7989.192
"B50029263"	2008	7989.72
"A33615980"	2014	7990.004
"B19001551"	2007	7990.66
"A43702745"	2013	7991.092
"A09015256"	2011	7991.521
"F30046411"	2017	7991.632
"A28651222"	2014	7992.031
"B58075136"	2015	7993.852
"B83741835"	2017	7994.6
"A31070378"	2010	7994.831
"B12027843"	2013	7996.802
"A81047375"	2014	7997
"B28218287"	2011	7997.64
"A14026199"	2014	7997.688
"A28219202"	2016	7997.918
"A17020561"	2016	7998.905
"A28106003"	2016	7999.257
"B18018176"	2007	7999.362
"A21008727"	2015	7999.729
"A28228690"	2010	8001.48
"A15052376"	2008	8002.77
"A08102410"	2010	8004.873
"B08292054"	2017	8005.482
"A29056769"	2014	8007.012
"A28662005"	2008	8007.059
"A12029039"	2010	8007.187
"A80482334"	2007	8009.991
"A45010204"	2013	8010.189
"B08463424"	2011	8010.602
"A28724219"	2011	8013.298
"A28051597"	2016	8013.581
"B03039609"	2008	8017.185
"A46131520"	2017	8018.821
"A33560772"	2013	8018.99
"B28240075"	2015	8020.67
"A08198392"	2007	8020.808
"A47025895"	2014	8021.35
"B08292054"	2014	8022.19
"A08276867"	2016	8023.117
"B20062295"	2007	8024.118
"A38014114"	2015	8025.857
"B38004966"	2017	8026.157
"A30038764"	2013	8027.889
"A60531688"	2017	8031
"A46023594"	2010	8031.338
"A33604406"	2013	8032.322
"F25002338"	2014	8034.814
"A08630063"	2015	8035.025
"B74148388"	2016	8035.875
"A26004093"	2014	8037.617
"A23008857"	2009	8038.002
"A08189359"	2009	8040.268
"B17593633"	2012	8043.762
"A15009665"	2007	8044.09
"A08288490"	2013	8044.673
"B38028692"	2011	8045.245
"B20793956"	2014	8046.516
"A35028208"	2009	8046.796
"A30604680"	2012	8048.665
"A08361016"	2012	8048.854
"A59202853"	2008	8049.303
"B96199807"	2011	8049.478
"A23010200"	2014	8049.544
"B96683347"	2013	8049.77
"B80470628"	2016	8049.904
"A08565285"	2010	8050.411
"A30035679"	2012	8051.34
"A48031686"	2015	8052
"A22271209"	2014	8052.366
"A28552149"	2015	8053.701
"A08102410"	2012	8054.615
"A28019461"	2010	8055
"A11000098"	2012	8055.693
"B41031980"	2010	8056.661
"A45018223"	2015	8057.301
"A08704520"	2009	8057.549
"B60031150"	2013	8057.804
"A48047377"	2012	8058.829
"B04028734"	2017	8059.089
"A33606534"	2011	8059.594
"B20049615"	2013	8059.835
"B12007357"	2017	8062.284
"A28636025"	2009	8062.4
"A16008294"	2012	8063.51
"B41088642"	2015	8064.014
"B18012831"	2009	8065.116
"A45018223"	2012	8070.18
"B73212417"	2014	8070.341
"A11010469"	2014	8070.898
"A17034844"	2010	8071.064
"A16008294"	2011	8071.957
"A79259339"	2016	8072.072
"A15024482"	2017	8072.869
"A12029039"	2008	8073.188
"A17006479"	2014	8073.788
"B61395497"	2009	8074.016
"B28118800"	2009	8075.055
"B28498210"	2013	8075.189
"A09015405"	2011	8075.61
"B61696944"	2016	8076.783
"A29050762"	2016	8080.237
"A30032619"	2016	8080.562
"B12457230"	2011	8081.696
"B12008553"	2014	8082.268
"B27013556"	2012	8082.554
"A46031845"	2011	8083.357
"A08361016"	2010	8084.237
"A32005746"	2007	8085.955
"A33008426"	2008	8086.52
"A48114318"	2013	8088.249
"A38473724"	2015	8089.499
"A84780055"	2016	8089.809
"A28681492"	2011	8091.304
"B08125940"	2012	8092.817
"A01000249"	2010	8093.426
"A81933772"	2015	8097.519
"A08657017"	2009	8098.22
"A48092886"	2014	8100.945
"A20574372"	2010	8101.649
"A08224107"	2011	8102.353
"A07084940"	2015	8102.914
"A82716010"	2015	8105.788
"A28375467"	2009	8106.167
"A08288490"	2014	8107.03
"A35009992"	2008	8107.117
"A08093254"	2010	8108.072
"B15032485"	2007	8110.292
"A08511453"	2009	8110.373
"B60241437"	2009	8114.364
"A07427081"	2010	8115.436
"A43035401"	2017	8115.667
"A08224545"	2009	8116.718
"A04119293"	2017	8117.9
"A01005594"	2015	8120.264
"A41053927"	2007	8120.27
"B46090791"	2013	8120.296
"A28195147"	2012	8122.416
"A41053927"	2008	8125.136
"B08271694"	2014	8125.25
"A33615980"	2016	8125.857
"A50049105"	2014	8128.465
"A08526345"	2007	8129.123
"A30023295"	2015	8129.715
"B08282337"	2014	8130.213
"A41212572"	2012	8135.182
"A08572729"	2011	8137.829
"B06422877"	2013	8138.178
"A33036807"	2011	8140.071
"A48020358"	2017	8140.093
"A20031126"	2013	8140.535
"B29682135"	2013	8140.637
"A07161821"	2010	8141.562
"A08102410"	2011	8142.134
"A48064182"	2008	8143.22
"A60531688"	2016	8144
"A08005688"	2009	8144.219
"A48092886"	2012	8144.512
"A23022874"	2016	8144.761
"B61914883"	2012	8145.311
"B36853935"	2011	8146.617
"A04016952"	2014	8148.18
"A35811272"	2013	8148.547
"B28126019"	2014	8148.808
"A16010126"	2015	8149.074
"B35031665"	2014	8149.213
"A08425902"	2008	8150.087
"A25020629"	2014	8150.103
"A25020629"	2017	8152.264
"A08414906"	2008	8152.376
"A60963287"	2015	8154
"A36615037"	2015	8155.571
"A33006644"	2013	8159.902
"A08659617"	2015	8161.265
"A80632573"	2008	8161.403
"A48080881"	2016	8162.068
"A28060515"	2009	8163
"B14030720"	2007	8163.798
"A08005688"	2011	8163.971
"A46105532"	2008	8164.824
"B15031560"	2016	8166.847
"A15007727"	2008	8167.01
"A48108484"	2007	8168.67
"A46105532"	2015	8170.115
"B11469491"	2011	8170.207
"B28307536"	2016	8170.812
"A15590904"	2016	8172
"A08280240"	2017	8173.295
"A08198392"	2014	8174.143
"A36201259"	2014	8174.482
"A08659617"	2013	8175.928
"B60241437"	2007	8176.127
"B08292054"	2013	8176.192
"A28681492"	2007	8179.824
"B45020351"	2009	8180.299
"A08243297"	2009	8181.905
"F20025441"	2010	8182
"A28571750"	2008	8182.898
"A03028461"	2007	8183.531
"A08294787"	2013	8183.743
"A33604406"	2015	8184.538
"A08288490"	2016	8184.632
"A31038839"	2011	8185
"A28410850"	2007	8185.319
"B81248361"	2011	8185.934
"B43361724"	2014	8186.907
"A82501545"	2015	8187.14
"A28386225"	2014	8188.161
"A78393840"	2007	8188.626
"A20031126"	2014	8189.229
"A30029862"	2008	8189.859
"B27321249"	2013	8190.182
"A31018492"	2015	8190.416
"A08340267"	2015	8190.926
"B11606761"	2007	8192.16
"B32001687"	2008	8192.4
"A07068430"	2014	8193.716
"A24015406"	2015	8194.212
"A08138042"	2011	8194.44
"A48102792"	2013	8194.446
"B03051927"	2012	8195.52
"A41920943"	2010	8197.936
"A30041719"	2007	8199.256
"A28134534"	2015	8203.099
"A28117026"	2010	8203.747
"B46055489"	2008	8205.358
"B41062548"	2017	8206.34
"B92091404"	2012	8208.314
"A08520629"	2007	8208.73
"A35510650"	2011	8209.214
"A47438262"	2011	8209.769
"A38014098"	2013	8209.888
"A01161066"	2011	8210.025
"A46031845"	2013	8211.321
