nif	year	total_activo
"A35753094"	2012	26098.83
"A08026072"	2012	26099
"A03064102"	2017	26101.32
"A46104485"	2007	26105.84
"A28449569"	2012	26106.6
"A48108484"	2017	26108
"A31449002"	2007	26108.56
"A07052244"	2012	26109.25
"A09022963"	2017	26116.35
"A38003844"	2017	26117.8
"A50057322"	2010	26121.19
"A12003950"	2009	26127.03
"A48114318"	2014	26133.12
"A11209749"	2012	26134.28
"B46069654"	2015	26140.13
"B01267277"	2016	26142.12
"B46070728"	2015	26145.2
"A27199140"	2012	26146.69
"A80762602"	2016	26151.74
"A08200313"	2013	26160
"A80352420"	2012	26163.74
"A79092573"	2017	26166
"B80470628"	2013	26169.57
"A30013791"	2014	26174.97
"A46098521"	2010	26175.88
"B07985609"	2017	26176.51
"B62850094"	2011	26187.22
"A43019868"	2008	26188.35
"A81047375"	2014	26190
"A28614790"	2014	26190.66
"A26004093"	2017	26195.46
"A41080144"	2009	26196.08
"B59886531"	2011	26210
"A42000901"	2017	26210.33
"A08131153"	2016	26212
"A21000427"	2017	26223.83
"B50021658"	2014	26226.85
"A08438194"	2010	26226.9
"A03021276"	2015	26228.36
"A08851321"	2014	26228.41
"A08200313"	2012	26230
"A20020277"	2016	26232.27
"A35510650"	2017	26233.4
"A08005761"	2010	26233.5
"B45006616"	2011	26233.88
"A03017308"	2014	26235.09
"A48108484"	2011	26237.16
"A24020828"	2013	26239.57
"A48093538"	2015	26243.96
"A35004399"	2015	26252.55
"A33601899"	2015	26255.26
"A18291476"	2017	26256.36
"A14015101"	2017	26256.96
"A08373102"	2009	26267.49
"A58393778"	2013	26269.82
"A28923662"	2007	26272
"B46069654"	2014	26273.3
"B81231516"	2007	26273.7
"B12536934"	2009	26273.87
"B30032445"	2016	26280.75
"A33202474"	2008	26284.85
"B28091486"	2013	26287.91
"A33615980"	2013	26289.21
"A04119293"	2017	26294.38
"A24022196"	2009	26296.64
"A31038839"	2009	26300
"A28187672"	2016	26304
"B06013841"	2015	26307.45
"A31070378"	2016	26310.11
"B17228081"	2013	26313.34
"A15685373"	2015	26314.87
"A31072325"	2009	26320.67
"A48002984"	2009	26321.33
"A20037933"	2011	26321.45
"A08372351"	2015	26321.79
"A17013269"	2015	26321.82
"A46226122"	2017	26328.8
"A28352656"	2008	26331.49
"A58349929"	2009	26332.86
"A39000104"	2010	26333.04
"A28134534"	2013	26335.84
"B83840900"	2015	26338.52
"A28080489"	2010	26340.9
"A07256100"	2017	26347.53
"B15596331"	2015	26348.75
"A15000391"	2015	26354.76
"A03017308"	2013	26356.32
"A28145191"	2015	26356.82
"A04119293"	2010	26361.64
"A17013947"	2014	26364.65
"A28187672"	2017	26369
"B08136905"	2014	26377.26
"A07061161"	2008	26379.35
"A36011385"	2009	26385.2
"A31031545"	2016	26386.26
"B17229675"	2009	26391.44
"A25041146"	2014	26392.74
"A33608563"	2010	26404.52
"B17023995"	2010	26404.81
"A74136060"	2016	26412.52
"B61729737"	2007	26413.58
"A28352656"	2009	26422.24
"A31194905"	2017	26423
"A78343977"	2007	26424.33
"A46074647"	2016	26426.89
"B36010098"	2015	26426.9
"A81410227"	2013	26428.57
"B35018332"	2015	26438.21
"B46070728"	2013	26446.61
"A29350139"	2011	26447.14
"A16008294"	2013	26448.65
"A53288478"	2016	26448.99
"A20557294"	2008	26452.33
"B11415387"	2015	26453.36
"A12004180"	2017	26454.76
"A28374148"	2009	26455.35
"A07016991"	2016	26458.46
"A45010543"	2017	26458.82
"B91629634"	2015	26459.41
"A35499318"	2017	26466.12
"A01010164"	2007	26471.45
"B08156036"	2012	26473.91
"A74136060"	2015	26474.31
"A15000391"	2013	26477.96
"A28266989"	2012	26479.56
"A03021276"	2016	26481.34
"A01012103"	2015	26482.01
"A18291476"	2016	26483.99
"A08148991"	2007	26487.27
"A15000391"	2017	26489.04
"A43028588"	2011	26491.25
"A20574372"	2016	26495.63
"A28494896"	2009	26503.25
"A28400323"	2009	26510.83
"A35018696"	2014	26513.75
"A29519220"	2013	26520.56
"A28485761"	2007	26526.83
"B92116979"	2012	26528.44
"B80397409"	2016	26528.69
"A09004813"	2015	26533.66
"A12029039"	2011	26535.65
"A43020486"	2013	26538.42
"A32226037"	2015	26542.97
"A25529074"	2012	26544.47
"B47531462"	2016	26546.99
"A32002644"	2010	26552.52
"A48080147"	2007	26554.04
"A41050980"	2015	26572.06
"B28084168"	2015	26574
"A29350139"	2009	26578.97
"A20574372"	2014	26586.18
"B08156036"	2015	26607.08
"A20574380"	2007	26619.19
"B35011675"	2015	26621.68
"A28374148"	2014	26624.46
"A29519220"	2016	26625.4
"A07013055"	2012	26625.84
"B28059012"	2007	26628.26
"A08222465"	2016	26639.39
"A46134250"	2011	26642.54
"A35040831"	2007	26647.75
"A43621416"	2011	26649
"A08445983"	2012	26652.09
"A28399715"	2014	26656.56
"A17013947"	2016	26656.63
"A38018404"	2014	26661.16
"A33014176"	2016	26665.4
"A96646880"	2013	26667.64
"B30034573"	2012	26669.54
"B27013556"	2012	26671.54
"A08572729"	2014	26671.85
"A80762602"	2015	26677.88
"B47009626"	2010	26688.47
"A33615980"	2014	26690.47
"A15020480"	2007	26695.95
"B12004818"	2007	26696.51
"B17019373"	2010	26698.49
"A40004731"	2016	26700.16
"A35040831"	2017	26708.55
"A28283794"	2008	26730
"A08630063"	2016	26734.41
"B43241769"	2009	26734.7
"A48108484"	2010	26736.77
"A10011641"	2007	26737.17
"B35011675"	2016	26737.75
"A04119293"	2015	26740.9
"A07905573"	2008	26742.66
"B30331573"	2015	26747.72
"A08377046"	2013	26749.09
"A60963287"	2015	26751
"A35115856"	2007	26752.41
"B12006623"	2009	26753.92
"A33601899"	2014	26760.86
"B81009151"	2011	26762.15
"B37015526"	2012	26767.99
"A08278731"	2017	26768.76
"A31449002"	2008	26769.34
"B82432725"	2013	26770.65
"A41069352"	2012	26785.04
"F38008579"	2011	26787.47
"A50043298"	2011	26791.3
"A08493306"	2013	26799.03
"B96683347"	2008	26803.07
"A36008886"	2012	26809.32
"A15020795"	2013	26817.78
"A38003844"	2016	26820.91
"A06419220"	2015	26824.98
"A28200384"	2016	26828.72
"A43019868"	2010	26831.58
"A20574372"	2012	26833.83
"B08284002"	2015	26835.46
"A08377046"	2014	26835.71
"B15596331"	2014	26845.58
"A28173573"	2007	26846.18
"A28374148"	2013	26847.9
"A38018404"	2015	26848.27
"A46043154"	2008	26850.76
"A31072325"	2012	26853.14
"A29661394"	2009	26854.52
"A17000993"	2011	26857.34
"A35018696"	2016	26859
"A36014595"	2015	26859.36
"A08304933"	2017	26864.27
"A28623379"	2010	26864.42
"V30405880"	2011	26874.1
"A03066933"	2014	26875.71
"A48175699"	2013	26878.64
"A20032678"	2008	26880.11
"A34003624"	2013	26883.63
"B47531462"	2014	26884.98
"A48020200"	2016	26886.13
"A28712479"	2017	26891.3
"A79259362"	2017	26901.22
"A08331472"	2010	26905.55
"A08154650"	2011	26907.6
"A46074647"	2017	26915.09
"B43587120"	2010	26915.34
"A82485335"	2010	26915.71
"A12512497"	2007	26932.18
"A48175699"	2011	26937.33
"B27008390"	2008	26937.58
"A26010413"	2010	26941.77
"A48093868"	2014	26942.02
"A11609682"	2014	26943.36
"A26004093"	2016	26950.13
"A31072325"	2010	26953.22
"A39000849"	2010	26954.55
"B11050176"	2009	26955.29
"A35115856"	2008	26957
"A28266989"	2014	26961
"A08626103"	2008	26963
"F46028072"	2017	26965.15
"A12015673"	2009	26971.38
"A24022196"	2008	26973.63
"B46111035"	2016	26974.88
"B46020541"	2012	26975.13
"A28642122"	2015	26981.75
"A03046125"	2016	26999
"A08131153"	2012	27000
"B35110410"	2009	27002.08
"A28024172"	2015	27002.24
"A31003304"	2012	27007.12
"A46007548"	2015	27007.79
"B35329077"	2008	27007.98
"A28642122"	2016	27011.64
"A46139937"	2016	27021.84
"A08331472"	2012	27026.95
"A58253816"	2017	27030.06
"A28352656"	2011	27037.66
"A08126492"	2007	27038.1
"A41038274"	2016	27040.57
"A38017844"	2014	27042.85
"B96324983"	2015	27042.96
"A78343977"	2012	27046.03
"B10005932"	2011	27048.73
"A08288490"	2015	27049.01
"A50043298"	2010	27050.18
"A07016991"	2017	27051.8
"A31031545"	2014	27052.9
"B35018332"	2016	27058.35
"A46078267"	2010	27059.06
"B12536934"	2012	27062.5
"B28059012"	2008	27065.84
"A12363529"	2015	27072.61
"A03063583"	2010	27073.81
"A96569207"	2013	27088.85
"A29519220"	2017	27092.01
"B30034573"	2017	27096.23
"A45015872"	2011	27108.22
"A30017883"	2012	27111.29
"B43579424"	2011	27112.63
"A08238578"	2010	27119.48
"A58349929"	2014	27122.56
"A28399715"	2013	27123.54
"A20574372"	2017	27125.25
"A08626103"	2012	27139
"A85280253"	2015	27141
"A20032678"	2007	27141.92
"A12329223"	2008	27147.96
"A08514986"	2011	27154.12
"A28987196"	2017	27160.47
"B08284002"	2014	27161.26
"B46071080"	2011	27165.11
"B28361350"	2016	27170.32
"A46074647"	2013	27176.32
"A48093868"	2010	27177.54
"A39005574"	2016	27180.07
"B46111035"	2015	27192.72
"A17011297"	2010	27192.81
"A08331472"	2009	27197.15
"A17055153"	2009	27199.76
"A20031126"	2016	27201.01
"B92116979"	2013	27202
"A28137255"	2007	27217.19
"A48057467"	2009	27220.62
"A45010543"	2016	27225.48
"A29350139"	2008	27227.97
"A39000104"	2011	27229.57
"B28545994"	2017	27232.96
"A48093868"	2013	27235.43
"A07190309"	2009	27239.34
"V95436002"	2017	27242.63
"B12536934"	2013	27260.09
"A43621416"	2013	27263
"A08514986"	2007	27265.02
"A12004180"	2015	27270.89
"B58613076"	2017	27272.01
"A03066933"	2009	27272.72
"A33689530"	2007	27277.18
"A17000993"	2012	27279.11
"A11209749"	2011	27280.41
"A80959612"	2009	27287
"A50068923"	2012	27295.9
"A35115856"	2014	27299.38
"A43019868"	2011	27302.9
"A08509937"	2015	27304.11
"A08138042"	2014	27312.34
"A08238578"	2011	27317.97
"A29018207"	2017	27318.84
"B79863288"	2009	27321.07
"A48175699"	2009	27328.28
"A48093538"	2014	27336.34
"A31076508"	2013	27336.48
"B28084168"	2007	27336.63
"B21376942"	2015	27338.2
"A40004731"	2017	27338.94
"A28399715"	2015	27339.06
"B11469491"	2016	27351.76
"B07039514"	2009	27353.26
"A33126244"	2009	27365.52
"B04348579"	2017	27367.9
"A28030062"	2015	27369.43
"B63805295"	2013	27373.93
"B07039514"	2007	27379.8
"A41038274"	2014	27380.75
"A50027929"	2017	27383.84
"A29661394"	2007	27384.16
"A14018634"	2009	27385.47
"A08105256"	2014	27393.88
"A17005968"	2009	27399.98
"A28148898"	2007	27400
"B61729737"	2008	27405.18
"A41035742"	2017	27407.76
"A42004598"	2017	27411.96
"A03050572"	2013	27413.34
"A38017844"	2015	27418.39
"A17013269"	2016	27422.31
"A28524726"	2015	27422.76
"A08238578"	2009	27425.39
"B62173604"	2008	27427
"B46111035"	2014	27432.64
"A08361016"	2012	27433.47
"B54055140"	2017	27436.29
"B08136905"	2013	27445.5
"V30405880"	2013	27456.65
"A28642122"	2017	27464.98
"A28306868"	2009	27465.93
"A17005968"	2008	27466.82
"A04119293"	2014	27468.79
"A29003423"	2014	27469.72
"A17005968"	2010	27470.68
"A45010543"	2013	27471.87
"B48472500"	2007	27472.09
"A45010543"	2012	27477.83
"A28352656"	2013	27478.68
"A28030062"	2007	27481.19
"A46078267"	2015	27487.34
"B07039514"	2008	27492.08
"B46114724"	2012	27507.06
"B35011675"	2017	27510.18
"A28148898"	2014	27511
"A15000391"	2014	27511.4
"A48062418"	2010	27511.85
"B28341790"	2013	27518.57
"B58613076"	2016	27519.88
"A08288490"	2016	27533.21
"A08851321"	2016	27537.85
"B46201158"	2015	27548.04
"B32362410"	2017	27551.98
"A24020828"	2012	27552
"A18024919"	2014	27552.22
"A50068923"	2015	27557.53
"A08572729"	2015	27565.61
"B07985609"	2016	27566.22
"A58393778"	2014	27578.56
"A02013985"	2009	27580.12
"A29350139"	2007	27593.36
"B46069654"	2016	27594.95
"A17006792"	2012	27597.88
"B23289580"	2016	27608.4
"A28645000"	2017	27612.45
"A32005746"	2011	27613.35
"A35251727"	2013	27622.14
"A30012645"	2017	27624.25
"V30558738"	2017	27625.7
"B50475839"	2014	27626.76
"A46068284"	2012	27633
"A35397884"	2007	27639.21
"A42000901"	2015	27643.33
"A50043298"	2012	27658.18
"A21102157"	2015	27659.29
"A03167939"	2017	27660.46
"B12008397"	2012	27663.64
"A46051918"	2015	27664.52
"A30021877"	2008	27668.13
"A28842003"	2007	27669.32
"A17006792"	2011	27670.95
"A28638542"	2013	27679.01
"A46078267"	2009	27679.01
"A78067188"	2008	27680.24
"A46051918"	2012	27684.82
"B47572367"	2014	27685.58
"A42004598"	2012	27689.94
"A58393778"	2010	27690.18
"A14000939"	2016	27691.21
"A33605072"	2011	27691.25
"A46336152"	2008	27700.03
"A35251727"	2017	27704.36
"A28245009"	2007	27713.91
"B28059012"	2015	27726.52
"A28228690"	2011	27728.93
"B08147696"	2011	27730.38
"A28253656"	2011	27735.91
"A08154650"	2014	27746.92
"A01019702"	2015	27747.21
"B31009715"	2009	27761.71
"B12457230"	2017	27762.77
"A41920943"	2013	27769.92
"A08199168"	2013	27773.96
"A29661394"	2017	27777.95
"A46068284"	2010	27784
"A08005761"	2014	27798.73
"A46134250"	2012	27802.39
"B58613076"	2012	27813.85
"A08513178"	2007	27826.22
"A17014119"	2016	27828.41
"B30566194"	2013	27829.25
"A28630374"	2014	27838.09
"A08657017"	2007	27843.08
"A28574044"	2013	27854.25
"B28341790"	2010	27854.49
"A12363529"	2014	27856.1
"A31449002"	2009	27865.19
"B46132387"	2011	27876.14
"A36006021"	2014	27880.74
"B36010098"	2010	27881.7
"A58346305"	2009	27882.92
"A43621416"	2010	27908.41
"A04119293"	2013	27909.35
"B48841282"	2017	27915.37
"A04119293"	2012	27918.07
"A35091057"	2010	27919.36
"A08514986"	2010	27928.59
"A17014119"	2015	27934.46
"A41010521"	2014	27964.01
"A12524278"	2008	27974.2
"B08407322"	2012	27977.54
"A08094435"	2015	27983.76
"A28145191"	2016	27985.97
"A46105532"	2007	27986.86
"A08222465"	2014	27989.87
"B12457230"	2016	28006.47
"A31076508"	2015	28011
"A14022099"	2017	28019.87
"A35510650"	2016	28023.06
"A01061373"	2009	28026
"A81047375"	2013	28033
"B27007897"	2010	28039.46
"A31082712"	2007	28039.6
"A16010126"	2015	28042.21
"A29018207"	2016	28045.82
"A08224545"	2007	28046.08
"A42004598"	2016	28051.83
"A79092573"	2015	28054
"B24013799"	2016	28058.37
"A50043298"	2007	28063.74
"B17019373"	2011	28065.13
"A28374148"	2012	28067.07
"A50057322"	2011	28083.37
"A35009992"	2011	28087.42
"A17006792"	2014	28092.18
"A14000939"	2015	28097.83
"A33601899"	2008	28097.96
"B46070728"	2014	28101.48
"B21259726"	2011	28102.01
"B59886531"	2008	28106
"A33026105"	2013	28127.58
"A50005156"	2013	28129.74
"A28399434"	2014	28133.97
"A08199168"	2011	28135.32
"B27007897"	2017	28140.67
"A78400603"	2010	28149.47
"A17033473"	2016	28154.41
"A26010413"	2015	28164.04
"A61427183"	2009	28169.62
"B43579424"	2010	28175.38
"A28900975"	2009	28176.33
"B19001551"	2010	28199.83
"B62725320"	2013	28204.6
"B20023982"	2009	28204.7
"B35329077"	2009	28205.38
"A46078267"	2013	28207.74
"A46051918"	2011	28208.2
"B28270411"	2012	28230.12
"B84348622"	2014	28233.28
"B28084168"	2013	28234
"B79863288"	2014	28235.14
"B03158532"	2010	28235.89
"A43621416"	2012	28240
"A08222465"	2013	28240.41
"A60531688"	2010	28243
"A27199140"	2014	28245.07
"B30558290"	2013	28252.84
"A35009992"	2014	28262.02
"B84598192"	2014	28264.27
"B35018332"	2017	28265.05
"A36008886"	2013	28273.63
"A08154650"	2017	28274.23
"A33605072"	2008	28276.7
"A08361016"	2011	28279.98
"A28187672"	2014	28280.84
"A28435931"	2008	28283.51
"A28693166"	2015	28294.1
"A48057467"	2010	28295.86
"A17033473"	2017	28303.17
"A80200868"	2016	28322.97
"A04119293"	2011	28323.81
"A01019702"	2012	28324.69
"A81047375"	2011	28326
"A35115856"	2015	28334.18
"B28361350"	2017	28334.2
"A46068284"	2009	28342
"A03040854"	2013	28342.7
"B12536934"	2010	28343.2
"A28030062"	2017	28347.63
"A07012826"	2013	28350.28
"A31003304"	2014	28351.36
"B61425682"	2016	28354.03
"F43393065"	2012	28362.82
"A35115856"	2009	28364.81
"B59737882"	2016	28371.92
"A43035542"	2009	28373.46
"B63533095"	2015	28374.76
"A28173573"	2011	28390.08
"B28419703"	2008	28396.29
"B07039514"	2010	28401.69
"B01015221"	2017	28403.35
"A28117026"	2013	28407.69
"B28341790"	2012	28407.81
"A31038839"	2014	28411
"A04017497"	2015	28430.56
"A08405490"	2009	28430.77
"A29018207"	2015	28434.77
"B31065212"	2017	28437.72
"B11050176"	2017	28437.88
"B50029263"	2013	28444.65
"A08363400"	2015	28456.83
"B35329077"	2010	28460.63
"B57175283"	2012	28479.73
"B24013799"	2014	28479.93
"B46090791"	2017	28481.04
"A06141345"	2014	28481.96
"A28435931"	2014	28483.18
"B31078058"	2014	28483.26
"B12023065"	2017	28492.48
"A48002984"	2011	28495.58
"A82485335"	2011	28507.35
"B30041115"	2011	28508.56
"A24019499"	2017	28518.37
"A41920943"	2015	28522.54
"B27008390"	2010	28524.9
"A48020200"	2017	28528.32
"A08703803"	2017	28529.63
"A46020558"	2014	28542.14
"A11609682"	2013	28546.62
"A35040831"	2015	28547.2
"A30032130"	2014	28552.83
"B84227461"	2013	28553
"B12536934"	2015	28562.06
"A24019499"	2016	28572.03
"A20574372"	2013	28574.13
"A41050980"	2016	28574.38
"A24020828"	2014	28581.23
"B82899550"	2012	28583.78
"A58346305"	2016	28587.78
"B46132387"	2010	28587.86
"A08224081"	2014	28596.22
"A53288478"	2015	28597.22
"A28228690"	2017	28598.8
"F06402697"	2011	28608.35
"A28510246"	2014	28614.52
"A46043154"	2017	28621.73
"B79863288"	2013	28629.56
"A08445983"	2014	28631.95
"A08005761"	2015	28633.22
"A46126686"	2010	28633.62
"A32006215"	2013	28635.49
"A17014119"	2017	28646.39
"A28313351"	2011	28659.15
"A08445983"	2015	28661.89
"A08509937"	2014	28669.12
"B19179662"	2015	28673.03
"B58222548"	2012	28675.24
"A17033473"	2015	28680.05
"A28749976"	2014	28681.1
"A46160701"	2010	28689.16
"A26010413"	2016	28690.26
"A35018696"	2015	28695
"A08102410"	2015	28700.26
"A12017919"	2007	28701.17
"A33601899"	2013	28702.25
"B30000574"	2013	28713.45
"A08005688"	2016	28717.79
"A78526811"	2017	28731.78
"A45562329"	2013	28732.54
"A26270322"	2008	28741.36
"A07036569"	2012	28744.98
"A18291476"	2015	28745.66
"A48020200"	2008	28746.47
"B17229675"	2012	28750.95
"B12004818"	2009	28758.08
"A30036933"	2017	28777.36
"A29661394"	2016	28782.09
"B27008390"	2009	28787.6
"B63100150"	2017	28788.2
"A48080147"	2009	28790.63
"A35040831"	2009	28790.97
"B11630886"	2010	28791.07
"A28352656"	2014	28798.55
"A41038274"	2015	28802.89
"A41010521"	2016	28804.9
"A17018052"	2011	28810.54
"B38238788"	2012	28817.55
"A24020562"	2008	28825.13
"A24015406"	2012	28830.24
"A46066791"	2011	28838
"B17229675"	2011	28841.71
"A28283794"	2009	28849.12
"B32001687"	2016	28850.21
"B06013841"	2014	28857.17
"B33876459"	2016	28860.3
"B96324983"	2011	28860.86
"A78400603"	2011	28866.76
"A08445983"	2013	28869.24
"V41812744"	2014	28871.25
"A48114318"	2013	28875.31
"A08509937"	2013	28881.35
"A08132805"	2011	28881.59
"A08405490"	2013	28890.81
"A15506934"	2014	28892.31
"A36614691"	2011	28892.59
"A08384190"	2007	28901.03
"B43009091"	2017	28908.76
"A06014930"	2010	28909.56
"A08014813"	2007	28913.69
"A79259362"	2014	28915.53
"A14030027"	2013	28921.66
"A08657017"	2008	28934.83
"A50027929"	2008	28936.64
"A28379816"	2015	28940.29
"A31000441"	2014	28943.15
"A08363400"	2016	28944.82
"B62173604"	2010	28948
"A08078719"	2007	28949.09
"A46105532"	2008	28953.4
"B28120012"	2008	28955.44
"B96246350"	2013	28957.9
"A08224107"	2011	28965.93
"A46074647"	2015	28972.13
"A26010413"	2011	28974.6
"A29350139"	2013	28978.52
"B61395497"	2016	28987.39
"A39000104"	2012	28987.59
"A48002984"	2010	28991.11
"A81047375"	2012	28998
"A81200511"	2013	29000.34
"A50068923"	2016	29003.95
"A81047375"	2010	29016
"A40006371"	2011	29020
"A08288490"	2017	29020.11
"A12323408"	2007	29023.18
"A07256100"	2015	29023.71
"B17229675"	2013	29025.04
"A08358442"	2007	29026.9
"B10005932"	2013	29031.33
"A30041719"	2011	29032
"A46086773"	2007	29047.73
"A38003844"	2013	29050.9
"A15685373"	2014	29053.66
"B07985609"	2015	29054.1
"A26004093"	2014	29066.01
"A08296790"	2014	29068.48
"B04028734"	2014	29074.05
"A12029468"	2016	29085.95
"A28524726"	2014	29089.03
"A33126244"	2014	29092.91
"F06402697"	2014	29092.95
"A45017241"	2008	29101.16
"B37012069"	2007	29104.32
"A28013894"	2014	29116.27
"A50027929"	2010	29120.67
"A28134534"	2010	29122.86
"B60653466"	2011	29126.32
"A03063583"	2011	29130.9
"A46066791"	2008	29131.19
"A07013055"	2011	29133.03
"B08195653"	2014	29133.56
"A04017497"	2016	29136.29
"A08361016"	2014	29137.75
"A08572729"	2016	29155.41
"B31009715"	2008	29156.45
"A03035417"	2014	29160.8
"A28645000"	2016	29166.07
"B46039061"	2012	29169.14
"A28842003"	2008	29169.66
"A28253656"	2013	29169.78
"B35329077"	2012	29170.41
"A41035742"	2016	29178.3
"V30558738"	2014	29179.95
"A28058758"	2016	29186.45
"A30034441"	2009	29194.86
"A40006371"	2009	29196.84
"A81824047"	2017	29198.26
"B31798929"	2017	29198.27
"A41038274"	2017	29204.63
"F06402697"	2015	29206.88
"A14000939"	2017	29211.3
"A33014176"	2017	29212.84
"B35329077"	2011	29219.85
"A08520629"	2013	29220.34
"A33601899"	2012	29221
"A35040831"	2014	29225.89
"A33601899"	2017	29227.17
"A58349929"	2011	29240.19
"A35009992"	2013	29244.93
"A58393778"	2009	29248.56
"B46023677"	2013	29268.09
"A78067188"	2009	29269
"B28059012"	2016	29281.71
"B07039514"	2011	29290.26
"V83443390"	2016	29290.33
"A25529074"	2011	29292.29
"A08489007"	2013	29294.18
"A33016403"	2010	29300.56
"A08438194"	2011	29300.79
"A38024907"	2011	29312.52
"A28518090"	2008	29326.66
"A58346305"	2010	29327.11
"A20574380"	2008	29330.22
"A38003844"	2015	29337.01
"A48093868"	2016	29338.94
"B10005932"	2015	29346.64
"B27008390"	2011	29348.93
"A33689530"	2008	29350.95
"A17013269"	2017	29356.11
"A31076508"	2016	29363.97
"B58613076"	2013	29365.69
"A28379816"	2016	29368.82
"A08220014"	2012	29369.82
"B17229675"	2010	29372.47
"A08222465"	2015	29390.56
"B28361350"	2012	29394.7
"A28441269"	2015	29410.83
"B03158532"	2016	29417.74
"B07985609"	2010	29422.05
"B58613076"	2015	29427.61
"A12105029"	2017	29429.46
"B62850094"	2012	29434.57
"A28306868"	2007	29437.8
"A08575672"	2016	29439.67
"A45010543"	2014	29440.67
"B46069654"	2017	29450.82
"A28645000"	2013	29451.44
"A20039426"	2011	29454
"A17018052"	2012	29455.68
"A42004598"	2015	29476.73
"A43020486"	2017	29478.96
"B35329077"	2015	29481.8
"B82988825"	2015	29484.75
"B62173604"	2009	29489
"A16010126"	2014	29492.06
"B30566194"	2014	29492.68
"A41038274"	2013	29505.61
"A28518090"	2009	29507.84
"B41070020"	2013	29508.02
"A08005761"	2016	29509.16
"B38238788"	2013	29512.03
"A30034441"	2008	29519.38
"A20806329"	2014	29519.77
"A60531688"	2009	29521
"A08296790"	2011	29524.56
"A28399434"	2013	29527.91
"B83393223"	2017	29531.5
"B47009626"	2011	29535.16
"B31067697"	2013	29553.24
"A17005968"	2011	29556.09
"A48114318"	2012	29566.39
"A17202375"	2017	29572.53
"A29051067"	2014	29573.92
"A06141345"	2015	29580.58
"A45010543"	2009	29583
"A46104485"	2011	29588.3
"B27013556"	2011	29592.7
"A31069321"	2015	29592.73
"A41920943"	2014	29593.17
"B08245805"	2017	29597.02
"A29018207"	2012	29598.51
"B96199807"	2010	29601.26
"B28498210"	2016	29603.54
"A35040831"	2016	29605.96
"B03158532"	2017	29616.9
"B28419703"	2007	29622.9
"A20557294"	2012	29625.67
"A28058758"	2012	29626.43
"A30047120"	2016	29626.65
"A43030626"	2012	29629.55
"B92217975"	2011	29630.53
"A29008174"	2012	29633.74
"A96569207"	2014	29636.91
"A43029339"	2011	29639.25
"A01013077"	2010	29639.34
"A28518090"	2010	29642.98
"A08154650"	2016	29645.3
"A08132805"	2010	29645.51
"A46007548"	2011	29647.55
"A36614691"	2014	29655.33
"A40004731"	2015	29659.68
"A08154650"	2015	29663.51
"A28253656"	2012	29663.89
"A08906208"	2015	29666.04
"B38008983"	2013	29666.64
"B96324983"	2012	29669.02
"A35018696"	2017	29673
"B12003554"	2008	29678.16
"A08211112"	2016	29682.9
"A08270993"	2014	29686.03
"A08363400"	2017	29686.66
"A81410227"	2016	29687
"A28441269"	2016	29687.22
"A43621416"	2016	29697
"A17023813"	2012	29697.54
"B35110410"	2010	29703.97
"B57175283"	2017	29705.44
"A30013791"	2015	29709.45
"A50027929"	2009	29713.38
"A79290565"	2014	29723.05
"A12029468"	2015	29726.96
"A33608563"	2014	29730.5
"A28306868"	2016	29736.49
"B46201158"	2016	29745
"B15596331"	2013	29745.45
"B96324983"	2010	29745.94
"B28498210"	2014	29749.02
"B28498210"	2017	29759.09
"B24013799"	2015	29765.66
"A08182206"	2007	29775.13
"A28108447"	2014	29780.84
"B46023677"	2016	29782.06
"A81200511"	2012	29786.38
"A58349929"	2012	29789.61
"A33605072"	2010	29798.81
"A36014595"	2013	29801.04
"A50005156"	2014	29801.43
"B11050176"	2010	29805.64
"A28449569"	2010	29808.71
"A97628242"	2017	29812.43
"A28053080"	2013	29813.3
"B31009715"	2015	29817.22
"A24015406"	2014	29822.34
"A81047375"	2009	29835
"A08154650"	2012	29849.69
"A12004180"	2014	29854.24
"A43015338"	2016	29862.76
"A33373622"	2008	29869.74
"A46078267"	2017	29872.29
"B59886531"	2009	29874
"A96966049"	2011	29881
"B28498210"	2015	29899.14
"B92963628"	2015	29902.1
"A08520629"	2015	29906.9
"A50027929"	2011	29909.52
"A17011297"	2011	29920.91
"A33617218"	2012	29923.12
"A39000104"	2015	29931.75
"A03046125"	2015	29941.65
"A46104485"	2012	29946.96
"A03057221"	2015	29949.21
"A08520629"	2012	29954.66
"A28485761"	2008	29957.93
"A97789861"	2014	29958.61
"A17018052"	2013	29962.45
"A08514986"	2012	29974.13
"A28283794"	2007	29980
"A28359073"	2011	29986
"B46114724"	2013	29987.21
"A61427183"	2010	29987.3
"A28435931"	2011	29990
"B24013799"	2017	29996.47
"A48080147"	2010	29996.98
"A31138761"	2012	29998.99
"A08136806"	2017	30005
"A41008640"	2015	30011
"A24020562"	2011	30019.18
"A03057221"	2016	30025.77
"A41008640"	2016	30029
"A30013791"	2016	30036.29
"B08136905"	2016	30037.55
"A33608563"	2011	30048.76
"A81047375"	2008	30049
"A28574044"	2014	30051.74
"A28842003"	2010	30052.64
"B54055140"	2016	30061.54
"A08377046"	2015	30086.92
"A36006021"	2008	30088.15
"A08513749"	2017	30097.56
"A73093734"	2015	30102.43
"A08513178"	2008	30105.95
"A28164374"	2007	30113.96
"A28900975"	2012	30114.79
"B81009151"	2012	30115.51
"A79259362"	2012	30129.8
"A08296790"	2009	30138.51
