nif	year	deudores
"A08591075"	2014	6395.677
"A28172476"	2013	6395.866
"A46068284"	2011	6396
"A41050980"	2010	6397.338
"A33008426"	2012	6397.347
"A04325494"	2008	6397.882
"A04325494"	2009	6398.041
"A17048349"	2015	6399.1
"A48226047"	2013	6399.158
"A58132606"	2010	6400.766
"B32362410"	2017	6404.572
"B03158532"	2007	6406.57
"A03024809"	2016	6407.45
"A08514986"	2014	6407.78
"A48020358"	2010	6408.271
"A48093538"	2011	6412.664
"B28419703"	2015	6413.25
"A03021276"	2011	6415.703
"A46015830"	2017	6419.054
"A35026590"	2009	6419.182
"B08359093"	2011	6419.763
"A28012656"	2013	6419.962
"A28636025"	2012	6420.38
"B03020914"	2014	6422.117
"A08405490"	2014	6422.499
"A08277014"	2007	6422.54
"A58349929"	2009	6423.616
"A81593808"	2009	6424.815
"A31009665"	2010	6425.324
"A48080881"	2007	6426.836
"A17006792"	2011	6426.901
"A50030543"	2015	6427.448
"B37015526"	2013	6428.368
"A07068430"	2011	6429.01
"A03040854"	2011	6429.249
"B46039061"	2012	6430.295
"A48104905"	2013	6431.1
"A39022124"	2008	6431.82
"A53288478"	2011	6432.217
"B28757730"	2013	6433.05
"A07026651"	2013	6433.149
"A32005548"	2011	6434.924
"B11415387"	2016	6435.171
"A58907015"	2007	6435.581
"A41037672"	2009	6435.969
"B50029263"	2007	6436.11
"A09007089"	2011	6436.198
"B28341790"	2012	6436.246
"B30020226"	2010	6436.531
"A08277014"	2008	6437.249
"B08125940"	2015	6437.417
"B12018008"	2013	6437.689
"A09021833"	2017	6438.074
"B33029729"	2014	6438.327
"A31037294"	2011	6440.42
"A28085520"	2007	6441.61
"B08125940"	2009	6443.681
"B46166013"	2008	6443.824
"A08700197"	2016	6444.253
"B95422721"	2016	6444.363
"B92116979"	2012	6444.698
"A46160701"	2008	6444.85
"A97617773"	2015	6445.629
"B38008983"	2011	6445.63
"A30112221"	2015	6447.34
"B18018176"	2012	6449.932
"A28011872"	2007	6450.159
"A46002069"	2017	6450.325
"A06141345"	2015	6450.388
"A35026590"	2014	6450.631
"A43019868"	2011	6450.853
"A79259388"	2015	6450.965
"A08477663"	2013	6450.993
"A15007727"	2016	6451.233
"A43702745"	2014	6451.431
"A38013744"	2011	6452.008
"B57208878"	2012	6452.25
"A38485827"	2009	6453.595
"A11019767"	2012	6454.163
"A35005743"	2009	6455.191
"A48114151"	2014	6455.784
"A07016991"	2008	6457.28
"B31798929"	2015	6458.016
"A36002285"	2010	6458.325
"B07039514"	2011	6459.954
"A43025618"	2015	6461.279
"B73070914"	2016	6463.1
"A78879079"	2008	6463.275
"A14026199"	2013	6463.979
"A33018664"	2013	6464.853
"A59954487"	2014	6465.542
"A41084740"	2017	6466.654
"B46149555"	2012	6467.56
"A46051918"	2011	6467.682
"A30041834"	2012	6468.678
"B83814251"	2012	6471.46
"A48175699"	2007	6471.68
"A17018052"	2012	6473.178
"A20779849"	2017	6473.432
"A03028461"	2008	6473.516
"A28200384"	2010	6474.014
"A50000876"	2016	6474.263
"A08106031"	2007	6474.77
"A28923662"	2011	6475
"B22003099"	2010	6475.259
"B08013963"	2010	6476.362
"B17593633"	2008	6477.105
"A78092764"	2017	6477.153
"A36060754"	2010	6477.399
"A48077184"	2009	6477.95
"A23016157"	2007	6478.303
"A08514986"	2011	6478.341
"A08703803"	2009	6479
"A07021256"	2013	6479.101
"A28029122"	2017	6479.316
"A28636025"	2010	6479.58
"A31072325"	2011	6479.904
"A12004180"	2007	6481.224
"A28379816"	2012	6482.179
"B80470628"	2010	6482.537
"B83766485"	2015	6483.437
"A08689796"	2013	6483.879
"B12020194"	2016	6484.88
"A28636025"	2013	6485.116
"A50000876"	2010	6486.494
"B47011374"	2012	6486.816
"A39023759"	2015	6487.433
"A08075293"	2008	6488.328
"B48059786"	2015	6488.399
"A28614790"	2011	6488.61
"A36001063"	2012	6489.004
"A36040442"	2017	6489.192
"A14000533"	2016	6489.481
"A28577864"	2009	6489.664
"B92217975"	2015	6489.828
"A26020198"	2013	6490.246
"B28360360"	2012	6491.239
"A02006021"	2017	6491.244
"B17017237"	2012	6491.35
"A60016037"	2011	6492.641
"A46087565"	2013	6492.723
"A35026590"	2011	6492.86
"A59382762"	2008	6493.986
"A36001063"	2013	6494.324
"A08551061"	2011	6494.635
"A41037672"	2008	6497.009
"A33126244"	2017	6497.166
"A60401585"	2016	6498
"B31065980"	2016	6499.362
"A28386225"	2011	6501.376
"B18012831"	2010	6503.891
"A15007727"	2014	6504.521
"A28623379"	2008	6504.646
"B28623593"	2014	6505.29
"B46071080"	2007	6505.507
"F43393065"	2010	6507.031
"A31069321"	2010	6507.106
"B48033278"	2013	6507.974
"A28314995"	2015	6508.581
"B43029305"	2009	6509.154
"B37020179"	2013	6510.031
"B09019548"	2014	6510.68
"A50036037"	2010	6511.911
"A28523470"	2014	6512.866
"A36600518"	2010	6516.7
"A28060515"	2016	6517
"A24056319"	2015	6517.136
"A43015338"	2012	6518.618
"A08703803"	2014	6519
"A15027139"	2014	6520.143
"B81760829"	2015	6520.59
"A45002839"	2016	6521.329
"A58348038"	2013	6522.859
"A48064521"	2015	6523.677
"A58393778"	2015	6524.508
"A08445983"	2010	6524.935
"A06244131"	2013	6525.366
"B27011477"	2014	6526.147
"A46105508"	2009	6526.277
"B12015210"	2010	6526.792
"A60016037"	2010	6526.99
"A08222465"	2011	6527.176
"A36600518"	2015	6528.484
"A30034441"	2008	6528.533
"A01012830"	2017	6529.436
"A46131769"	2011	6530.665
"A07905573"	2016	6531.035
"B46039061"	2011	6531.744
"A48049928"	2015	6531.78
"A62704457"	2010	6532.036
"A41212572"	2010	6533.465
"B32001687"	2012	6533.945
"B47011374"	2008	6536.719
"A07013907"	2010	6538
"A46047965"	2007	6539.069
"B78077724"	2009	6541
"B81760829"	2012	6541.944
"A41069352"	2009	6543.412
"B33607466"	2014	6543.987
"B28579324"	2012	6546.679
"A01008234"	2014	6552.281
"A08688095"	2011	6552.902
"A28112555"	2007	6553.301
"B08292054"	2015	6553.626
"A33036906"	2014	6554.395
"A33606534"	2012	6555.205
"B38028692"	2015	6557.296
"B03158532"	2016	6558.182
"A81487027"	2011	6560.017
"A07044530"	2012	6561.491
"A22008106"	2011	6562.209
"B08465601"	2016	6562.699
"B20049615"	2009	6564.401
"A30035679"	2014	6565.14
"A03017308"	2011	6565.665
"B83741835"	2017	6567.708
"B83426387"	2014	6568.058
"B41058124"	2008	6568.516
"B33119983"	2008	6568.649
"B17229675"	2013	6569.041
"A46160701"	2012	6569.78
"A30038020"	2011	6569.992
"A28577864"	2013	6570.224
"B08584989"	2012	6571.035
"A28923662"	2012	6572
"B46090791"	2016	6573.505
"A45018223"	2012	6573.524
"A48840359"	2017	6575
"A47025895"	2012	6575.363
"A26023606"	2017	6577.263
"B48771711"	2010	6577.495
"A50005156"	2017	6579.442
"A50005156"	2016	6579.848
"B18551226"	2013	6580.733
"B81009151"	2007	6580.85
"B47011374"	2011	6581.292
"B41058124"	2014	6583.558
"A46087565"	2011	6584.531
"A28357903"	2012	6584.822
"B50001874"	2012	6584.888
"A58132606"	2013	6585.674
"B01267277"	2013	6586.518
"B03158532"	2009	6587.518
"B38028692"	2010	6588.492
"A45017241"	2011	6588.981
"A35028208"	2016	6589.151
"A28623379"	2012	6589.692
"B08284002"	2011	6589.873
"B08584989"	2013	6589.892
"A12003950"	2008	6590.411
"B50029263"	2009	6591.255
"B37416575"	2014	6591.751
"A48547558"	2010	6592.11
"A03012614"	2016	6592.394
"A33026105"	2016	6592.99
"A28106979"	2011	6593.54
"A08551061"	2016	6594.6
"A08646200"	2012	6594.7
"A96569207"	2007	6594.97
"B11050176"	2016	6595.318
"B47364872"	2015	6597.216
"B46103131"	2011	6598.857
"A36060754"	2015	6600.253
"B37416575"	2016	6600.41
"A03036373"	2008	6601.588
"A36614691"	2009	6602.337
"B14030720"	2011	6602.797
"A82405788"	2015	6603.183
"B28118800"	2010	6603.773
"A46131769"	2008	6603.974
"A43002450"	2013	6604.068
"A07905573"	2007	6605.05
"A28662005"	2010	6605.323
"A46139937"	2010	6605.969
"A60401585"	2014	6606.417
"A33016403"	2009	6607.099
"B12008553"	2015	6607.429
"B14030720"	2009	6607.855
"B50029263"	2011	6608.197
"A17045204"	2013	6608.584
"A43016757"	2015	6609.963
"A08005688"	2009	6610.956
"A48031686"	2015	6611
"A12004180"	2012	6612.029
"A78092764"	2015	6612.108
"A33601899"	2016	6614.301
"A17001322"	2012	6615.43
"A21007570"	2017	6616.198
"A80959612"	2011	6617
"A50615160"	2012	6619.218
"A41002841"	2015	6620.146
"A48064521"	2014	6620.54
"A01002864"	2012	6621.101
"B08292054"	2016	6626.983
"B11415387"	2017	6632.481
"B31637069"	2017	6632.527
"A81000028"	2017	6633.233
"B48714133"	2008	6634.62
"A81824047"	2013	6635.517
"A50032002"	2015	6635.59
"B50001874"	2013	6635.959
"A28416089"	2008	6637.04
"A96773940"	2011	6637.462
"B46148797"	2009	6637.504
"A16010126"	2013	6639.194
"A17018052"	2010	6639.292
"B20049615"	2007	6639.749
"A08186074"	2015	6640.243
"A08514028"	2013	6640.855
"B08216202"	2010	6641.184
"A20557294"	2016	6641.37
"B83541912"	2014	6641.447
"A28505402"	2008	6642.001
"A08513749"	2010	6642.046
"A22001721"	2012	6642.155
"A08340267"	2013	6642.378
"B03035854"	2010	6643.593
"B30033666"	2017	6643.644
"A28670313"	2014	6644.657
"B03100831"	2017	6644.658
"A07042435"	2013	6644.706
"A01012830"	2013	6644.977
"A07042435"	2015	6645.8
"A08563769"	2015	6647.085
"B11024262"	2015	6649.245
"A08105256"	2017	6650.492
"A28724219"	2010	6651.883
"C28863686"	2017	6654.677
"A08094567"	2009	6654.92
"A50005156"	2009	6655.132
"A46078267"	2016	6655.767
"A15590904"	2014	6657.47
"B30000574"	2010	6658.125
"A48093538"	2012	6658.128
"B41621038"	2016	6659.645
"B17593633"	2007	6660.254
"A59202853"	2011	6660.459
"B25436122"	2012	6660.465
"A48059950"	2015	6661.612
"B38380473"	2013	6662.233
"A08737249"	2017	6665.358
"A59202853"	2012	6665.562
"B28555001"	2014	6666.582
"A03024809"	2013	6668
"A31082712"	2013	6670.076
"B79863288"	2016	6672.463
"B73108755"	2014	6674.705
"B08359093"	2016	6675.081
"A08363400"	2016	6675.301
"A12001418"	2010	6675.397
"B38004966"	2017	6676.18
"A08061590"	2010	6676.337
"A17055153"	2014	6676.873
"B43029305"	2015	6677.351
"B46054508"	2013	6680.083
"F21339106"	2015	6680.974
"A82683434"	2012	6681.744
"A28681492"	2015	6682.672
"A59382762"	2010	6682.767
"B14030720"	2007	6683.086
"A08066300"	2013	6683.859
"A04001897"	2013	6683.923
"A15070444"	2011	6684.242
"A31082712"	2007	6684.73
"A82494931"	2016	6685.276
"B97307086"	2012	6686.079
"B31001696"	2012	6686.862
"A08075293"	2012	6687.693
"B30000574"	2009	6688.346
"A08220014"	2007	6688.48
"A23010200"	2008	6689
"A28695021"	2009	6689.218
"A45010204"	2013	6692.258
"A01012103"	2007	6693.566
"A39030200"	2010	6693.635
"A08274987"	2007	6694.04
"A08270993"	2007	6697.673
"A17018052"	2008	6698.586
"B12006623"	2011	6698.586
"F06402697"	2012	6699.944
"A28108447"	2017	6702.319
"A08572430"	2012	6702.834
"B28249431"	2009	6702.872
"B50029263"	2008	6703.052
"A48547558"	2009	6705.154
"A46043154"	2013	6706.063
"A60362266"	2013	6706.323
"A22008106"	2010	6706.911
"A30032619"	2008	6707.411
"A08572430"	2010	6708.168
"A36001063"	2017	6708.231
"A01013077"	2008	6711.003
"A39022124"	2016	6711.418
"A46043154"	2011	6711.625
"A31078140"	2014	6713.305
"A03063583"	2007	6713.44
"A07013055"	2008	6714.107
"A48020200"	2016	6714.244
"A48092886"	2009	6714.586
"A60016037"	2009	6716.985
"A08564502"	2013	6718.441
"A84534874"	2015	6718.915
"B04018495"	2014	6719.792
"A46068284"	2016	6720
"A79290565"	2016	6720.188
"A13002134"	2007	6723.32
"B22004113"	2014	6723.384
"B92217975"	2013	6723.814
"B63149637"	2015	6724
"B43110113"	2014	6725.612
"A03028461"	2010	6727.256
"A17055153"	2013	6727.489
"A33689530"	2016	6727.625
"B83766485"	2017	6728.542
"A08710055"	2015	6728.572
"B35018332"	2014	6730.45
"B03087293"	2014	6731.027
"A01002864"	2008	6733.737
"B12457230"	2016	6734.008
"B08642324"	2007	6734.305
"A80352420"	2014	6734.893
"A79259362"	2016	6736.547
"A35040831"	2017	6736.971
"B28126019"	2014	6740.582
"B92116979"	2013	6741.016
"B12681060"	2015	6741.855
"B96990015"	2011	6744.805
"A82405788"	2010	6745.865
"A83048363"	2011	6745.879
"A15506934"	2013	6746.284
"B28044204"	2013	6746.638
"A08700197"	2015	6748.747
"A08257529"	2008	6748.812
"A09007089"	2013	6748.982
"A84434224"	2013	6749
"A08066300"	2014	6749.361
"A79259388"	2012	6749.924
"B30044440"	2013	6750.298
"A03046125"	2017	6752.127
"A48092886"	2010	6752.248
"A41002841"	2016	6754.722
"B28249431"	2007	6756.25
"B84150994"	2016	6758
"A79259388"	2017	6758.446
"A09028184"	2010	6758.927
"A06017040"	2009	6763.611
"A01000249"	2009	6764.175
"A04017497"	2013	6764.41
"A08189359"	2010	6765.401
"A08299406"	2013	6766.34
"A06141345"	2017	6767.343
"B63149637"	2017	6768
"A13008461"	2013	6769.13
"A08438194"	2014	6769.303
"A01012103"	2009	6769.378
"A01012830"	2011	6769.586
"B84311760"	2016	6769.68
"A48064182"	2017	6770
"A03024809"	2010	6770
"A28662005"	2014	6770.952
"A59382762"	2011	6772.156
"A28577864"	2016	6772.377
"A28324630"	2012	6772.666
"B82274135"	2017	6773.429
"A43025618"	2010	6774.492
"B96683347"	2011	6775.052
"A79235891"	2014	6775.789
"A59954487"	2011	6776.312
"A46139937"	2009	6776.557
"A28636025"	2009	6776.57
"A38003679"	2014	6779.919
"A43019868"	2013	6780.111
"A17018052"	2014	6780.392
"A33016403"	2008	6780.47
"B38008983"	2012	6780.684
"A14020713"	2008	6781.342
"B28113991"	2014	6782.191
"A28216992"	2009	6782.768
"A24011165"	2008	6783.96
"A08710055"	2017	6784.836
"A79235891"	2012	6785.587
"A38003844"	2007	6786.624
"A58816554"	2007	6788.26
"A08477663"	2015	6788.584
"F50561091"	2007	6789.47
"B46164463"	2007	6790.237
"A58394941"	2011	6791.018
"A03024809"	2011	6792
"A17019316"	2013	6793
"A14000533"	2017	6793.607
"A28375467"	2013	6794.967
"A08222465"	2015	6795.906
"A30038764"	2014	6796.129
"A08278731"	2014	6801.51
"A08372351"	2015	6802.401
"A12083002"	2014	6803.746
"A43028588"	2008	6804.024
"A81000028"	2015	6804.262
"A20031126"	2011	6804.715
"A08189359"	2007	6805.01
"A08375537"	2013	6805.084
"B08059636"	2007	6805.25
"A08340267"	2015	6807.081
"F46028072"	2016	6807.648
"A28011872"	2008	6808.094
"B28354355"	2007	6808.418
"B61395497"	2008	6808.897
"A04325494"	2010	6809.129
"A08639643"	2010	6810.63
"B46069654"	2010	6810.722
"B14008999"	2017	6811.144
"A33006644"	2013	6811.377
"B48441497"	2015	6811.529
"B43241769"	2010	6811.784
"A05007687"	2015	6813.941
"A06419220"	2017	6814.687
"A30012645"	2009	6815.128
"B46023677"	2011	6818.75
"B46103131"	2015	6818.901
"B35006360"	2012	6819.595
"B41058124"	2013	6822.013
"A28712479"	2017	6822.46
"A28172476"	2014	6822.513
"B83209015"	2014	6823.125
"A59067603"	2017	6823.596
"A13005384"	2013	6823.858
"B39523956"	2016	6824.15
"B57175283"	2011	6827.04
"A46139937"	2007	6827.143
"A22001721"	2016	6828.248
"A38000485"	2012	6830
"A11019767"	2017	6830.308
"A48020358"	2009	6831.221
"B73108755"	2010	6832.958
"B01267277"	2015	6833.498
"B41217761"	2014	6837.538
"A30033898"	2010	6837.895
"A03028461"	2014	6838.238
"F30046411"	2017	6840.171
"A23010200"	2009	6841
"A48025571"	2014	6841
"B31798929"	2011	6841.115
"A79047916"	2013	6842.003
"B08423246"	2014	6843.079
"B08961393"	2011	6843.476
"A33024852"	2015	6844.943
"B11469491"	2010	6845.076
"A11209749"	2007	6845.19
"B08642324"	2010	6846.953
"A15027139"	2012	6848.042
"A22009492"	2014	6848.364
"B83211318"	2012	6849
"A03012614"	2015	6850.698
"A30032619"	2009	6850.973
"A28889939"	2012	6851.004
"B30558290"	2013	6851.069
"B80372220"	2013	6851.457
"A38003679"	2015	6851.49
"B30603229"	2013	6851.681
"B46102364"	2007	6851.885
"A26023606"	2009	6851.967
"A08189359"	2009	6853.486
"B36623148"	2013	6854.429
"A46087565"	2012	6854.518
"A31078140"	2017	6855.026
"B82432725"	2013	6855.293
"B11024262"	2013	6858.036
"B84886837"	2014	6858.35
"A08646200"	2014	6860.818
"A46105508"	2015	6861.889
"A17055153"	2012	6862.47
"A03036373"	2012	6863.565
"A28039469"	2017	6864.62
"A17048349"	2014	6865.523
"A28352656"	2008	6866.613
"A08005688"	2007	6867.2
"A08277014"	2013	6868.35
"A48031686"	2008	6868.67
"B84311760"	2014	6869.379
"A28012656"	2011	6870.532
"B83045674"	2012	6871.312
"B50021658"	2014	6872.299
"A03017308"	2009	6872.39
"A08200313"	2017	6873.455
"B30033666"	2010	6873.95
"B08413247"	2013	6875.182
"A48175699"	2012	6875.223
"A09021833"	2016	6875.27
"A28143782"	2007	6875.46
"A08513749"	2011	6876.24
"A28386225"	2014	6876.244
"A28290799"	2011	6876.717
"A28674968"	2014	6877.136
"A24004103"	2011	6877.497
"B31064082"	2013	6877.798
"A78428596"	2016	6879.645
"B28341790"	2014	6882
"A30036933"	2011	6882.979
"A46047965"	2009	6884.617
"A08440323"	2017	6884.84
"A36604882"	2008	6884.97
"A03021276"	2012	6885.048
"B08125940"	2016	6886.073
"A12323408"	2007	6886.629
"A08257529"	2017	6887.208
"A28295806"	2012	6888.141
"A08149668"	2013	6888.913
"A15032196"	2014	6889.301
"A28547115"	2009	6889.501
"A04006417"	2013	6890.239
"A03024809"	2015	6892.52
"A18024919"	2013	6895.513
"B31631062"	2011	6896.644
"A08299406"	2012	6896.676
"A36600500"	2008	6897.59
"A08683864"	2016	6898.113
"A50017334"	2010	6898.55
"A28579373"	2007	6899.092
"A36011385"	2007	6900.11
"A15032196"	2016	6900.568
"A48092886"	2008	6901.27
"B50047091"	2013	6902.345
"A08146870"	2008	6909.488
"A17013269"	2010	6909.637
"A50042027"	2014	6910.266
"A17034844"	2015	6910.465
"A28295038"	2014	6911.614
"A33373622"	2013	6912.24
"A07068430"	2010	6912.263
"A46005484"	2009	6912.351
"A28096378"	2016	6913.416
"A30032619"	2012	6913.778
"B84363555"	2017	6913.827
"A46965034"	2013	6914.453
"A07905573"	2013	6914.887
"A08340267"	2014	6915.416
"A12283388"	2016	6915.465
"A59202853"	2014	6916.187
"B28138196"	2015	6916.549
"B28059012"	2010	6917.017
"A41006891"	2014	6918.272
"A08225278"	2013	6918.849
"A08493306"	2014	6923.383
"A03033164"	2008	6924.07
"A28333490"	2011	6924.202
"A84780055"	2016	6925.689
"A36615037"	2014	6929.571
"A27014430"	2013	6930.34
"A46151973"	2009	6930.527
"A79047916"	2016	6932.079
"A08704520"	2010	6932.577
"A28143782"	2009	6933
"A08688095"	2012	6933.911
"B27013556"	2013	6935.979
"B38828687"	2015	6936.847
"A62415641"	2008	6937.105
"B57208878"	2015	6940.121
"B47011374"	2009	6940.273
"B08292054"	2011	6941.059
"A17013913"	2010	6941.27
"A32005746"	2012	6941.418
"A08102410"	2008	6942.13
"A28435931"	2010	6942.902
"A46043154"	2008	6943.194
"B45006616"	2011	6944.663
"B46115838"	2010	6945
"B17229675"	2011	6946.321
"C08164253"	2015	6946.813
"A11019767"	2014	6947.298
"A08189359"	2011	6947.564
"A28612620"	2015	6947.657
"A82683434"	2009	6948.402
"A28720795"	2015	6948.835
"A08120859"	2007	6948.969
"A59067603"	2015	6949.577
"A04119293"	2007	6950.14
"A30032130"	2010	6950.204
"B62293113"	2013	6950.508
"A08551061"	2010	6950.848
"A35040831"	2014	6951.616
"B30044440"	2009	6951.751
"A50042027"	2011	6952.372
"A28695021"	2010	6952.427
"A58132606"	2014	6953.034
"A17055153"	2017	6953.553
"A28623379"	2014	6953.572
"A81824047"	2014	6954.001
"A46078267"	2010	6954.555
"A30041834"	2011	6957.893
"A48009773"	2017	6958.462
"A48020200"	2017	6959.357
"A31082712"	2008	6960.013
"A39022124"	2009	6960.629
"B35023068"	2012	6960.673
"A17034844"	2016	6960.841
"A33006644"	2015	6960.971
"A28399434"	2008	6961.001
"A46043154"	2012	6961.562
"B35023068"	2014	6962.407
"A28173573"	2010	6963.358
"A23016157"	2008	6964.368
"A28681492"	2013	6964.736
"A48031686"	2011	6965
"A08334906"	2010	6965.395
"A20574380"	2016	6967.781
"A30033898"	2008	6968.41
"B79863288"	2012	6968.601
"B35031665"	2013	6968.687
"A81041147"	2011	6969
"A28167443"	2012	6969.213
"B36880003"	2011	6970.379
"A41050980"	2011	6970.547
"B81248361"	2015	6971.404
"A82405788"	2009	6973.243
"B30000574"	2011	6973.839
"B38828687"	2016	6974.125
"B12536934"	2014	6974.668
"B58075136"	2014	6976.298
"A28547115"	2007	6976.913
"A28523066"	2012	6977
"A11209749"	2008	6977.283
"F20025441"	2009	6978
"B46160842"	2009	6978.219
"A28577864"	2011	6978.609
"A03036373"	2014	6979.119
"B30605760"	2017	6979.227
"A46002069"	2014	6979.338
"B08359093"	2013	6980.378
"A08280240"	2014	6980.853
"A07042435"	2017	6980.876
"A28638542"	2008	6981.447
"A38000485"	2010	6982
"A46068284"	2010	6984
"B29053808"	2014	6984.178
"A36001063"	2008	6984.461
"A03012614"	2013	6984.824
"A48155352"	2014	6984.907
"A48025845"	2017	6985.06
"A46047965"	2008	6985.332
"B12003554"	2007	6985.498
"B61395497"	2017	6985.522
"B29053808"	2013	6985.611
"F95002150"	2008	6986.12
"B28113991"	2013	6986.207
"A36602381"	2012	6987.512
"A04007811"	2009	6988.367
"B46164679"	2013	6989.09
"A08393571"	2012	6990.165
"A08572729"	2012	6990.637
"A36001063"	2016	6990.668
"B30033666"	2013	6991.538
"B41007576"	2009	6991.942
"A08375537"	2017	6994.343
"A39030200"	2017	6995.665
"A35026590"	2012	6995.812
"A28295806"	2013	6997.248
"A78428596"	2017	6997.594
"A08659617"	2015	6998.041
"A03024809"	2014	6998.65
"A28143782"	2008	6998.7
"A30029862"	2009	6999.115
"A48050728"	2017	7000.563
"A48047377"	2016	7002.041
"B17017237"	2014	7002.407
"B31064082"	2015	7003.121
"A33126244"	2008	7003.156
"A08509937"	2011	7004.388
"B83741835"	2014	7004.868
"B81248361"	2011	7006.483
"A59954487"	2010	7007.548
"A28623379"	2009	7009.311
"B17019373"	2007	7009.999
"A28623379"	2007	7010.055
"A04017497"	2017	7010.47
"A62400718"	2013	7010.966
"B35597020"	2012	7013.64
"B46070728"	2012	7013.686
"A17018052"	2007	7013.72
"B14484612"	2013	7014.687
"B08292054"	2010	7014.723
"B11469491"	2011	7014.771
"A41091927"	2011	7015.259
"A28668127"	2016	7015.635
"B37020179"	2014	7015.818
"A28642122"	2011	7016.601
"A28475770"	2007	7017.336
"A30033898"	2011	7017.419
"A08094435"	2017	7019.124
"A21102157"	2017	7020.225
"A28579373"	2014	7021.527
"A35098482"	2010	7021.744
"A60401585"	2017	7022
"A48073274"	2013	7023.685
"B46070728"	2009	7025.104
"A79047916"	2015	7025.777
"B47506811"	2015	7026.101
"A29027901"	2012	7026.626
"A50032002"	2016	7029.282
"B30034573"	2007	7030.51
"B09019548"	2013	7033.724
"A28381234"	2012	7034.136
"A62400718"	2008	7034.921
"A12461802"	2009	7035.856
"A28143782"	2010	7039
"A46002069"	2016	7039.462
"B35388867"	2009	7040.641
"B03036720"	2016	7042.092
"A08340267"	2007	7042.98
"A14020713"	2009	7043.199
"A46047965"	2010	7043.806
"A08094567"	2008	7044.11
"A09010661"	2017	7048.075
"B82274135"	2016	7048.521
"F20025441"	2007	7048.84
"A08061590"	2015	7049.725
"A08393571"	2008	7049.725
"B03036720"	2012	7049.783
"A08564502"	2008	7049.925
"A11606134"	2016	7050.616
"A12018354"	2015	7050.628
"A08562910"	2011	7053.429
"A07044530"	2013	7053.678
"A28184661"	2008	7058.449
"A30603716"	2009	7060.676
"A24003873"	2010	7062.893
"A33019720"	2015	7064.421
"B01267277"	2012	7064.609
"A20031126"	2012	7065.619
"A08277014"	2014	7066.329
"A01019702"	2011	7066.363
"B82424276"	2013	7066.82
"A08526345"	2012	7067.263
"B17593633"	2017	7067.311
"A29049509"	2007	7068.036
"A08091894"	2016	7068.045
"A12029039"	2008	7069.023
"A36621522"	2010	7070.783
"B04018495"	2012	7071.754
"A28577864"	2012	7071.917
"A08509937"	2007	7074.917
"A36614691"	2008	7076.425
"B02011641"	2013	7076.686
"A08189359"	2012	7077.571
"B08292054"	2014	7079.072
"A03011392"	2015	7079.147
"A35040831"	2011	7079.357
"B62263272"	2017	7080.345
"A08572729"	2011	7082.05
"A31189350"	2011	7082.673
"B12536934"	2009	7084.443
"A17018052"	2013	7084.462
"B45007671"	2012	7086.572
"A29030715"	2010	7088.204
"A12004180"	2013	7088.476
"A31072325"	2012	7088.836
"A08440323"	2015	7089.084
"A28108447"	2013	7089.675
"A43002450"	2014	7089.764
"A08372351"	2017	7091.548
"B28044204"	2014	7091.997
"A48155352"	2013	7092.098
"A28720795"	2009	7093.031
"A28524726"	2009	7094.262
"B48059786"	2009	7095.052
"A48073274"	2015	7095.794
"A06003800"	2008	7097.182
"A28112555"	2016	7099.355
"B30605760"	2012	7100.527
"A41048489"	2015	7100.65
"A82405788"	2012	7101.197
"B28670602"	2015	7102.759
"A04119293"	2010	7102.798
"A50027929"	2007	7104.359
"A48025571"	2017	7105
"A08591075"	2015	7105.426
"V30405880"	2012	7105.652
"A28259141"	2008	7106.202
"B46102364"	2013	7106.289
"A46002069"	2013	7106.716
"A15012305"	2013	7107.939
"A08630063"	2014	7108.184
"A12029039"	2010	7108.595
"A38018404"	2007	7110.18
"A80897770"	2015	7111.671
"A48080881"	2010	7112.609
"A41920943"	2016	7113.31
"A28623379"	2010	7113.749
"A30112221"	2016	7114.449
"A48155352"	2012	7115.874
"A17020561"	2007	7116.047
"A08209538"	2011	7116.226
"A28400323"	2007	7120.83
"A18431064"	2009	7120.853
"A33009630"	2013	7121.566
"A78526811"	2017	7121.768
"B14484612"	2015	7121.966
"A28381234"	2013	7125.57
"A03035417"	2012	7126.413
"B96324983"	2011	7129.036
"A03050572"	2014	7129.256
"A08644932"	2017	7129.442
"A24010381"	2014	7129.783
"A28106797"	2017	7131.253
"A41006891"	2015	7132.81
"A59382762"	2012	7134.048
"B36008555"	2015	7134.355
"A79259388"	2013	7135.187
"A05007687"	2014	7135.347
"A41022609"	2012	7138.542
"A28379816"	2013	7139.127
"A28024172"	2014	7141
"B30033666"	2011	7141.439
"A28195147"	2012	7141.58
"B48948830"	2009	7142.279
"B48969877"	2013	7145.047
"B24007049"	2011	7145.269
"A03064102"	2017	7145.502
"A08244220"	2011	7145.608
"A28427516"	2010	7146.082
"A28662005"	2012	7146.17
"A28039469"	2014	7146.244
"A32006215"	2009	7146.757
"A24020828"	2010	7147
"A33025719"	2017	7147.544
"B39026604"	2017	7149
"A08679060"	2012	7150.441
"B61425682"	2017	7150.452
"A15027139"	2013	7152.17
"A30029862"	2011	7152.21
"A28614790"	2012	7154.46
"A46079380"	2011	7154.462
"A84039338"	2017	7155.912
"B63149637"	2012	7156
"A31003304"	2011	7156.232
"A28030062"	2007	7158.003
"B50021658"	2013	7158.263
"A28695021"	2011	7160.657
"A41080144"	2012	7160.92
