nif	year	bai
"B81009151"	2008	1559.46
"A45002839"	2010	1560.133
"A11019767"	2017	1560.466
"B12014692"	2013	1560.48
"A03021276"	2007	1560.518
"B46054508"	2015	1560.938
"A38024345"	2007	1561.888
"A28412724"	2016	1562.213
"A46160701"	2015	1562.506
"A78067188"	2007	1562.58
"A21391917"	2017	1563.521
"A48016877"	2008	1563.569
"A29661394"	2013	1563.82
"A08452500"	2011	1564.295
"A07802218"	2012	1564.341
"B82175001"	2011	1564.552
"B17014887"	2010	1564.645
"A16007064"	2008	1565.33
"A48009773"	2011	1565.613
"B17023995"	2014	1565.729
"A08397119"	2014	1565.897
"A28604882"	2014	1566.022
"A58393778"	2008	1566.293
"A28416089"	2013	1566.38
"A30005524"	2016	1566.415
"A28023422"	2015	1567.058
"A33615980"	2007	1567.42
"B17593633"	2014	1568.278
"A07089592"	2009	1569.404
"B08229221"	2017	1569.443
"A25007105"	2012	1569.538
"A28075968"	2010	1569.545
"A28487601"	2016	1569.712
"B46084695"	2011	1570.319
"A38014114"	2011	1570.852
"A80632573"	2017	1570.892
"A14025902"	2010	1571.553
"A08575672"	2008	1571.642
"B81308439"	2017	1572.115
"A20062915"	2011	1572.473
"A28022952"	2013	1572.594
"A28249993"	2016	1572.663
"A08200040"	2015	1572.983
"B30365712"	2014	1574.269
"A12016143"	2009	1574.454
"A27005834"	2014	1574.793
"A46139937"	2009	1574.96
"A08036709"	2008	1574.994
"A33025719"	2009	1575.55
"A12405577"	2008	1575.685
"B27008390"	2008	1576.81
"A38000485"	2016	1577
"B27008390"	2014	1577.491
"A28427516"	2012	1577.772
"A08278731"	2014	1577.866
"A46269155"	2009	1577.996
"A46089819"	2015	1578.254
"A14023139"	2008	1578.421
"A08363400"	2014	1578.678
"A45017142"	2011	1579.149
"A62035282"	2009	1579.295
"B04001848"	2012	1579.432
"A33605072"	2010	1579.438
"A08560484"	2014	1579.573
"A17013269"	2011	1579.817
"A43025618"	2009	1580.128
"A81722712"	2010	1580.826
"A08606378"	2009	1581.064
"B46055943"	2008	1581.217
"A20574380"	2008	1581.312
"B46090791"	2010	1581.974
"B47030770"	2014	1582.131
"A03026697"	2017	1582.522
"B96199807"	2013	1582.64
"A31068927"	2015	1582.678
"A60853413"	2010	1583.465
"A28229409"	2010	1583.499
"A96785225"	2011	1583.509
"A28012656"	2011	1583.719
"A59202853"	2017	1584.084
"A45007614"	2009	1584.509
"A31070378"	2011	1584.529
"A03040854"	2009	1584.706
"B74148388"	2014	1584.71
"A41017161"	2007	1584.75
"B03010634"	2008	1584.823
"A46332995"	2008	1584.943
"A17019316"	2008	1585.21
"A28060515"	2008	1586
"B35015262"	2011	1586.325
"A08225278"	2008	1586.475
"A25020629"	2010	1586.599
"A80632573"	2015	1587.568
"A20003042"	2009	1587.741
"A08224545"	2009	1587.868
"A29049509"	2012	1587.981
"A41008640"	2010	1588
"B30020226"	2015	1588.159
"B60420692"	2015	1588.74
"B03006681"	2016	1588.771
"A17033473"	2013	1588.932
"B60544046"	2014	1589.461
"B41015652"	2015	1589.502
"B96990015"	2013	1589.872
"A20008579"	2009	1590.341
"A28451649"	2016	1590.365
"A29018249"	2011	1590.659
"A08257529"	2009	1591.187
"A03021276"	2011	1592.135
"A59202853"	2010	1592.311
"A28111342"	2008	1592.862
"A36615896"	2012	1593.333
"B01013507"	2010	1593.99
"A17013269"	2008	1594.79
"A08687204"	2010	1595.091
"A33604406"	2015	1595.54
"B01267277"	2011	1595.786
"B48841282"	2015	1596.222
"A78393840"	2017	1596.701
"B07039514"	2011	1597.034
"A31000441"	2016	1597.572
"A01012103"	2017	1597.622
"A08042764"	2013	1598.304
"A08646200"	2009	1598.475
"A15016702"	2015	1598.619
"B47009626"	2010	1598.758
"A38003844"	2012	1599.344
"A35009992"	2016	1599.394
"B17016569"	2013	1600.145
"A35028208"	2015	1600.817
"A33019720"	2015	1600.913
"A03018710"	2012	1601.16
"A19002039"	2016	1601.889
"B28218287"	2014	1602.516
"A03032653"	2010	1602.679
"A12019295"	2017	1603.344
"B04028734"	2016	1603.446
"A46048815"	2008	1603.755
"A81487027"	2016	1603.757
"A41002809"	2011	1603.881
"A20003042"	2010	1603.959
"B38071155"	2015	1604.149
"A78521168"	2010	1604.398
"A14030027"	2011	1604.452
"A28117026"	2017	1604.695
"A41053927"	2013	1604.806
"B08229221"	2015	1604.907
"B36010098"	2010	1605.652
"B35031665"	2014	1605.814
"A19011626"	2010	1605.998
"A41048489"	2013	1606.5
"B22004113"	2009	1607.764
"B28072205"	2013	1608.324
"A46036380"	2010	1608.387
"B63031660"	2016	1609
"A08510364"	2015	1609.54
"A46269155"	2017	1609.655
"A35028208"	2013	1609.817
"A08324782"	2014	1609.902
"A07012826"	2013	1610.106
"A12019840"	2017	1610.63
"A79259388"	2009	1610.72
"A35811272"	2014	1610.735
"A30012009"	2009	1610.999
"A28399715"	2016	1611.716
"A60016037"	2014	1612.126
"A17475203"	2008	1612.642
"A36643450"	2014	1612.759
"A20003042"	2012	1612.871
"A33604406"	2014	1612.996
"A28448538"	2015	1613.1
"A11902814"	2013	1614.33
"A14037642"	2014	1614.344
"B12015210"	2008	1614.494
"A80652423"	2017	1614.568
"V30405880"	2013	1614.881
"A28173573"	2011	1616.057
"A08620056"	2017	1616.515
"A28577864"	2014	1616.665
"A08508418"	2014	1616.703
"A46139937"	2014	1616.72
"A15010564"	2008	1616.796
"B45018017"	2011	1616.802
"A43055565"	2011	1619.381
"A45007614"	2007	1619.689
"A01015510"	2013	1619.741
"A48547558"	2017	1619.847
"A25007105"	2014	1620.558
"A33604182"	2014	1620.995
"A15016702"	2016	1621.39
"A28645000"	2008	1621.519
"A30036933"	2014	1621.822
"A28024172"	2008	1622.105
"A17013947"	2012	1622.276
"B36010098"	2011	1622.523
"A28416089"	2010	1622.983
"A46023255"	2012	1623.744
"A20008579"	2012	1624.256
"A08203887"	2013	1624.506
"B81542813"	2017	1625.533
"A34003624"	2009	1626.09
"A45013620"	2011	1626.456
"B46131371"	2011	1626.629
"B62385067"	2017	1626.654
"A43020486"	2013	1627.362
"A36605772"	2008	1628.22
"A28024172"	2011	1628.464
"A28040418"	2014	1628.869
"B92091404"	2016	1629.312
"B03072857"	2010	1629.427
"A29453768"	2012	1629.49
"A48034110"	2009	1629.943
"A43055565"	2013	1630.076
"A47022058"	2008	1630.516
"A08012270"	2017	1630.653
"A28440576"	2007	1630.669
"A78990603"	2008	1631.41
"A38027637"	2011	1631.9
"A15013618"	2014	1632.06
"A33601899"	2017	1632.102
"B03036712"	2015	1632.847
"A24010381"	2013	1633.189
"A78990603"	2012	1633.2
"A43025618"	2015	1633.504
"A08421190"	2012	1633.752
"B31001290"	2015	1633.784
"F06402697"	2017	1634.833
"A32007817"	2009	1634.845
"B35027143"	2008	1635.117
"A22001721"	2014	1635.294
"A14000939"	2007	1635.55
"B17017237"	2014	1636.095
"A18006569"	2016	1636.156
"A78393840"	2016	1636.209
"A43110337"	2009	1636.774
"A43055565"	2014	1637.035
"A27005834"	2013	1637.074
"A15506934"	2012	1637.214
"B30606099"	2014	1637.225
"A08646200"	2010	1637.528
"A28290799"	2010	1637.707
"A28711893"	2015	1638.05
"A48059950"	2014	1638.168
"A48092886"	2017	1638.884
"B82988825"	2014	1639.476
"A36611903"	2014	1641.275
"B46111035"	2013	1641.311
"B03044641"	2017	1641.457
"A25020629"	2014	1641.867
"A28559474"	2015	1641.988
"A39023759"	2009	1642.149
"A95249199"	2012	1642.227
"A01006055"	2014	1642.253
"A28614790"	2008	1642.663
"A08584062"	2012	1642.852
"B38425070"	2016	1643.491
"B08229221"	2016	1643.592
"A28117026"	2011	1643.717
"A28046704"	2013	1644.921
"B03036712"	2011	1645.577
"A08520629"	2014	1646.078
"A28054211"	2007	1646.74
"B38005377"	2012	1646.956
"A17045972"	2013	1647.068
"A03062619"	2011	1647.2
"B37015526"	2012	1647.408
"A41027723"	2014	1648.173
"B21015474"	2016	1648.389
"A08203887"	2008	1648.634
"A46332995"	2011	1649.116
"A48020358"	2012	1649.403
"A33202474"	2014	1649.476
"A08578395"	2014	1649.646
"A08934168"	2011	1649.752
"A48226047"	2007	1650.071
"B15516933"	2014	1650.683
"A28352656"	2008	1650.743
"A17055153"	2015	1650.863
"A38003133"	2013	1651.533
"A13002134"	2007	1651.62
"A08290975"	2011	1651.971
"A08604316"	2016	1652.023
"A03017308"	2008	1652.879
"A08630063"	2015	1653.806
"A31030901"	2014	1653.99
"B39021217"	2016	1654.793
"A35251727"	2008	1654.817
"B42001297"	2012	1654.947
"A36602381"	2007	1655.04
"A28019461"	2010	1656
"A16010126"	2010	1656.495
"A19002039"	2017	1656.787
"A81487027"	2015	1656.914
"A46077053"	2010	1657.138
"A30021877"	2014	1657.551
"A28700383"	2012	1657.595
"A08225278"	2007	1657.696
"B47014568"	2011	1657.708
"A46070520"	2015	1658.124
"B46084695"	2012	1658.223
"B59737882"	2016	1658.26
"B22009377"	2013	1658.702
"A35022987"	2011	1659.611
"B92217975"	2012	1659.762
"A28198356"	2007	1659.82
"A17018276"	2009	1659.903
"A17010018"	2008	1659.94
"A03050572"	2009	1660.113
"B01013507"	2009	1660.314
"A28295806"	2013	1661.067
"B46191094"	2010	1661.237
"B05004999"	2013	1661.254
"A17447061"	2017	1661.829
"B03010634"	2013	1662.248
"B36880003"	2010	1662.434
"A11606134"	2011	1662.475
"B27013713"	2008	1663.011
"A53283511"	2017	1663.08
"A20039426"	2015	1663.256
"A33014176"	2008	1663.558
"A08005761"	2010	1663.616
"B46084695"	2010	1663.867
"A15007727"	2012	1663.979
"B09019548"	2013	1664.131
"A45010204"	2017	1664.285
"A33034422"	2016	1664.327
"A45002839"	2009	1664.476
"A47022058"	2011	1665.046
"A46160701"	2011	1665.163
"B27008390"	2015	1665.755
"A33025974"	2013	1665.944
"A17033473"	2011	1666.161
"B30028187"	2015	1666.21
"A47010194"	2008	1666.907
"B08584989"	2007	1668.473
"A48403927"	2017	1668.786
"A11902814"	2011	1669.068
"A20003042"	2013	1669.385
"B47011374"	2009	1669.576
"A30013791"	2017	1669.874
"A81496382"	2013	1670.248
"B17016569"	2009	1670.48
"A08029951"	2010	1670.54
"A30006142"	2017	1671.522
"A46023255"	2009	1672.515
"A12016143"	2015	1673.579
"A81496382"	2012	1673.745
"A46099776"	2017	1674.752
"A08572729"	2014	1674.904
"B50021658"	2013	1674.967
"A07059058"	2010	1675.875
"A60016037"	2010	1676.206
"A08575672"	2011	1676.266
"A08115578"	2010	1676.855
"A28019461"	2017	1677
"A39003025"	2012	1677.48
"A35091057"	2010	1677.645
"A28555563"	2012	1678.128
"A08646200"	2012	1678.137
"A17010018"	2009	1678.311
"B92091404"	2011	1678.936
"A03021276"	2014	1679.066
"A17051152"	2014	1679.076
"A33014176"	2010	1679.709
"B31784895"	2015	1680.004
"A20574380"	2009	1680.086
"A28842003"	2011	1680.202
"A01376888"	2016	1680.328
"A28106003"	2013	1680.375
"A48020200"	2013	1680.423
"A21006507"	2017	1681.834
"A08222465"	2017	1681.9
"B17023995"	2016	1682
"B08284002"	2013	1682.716
"A17020561"	2007	1683.177
"B12541496"	2015	1683.537
"A28266989"	2007	1683.69
"B30032445"	2013	1683.907
"A48025845"	2017	1683.91
"A48047377"	2016	1684.318
"A28128486"	2007	1684.47
"A01012103"	2007	1684.557
"B48124275"	2007	1684.64
"B97751978"	2016	1685.417
"B38005377"	2013	1685.971
"A46051918"	2013	1686.47
"A28577864"	2015	1686.975
"B02419273"	2016	1686.999
"A20574380"	2016	1687.028
"B30020226"	2014	1687.148
"A21006507"	2007	1687.734
"A30005524"	2017	1688.199
"A08211112"	2007	1688.652
"A28399434"	2015	1688.765
"B41072471"	2014	1689.115
"A28266989"	2008	1689.683
"A28801942"	2016	1689.726
"A59382762"	2010	1689.795
"A19011626"	2013	1689.899
"A45015872"	2010	1689.996
"A78393840"	2008	1690.288
"A78067188"	2008	1690.47
"A81117798"	2013	1690.578
"B12536934"	2009	1690.601
"B43032713"	2015	1690.731
"A33606534"	2016	1691.311
"A46068318"	2008	1691.386
"A41002809"	2010	1691.727
"A48050728"	2015	1691.869
"A50011980"	2011	1692.902
"B81760829"	2017	1692.909
"A26023606"	2009	1693.715
"A15013618"	2011	1694.078
"A45012259"	2009	1694.171
"A28249993"	2017	1694.26
"A15590904"	2016	1695
"A25007105"	2013	1695.243
"B09019548"	2012	1695.381
"A43016757"	2013	1695.574
"A59382762"	2013	1696.038
"A01012103"	2009	1696.763
"A41008640"	2009	1697
"A08257214"	2014	1698.287
"B37020179"	2009	1698.525
"A08145385"	2010	1699.211
"A30046320"	2011	1699.272
"A08278731"	2016	1700.369
"A33607573"	2009	1700.935
"A08551061"	2016	1701.1
"A20574380"	2007	1701.14
"A08520629"	2010	1701.166
"A08132805"	2007	1701.181
"A08607988"	2012	1701.384
"A29661394"	2017	1701.836
"A25026733"	2013	1701.878
"A08170151"	2009	1703
"A28700383"	2014	1703.492
"B62385067"	2012	1703.521
"A20574380"	2017	1704
"A58253816"	2016	1704.46
"A06008361"	2015	1705.524
"A28427516"	2017	1706.265
"A48020358"	2016	1706.472
"A36621522"	2010	1707.003
"A08551590"	2007	1707.333
"B28084168"	2014	1708
"B28557064"	2008	1708.223
"A12012340"	2009	1708.393
"A48002984"	2013	1708.412
"A28889939"	2011	1708.615
"A08396830"	2007	1709.03
"A33608563"	2008	1709.158
"A28111342"	2016	1710
"A08081986"	2013	1710.12
"B28689370"	2015	1710.513
"A31030901"	2013	1710.76
"B03072857"	2015	1710.808
"A29049509"	2011	1711.081
"B28617256"	2007	1711.17
"A08288490"	2008	1711.17
"A28889939"	2013	1711.26
"A28614790"	2011	1711.54
"A39007729"	2014	1711.662
"A08238578"	2012	1712.868
"A81722712"	2016	1713.093
"A28070167"	2007	1713.232
"B46055943"	2007	1713.646
"A28245009"	2007	1713.708
"A04012258"	2007	1713.814
"A08280323"	2014	1714.915
"A41053927"	2007	1714.92
"A28456119"	2010	1715.002
"A28266989"	2013	1715.023
"A07086515"	2010	1715.121
"A25007105"	2011	1715.283
"B80470628"	2014	1715.876
"A08170151"	2011	1716
"A41002809"	2012	1716.04
"B12004818"	2016	1716.171
"A28253656"	2010	1716.396
"A11000288"	2015	1716.552
"A42004598"	2010	1717.466
"B61914883"	2010	1717.774
"B31631062"	2011	1718.122
"A08290975"	2013	1718.588
"A50043298"	2013	1718.883
"A28148898"	2012	1719
"B46084695"	2013	1719.051
"A17033473"	2014	1719.641
"A20003042"	2008	1719.883
"B50021658"	2010	1720.061
"A31062342"	2016	1720.515
"A58348038"	2014	1720.559
"A17039140"	2013	1720.611
"A04413340"	2011	1721.17
"A08452500"	2013	1721.327
"A30041719"	2013	1721.577
"A28253656"	2012	1721.733
"A04017497"	2014	1721.851
"B28044204"	2015	1721.903
"A08228124"	2014	1722
"A58253816"	2008	1722.118
"A78400603"	2017	1722.297
"B81542813"	2013	1722.899
"A28295806"	2009	1723.617
"B46054508"	2014	1725.133
"B03100831"	2015	1725.268
"B08156036"	2011	1725.336
"A03018710"	2013	1725.458
"B47011374"	2011	1725.516
"A28110971"	2009	1725.55
"B27008390"	2007	1726.32
"B81542813"	2009	1726.523
"B39021217"	2013	1726.573
"A28101020"	2008	1727.89
"A17014523"	2013	1728.779
"B50068105"	2010	1728.781
"A46079380"	2012	1729.153
"A09205550"	2015	1729.304
"A35014075"	2008	1729.335
"A28091262"	2015	1730.207
"A60016037"	2012	1730.295
"A04017497"	2010	1730.457
"A08290975"	2008	1730.507
"A04017497"	2013	1730.963
"A80762602"	2009	1731.454
"A33014176"	2007	1732.32
"B08147696"	2011	1732.595
"A59202853"	2011	1732.721
"B27007897"	2008	1733.83
"B80470628"	2015	1733.979
"A41008640"	2011	1734
"B58613076"	2010	1735.062
"A36036739"	2009	1735.062
"B43636075"	2012	1735.822
"A28051597"	2014	1736.371
"A95249199"	2011	1736.983
"B12006623"	2012	1737.071
"A46105532"	2008	1738.384
"A08102410"	2015	1739.025
"A45015872"	2009	1739.38
"B46102364"	2012	1739.382
"A46131769"	2010	1740.402
"B31064082"	2013	1740.963
"B28193340"	2012	1741.937
"A28266989"	2010	1742.871
"B08156036"	2017	1743.651
"A17039140"	2014	1744.462
"A36611903"	2011	1744.965
"A13002134"	2008	1745.073
"A81117798"	2014	1745.753
"A01019702"	2017	1745.974
"A31069321"	2009	1746.004
"B23357700"	2017	1746.165
"A08555344"	2016	1746.323
"B03036712"	2009	1746.569
"A50027929"	2012	1746.846
"A08012270"	2013	1746.862
"A17010018"	2014	1746.946
"A08091894"	2014	1746.983
"A08766099"	2007	1747.255
"A20039426"	2014	1747.358
"B43032713"	2017	1747.417
"B30603229"	2009	1748.003
"A33008921"	2010	1748.073
"A60531688"	2007	1748.13
"A08551061"	2009	1748.132
"A36201259"	2013	1748.726
"A08522971"	2015	1748.79
"A28375913"	2011	1749
"B38318572"	2017	1749.743
"A60963287"	2012	1750.226
"B28222487"	2012	1750.236
"B45007671"	2008	1751.434
"A29507456"	2011	1751.774
"A17045972"	2014	1752.309
"A12017919"	2012	1752.347
"A35569102"	2015	1753.17
"A43055565"	2012	1753.564
"A19011626"	2012	1753.888
"A28058758"	2015	1754.142
"A28729424"	2013	1754.433
"A08078719"	2007	1755.03
"A33373622"	2010	1755.736
"A08002073"	2008	1756.025
"A20003042"	2007	1756.49
"B17014887"	2012	1756.582
"A08622938"	2009	1757.179
"A46068318"	2007	1757.988
"A78400603"	2016	1758.254
"B17019373"	2008	1758.318
"B08243693"	2008	1759
"A33014176"	2011	1759.229
"A03018710"	2014	1760.277
"A80200868"	2009	1760.461
"A17014523"	2012	1760.814
"A31000441"	2017	1760.923
"A12016549"	2008	1761.34
"A08005761"	2013	1761.357
"A19011626"	2009	1761.43
"A08396830"	2010	1761.525
"A34009936"	2010	1762.123
"A01012103"	2010	1762.743
"A43110337"	2010	1762.843
"B03100831"	2012	1763.023
"B31009715"	2008	1763.15
"A48006423"	2014	1763.263
"A33025719"	2010	1764.006
"A33025719"	2017	1764.274
"A48084909"	2007	1764.603
"A78100609"	2011	1765.058
"B45018017"	2013	1765.251
"A17018276"	2015	1765.509
"A46075206"	2008	1765.794
"A28131274"	2015	1766.596
"B03036712"	2013	1766.64
"A08452500"	2014	1767.221
"A14026199"	2010	1767.596
"A28900975"	2007	1767.82
"A15016702"	2017	1767.961
"A13002134"	2009	1768.461
"A48037592"	2007	1768.93
"A32005746"	2017	1769.153
"A57277709"	2015	1769.302
"A08687204"	2009	1769.81
"A08026635"	2008	1769.886
"A31001266"	2013	1770.46
"B01013507"	2008	1770.98
"A08467052"	2015	1772
"A31024458"	2014	1772.032
"A05007687"	2015	1772.055
"A41053927"	2009	1773.1
"A03027919"	2013	1773.554
"A30041834"	2009	1774.081
"A29049509"	2010	1774.558
"A81000028"	2014	1774.713
"A12019840"	2015	1775.168
"A45014776"	2013	1775.474
"A58348038"	2013	1775.65
"A08296535"	2012	1775.778
"A31068927"	2014	1776.41
"A20031126"	2010	1776.814
"A08522971"	2012	1777.788
"A06244131"	2011	1778.043
"B81009151"	2013	1778.242
"B12014692"	2014	1779.859
"A40163909"	2014	1780
"A08193591"	2012	1781.144
"A58253816"	2009	1781.513
"A28695021"	2008	1781.906
"A36121176"	2010	1781.934
"A08132656"	2008	1783.738
"B04018495"	2016	1783.781
"A80652423"	2011	1783.889
"A31038839"	2014	1784.296
"B01128552"	2016	1784.823
"A59736686"	2012	1785.063
"B12006623"	2014	1785.869
"A23010705"	2010	1786.663
"A28724219"	2012	1786.776
"A35018696"	2008	1786.99
"B35015262"	2009	1787.218
"A08396830"	2009	1787.305
"B31798929"	2012	1787.92
"A50615160"	2012	1787.978
"B04018495"	2013	1788.099
"A38030680"	2008	1788.599
"A31038839"	2015	1788.872
"A33025719"	2014	1789.641
"A33036906"	2015	1790.169
"A20003042"	2011	1790.513
"A20574372"	2007	1790.93
"B83654426"	2015	1791.151
"A34169144"	2016	1792
"B30009039"	2016	1792.769
"A28192532"	2017	1793.078
"B41063355"	2015	1793.295
"A35022987"	2007	1794.249
"A45002839"	2011	1794.883
"A36619476"	2017	1795.198
"B05004999"	2015	1795.51
"A08612061"	2008	1795.888
"A28108447"	2008	1796.492
"A80245129"	2013	1797.152
"A30040224"	2008	1797.213
"A60853413"	2013	1798.02
"B46069654"	2014	1798.532
"A14030027"	2012	1798.68
"A07036569"	2007	1798.94
"A28019461"	2016	1799
"A28985992"	2015	1799.206
"A17019316"	2015	1800
"B59737882"	2017	1800.559
"B39446315"	2012	1800.776
"A08445983"	2013	1801.004
"B78908605"	2008	1801.02
"A17018052"	2009	1801.207
"B73070914"	2017	1801.45
"B03028784"	2010	1801.673
"A14025902"	2011	1801.692
"B07883457"	2008	1801.807
"A12081790"	2009	1801.815
"A28749976"	2017	1802.454
"B31089071"	2008	1802.829
"A80359730"	2016	1803.044
"A12004180"	2011	1803.642
"A08115578"	2011	1803.964
"B28127447"	2009	1804.378
"B45007671"	2015	1804.847
"A15007727"	2011	1804.923
"A38003133"	2014	1805.341
"B27013382"	2010	1806.199
"A41091927"	2017	1806.323
"B03087293"	2014	1806.884
"A15590904"	2009	1807.31
"A27005834"	2008	1807.674
"B36684157"	2010	1807.691
"A29018249"	2010	1807.798
"A08145385"	2008	1808.207
"B07029465"	2010	1808.77
"A08203887"	2010	1809.258
"B28127447"	2008	1810.028
"A38027637"	2014	1810.034
"A03050572"	2010	1810.375
"B07039514"	2013	1810.425
"A41022989"	2012	1810.432
"A39022124"	2014	1810.976
"A28842003"	2007	1811.084
"B61425682"	2012	1811.467
"A35101732"	2009	1813
"A28329480"	2009	1813.516
"B48969877"	2010	1813.98
"A17010018"	2016	1815.046
"A08138042"	2008	1815.368
"A28091262"	2008	1815.978
"A08276867"	2011	1817.031
"A28054211"	2011	1817.244
"B11900602"	2015	1817.83
"A08026197"	2015	1818
"A30041883"	2015	1818.571
"B60552619"	2012	1818.754
"A22009492"	2010	1818.768
"A04202008"	2007	1818.84
"A82275306"	2008	1819.697
"A29453768"	2013	1819.741
"B17019373"	2009	1819.888
"B61914883"	2013	1819.958
"B84871607"	2016	1820
"A97617773"	2016	1820.419
"A29016003"	2015	1822.473
"A33026105"	2016	1822.542
"B46069654"	2015	1823.017
"A08522971"	2014	1823.639
"A03012614"	2009	1823.887
"A07016256"	2010	1824
"A82494931"	2014	1824.052
"B81762684"	2010	1824.657
"B28270411"	2007	1825.531
"B43241769"	2013	1826.222
"A28668127"	2010	1826.895
"B78908605"	2009	1827.025
"A59382762"	2016	1827.032
"A84434224"	2015	1828
"A28985992"	2014	1828.097
"A61557641"	2009	1828.203
"A03024809"	2012	1829
"A20038915"	2010	1829.55
"A20574380"	2013	1830.682
"A33601899"	2016	1831.328
"B01013507"	2007	1831.93
"B82175001"	2010	1832.451
"A20055380"	2011	1832.462
"A20574372"	2008	1832.82
"A48226047"	2008	1833.262
"A12004180"	2008	1833.438
"B41063355"	2016	1833.471
"F03842671"	2007	1833.57
"A28709053"	2009	1833.616
"A15590904"	2013	1834.22
"B28361350"	2010	1834.619
"A45012226"	2015	1834.823
"B29901469"	2015	1835.042
"A03027919"	2011	1835.153
"B09019548"	2015	1835.94
"B27015965"	2013	1836.078
"A61557641"	2008	1836.479
"A25020629"	2011	1836.666
"A08141038"	2011	1837.788
"B73070914"	2010	1837.894
"B45007671"	2009	1838.773
"A33604182"	2017	1838.914
"A08026197"	2009	1839
"A25026733"	2007	1839.053
"A41035742"	2013	1839.106
"A35009992"	2009	1840.308
"A28099356"	2016	1840.441
"A28711893"	2008	1840.491
"A28399715"	2015	1840.66
"A11682507"	2013	1841.229
"A28145498"	2007	1841.877
"A08489007"	2013	1842.204
"A05007687"	2014	1842.256
"A15685373"	2014	1842.444
"A35569102"	2017	1844.175
"A44004422"	2014	1844.28
"A45015872"	2011	1844.64
"A12083002"	2017	1844.905
"A16008294"	2012	1845.001
"B80470628"	2009	1845.466
"A43110337"	2013	1845.493
"A08224545"	2007	1845.509
"B28205532"	2010	1845.578
"A28259141"	2011	1847.209
"B03044641"	2008	1847.469
"B27013713"	2009	1847.514
"A46063731"	2013	1847.879
"A31024458"	2013	1847.999
"A17202375"	2010	1848
"A17202375"	2015	1849.168
"B08147696"	2007	1849.3
"A30034441"	2009	1849.784
"A08105702"	2016	1850.083
"B03028784"	2012	1850.292
"A08242992"	2010	1850.886
"B28555001"	2012	1851.19
"A08851321"	2007	1851.396
"B97307086"	2014	1851.54
"A26023606"	2007	1852.14
"A28451649"	2012	1852.979
"A08508418"	2015	1853.338
"A60853413"	2011	1853.547
"A48108484"	2007	1853.68
"A28451649"	2008	1853.803
"A08906208"	2013	1853.826
"A46139937"	2007	1854.991
"B20193017"	2012	1855.031
"A15506934"	2008	1855.186
"A29016003"	2012	1855.277
"A96646880"	2014	1855.71
"A30022214"	2014	1856.128
"B28545994"	2010	1856.148
"A04119293"	2011	1856.216
"A16010126"	2012	1856.678
"F32001976"	2017	1857
"A16010126"	2011	1857.347
"A41212572"	2013	1857.585
"B39021217"	2017	1857.74
"B46142485"	2012	1858.085
"A50016930"	2011	1858.172
"A50034024"	2010	1859.443
"A28189082"	2010	1860.129
"A85270965"	2017	1860.35
"B17229675"	2012	1860.875
"B27013713"	2010	1860.897
"A58538414"	2016	1861
"A28023422"	2008	1861.306
"A31030901"	2017	1861.402
"B45006616"	2007	1861.76
"A28096378"	2016	1862.14
"A28563047"	2017	1862.379
"A25020629"	2009	1862.481
"A08565285"	2008	1862.511
"A09015256"	2017	1862.539
"A17019316"	2007	1862.82
"A31068927"	2013	1863.891
"A28117398"	2008	1864.327
"A24011165"	2014	1865.2
"A21006507"	2013	1866.561
"A28518041"	2009	1866.833
"A17010018"	2012	1867.453
"A33778739"	2009	1868
"A28033702"	2010	1869
"B29901469"	2014	1869.321
"A01002864"	2011	1869.407
"A08934168"	2015	1869.517
"A35018696"	2009	1869.99
"A28253656"	2009	1870.911
"A08270993"	2015	1871.264
"A45012226"	2010	1872.478
"A29005782"	2015	1872.594
"A01013077"	2011	1872.788
"A28145498"	2014	1872.87
"A47002878"	2014	1873
"A26017434"	2009	1873.628
"A46269155"	2007	1874
"B36010098"	2014	1874.015
"A48093421"	2013	1875.61
"B31009715"	2016	1875.944
"A32007817"	2012	1876.703
"A32015844"	2007	1877.06
"A08109365"	2016	1877.066
"A07033491"	2008	1877.404
"B20023982"	2013	1878.865
"A46074647"	2011	1879.028
"A03024809"	2015	1879.07
"B50475839"	2013	1879.144
"B17023995"	2013	1879.431
"A28485571"	2007	1880.065
"A46023255"	2007	1880.18
"B03036712"	2008	1880.583
"A12083002"	2013	1881.113
"B17016569"	2014	1881.326
"A78400603"	2009	1881.379
"A08347452"	2013	1881.664
"A25007105"	2017	1881.839
"A39012638"	2009	1881.888
"B30604565"	2009	1881.98
"B31065212"	2016	1882.671
"A28229409"	2015	1883.466
"A58253816"	2007	1883.633
"A01008069"	2007	1883.763
"A25418401"	2013	1884
"B31744709"	2016	1884
"A48093421"	2010	1884.15
"A15590904"	2012	1884.35
"B46191094"	2011	1884.505
"A50047505"	2017	1885.273
"A42004598"	2013	1885.968
"A41022609"	2011	1886.186
"B03044641"	2012	1887.279
"A26004960"	2007	1887.41
"B21259726"	2012	1887.732
"A33606534"	2013	1888.667
"A28022952"	2014	1888.685
"B36853935"	2008	1888.687
"A96862933"	2011	1889.007
"B04018495"	2017	1890.133
"A17010018"	2010	1890.454
"A08228124"	2015	1891
"A28684512"	2016	1891.798
"A17020561"	2015	1891.881
"A08238578"	2011	1892.367
"A28216992"	2013	1894.491
"B80470628"	2007	1897.08
"B47009626"	2008	1897.392
"A28075968"	2011	1897.616
"A39031406"	2015	1898.782
"A80762602"	2008	1898.851
