nif	year	tesoreria
"A20032264"	2014	1515.151
"B28227775"	2009	1515.263
"A41053927"	2017	1515.698
"B96246350"	2017	1516.545
"A04001897"	2009	1516.745
"B83741835"	2015	1517.512
"A20036083"	2009	1517.698
"A28313351"	2014	1517.702
"B20062295"	2015	1517.867
"A39031406"	2017	1517.975
"A41014986"	2007	1518.01
"A03050572"	2007	1518.198
"A48016794"	2010	1518.458
"F03842671"	2015	1518.73
"A30040562"	2014	1518.893
"B27007897"	2012	1519.121
"A46015830"	2014	1519.291
"A08193591"	2014	1519.801
"B35054006"	2016	1520.109
"A31062342"	2008	1520.313
"A29003951"	2010	1520.637
"B43587120"	2014	1521.246
"A28494896"	2014	1521.306
"A28313351"	2007	1521.39
"A12027488"	2013	1521.754
"B50047091"	2012	1522.128
"A28987196"	2014	1522.134
"A28615581"	2013	1522.14
"A28452647"	2009	1522.332
"A08663098"	2013	1522.438
"A09015256"	2013	1522.532
"B31078058"	2012	1522.842
"B62916077"	2017	1523
"A18484360"	2016	1523.168
"A08703803"	2016	1523.731
"B96952635"	2012	1524.179
"A29018207"	2015	1524.268
"A08243297"	2014	1524.408
"B36853935"	2016	1524.587
"A28842003"	2010	1525.096
"A07038441"	2017	1525.278
"G07065709"	2008	1525.343
"A15012305"	2011	1526.147
"A08031544"	2015	1526.346
"B83588657"	2016	1526.397
"A18012807"	2017	1526.483
"A08181067"	2013	1526.812
"A41010521"	2008	1526.849
"A29661394"	2017	1527.996
"A17038035"	2010	1528.349
"A48040034"	2008	1528.43
"A03066909"	2010	1529.519
"A33610106"	2007	1529.562
"B48070155"	2012	1529.708
"A47002878"	2017	1530
"A08360844"	2009	1530.581
"A12015673"	2008	1530.62
"A41035742"	2010	1531.404
"A08211112"	2012	1531.627
"A18431064"	2011	1532.039
"B30603229"	2015	1532.109
"B20049615"	2012	1532.796
"A28577864"	2012	1532.797
"A28712479"	2013	1533.355
"A43020486"	2011	1533.398
"A84534627"	2014	1533.719
"A31501901"	2013	1533.77
"B43029305"	2017	1533.992
"A28623155"	2010	1534.597
"A31096233"	2008	1534.848
"A35251727"	2012	1534.906
"A29006343"	2011	1535.081
"B30604565"	2015	1535.295
"A29003423"	2012	1535.303
"B39008404"	2015	1535.93
"A28070167"	2011	1536.319
"B35005040"	2013	1536.427
"A30041719"	2012	1537.025
"A14022099"	2015	1537.518
"B99004541"	2017	1538.435
"B17014887"	2013	1538.908
"A08639643"	2010	1539.026
"A35040831"	2012	1539.293
"A28025435"	2015	1539.706
"V30405880"	2017	1540.261
"A37003050"	2014	1540.415
"A28586592"	2007	1540.584
"A28923662"	2017	1541
"B08190654"	2012	1541.509
"B18551226"	2011	1541.869
"A15033699"	2012	1541.873
"B28670602"	2014	1542.192
"A48002984"	2014	1542.287
"B60171162"	2009	1542.641
"B83840900"	2017	1542.92
"A18020271"	2014	1543.099
"A53559530"	2010	1543.187
"A48114151"	2016	1544.241
"A01035807"	2009	1545
"A08008518"	2017	1545.477
"A78092764"	2009	1545.657
"B28545994"	2008	1546.551
"A08225278"	2016	1546.765
"A28814135"	2010	1546.82
"B84227461"	2017	1547
"A04006417"	2014	1547.199
"A28337129"	2017	1547.334
"B33876459"	2013	1547.45
"B04028734"	2010	1547.526
"B46142485"	2012	1547.785
"A07096886"	2010	1547.883
"B58807645"	2013	1547.9
"A33025701"	2017	1548.114
"A33117995"	2011	1548.189
"A08418030"	2014	1548.357
"A28086858"	2011	1548.369
"A28475770"	2016	1548.608
"A17051152"	2014	1548.661
"A12004180"	2014	1549.187
"B08721060"	2012	1549.501
"A59954487"	2015	1549.541
"A30014211"	2010	1549.724
"A48050439"	2010	1549.905
"A03028552"	2011	1549.954
"B45006616"	2008	1549.983
"A15016595"	2007	1550.197
"A28505402"	2007	1550.46
"B43241769"	2015	1551.479
"A47000054"	2013	1551.626
"A08021768"	2010	1551.769
"A01007442"	2017	1552.23
"A45002839"	2016	1552.275
"B50047091"	2015	1552.38
"B08721060"	2011	1552.921
"A29661394"	2007	1555.889
"B41031980"	2016	1555.907
"B12006623"	2013	1556.417
"A41008301"	2014	1556.727
"A08012270"	2012	1557.043
"A28249993"	2007	1557.33
"A03047628"	2016	1557.59
"A19011626"	2017	1557.653
"F10027423"	2010	1557.958
"A39030812"	2016	1558.013
"B91235622"	2012	1558.985
"A29063567"	2008	1560.095
"A46075206"	2008	1560.598
"B42141176"	2012	1560.741
"A41392317"	2016	1560.964
"A30036438"	2009	1561.36
"B60171162"	2008	1561.82
"A28099356"	2016	1561.992
"B30020226"	2007	1562.006
"A08421190"	2017	1562.262
"B50031749"	2017	1562.53
"A15012305"	2007	1563.549
"A12010948"	2008	1564
"B31039530"	2016	1564.364
"A46052809"	2015	1564.451
"B28240075"	2013	1564.485
"B01013507"	2011	1564.623
"A28034031"	2008	1565.281
"A08688095"	2011	1565.302
"A28510246"	2008	1565.441
"A96785225"	2010	1565.847
"A41022989"	2009	1565.95
"B46132387"	2011	1565.953
"B30603229"	2007	1566.16
"B03100831"	2010	1566.234
"A07051253"	2014	1566.265
"A30033898"	2008	1566.36
"A28025435"	2013	1566.391
"B38008983"	2011	1566.406
"A01013077"	2015	1566.616
"A28435931"	2016	1567.402
"B28376184"	2010	1567.638
"A29018207"	2009	1568.655
"B12015210"	2007	1568.741
"A41008640"	2016	1569
"A39023759"	2012	1569.003
"A22008106"	2014	1570.838
"A57346926"	2017	1570.945
"A31001027"	2013	1571.351
"A08630808"	2013	1571.743
"A38023925"	2009	1571.903
"B31684020"	2015	1571.946
"B17016254"	2017	1571.988
"A03035417"	2009	1572.267
"F30046411"	2011	1572.515
"A07044530"	2013	1572.554
"A26017434"	2016	1572.565
"A08290975"	2009	1572.582
"A08012270"	2014	1572.886
"A28029122"	2013	1572.991
"A48093538"	2012	1573.295
"A08708620"	2011	1573.311
"A48119622"	2017	1573.649
"A48047377"	2011	1574.551
"A46072203"	2011	1574.944
"A08514135"	2008	1575.13
"A06419220"	2012	1575.468
"B35027143"	2007	1575.761
"A50060011"	2016	1575.807
"A20039426"	2009	1576
"A12000071"	2017	1576.282
"B12029153"	2009	1576.292
"A43016757"	2011	1576.293
"A08606378"	2013	1576.675
"A08620056"	2015	1576.939
"A08626103"	2012	1577
"A15027139"	2016	1577.086
"A28033702"	2017	1577.637
"A46160701"	2017	1579.132
"B58807645"	2015	1579.245
"A08496473"	2009	1579.323
"A08414906"	2014	1579.398
"B48771711"	2015	1579.531
"A05007687"	2008	1580.28
"B28240075"	2010	1581.052
"A28249993"	2010	1581.3
"A26015503"	2014	1581.368
"A36615896"	2008	1581.696
"A48226047"	2012	1581.742
"A12000071"	2016	1581.75
"B35018332"	2007	1581.979
"A50011980"	2016	1582.098
"A36614691"	2016	1582.968
"B46115838"	2010	1583
"B17228081"	2011	1583.061
"A61587358"	2013	1583.116
"B31064082"	2016	1583.353
"A17202375"	2016	1583.372
"A36005684"	2015	1583.402
"A08274987"	2010	1583.488
"B06341333"	2014	1583.99
"A47438262"	2010	1584.284
"B50029263"	2012	1584.589
"A28051597"	2012	1584.807
"V30558738"	2014	1584.878
"B83680322"	2013	1585
"A43015965"	2014	1585.09
"A41057209"	2012	1585.279
"A28556504"	2008	1585.354
"A28074078"	2016	1585.519
"B42141176"	2014	1585.616
"B03087293"	2011	1586.052
"A50000876"	2012	1586.093
"A08533119"	2008	1586.24
"B33607649"	2011	1586.379
"A39012638"	2016	1586.496
"B61914883"	2008	1586.68
"A08102410"	2008	1586.9
"A36000073"	2013	1587.104
"A30033898"	2015	1588.05
"B39026265"	2013	1588.4
"B30566194"	2011	1588.588
"A08288490"	2011	1588.983
"A08021768"	2009	1589.501
"A03050572"	2008	1589.924
"B58836321"	2015	1590
"A50057322"	2016	1590.143
"A35517671"	2010	1590.205
"B28361350"	2009	1591.251
"C28863686"	2008	1591.519
"B28376184"	2015	1592.725
"A08296790"	2010	1593.246
"A78389608"	2013	1594.365
"A05007687"	2009	1594.365
"A58132606"	2007	1594.373
"A78097656"	2010	1594.428
"A11010352"	2016	1594.653
"B28498210"	2008	1594.701
"A08436214"	2010	1594.964
"A35026590"	2013	1595.063
"A61587358"	2011	1595.093
"B28304129"	2012	1596.075
"A08703803"	2007	1596.258
"B38071155"	2017	1596.458
"A28058725"	2017	1596.517
"B23014848"	2012	1596.6
"A08191579"	2013	1596.683
"A08436214"	2012	1596.802
"A38003679"	2013	1596.855
"A36603421"	2010	1597.157
"B85036887"	2017	1597.333
"A07042435"	2017	1598.513
"A08110249"	2011	1599.032
"A17044546"	2013	1600.372
"A96785225"	2011	1600.723
"B38008983"	2009	1600.785
"A17045972"	2014	1600.979
"A17004763"	2009	1601.104
"B95422721"	2016	1601.86
"A46002069"	2009	1601.964
"B17016569"	2008	1603.644
"A08026197"	2017	1604
"A08300774"	2013	1604.017
"B08156127"	2017	1604.585
"A50057421"	2013	1604.983
"A45017142"	2011	1605.374
"A28171601"	2008	1605.834
"A78067188"	2010	1606
"A17010018"	2015	1606.126
"A58393778"	2013	1606.427
"B35054006"	2013	1607.084
"A46015830"	2010	1607.125
"A08360844"	2012	1607.125
"A08031544"	2008	1607.133
"A12283388"	2009	1607.509
"A35022987"	2008	1607.661
"A28674968"	2017	1607.802
"A96862933"	2014	1608.61
"B03046158"	2011	1609.722
"C28863686"	2014	1610.044
"B46084695"	2017	1610.217
"A48006423"	2009	1611.28
"A45010204"	2016	1611.368
"A08514028"	2010	1612.042
"A08274805"	2011	1612.248
"B46020541"	2012	1612.724
"B30043558"	2011	1612.737
"A35023746"	2011	1612.905
"A80897770"	2016	1612.991
"B35005040"	2012	1613.481
"A26022657"	2012	1613.515
"A28085686"	2008	1613.896
"A28518819"	2012	1614.467
"A81593808"	2008	1614.832
"A17012626"	2013	1614.948
"A20062915"	2017	1614.982
"A81487027"	2017	1615.194
"A03033164"	2014	1615.238
"A30035521"	2013	1615.585
"A08667370"	2015	1615.587
"A36611903"	2007	1615.903
"A08560179"	2011	1615.936
"A08005761"	2010	1615.95
"A12029468"	2016	1616.3
"B11050176"	2008	1616.35
"A38017844"	2016	1616.427
"F50561091"	2007	1616.63
"A28085520"	2007	1617.14
"A79259362"	2011	1617.346
"A43028588"	2007	1617.73
"A08436214"	2013	1618.34
"A15017163"	2008	1618.477
"A41053927"	2008	1618.509
"A08906208"	2011	1618.714
"B46115838"	2014	1619
"B62236781"	2017	1619
"A17010018"	2014	1619.081
"A30046320"	2010	1619.171
"A50615160"	2012	1619.993
"A17020561"	2017	1620.106
"A28054211"	2007	1620.29
"A08278731"	2010	1620.484
"A12010948"	2013	1620.733
"A59954487"	2016	1621.269
"B32001687"	2007	1621.37
"B31077514"	2015	1621.441
"A58394941"	2009	1621.638
"A11902814"	2014	1621.882
"A81000028"	2013	1621.917
"A30022909"	2017	1621.967
"A28030062"	2010	1622.195
"A46463311"	2014	1622.368
"B28091486"	2014	1622.411
"A43019868"	2007	1622.733
"A24020562"	2012	1622.766
"B43004852"	2014	1624.044
"A30041719"	2010	1624.651
"A09021833"	2017	1625.155
"B08059636"	2007	1625.35
"A81722712"	2008	1625.5
"B46160842"	2009	1625.592
"A50032002"	2008	1625.685
"B39026604"	2011	1626.12
"A03050572"	2011	1626.538
"A26023606"	2015	1626.577
"A08499568"	2012	1626.672
"B36684157"	2008	1626.769
"A08499568"	2011	1627.061
"A03046125"	2011	1627.144
"A58907015"	2016	1627.546
"B03101748"	2008	1628.142
"A20017604"	2013	1628.293
"A45007614"	2013	1628.956
"B46155271"	2015	1629.057
"B07029465"	2010	1629.589
"A48017974"	2016	1630.093
"B82424276"	2014	1630.327
"A28449569"	2011	1630.907
"A78067188"	2014	1631
"B74102872"	2017	1631.148
"A40002701"	2013	1631.585
"A18431064"	2012	1631.804
"B28250090"	2009	1631.896
"A33036906"	2015	1632.065
"A28617801"	2007	1632.295
"B28193340"	2007	1632.343
"A38018404"	2015	1632.45
"A43030626"	2011	1632.509
"A40005514"	2017	1632.55
"A38027637"	2007	1633.462
"B60420692"	2012	1633.48
"A28228690"	2007	1633.77
"A12095295"	2011	1634.205
"A28410850"	2015	1634.341
"A08139339"	2007	1634.743
"A48114151"	2014	1634.94
"A12329223"	2012	1635.679
"B42141176"	2017	1635.941
"A17004763"	2008	1636.46
"A29056769"	2009	1636.981
"A41008640"	2013	1637
"A41022989"	2011	1637.189
"A11355526"	2011	1637.559
"A36036739"	2009	1637.867
"A58415779"	2012	1638.643
"A28228690"	2010	1639.53
"A17044546"	2010	1639.824
"A29003423"	2011	1639.913
"A07427081"	2017	1639.914
"B17002049"	2007	1640.433
"A08560179"	2016	1640.509
"A38371159"	2008	1640.67
"A08576753"	2007	1641.111
"A08290975"	2013	1641.179
"A17055153"	2008	1641.754
"A28023422"	2011	1642.116
"A26011841"	2014	1643.537
"B31784895"	2014	1644.213
"B60653466"	2014	1644.975
"A06017941"	2017	1645.041
"B17002049"	2008	1645.378
"A28452647"	2014	1645.505
"A45014610"	2013	1645.947
"B73108755"	2010	1645.966
"A38003679"	2010	1646.824
"A33601899"	2007	1647.12
"A08290405"	2014	1647.157
"B78908605"	2015	1647.198
"A08663098"	2016	1647.528
"A16010126"	2009	1647.603
"B39021217"	2017	1647.672
"B31072705"	2009	1647.917
"A15685373"	2017	1648.284
"A08128910"	2017	1648.408
"A29030715"	2008	1649.29
"A38017844"	2010	1649.385
"A15685373"	2011	1649.729
"A06014930"	2012	1649.748
"A43037191"	2013	1649.939
"A95249199"	2010	1650.052
"A28422335"	2016	1650.925
"A08851321"	2007	1650.946
"A48116420"	2017	1650.997
"A29033420"	2017	1651.08
"A36602381"	2009	1651.296
"B08988149"	2017	1651.896
"A08097438"	2011	1651.915
"A14000533"	2014	1652.443
"A08396830"	2014	1652.86
"A17020561"	2016	1653.222
"A33025719"	2013	1653.696
"A41008301"	2017	1654.126
"A28085686"	2016	1654.129
"B83741835"	2016	1654.497
"A47022058"	2008	1654.722
"A08606378"	2014	1655.053
"A37043015"	2017	1655.09
"B13009592"	2012	1655.136
"A15010564"	2009	1655.271
"A25418401"	2017	1656
"A29063567"	2009	1656.515
"A46066791"	2009	1656.743
"B03028784"	2016	1656.762
"A30036438"	2016	1656.982
"A01019702"	2007	1657.144
"B48841282"	2011	1659.364
"B50030964"	2009	1659.563
"A08467052"	2014	1660
"A19011626"	2015	1660.675
"B12536934"	2011	1660.779
"A82335746"	2017	1660.829
"A46036380"	2010	1661.13
"A20008579"	2010	1661.385
"B08660409"	2017	1661.553
"A33034695"	2013	1662.26
"B46084695"	2008	1662.413
"A46003265"	2017	1663.611
"B23357700"	2008	1663.8
"A28842003"	2008	1664.155
"A08288490"	2015	1664.38
"B48771711"	2014	1664.498
"A15007727"	2007	1664.826
"B46039061"	2010	1665.287
"B50029263"	2013	1665.301
"A17202375"	2014	1666
"A39000187"	2015	1666.094
"A58132606"	2010	1666.311
"A29018207"	2017	1666.398
"B78496759"	2016	1666.738
"A28040418"	2009	1666.804
"A12524278"	2009	1666.92
"B15017908"	2007	1667.11
"A08238578"	2012	1667.233
"A08612061"	2010	1667.295
"A28900975"	2016	1668.269
"A36603421"	2009	1668.584
"B46054508"	2016	1668.847
"A35101732"	2007	1669
"B46140885"	2012	1669.054
"B33607649"	2012	1669.272
"B03087293"	2014	1669.348
"A08075293"	2011	1670.298
"A33609587"	2016	1670.505
"A48084909"	2010	1671.099
"A14022099"	2017	1671.4
"A36036739"	2016	1672.197
"A07051253"	2015	1672.287
"A08560484"	2012	1672.463
"A20017604"	2008	1673.29
"A17013657"	2013	1673.372
"A20029104"	2011	1673.656
"A08766099"	2008	1674.14
"B22004113"	2008	1674.764
"A25007105"	2011	1675.051
"A28030062"	2012	1675.417
"A48062418"	2008	1675.829
"A14000533"	2009	1676.044
"A29050572"	2009	1676.058
"B82435371"	2009	1676.07
"A07919087"	2008	1676.159
"A46016374"	2010	1676.336
"A46463311"	2017	1677.068
"B36009942"	2010	1677.152
"A30012041"	2011	1677.304
"A48050124"	2010	1677.306
"A28074078"	2017	1677.781
"A48093868"	2008	1677.986
"B28403194"	2011	1678
"A12050324"	2012	1678.524
"A28245355"	2013	1678.845
"B28569127"	2010	1679.826
"B35504059"	2011	1680
"A12017919"	2007	1680.38
"A46105532"	2014	1680.741
"A43016757"	2009	1680.943
"A26297663"	2013	1681.301
"A30022909"	2010	1681.584
"B31072705"	2013	1681.649
"A41035742"	2007	1682.082
"A23010705"	2008	1682.673
"B92091404"	2015	1683.496
"A84534874"	2013	1683.819
"A08128035"	2008	1683.84
"B28337731"	2012	1683.969
"A36603421"	2016	1684.169
"B28623213"	2010	1684.575
"A78428596"	2009	1684.711
"B84654201"	2017	1684.746
"A25020629"	2016	1684.779
"A33618257"	2017	1684.885
"A41057209"	2010	1684.962
"A28148898"	2016	1685
"B45007671"	2012	1685.882
"A43016757"	2012	1686.541
"B35065788"	2010	1686.619
"A03088580"	2011	1686.911
"B36009942"	2012	1688.04
"A08304628"	2011	1688.119
"A46151973"	2007	1688.434
"B29901469"	2012	1688.654
"A14026199"	2010	1688.745
"A28552149"	2013	1689.208
"A08384638"	2012	1689.798
"B04001848"	2015	1689.853
"A35091057"	2015	1691.505
"A38225041"	2013	1692.252
"A79047916"	2012	1692.272
"A32006413"	2007	1692.44
"A16009870"	2011	1692.673
"A35091057"	2014	1692.816
"A28106003"	2010	1693
"A28167567"	2012	1693.286
"A20024568"	2016	1693.922
"B28403194"	2013	1694
"A50036037"	2015	1695.244
"A08514986"	2015	1695.309
"A96862933"	2009	1695.408
"A36614691"	2007	1696.141
"A29350139"	2007	1697.72
"A08396830"	2015	1697.988
"B97751978"	2017	1698.776
"A41014986"	2010	1699.879
"A28228690"	2014	1700.241
"A46131769"	2017	1700.355
"A46035770"	2017	1700.898
"A20020277"	2008	1701.026
"B96324983"	2009	1701.123
"A58907015"	2010	1701.389
"A28085520"	2010	1701.424
"A41017161"	2009	1701.551
"A17023813"	2012	1701.677
"A36006021"	2011	1701.849
"B29901469"	2010	1701.885
"A28410850"	2010	1701.958
"A41057209"	2011	1702.02
"A08560179"	2012	1702.251
"A46021804"	2012	1702.324
"A34169144"	2014	1702.482
"A79047916"	2011	1702.796
"A12524278"	2013	1702.981
"A50017334"	2016	1703.162
"A28313351"	2016	1703.228
"A01014794"	2007	1703.846
"A46169082"	2016	1703.887
"A30016182"	2015	1704.136
"A39027917"	2008	1704.16
"A08126492"	2007	1704.687
"B35011675"	2014	1704.783
"A10010445"	2015	1705.371
"B03100831"	2013	1706.026
"A28889939"	2013	1706.373
"A14020713"	2007	1706.387
"A08290975"	2016	1706.819
"B36606853"	2015	1707.085
"A33604406"	2013	1707.458
"A03028552"	2013	1707.644
"B24013799"	2013	1707.661
"A28562908"	2017	1707.987
"B08156036"	2007	1708.25
"B30604565"	2017	1708.259
"A31501901"	2017	1708.303
"A18024919"	2015	1708.384
"A08193591"	2016	1708.456
"A33618257"	2009	1708.458
"A35144989"	2007	1709.267
"A30041883"	2012	1709.311
"A20012498"	2012	1709.331
"A46134250"	2013	1710.951
"A28002640"	2017	1711.016
"A08225278"	2010	1711.89
"A12007555"	2017	1712.186
"A17023813"	2011	1712.536
"A12012340"	2009	1713.268
"A38014114"	2015	1713.339
"A12524278"	2011	1713.706
"A28132959"	2010	1713.747
"A96862933"	2017	1713.887
"A48047377"	2014	1714.305
"A08612061"	2014	1714.675
"A26013714"	2007	1715.13
"A08575672"	2007	1715.478
"A28054211"	2011	1716.068
"A03028552"	2012	1716.313
"A29507456"	2009	1716.864
"A39027917"	2007	1717.04
"A33373622"	2013	1717.152
"A28070167"	2012	1717.189
"A07021256"	2009	1717.416
"A38010997"	2010	1717.634
"A41084740"	2009	1717.696
"A28889939"	2012	1717.806
"A41084740"	2007	1717.98
"A39000849"	2009	1718.187
"B31064082"	2015	1718.507
"A29003423"	2014	1719.074
"A28228690"	2013	1719.148
"B28113991"	2013	1719.553
"A12016549"	2015	1720.138
"A08063372"	2011	1720.198
"B46045993"	2010	1720.469
"A15010564"	2010	1721.09
"A96945530"	2016	1721.163
"A13002134"	2011	1721.45
"A28228690"	2008	1721.78
"B31083199"	2014	1722.141
"A33018425"	2015	1722.535
"A03032653"	2016	1722.839
"B11469491"	2016	1723.061
"A20047726"	2011	1723.062
"A08093015"	2009	1723.219
"A17006479"	2011	1723.452
"B19179662"	2012	1723.488
"B38008983"	2012	1723.761
"A08061590"	2014	1723.89
"A28427516"	2014	1724.462
"A03047628"	2015	1724.869
"A29016003"	2007	1725.09
"B35018332"	2009	1725.153
"A20036083"	2012	1726.227
"A81864498"	2014	1726.509
"A03027919"	2007	1726.837
"A33606682"	2017	1726.898
"A30033898"	2013	1727.047
"A30013791"	2009	1727.136
"B83782169"	2015	1727.257
"A06163851"	2016	1727.898
"A41001439"	2012	1728.021
"A41022609"	2015	1728.032
"A47009196"	2017	1728.133
"A46047965"	2016	1728.554
"B27011477"	2017	1728.97
"A28211092"	2007	1729.218
"A03402468"	2010	1729.231
"A08639643"	2013	1729.584
"B27011477"	2016	1729.774
"A28034031"	2010	1729.881
"B45018017"	2007	1730.063
"A96862933"	2010	1730.879
"A28228690"	2009	1731
"A08138042"	2013	1732.166
"A08572729"	2014	1732.755
"A41053927"	2009	1733.699
"A50017334"	2013	1734.01
"A81933772"	2008	1734.305
"A80245129"	2008	1734.83
"A03062619"	2010	1734.885
"A08677700"	2015	1734.959
"B95087482"	2012	1735
"A07326473"	2009	1735.049
"A01019702"	2017	1735.099
"B83654426"	2011	1735.639
"A33373622"	2012	1735.858
"F43393065"	2009	1736.051
"A03028461"	2008	1736.898
"A60531688"	2010	1737
"A08016255"	2016	1737
"B03072576"	2016	1737.408
"A17023813"	2014	1737.804
"A06003800"	2015	1737.876
"A43037191"	2011	1737.896
"B10005932"	2008	1738.196
"A28138386"	2009	1738.735
"A20074167"	2012	1739.826
"A29056769"	2016	1739.946
"A30014211"	2013	1740.077
"A08193591"	2017	1740.242
"A08436214"	2011	1740.354
"B30604565"	2007	1740.544
"A17021460"	2011	1741.622
"B31078058"	2016	1741.787
"A28137255"	2013	1741.965
"A08029951"	2010	1742.348
"A01014794"	2008	1742.437
"A08493306"	2014	1742.629
"A28074078"	2015	1742.76
"A79259388"	2010	1742.829
"B31065212"	2017	1742.84
"B39026604"	2015	1743
"A17055153"	2007	1743.29
"A50038959"	2016	1743.485
"B12029153"	2011	1743.636
"A08397465"	2010	1743.734
"B46160842"	2012	1743.927
"B12029153"	2012	1744.461
"B46131371"	2012	1744.725
"A15169535"	2012	1744.899
"A28211092"	2014	1745.036
"A61401857"	2016	1745.772
"A62400718"	2012	1746.06
"A12461802"	2011	1746.204
"A08290405"	2012	1746.488
"A28145191"	2016	1746.505
"A28085520"	2009	1746.621
"A59954487"	2009	1747.25
"A59119917"	2012	1747.359
"B92091404"	2012	1747.585
"A35098482"	2013	1747.74
"A80762602"	2009	1748.509
"A33025701"	2014	1748.594
"B46020541"	2015	1748.808
"A39000849"	2010	1750.642
"A08199168"	2017	1751.175
"B04018495"	2016	1751.419
"A46126686"	2015	1751.499
"A38027637"	2008	1751.921
"A33373622"	2009	1752.684
"B18012831"	2014	1752.808
"A38027637"	2012	1753.008
"B28307536"	2011	1753.283
"A41089368"	2011	1753.316
"B83541912"	2015	1753.441
"A36226645"	2010	1753.682
"A41061318"	2007	1755.063
"B07029465"	2009	1755.237
"A43015338"	2007	1755.282
"A29018207"	2014	1755.407
"A28842003"	2007	1756.142
"A08203887"	2008	1756.29
"A23022874"	2010	1757.038
"A39007729"	2012	1757.16
"B28028348"	2007	1757.605
"A29076270"	2013	1757.715
"A45010543"	2014	1758.261
"A28475770"	2008	1758.376
"A79259388"	2016	1758.679
"A35735083"	2017	1758.799
"B46090791"	2010	1759.253
"A61587358"	2012	1759.53
"A03063583"	2008	1760.015
"B38318572"	2008	1760.045
"A03021409"	2008	1760.144
"A50040013"	2009	1760.272
"B30037204"	2008	1760.63
"A12027488"	2011	1761.312
"B28361350"	2014	1762.801
"B17023995"	2016	1763
"A28054211"	2010	1764.003
"A41061318"	2009	1764.432
"A08489007"	2012	1765.325
"A28615581"	2014	1766.281
"B03100831"	2015	1766.495
"A08934168"	2013	1767
"A28523470"	2013	1767.3
"A30016687"	2011	1767.63
"A33025719"	2015	1769.584
"A20028676"	2012	1769.626
"A08667016"	2012	1769.824
"A47022058"	2010	1770.413
"A08477663"	2012	1771.389
"A28827335"	2016	1771.802
"A42004598"	2007	1772.721
"A35009992"	2015	1772.862
"B27007897"	2009	1772.979
"B12536934"	2008	1773.091
"A08199168"	2014	1773.547
"A03057221"	2017	1773.629
"A46002069"	2011	1774.409
"B03044641"	2009	1774.608
"B12029153"	2007	1774.66
"A03047628"	2017	1775.208
"B20193017"	2009	1775.255
"A28190973"	2015	1775.387
"A08703803"	2015	1775.428
"A31096233"	2010	1775.455
"B12536934"	2007	1775.83
"B36007904"	2008	1775.835
"B83045674"	2011	1776.196
"A28030062"	2011	1776.399
"B43587120"	2013	1776.656
"A28889939"	2016	1776.733
"A41084740"	2015	1776.943
"F04030672"	2008	1776.991
"A08200313"	2010	1777
"A01005594"	2007	1777.023
"A33618257"	2013	1777.043
"A31189350"	2010	1777.524
"B35005891"	2007	1777.814
"A03024809"	2017	1777.84
"A46038519"	2011	1778.188
"B04018495"	2017	1778.258
"A41461856"	2014	1779.096
"A31072325"	2010	1779.11
"A01035807"	2007	1779.29
"A43020759"	2014	1779.882
"A28283794"	2008	1780
"A08200313"	2011	1780
"A80433519"	2013	1780.212
"A31037294"	2012	1781.145
"A30036438"	2008	1781.612
"A80652423"	2011	1781.629
"A08197022"	2013	1783.237
"A36008886"	2013	1783.336
"A28172476"	2012	1783.79
"A08560179"	2009	1783.895
"A29056769"	2008	1784.257
"A79259362"	2008	1784.662
"B50067586"	2010	1784.734
"B03072576"	2017	1785.557
"A20806329"	2014	1785.625
"B28557064"	2013	1785.641
"A39005574"	2017	1785.734
"B36684157"	2011	1785.902
"A14025902"	2008	1786.109
"A28449569"	2010	1786.263
"A08766099"	2009	1786.371
"A28193209"	2015	1786.54
"A08934168"	2015	1787.229
"A15590904"	2013	1787.34
"A15007750"	2017	1787.437
"B82393778"	2008	1787.617
"B96683347"	2010	1788.048
"B08688301"	2009	1788.127
"A13006903"	2014	1788.157
"A08220428"	2016	1788.178
"A08148991"	2013	1788.185
"A83932475"	2014	1788.433
"B46155271"	2017	1789.051
"A13002134"	2016	1789.135
"A50040013"	2008	1789.833
"A30036438"	2007	1790.354
"A28577864"	2016	1790.753
"A08225278"	2014	1791.038
"A28187672"	2014	1791.375
"A28695856"	2007	1792.424
"B03091527"	2015	1794.28
"B03036712"	2007	1794.537
"A41027723"	2016	1794.545
"A46269155"	2015	1794.785
"A46078267"	2007	1795.438
"B58807645"	2014	1795.659
"A24014227"	2012	1796.915
"A46068284"	2011	1797
"A28101020"	2011	1797.112
"A25007105"	2014	1797.828
"B95087482"	2016	1798
"A08606378"	2007	1798.044
"A08301475"	2014	1798.055
"A28080489"	2010	1798.335
"A26011841"	2015	1798.626
"A28617801"	2014	1798.987
"A28034031"	2009	1800.205
"A28051597"	2011	1800.23
"B38366225"	2008	1800.491
"A78400603"	2009	1801.263
"A33025974"	2013	1801.884
"B62236781"	2012	1802.2
"A26013714"	2016	1802.312
"A46070777"	2009	1802.43
"A36036739"	2008	1802.617
"A28023422"	2012	1802.801
"A33608563"	2014	1802.91
"A78320736"	2015	1803
"A96862933"	2011	1803.027
"V83443390"	2017	1804.133
"A33025719"	2017	1804.21
"A28216992"	2016	1806.113
"B08190654"	2013	1806.865
"A08626103"	2015	1806.969
"B46045993"	2007	1806.981
"A41035742"	2013	1807.659
"A28475770"	2007	1808.169
"B41042995"	2016	1808.187
"B38071155"	2011	1808.211
