nif	year	ffpp
"A08508418"	2014	6290.897
"A08560179"	2016	6294.983
"A13002134"	2008	6295.389
"B46173423"	2012	6295.513
"A08244220"	2016	6295.778
"A53242152"	2010	6296.439
"B47364872"	2015	6299.645
"B91235622"	2009	6300.58
"A78428596"	2010	6300.775
"A78526811"	2013	6301.385
"A08093015"	2009	6301.493
"A28375467"	2010	6301.696
"B28557064"	2008	6303.553
"A59202853"	2015	6303.89
"A50030543"	2017	6304.243
"A60016037"	2016	6304.347
"A20005351"	2014	6304.485
"V41812744"	2014	6304.884
"A08375545"	2016	6305.981
"B28623213"	2013	6305.99
"A08105256"	2013	6307.413
"B38008983"	2009	6308.39
"B46045993"	2015	6308.982
"A28070167"	2009	6310.244
"B45011269"	2013	6310.399
"A41055377"	2016	6310.733
"A46038519"	2008	6312.778
"B28623213"	2016	6313.052
"B35054006"	2009	6313.268
"A28400323"	2015	6313.982
"A50034024"	2010	6314.12
"B46071080"	2015	6314.604
"A12006227"	2012	6316.165
"A48059950"	2017	6316.653
"A19163682"	2017	6317
"A41088493"	2013	6317.591
"A28556504"	2013	6318.594
"B08463424"	2015	6318.62
"A08098576"	2015	6318.656
"B61395497"	2016	6318.728
"A12017760"	2015	6318.806
"A01012103"	2007	6320.166
"A61427183"	2010	6320.337
"A28604882"	2016	6321.243
"A20574372"	2007	6321.42
"A28134534"	2007	6322.229
"A07051253"	2015	6322.347
"A08363640"	2012	6322.789
"A29035896"	2011	6323.032
"A41050980"	2011	6323.429
"A96862933"	2016	6324.901
"A36201259"	2012	6325.422
"A20036083"	2008	6327.1
"B47364872"	2013	6327.239
"A78905908"	2016	6327.297
"A08273898"	2012	6328.136
"A26004978"	2013	6328.183
"A08121089"	2013	6328.547
"A08584062"	2013	6328.864
"B01267277"	2009	6329.476
"A30013247"	2009	6329.707
"A29033420"	2017	6329.87
"A12105029"	2008	6330.49
"A17045972"	2014	6330.538
"A09010661"	2012	6331.436
"B39026604"	2012	6333.128
"A01006659"	2014	6333.356
"A08203226"	2017	6333.797
"B50047091"	2013	6333.93
"A48080683"	2013	6334.261
"A08510364"	2016	6334.305
"A30112221"	2017	6334.629
"A59119917"	2009	6334.984
"A06141345"	2016	6335.577
"A31018799"	2015	6336.373
"A28249993"	2014	6336.535
"B35665991"	2013	6337.575
"A46066791"	2012	6338
"A08562431"	2015	6338.12
"A08334906"	2014	6338.167
"A08667016"	2011	6338.234
"A24020562"	2013	6338.258
"A57082570"	2011	6338.318
"B01267277"	2010	6338.401
"B36880003"	2010	6338.692
"A28245355"	2016	6340.378
"A46005484"	2014	6340.511
"A46146551"	2009	6340.521
"A78521168"	2013	6341.945
"A28012656"	2009	6342.99
"A46169082"	2015	6343.007
"A39030200"	2010	6343.316
"A28729424"	2015	6344.396
"B29901469"	2009	6345.43
"B35011675"	2007	6346.66
"A31003247"	2014	6347.229
"B28205532"	2007	6348.072
"A03017308"	2007	6348.23
"A41069352"	2012	6348.397
"A28518041"	2015	6348.855
"A50029065"	2017	6349.442
"A36008886"	2011	6349.749
"A30014211"	2007	6350.784
"A08220428"	2010	6351.401
"B61395497"	2017	6351.78
"B46173423"	2009	6351.822
"B39021217"	2008	6352.626
"B37015526"	2016	6353.476
"A15169535"	2009	6353.983
"B01376615"	2014	6355.02
"A08413403"	2016	6356.234
"B31049273"	2015	6357.624
"A12006227"	2014	6359.146
"B38238788"	2013	6359.571
"A25007105"	2009	6360.165
"A17048349"	2016	6360.737
"A08409948"	2011	6360.798
"A83741967"	2016	6361.535
"A08244220"	2011	6362.076
"B78459815"	2016	6362.199
"A31068927"	2013	6362.775
"A45010204"	2013	6363.378
"A12405577"	2012	6363.977
"A36611903"	2011	6366.063
"A48057467"	2008	6366.586
"B38008983"	2007	6366.996
"A08066300"	2013	6368.035
"A47024393"	2011	6368.504
"A03028461"	2016	6369.961
"B46173423"	2013	6370.585
"B15027170"	2016	6370.754
"A28475770"	2010	6371.538
"A28379816"	2010	6372.455
"A14030027"	2011	6373.24
"A45002839"	2009	6373.596
"A57082570"	2012	6374.493
"A08244220"	2012	6374.865
"A11682507"	2015	6375.058
"A08372351"	2015	6375.16
"A46463311"	2010	6375.96
"A12016143"	2007	6376.155
"A08042764"	2011	6376.309
"A50052489"	2007	6376.79
"A39000690"	2015	6377.1
"V41812744"	2015	6377.257
"A79492104"	2012	6377.584
"A20012498"	2010	6379.209
"A46463311"	2014	6379.505
"A96569207"	2013	6380.309
"A38371159"	2007	6380.43
"A06388052"	2012	6383.508
"B03036340"	2012	6383.79
"A07265465"	2015	6384.457
"A28712479"	2008	6384.987
"B30044440"	2008	6385.087
"A30022958"	2017	6386.065
"B30009039"	2016	6386.422
"B08367948"	2008	6386.48
"A28987196"	2013	6386.57
"A31018187"	2015	6386.734
"A43020486"	2012	6386.751
"A78905908"	2017	6386.995
"A50040013"	2012	6387.142
"A08132656"	2007	6387.729
"B15004849"	2008	6388.916
"B03044641"	2008	6388.978
"A12012340"	2010	6390.358
"A48033526"	2015	6390.627
"A08228124"	2014	6391
"B39026604"	2016	6392
"B46173423"	2008	6392.377
"A80352420"	2010	6392.553
"A36643450"	2011	6392.841
"A08360844"	2015	6393.144
"A01008069"	2010	6393.219
"A96569207"	2012	6393.634
"A36226645"	2007	6395.506
"A14336143"	2015	6396
"B20055703"	2015	6396.36
"A01008069"	2007	6396.729
"A96862933"	2017	6397.105
"A08193591"	2012	6397.8
"A08404253"	2017	6399.509
"A01006659"	2010	6399.611
"B81009151"	2010	6400.52
"B61567970"	2016	6401.22
"A78343977"	2008	6402.276
"A61427183"	2011	6403.093
"A46045936"	2016	6403.284
"A46115101"	2009	6403.291
"A79047916"	2007	6403.53
"A25020629"	2014	6403.962
"A28029122"	2016	6404.008
"A28412724"	2013	6404.064
"A35091057"	2010	6404.48
"B12462560"	2014	6405.06
"A38019543"	2013	6405.867
"B61567970"	2014	6406.957
"B08988149"	2017	6407.703
"B46164679"	2016	6408.94
"A28649879"	2016	6409.996
"B33614033"	2011	6412.233
"A08081986"	2014	6412.525
"B17593633"	2008	6412.533
"A20074167"	2015	6412.852
"B92217975"	2014	6413.51
"A08436214"	2010	6413.535
"A03062619"	2011	6414.6
"A26022657"	2009	6414.861
"A46104485"	2017	6415.301
"B38017554"	2007	6415.779
"A03021276"	2010	6416.316
"A23022783"	2009	6416.41
"B08190654"	2011	6416.987
"A28801942"	2015	6417.218
"A37021631"	2012	6417.816
"A36614691"	2014	6418.465
"A12105029"	2007	6419.255
"B43579424"	2010	6419.949
"A31096233"	2013	6420.846
"A31018799"	2017	6421.735
"A28416089"	2009	6421.863
"A31449002"	2012	6423.473
"A31037294"	2010	6423.785
"A28642122"	2007	6424.32
"V41812744"	2013	6424.418
"A29049509"	2014	6424.615
"A28684512"	2009	6424.988
"B30606099"	2015	6425.662
"B31089071"	2010	6425.664
"A08213936"	2015	6425.718
"A24010381"	2014	6426.021
"A33036906"	2017	6426.401
"A08363640"	2013	6426.668
"A96646880"	2012	6428.422
"A48059950"	2015	6428.625
"A09022963"	2009	6428.654
"A08675522"	2012	6428.76
"B33614033"	2014	6429.71
"A28435931"	2013	6430.031
"A07026701"	2009	6431.854
"A39030812"	2016	6431.885
"A47022058"	2011	6431.906
"A09010661"	2007	6432.711
"A14336143"	2012	6433.297
"B35388867"	2013	6433.444
"A10010445"	2013	6434.47
"B28170215"	2017	6434.866
"A79259362"	2010	6435.681
"B02011641"	2013	6435.794
"A09010661"	2008	6436.272
"B60544046"	2015	6436.48
"A08105371"	2017	6436.617
"B08195653"	2007	6437.015
"A36060754"	2014	6437.226
"B01013507"	2009	6437.975
"A12083002"	2007	6439.27
"A08145385"	2012	6439.376
"A45007614"	2017	6439.67
"A83741967"	2017	6439.785
"A17018276"	2007	6439.887
"B84150994"	2014	6441
"B45006616"	2007	6441.31
"A80359730"	2016	6443.192
"A08220428"	2011	6444.273
"A38371159"	2009	6444.592
"A01006659"	2012	6444.694
"A08141038"	2008	6445.105
"A43020759"	2012	6445.294
"A07024896"	2014	6445.522
"A38020525"	2008	6446.694
"A38003133"	2008	6446.914
"A08244220"	2013	6447.424
"A15020795"	2015	6450.648
"B08216202"	2013	6451.289
"B96324983"	2008	6452.375
"B81864894"	2016	6453
"A28487601"	2013	6455.612
"B28270411"	2015	6455.88
"A01014794"	2017	6455.987
"A28253656"	2007	6456.32
"A01167204"	2013	6456.495
"A28518041"	2016	6456.52
"A17045204"	2011	6456.533
"A28029122"	2015	6457.046
"A08221582"	2013	6457.505
"A48080683"	2008	6458.058
"B29014826"	2017	6459.025
"B08367948"	2007	6459.52
"A39023759"	2012	6459.919
"A25026733"	2011	6460.984
"B37015526"	2017	6461.278
"A01167204"	2014	6461.292
"A17041708"	2011	6462.089
"A28368603"	2012	6462.774
"A08102410"	2017	6463.114
"A30418255"	2015	6463.81
"A28586592"	2008	6465.8
"B43579424"	2009	6467.239
"A12007555"	2016	6467.571
"B62263272"	2007	6467.847
"B46173423"	2014	6469.704
"A28295806"	2011	6470.074
"A46146551"	2007	6470.913
"A39022124"	2014	6471.013
"B45011269"	2014	6471.308
"B45011269"	2015	6471.568
"A08934168"	2013	6472
"A11605409"	2016	6472.806
"B28084168"	2012	6473
"A78100609"	2011	6474.112
"A20032264"	2011	6475.116
"A43035542"	2017	6476.517
"A24004103"	2016	6477.996
"A17039140"	2017	6478.083
"A20055380"	2011	6479.557
"A46169082"	2014	6479.873
"B84309616"	2012	6480.326
"A46105508"	2007	6481.004
"A03099405"	2012	6481.637
"A81931214"	2008	6481.856
"A17048349"	2014	6482.306
"B22003099"	2013	6482.973
"A29049509"	2016	6483.888
"A17004763"	2010	6484.165
"B39446315"	2015	6484.285
"B12014692"	2015	6484.897
"A08373102"	2007	6485.297
"A45011103"	2007	6486.92
"A26015503"	2014	6487.504
"B38001905"	2016	6488.159
"A30418255"	2016	6489.742
"A14025902"	2008	6490.426
"A48050439"	2011	6490.592
"A58393778"	2011	6491.299
"A78879079"	2009	6492.286
"A60016037"	2017	6493.082
"A35026590"	2010	6494.08
"A08445983"	2008	6494.306
"A30013247"	2010	6495.132
"A46087565"	2014	6495.668
"A28249993"	2015	6496.503
"A07061161"	2014	6496.675
"A28034031"	2013	6497.236
"A35144989"	2007	6497.382
"A08081986"	2016	6497.391
"A39013867"	2010	6497.73
"A79290565"	2016	6497.843
"A36611903"	2010	6498.485
"A43035401"	2013	6498.584
"A28695021"	2009	6499.008
"B81542813"	2017	6499.212
"B28934081"	2011	6499.753
"A36006021"	2012	6500.773
"B03036340"	2013	6501.677
"B28044204"	2009	6502.697
"A26015503"	2016	6503.412
"A12017760"	2012	6503.424
"A12050324"	2007	6506.06
"B03036340"	2014	6506.453
"A28295806"	2009	6506.63
"A28505345"	2015	6506.671
"B61567970"	2013	6507.093
"B01013507"	2008	6507.27
"B39026604"	2013	6507.427
"A03197308"	2016	6509.673
"B22003099"	2012	6511.512
"B43029305"	2011	6512.031
"A08651762"	2016	6512.124
"B21015474"	2015	6512.135
"B48074306"	2011	6512.722
"B31089071"	2011	6512.751
"B01013507"	2010	6513.919
"A40006371"	2011	6515
"A48033526"	2016	6515.439
"A28101020"	2007	6515.67
"A20008579"	2012	6517.755
"A20574380"	2009	6519.953
"A46146551"	2013	6520.135
"A12512497"	2009	6520.797
"A03028552"	2012	6520.849
"B46023677"	2014	6521.845
"A48033526"	2010	6522.326
"B08190654"	2012	6522.796
"A08565285"	2014	6522.896
"B29682135"	2012	6525.842
"A17041708"	2010	6526.515
"A23022783"	2011	6527.315
"A24022196"	2010	6528.297
"A08533945"	2011	6531.48
"A46226122"	2010	6531.652
"A46332995"	2013	6531.754
"A15000227"	2007	6531.983
"A26000174"	2007	6532.43
"B60544046"	2017	6532.587
"A08081986"	2015	6532.674
"A50029065"	2013	6535.093
"A81200511"	2011	6535.361
"A28645000"	2008	6536.744
"A30418255"	2017	6536.915
"A07016991"	2007	6536.92
"A58294166"	2017	6538.106
"A28106003"	2012	6538.14
"A04017497"	2015	6538.41
"B47011374"	2016	6540.272
"A03032653"	2012	6540.559
"A44003663"	2010	6540.855
"A15012305"	2016	6541.137
"A17041708"	2012	6541.695
"B38017067"	2012	6541.836
"A08222465"	2008	6542.385
"A08203226"	2016	6542.499
"B31039530"	2013	6543.943
"A48081061"	2009	6544.489
"A08560179"	2014	6544.576
"A08097438"	2016	6544.915
"A50011980"	2007	6545.175
"B46090791"	2009	6545.265
"A28559474"	2013	6545.395
"A46023255"	2016	6546.588
"A08280323"	2015	6546.759
"A28229409"	2011	6546.809
"A28749976"	2009	6546.967
"B15027170"	2017	6547.902
"A41050535"	2017	6548.086
"A03099405"	2014	6548.623
"A08514028"	2012	6548.757
"B08463424"	2011	6548.924
"B11415387"	2016	6548.969
"A08186215"	2017	6548.991
"A28485571"	2009	6551.257
"A01000249"	2008	6552.756
"A08026635"	2016	6552.988
"A18020271"	2013	6554.377
"A81410227"	2011	6554.384
"B12029153"	2010	6554.913
"B37020179"	2009	6554.95
"B30603229"	2010	6555.259
"B45018017"	2016	6556.33
"A48064521"	2016	6557.106
"A17041708"	2013	6558.096
"B12462560"	2015	6558.226
"A28586592"	2009	6560.713
"B28623213"	2014	6560.881
"A31072325"	2009	6561.191
"A48006423"	2016	6562.433
"A95444519"	2016	6562.728
"A30041719"	2011	6562.803
"A50038959"	2017	6563.589
"B30000574"	2011	6564.871
"A08630063"	2013	6565.243
"A08181067"	2014	6565.67
"A03003530"	2007	6566.291
"B28044204"	2008	6566.725
"A38000485"	2013	6567
"B20062295"	2012	6567.61
"A08193591"	2017	6570.749
"A01006659"	2011	6571.248
"A37021631"	2013	6571.967
"A28012656"	2007	6572.024
"B38008983"	2008	6572.626
"A31018799"	2016	6573.542
"A38020905"	2008	6574.134
"B28059012"	2009	6574.675
"B35031665"	2017	6575.138
"A08220428"	2012	6575.171
"B27007897"	2013	6575.236
"A48033526"	2017	6575.239
"A03028461"	2017	6575.934
"A33025719"	2009	6576.703
"A96646880"	2010	6576.832
"A08259046"	2017	6577.426
"A81722712"	2007	6577.703
"A08005761"	2007	6577.87
"A20031126"	2010	6579.801
"A26004754"	2014	6579.979
"A35005743"	2008	6581.672
"A41002544"	2014	6581.782
"A46087565"	2015	6582.042
"A08560179"	2017	6583.055
"A35031343"	2010	6583.174
"A08203226"	2015	6583.186
"B48124275"	2007	6583.44
"A78343977"	2007	6584.24
"A38000485"	2014	6584.9
"B23014848"	2013	6584.959
"A07051253"	2017	6585.037
"B17593633"	2009	6585.17
"B46084695"	2010	6585.834
"A48093538"	2014	6586.611
"A30012645"	2012	6587.038
"A08425902"	2017	6587.18
"A28357903"	2015	6587.808
"B60552619"	2017	6588.018
"B83393223"	2009	6588.097
"B83393223"	2010	6588.097
"A92153527"	2014	6589.032
"A33614082"	2012	6589.329
"A96569207"	2015	6590.366
"B83393223"	2011	6590.715
"B83393223"	2012	6590.715
"A46002069"	2013	6591.223
"A08612061"	2009	6591.449
"B82612896"	2012	6592.562
"A58494048"	2008	6592.981
"A31194905"	2010	6593
"B47011374"	2015	6593.019
"A41022609"	2015	6594.789
"A20024568"	2015	6594.92
"B82274135"	2016	6596.087
"A15018146"	2014	6597.549
"A29049509"	2017	6597.859
"B28044204"	2007	6597.932
"A31449002"	2013	6598.262
"A28458826"	2016	6598.355
"A20056248"	2017	6600.042
"B03036712"	2007	6600.51
"A45011103"	2009	6600.92
"A44003663"	2011	6602.06
"A41027723"	2009	6602.312
"A46066791"	2013	6603
"B35388867"	2014	6603.343
"A28487601"	2017	6603.596
"B62263272"	2009	6603.746
"A38371159"	2010	6604.992
"B61567970"	2015	6605
"A36611903"	2009	6605.933
"A39030812"	2017	6606.174
"A28138386"	2011	6606.187
"A08222465"	2009	6607.376
"A48033526"	2012	6607.905
"A47017728"	2013	6607.92
"B38380473"	2013	6607.966
"A01035807"	2008	6608
"A39012638"	2007	6608.535
"B20062295"	2013	6609.315
"B36009942"	2014	6609.49
"A80959612"	2008	6610
"B39446315"	2010	6610.048
"B46023677"	2015	6610.17
"A17001322"	2008	6610.637
"A01035807"	2013	6611
"B28240075"	2013	6611.498
"A15033699"	2011	6611.91
"A36600500"	2012	6611.972
"A28399434"	2009	6612.369
"A11902814"	2014	6612.515
"A28024172"	2009	6614.098
"B31784895"	2017	6614.364
"B61567970"	2017	6614.722
"A09010661"	2011	6616.724
"A41069352"	2017	6619.909
"A28012656"	2010	6620.757
"A46111654"	2009	6621.633
"A08221582"	2017	6621.806
"A08189359"	2013	6622.974
"B20013983"	2011	6623.841
"A30036933"	2014	6623.897
"B03072576"	2014	6626.024
"A07016991"	2008	6628
"A08257214"	2014	6628.382
"A08222465"	2010	6630.635
"A37021631"	2014	6630.864
"B38005377"	2010	6630.973
"A28586592"	2011	6631.712
"A36600500"	2013	6632.21
"A08121089"	2014	6633.448
"A08562910"	2012	6633.553
"A41069352"	2013	6634.197
"B41063355"	2007	6634.223
"A36603421"	2008	6634.375
"B24013799"	2012	6634.543
"A81896375"	2008	6634.635
"A28518041"	2014	6635.25
"A81200511"	2015	6636.838
"B12002457"	2011	6638.743
"A31031545"	2007	6638.988
"A08193591"	2014	6639.105
"A08522971"	2007	6639.42
"A32007817"	2012	6639.532
"A08026197"	2016	6640
"B31089071"	2012	6641.084
"B17016569"	2012	6641.156
"A28617801"	2007	6641.887
"A39007729"	2010	6642.35
"A08436214"	2011	6642.353
"A81864498"	2010	6642.531
"B82175001"	2008	6643.576
"A15012305"	2012	6643.887
"A50047505"	2013	6644.231
"B27013713"	2009	6645.502
"A08021768"	2014	6645.976
"A08372351"	2016	6646.251
"A08651762"	2014	6649.661
"A03003530"	2015	6650.361
"A48057467"	2009	6650.732
"A33606534"	2013	6650.87
"B15862667"	2013	6652.836
"A15018146"	2015	6653.46
"A48117881"	2013	6653.904
"B73070914"	2009	6653.949
"A33025974"	2013	6654.442
"A36121176"	2009	6654.75
"A08225278"	2007	6655.122
"B82175001"	2013	6656.332
"A07051253"	2016	6656.679
"A53817359"	2016	6657.157
"A03001948"	2017	6658.489
"A24004103"	2014	6658.538
"B30566194"	2015	6660.939
"B30034573"	2015	6661.144
"A08202582"	2009	6662.032
"A08220428"	2013	6665.602
"A45011103"	2010	6666.23
"A46087565"	2017	6666.301
"A17051152"	2015	6667.42
"A08066300"	2014	6667.652
"A31096233"	2014	6671.803
"A28523470"	2008	6672.011
"A08203226"	2014	6672.712
"A41088493"	2016	6673.306
"A26004754"	2015	6673.321
"A14009823"	2008	6674.45
"A04017497"	2016	6674.6
"A08436214"	2012	6674.677
"A30016687"	2012	6674.776
"A24004103"	2015	6674.818
"B03028784"	2007	6675.864
"B11415387"	2017	6675.865
"B17593633"	2010	6676.424
"A08193591"	2015	6677.43
"A31003247"	2013	6678.398
"B46148797"	2009	6679.505
"A46044814"	2011	6679.78
"A04001897"	2010	6680.513
"A28518041"	2017	6680.731
"A12405577"	2013	6681.956
"A08193591"	2016	6683.076
"B35031665"	2011	6683.152
"A35569102"	2017	6683.23
"A28487601"	2014	6683.674
"A08397465"	2010	6684.446
"B59737882"	2017	6685.323
"A26013714"	2008	6686.21
"A20806329"	2012	6686.538
"B08961393"	2009	6687.09
"A81200511"	2016	6687.779
"A20574380"	2010	6688.655
"A61557641"	2012	6689.641
"A08280323"	2016	6690.06
"A48119622"	2012	6690.774
"A07016991"	2009	6690.82
"A28684512"	2014	6690.929
"A22001721"	2014	6691.377
"A31018187"	2014	6691.668
"A28013894"	2016	6693.112
"A41002544"	2015	6693.208
"A12015673"	2015	6693.364
"A59119917"	2010	6693.508
"B46114724"	2007	6694.728
"A06141345"	2014	6695.615
"A08514028"	2011	6695.623
"B28240075"	2014	6695.956
"A27007731"	2009	6696.019
"A28729424"	2016	6696.215
"A31018492"	2016	6696.711
"A08193591"	2013	6697.029
"A44003663"	2012	6697.834
"B03045507"	2016	6698.117
"A48080683"	2016	6698.167
"B28644441"	2017	6698.486
"A16010126"	2010	6698.512
"B47011374"	2008	6699.051
"A08409948"	2012	6699.508
"A08675522"	2013	6700.143
"B28059012"	2010	6700.427
"A78393840"	2008	6700.488
"A28523470"	2009	6700.583
"B79232096"	2014	6701.22
"A09010661"	2014	6701.256
"B17017237"	2017	6701.945
"A09010661"	2013	6703.496
"A28451649"	2009	6703.594
"A09010661"	2010	6704.613
"A48006423"	2013	6705.4
"B11009917"	2007	6705.68
"A08026635"	2017	6705.702
"A09010661"	2009	6706.165
"A03063583"	2017	6706.869
"A29033420"	2016	6706.928
"B19179662"	2011	6707.472
"A46075206"	2007	6709.378
"A47016944"	2013	6710.82
"A12017760"	2014	6711.311
"A48117881"	2014	6711.343
"A41069352"	2015	6714.247
"A80352420"	2011	6714.438
"A28167567"	2013	6716.757
"A17000993"	2010	6718.171
"A08222465"	2011	6719.349
"A08575672"	2007	6719.608
"A36603967"	2013	6719.831
"A08280240"	2010	6720.017
"A46131769"	2009	6720.44
"A08189359"	2015	6720.523
"A17001322"	2009	6720.611
"B38004966"	2009	6721.488
"A15013618"	2011	6721.826
"A26001867"	2016	6722.075
"B28623213"	2015	6722.558
"A41022609"	2016	6724.315
"A33606534"	2015	6724.822
"A08244220"	2014	6725.196
"A28375467"	2017	6726.771
"A41069352"	2016	6727.144
"A11902814"	2011	6727.63
"B46102364"	2007	6727.803
"B12014692"	2016	6728.361
"A08360844"	2016	6728.85
"A46146551"	2008	6730.415
"A81200511"	2017	6730.736
"A25010430"	2007	6732.208
"A12018354"	2010	6732.733
"B14008999"	2007	6732.824
"A08121089"	2016	6733.635
"A12017760"	2013	6735.649
"A07061161"	2015	6736.931
"A15018146"	2016	6737.481
"A50016930"	2011	6739.226
"B28341790"	2016	6739.513
"A43015338"	2008	6739.758
"B50030964"	2011	6739.763
"A28172476"	2017	6740.976
"A28172476"	2013	6741.336
"A30041834"	2010	6741.55
"A48064521"	2017	6741.77
"A31018492"	2015	6741.779
"A08626103"	2011	6743
"A11609682"	2007	6743.577
"B24399305"	2017	6744.025
"A81200511"	2012	6744.23
"A95444519"	2015	6744.325
"B32001687"	2010	6744.347
"A20053773"	2017	6745.669
"B33602707"	2017	6746.357
"A29056769"	2009	6746.716
"A08551061"	2012	6747.658
"A17011297"	2016	6748.09
"A08413403"	2017	6748.825
"A03028552"	2013	6749.543
"A41212572"	2013	6749.584
"A28051597"	2016	6750.311
"A08202582"	2008	6751.47
"B12019485"	2013	6752.449
"A46146551"	2010	6752.68
"A12405577"	2014	6753.025
"A41027723"	2010	6753.548
"B10010775"	2011	6754.566
"A35101732"	2017	6754.94
"A28649879"	2017	6755.254
"A01035807"	2011	6756
"A20056248"	2016	6757.634
"A46078267"	2009	6758.338
"A01035807"	2009	6760
"A38000485"	2011	6760
"B81760829"	2007	6760.04
"B08660409"	2017	6760.642
"A45011103"	2011	6761.481
"A28559474"	2014	6761.99
"A01000249"	2009	6762.021
"A28577864"	2009	6762.09
"B31784895"	2013	6762.234
"B35665991"	2012	6762.638
"A45013620"	2014	6762.963
"A08131153"	2008	6763.241
"A17009093"	2017	6763.365
"A61557641"	2016	6767.663
"B10010775"	2009	6768.533
"A08688095"	2011	6769.531
"A08121089"	2017	6770.243
"A24004103"	2013	6770.379
"A08005761"	2008	6771.53
"A39013867"	2011	6771.726
"B03078391"	2010	6771.816
"A41069352"	2014	6771.909
"A28352656"	2015	6772.173
"B08190654"	2013	6772.405
"A26004754"	2016	6773.345
"A08066300"	2016	6776.125
"A08425902"	2016	6776.486
"A08007056"	2013	6776.873
"A28253656"	2008	6777.04
"A45011103"	2012	6777.889
"A28375467"	2016	6778.417
"B35005040"	2011	6778.959
"A08145385"	2013	6779.279
"A45007614"	2015	6780.524
"A34009191"	2015	6780.909
"A08637829"	2013	6782.059
"A28054211"	2008	6782.26
"A48016794"	2009	6782.764
"A21007570"	2013	6783
"A53283511"	2015	6784.584
"A07026701"	2010	6785.665
"B41033143"	2015	6785.983
"A46005252"	2013	6786.049
"A11019767"	2011	6786.288
"A17039140"	2014	6786.359
"B36009942"	2015	6787.229
"B58222548"	2010	6787.403
"A26000174"	2008	6788.875
"A08560484"	2015	6789.182
"A28700383"	2012	6789.876
"A36643450"	2009	6790.902
"A08663098"	2016	6792.141
"A39020805"	2017	6793.036
"A40005514"	2009	6794.966
"A26004754"	2017	6795.426
"B33602707"	2015	6795.62
"B28692044"	2017	6797.205
"F10027423"	2009	6797.206
"B31065212"	2017	6800.882
"A17055153"	2014	6802.23
"B46054508"	2007	6802.737
"A01008069"	2011	6803.022
"A47017728"	2014	6803.047
"A08688095"	2010	6803.617
"B08292054"	2011	6804.299
"A08646200"	2009	6805.425
"A14009823"	2009	6805.744
"A08331472"	2010	6805.813
"A28435931"	2014	6805.979
"A79049797"	2009	6806.28
"A08220428"	2014	6808.455
"B40003550"	2012	6808.814
"A01007137"	2010	6809.913
"A15052376"	2008	6810.86
"A28889939"	2015	6811.233
"A46038519"	2009	6811.371
"A01035807"	2010	6812
"A08202582"	2007	6812.38
"A79290565"	2015	6812.671
"A01035807"	2012	6814
"A20024568"	2016	6815.014
"A48033526"	2013	6817.373
"A41088493"	2017	6817.71
"A48119622"	2013	6818.002
"A48064521"	2015	6818.578
"A08372351"	2017	6819.309
"A30005920"	2010	6820.31
"A28228690"	2010	6821.59
"A46115101"	2010	6822.294
"B60552619"	2012	6822.775
"A08042764"	2012	6823.162
"A15020795"	2012	6823.368
"A96569207"	2016	6825.123
"B12029153"	2011	6826.407
"A47024393"	2012	6826.522
"A26015503"	2015	6830.171
"A38024345"	2007	6830.742
"A17014523"	2012	6830.996
"A46139937"	2008	6833.561
"B63100150"	2012	6833.921
"B20055703"	2016	6834.944
"A28040418"	2009	6835.085
"A79259362"	2011	6835.995
"A41191313"	2011	6836.473
"A48119622"	2014	6836.911
"B03091527"	2008	6838.522
"A24007072"	2007	6838.74
"B28044204"	2012	6838.862
"A46134748"	2014	6839.086
"A50042027"	2007	6840.521
"B81542813"	2007	6842.3
"A38019543"	2010	6842.491
"A84039338"	2017	6842.614
"B50030964"	2012	6842.653
"A46134748"	2015	6843.894
"A07089592"	2008	6845.085
"A08139339"	2017	6845.383
"B10010775"	2010	6845.398
"A28306868"	2007	6846.82
"A20062915"	2012	6847.613
"A08288490"	2008	6847.724
"A41762386"	2012	6847.919
"A08115578"	2010	6849.067
"B03072576"	2015	6849.413
"B08136905"	2009	6850.056
"B38380473"	2014	6850.209
"A50052489"	2009	6850.76
"G38004297"	2009	6850.905
"A27199140"	2017	6853.184
"B46102364"	2008	6853.298
"A41008301"	2010	6854.21
"A08211112"	2014	6855.312
"A24022196"	2011	6855.669
"A28189082"	2013	6856.717
"A16007064"	2015	6857.671
"A18431064"	2017	6858.166
"A08097438"	2010	6858.558
"A38020525"	2009	6858.744
"A31065915"	2015	6860.87
"A38020905"	2017	6861.438
"A96569207"	2014	6861.505
"A28229409"	2012	6861.909
"B35054006"	2010	6863.062
"A19002039"	2017	6863.211
"A39023759"	2013	6863.508
"B03035854"	2015	6863.71
"A50068923"	2011	6864.045
"A17038035"	2011	6864.061
"B28205532"	2008	6864.176
"B47011374"	2007	6865.94
"A30041834"	2011	6867.813
"A28132959"	2015	6867.96
"B28044204"	2010	6868.148
"A48050728"	2007	6869.077
"A08224107"	2008	6869.286
"A03036373"	2014	6869.366
"A81200511"	2014	6869.743
"B28240075"	2015	6871.103
"A08189359"	2014	6871.333
"A38020525"	2015	6871.388
"B04001848"	2014	6871.53
"B17593633"	2011	6873.146
"A43020759"	2013	6873.176
"B29901469"	2010	6874.026
"B46045993"	2014	6876.892
"B30020226"	2010	6876.978
"B39026604"	2014	6877
"A12405577"	2015	6877.476
"B46115838"	2008	6878
"A08667370"	2014	6879.56
"A12050324"	2008	6880.425
"B20193017"	2010	6880.81
"A28292084"	2013	6881.385
