nif	year	rdo_ejercicio
"A40006371"	2016	666.29
"B11009917"	2017	666.464
"A20053773"	2012	666.486
"A07019573"	2014	666.598
"B38008983"	2016	666.613
"A01167204"	2012	666.618
"B29901469"	2011	666.709
"A48068761"	2014	666.71
"A28184661"	2014	666.771
"A07042435"	2016	666.832
"A11902814"	2010	666.902
"B28644441"	2011	666.985
"A48108484"	2016	667
"B36620193"	2013	667.433
"A45562329"	2013	667.523
"A46048732"	2013	667.562
"A08533945"	2010	667.603
"B46191094"	2014	667.818
"A12105029"	2009	667.834
"A40006371"	2011	668
"A28381564"	2015	668.196
"A48009773"	2017	668.204
"A08360844"	2016	668.306
"A30036933"	2008	668.381
"B03091527"	2007	668.857
"B40003550"	2013	668.969
"B30009039"	2014	668.973
"A40163909"	2012	669
"B31684020"	2015	669.072
"A07096886"	2014	669.073
"B41070020"	2007	669.282
"B03101748"	2010	669.349
"A26011841"	2011	669.42
"A36603421"	2017	669.485
"A08413403"	2014	669.527
"A28138386"	2009	669.531
"B28193340"	2010	669.625
"A14580385"	2016	669.716
"A50049519"	2016	669.756
"A33117995"	2012	669.765
"A03088580"	2008	669.91
"B38005377"	2010	669.953
"A08409948"	2011	669.967
"A28245355"	2016	670.069
"B23357700"	2011	670.16
"A45010204"	2010	670.188
"A48016794"	2014	670.211
"B59162701"	2016	670.268
"A22001721"	2015	670.324
"A50066562"	2007	670.329
"A28040418"	2009	670.471
"A03197308"	2017	670.49
"A28106979"	2013	670.751
"A50066562"	2009	670.774
"A48047377"	2017	670.828
"A28266989"	2016	671
"A47016944"	2013	671.076
"B03078391"	2009	671.144
"A08277014"	2016	671.325
"A28801942"	2012	671.505
"A28637304"	2015	671.547
"A31065915"	2015	671.554
"A07190309"	2007	671.757
"A50000876"	2012	671.899
"A21102157"	2014	671.976
"A50615160"	2010	671.996
"B15015274"	2014	672.077
"A26013714"	2014	672.095
"A28655157"	2012	672.099
"A17014523"	2007	672.183
"A39023759"	2008	672.244
"A08008518"	2009	672.263
"B03100831"	2007	672.438
"B03101748"	2014	672.52
"B59162701"	2012	672.644
"A20049755"	2007	672.663
"B28059012"	2015	672.732
"A08211112"	2015	672.851
"B03030913"	2013	672.862
"F30046411"	2010	672.871
"A46005252"	2009	672.952
"B79232096"	2015	673
"A48057467"	2012	673.01
"B33607466"	2013	673.148
"A08360844"	2017	673.286
"A17018052"	2017	673.708
"A28889939"	2015	673.8
"B50475839"	2014	673.967
"A08560484"	2015	674.055
"B03101748"	2009	674.308
"A26004978"	2014	674.342
"A31069321"	2008	674.351
"B30000574"	2008	674.589
"A43035401"	2010	674.637
"B43029305"	2014	674.695
"A08522971"	2009	674.723
"A81931214"	2008	674.734
"A28051597"	2017	674.752
"B46149555"	2016	674.82
"A41762386"	2015	674.921
"B18547281"	2011	675
"A08522971"	2008	675.074
"A08224081"	2011	675.348
"B28419703"	2008	675.495
"A78067188"	2009	676
"B84227461"	2014	676
"A35031343"	2012	676.033
"A41017161"	2009	676.156
"A17033473"	2016	676.223
"B85160976"	2016	676.418
"A41053927"	2017	676.468
"A47016944"	2014	676.652
"B58613076"	2017	676.66
"B07039514"	2008	676.84
"A08139339"	2014	676.919
"A46146551"	2007	677.029
"A28645000"	2015	677.115
"A12405577"	2010	677.16
"A36603421"	2014	677.382
"A01007442"	2013	677.567
"A38020905"	2012	677.696
"A48006423"	2009	677.77
"A28155240"	2009	677.869
"A08276867"	2015	678.005
"B46023677"	2016	678.049
"A45562329"	2014	678.086
"A48117881"	2017	678.101
"A81931214"	2013	678.318
"A32002644"	2011	678.487
"B04001848"	2010	678.601
"B58807645"	2013	678.613
"A08278731"	2015	678.737
"A46134748"	2017	678.918
"A28117398"	2009	678.995
"B03035854"	2017	679.17
"B62293113"	2013	679.18
"A50066562"	2013	679.318
"A17014523"	2008	679.332
"B09019548"	2009	679.359
"A43055565"	2009	679.679
"A41002841"	2016	679.798
"A46332995"	2017	679.953
"A28228690"	2014	680.102
"A08576753"	2007	680.212
"A46226122"	2009	680.243
"A43025618"	2007	680.515
"A28667244"	2017	680.518
"B15516933"	2012	680.722
"B50067586"	2014	680.739
"A08224081"	2009	680.831
"A28440576"	2014	680.997
"A09022963"	2012	681.099
"B45011269"	2009	681.108
"A28518819"	2012	681.334
"B30606099"	2015	681.355
"B32001687"	2013	681.38
"A46051918"	2015	681.536
"A81824047"	2014	681.704
"A18484360"	2015	681.885
"A26004960"	2012	682
"B50030964"	2010	682.012
"A30013791"	2014	682.041
"A45011103"	2008	682.1
"B46090791"	2014	682.138
"A28191088"	2017	682.218
"A36603421"	2010	682.413
"A41050535"	2013	682.462
"B38004966"	2007	682.578
"A46077053"	2012	682.864
"A08404253"	2014	682.874
"B08078396"	2008	682.91
"A24007072"	2010	682.974
"B12015210"	2012	683.149
"A25026733"	2008	683.187
"A12012340"	2014	683.231
"B03035854"	2013	683.287
"A08663098"	2013	683.445
"A28164374"	2017	683.524
"A08688095"	2016	683.852
"A08436214"	2016	684.127
"B08195653"	2011	684.269
"A01010701"	2011	684.286
"A08280240"	2010	684.328
"A47010194"	2013	684.487
"A11209749"	2007	684.54
"B54055140"	2016	684.601
"B08136905"	2012	684.616
"A08280240"	2007	685.07
"B46131371"	2012	685.209
"A35026590"	2011	685.334
"B03020997"	2017	685.383
"B28579324"	2011	685.467
"A48865679"	2010	685.575
"A30035034"	2014	685.664
"B63533095"	2017	685.749
"A08149668"	2010	686.013
"A25020173"	2008	686.264
"A35040831"	2011	686.356
"A50068923"	2010	686.402
"A28412724"	2014	686.412
"B61425682"	2016	686.547
"A50459528"	2016	686.879
"A36603967"	2015	686.88
"B38427845"	2014	686.88
"A46115101"	2011	686.889
"B46441275"	2014	687.169
"A07019573"	2015	687.447
"A08509937"	2007	687.638
"A48117881"	2011	687.898
"A02010510"	2008	687.922
"A08209538"	2016	687.936
"A41037672"	2013	687.986
"A78067188"	2010	688
"A01007137"	2010	688.009
"A28842003"	2017	688.055
"A48108484"	2012	688.14
"A08186074"	2017	688.208
"B41033143"	2015	688.249
"B07650112"	2016	688.325
"A48057467"	2010	688.409
"A02013985"	2016	688.468
"A08603888"	2015	688.471
"A50000876"	2010	688.583
"B30034573"	2010	688.587
"A38003844"	2008	688.673
"A36014595"	2011	688.687
"B08463424"	2011	688.69
"A35004399"	2010	688.739
"B12004818"	2012	688.744
"A28245355"	2014	688.754
"A38003844"	2007	688.849
"B35011675"	2016	688.921
"A08228124"	2016	689
"A18006569"	2010	689.157
"A39023759"	2012	689.209
"A12294815"	2014	689.438
"B83741835"	2015	689.571
"A17048349"	2015	689.592
"A08560179"	2014	689.635
"A08560179"	2011	689.671
"B03078391"	2011	689.694
"A28655157"	2014	689.834
"B30028187"	2017	690.033
"B03019601"	2017	690.081
"A37021631"	2007	690.092
"B35006360"	2011	690.322
"A22001721"	2007	690.35
"A45013620"	2012	690.5
"A28494896"	2009	690.717
"A18006569"	2017	690.846
"A17044546"	2017	691.313
"A28618890"	2012	691.621
"B28249431"	2014	691.7
"B11606761"	2013	691.818
"A15590904"	2008	691.83
"A08363400"	2010	691.888
"A06003800"	2013	691.903
"A46104485"	2014	692.32
"A08220428"	2011	692.872
"B58807645"	2015	692.876
"A07044530"	2014	693.229
"A28523066"	2014	693.259
"A28399715"	2014	693.265
"B39026604"	2007	693.38
"A12007555"	2017	693.472
"B26011627"	2017	693.804
"A84430107"	2013	693.81
"A45015872"	2017	693.971
"A41695149"	2013	694
"A15020795"	2013	694.033
"A40005514"	2010	694.126
"B32001687"	2011	694.251
"B35023068"	2007	694.409
"A28283794"	2010	694.485
"A07016256"	2009	695
"A50068923"	2007	695
"B08465601"	2016	695.215
"A30016687"	2013	695.225
"A03032653"	2007	695.33
"A28556504"	2017	695.454
"A08667016"	2012	695.607
"B12662722"	2014	695.681
"A35004399"	2009	695.691
"A50038959"	2013	695.708
"B96990015"	2012	695.73
"A14616031"	2016	696.105
"A78393840"	2010	696.174
"B08292054"	2012	696.215
"A28368603"	2013	696.233
"B09019548"	2010	696.337
"A08203887"	2011	696.544
"A82854811"	2010	696.558
"A14481105"	2014	696.573
"A03099405"	2012	696.863
"A50066562"	2012	696.869
"A17045204"	2013	697.081
"A03001948"	2017	697.164
"A36621522"	2007	697.176
"A28295806"	2013	697.308
"B35023068"	2011	697.444
"A18024919"	2015	697.635
"B62236781"	2015	698
"A41008640"	2007	698
"A28040418"	2010	698.138
"A31070378"	2014	698.242
"A48117881"	2012	698.536
"A08393803"	2014	698.627
"F10026128"	2016	698.662
"B41063355"	2011	698.755
"A01014794"	2012	699.18
"A04202008"	2017	699.441
"A20037933"	2007	699.447
"A50034024"	2016	699.448
"A27252063"	2017	699.602
"A48033526"	2017	699.674
"A48040034"	2008	699.78
"B08238263"	2017	700.178
"A45002839"	2012	700.329
"A40005514"	2014	700.51
"A08421190"	2008	700.521
"A58348038"	2015	700.714
"A41112012"	2015	700.905
"A28627446"	2013	701.004
"A34007831"	2014	701.029
"B36684157"	2011	701.341
"A17038035"	2011	701.486
"A48115000"	2016	701.579
"A28416089"	2011	701.623
"B12006623"	2008	701.771
"A28715316"	2013	701.938
"A58132606"	2013	702.195
"A28556504"	2013	702.226
"A12000071"	2010	702.237
"B04001848"	2011	702.537
"A30012959"	2008	702.564
"A29035896"	2008	702.877
"A08572729"	2013	702.91
"A46131769"	2008	703.023
"A33034422"	2011	703.029
"A31068927"	2016	703.122
"B79232096"	2012	703.228
"A28579191"	2009	703.277
"B08988149"	2016	703.611
"A26013714"	2007	704.23
"B15516933"	2009	704.357
"A08708620"	2007	704.36
"A50057421"	2013	704.752
"A80771116"	2013	705
"A33034422"	2015	705.053
"A38003844"	2014	705.192
"A28523470"	2012	705.283
"B38025920"	2013	705.363
"A28167443"	2009	705.751
"A22008106"	2014	705.81
"A58907015"	2012	705.834
"A31001266"	2015	705.84
"A28712479"	2007	705.95
"A28617801"	2007	705.972
"A46068284"	2009	706
"A23010200"	2008	706
"B08194359"	2010	706
"A14030027"	2017	706.007
"A28548220"	2014	706.363
"A29018249"	2012	706.394
"A28173573"	2012	706.45
"A43011196"	2010	706.5
"A38003679"	2010	706.525
"A50030543"	2015	706.631
"A09004813"	2013	706.953
"A96569207"	2007	706.996
"A17014523"	2014	707.041
"B32001687"	2007	707.1
"A01010701"	2012	707.113
"B39026604"	2008	707.187
"A08141038"	2009	707.254
"A08213936"	2013	707.606
"A35004399"	2016	707.723
"B11012820"	2013	708.1
"B30605760"	2015	708.134
"A20032264"	2009	708.255
"F41114141"	2007	708.36
"A78905908"	2011	708.517
"B82175001"	2008	708.533
"A08005688"	2014	708.638
"A15033699"	2007	708.641
"A15018146"	2011	708.759
"A01008234"	2012	709.007
"B38025920"	2016	709.014
"A28711893"	2010	709.22
"A28440576"	2013	709.64
"A28167567"	2011	709.96
"A08630063"	2014	710.023
"A30112221"	2017	710.204
"B08704439"	2013	710.34
"A26013714"	2016	710.345
"B03036712"	2017	710.41
"B48472500"	2017	710.456
"A84039338"	2016	710.681
"A60016037"	2013	710.753
"B17017237"	2013	710.875
"B42141176"	2012	710.876
"A29049509"	2007	710.917
"A28642122"	2016	710.944
"A17033473"	2008	711
"B41042698"	2017	711.173
"A08466807"	2016	711.445
"A03017308"	2007	711.465
"A50060011"	2015	711.529
"A43004472"	2012	711.57
"A28614790"	2007	711.583
"A48117881"	2010	711.795
"A24020828"	2014	711.85
"A01008234"	2010	711.871
"B35044197"	2009	712.516
"A33606534"	2017	712.622
"B03028784"	2011	712.986
"B46069654"	2007	713.188
"A41920943"	2011	713.188
"A33034422"	2017	713.192
"A50615160"	2013	713.235
"A26011320"	2011	713.346
"A26022657"	2013	713.348
"B82612904"	2013	713.66
"A28623379"	2007	713.787
"A45013620"	2014	713.883
"A30005524"	2014	713.998
"A08509937"	2012	714.113
"A08675522"	2010	714.148
"A33606534"	2010	714.192
"A81824047"	2013	714.205
"A81722712"	2014	714.299
"B30034573"	2014	714.334
"A03086931"	2013	714.501
"A30046320"	2007	714.66
"A20557294"	2014	714.788
"A08277014"	2017	714.862
"A30013247"	2011	715.038
"B79232096"	2014	715.095
"A08199168"	2009	715.37
"A14037642"	2013	715.618
"A80652423"	2015	715.648
"A15018146"	2013	715.919
"A08334906"	2011	715.985
"A18291476"	2015	716.338
"A53288478"	2012	716.649
"A08029951"	2012	716.657
"A04007811"	2009	716.812
"A23010705"	2007	716.895
"A29035896"	2015	716.922
"B08292054"	2009	717.034
"A33610304"	2014	717.178
"A32006215"	2013	717.276
"A29049509"	2017	717.278
"B28222487"	2010	717.3
"A43029339"	2007	717.419
"A50029065"	2009	717.474
"A81864498"	2011	717.527
"A08560179"	2013	717.632
"A33373622"	2011	717.637
"A30035521"	2011	717.687
"B23014848"	2014	717.946
"B46055943"	2012	718.041
"A31069321"	2011	718.127
"A11682507"	2011	718.447
"A08667016"	2015	718.481
"A80200868"	2013	718.515
"A31065915"	2016	718.538
"B35110410"	2007	718.73
"A12016549"	2011	718.788
"A40005514"	2017	718.814
"A31017106"	2009	719.1
"A28475770"	2010	719.221
"A48057467"	2011	719.409
"A14025902"	2013	719.441
"A03063583"	2012	719.533
"A11301645"	2008	719.77
"A08029951"	2013	719.923
"A33373622"	2013	720.195
"A48295604"	2012	720.225
"A08061731"	2012	720.29
"B08245805"	2012	720.297
"B09019548"	2008	720.385
"A17033473"	2012	720.528
"A28357093"	2017	720.529
"A08704520"	2017	720.611
"A46002069"	2013	720.946
"A33602905"	2013	721.225
"A08630808"	2015	721.263
"A41088493"	2014	721.677
"A12007555"	2015	721.683
"A50029065"	2010	721.731
"A28646735"	2013	721.771
"A36619476"	2015	721.925
"A01012103"	2008	721.926
"A28187672"	2017	722
"B08584989"	2008	722.046
"A20037933"	2016	722.261
"A28523470"	2013	722.387
"A08105256"	2007	722.553
"A58907015"	2009	722.581
"A28306868"	2007	722.6
"A07061161"	2013	722.673
"A12363529"	2011	722.795
"A08220014"	2012	722.848
"A41050535"	2017	722.981
"A28579191"	2015	723.003
"A14336143"	2013	723.032
"A29056769"	2012	723.163
"A50068923"	2011	723.281
"A08482952"	2014	723.529
"A03028461"	2010	723.862
"A80200868"	2008	724.087
"A48115000"	2017	724.158
"A50000876"	2013	724.376
"B48070155"	2007	724.45
"A28412724"	2012	724.516
"A48017974"	2007	724.6
"F03842671"	2016	724.852
"B81308439"	2013	724.89
"A20034286"	2012	725.005
"A29453768"	2009	725.23
"A08703803"	2008	725.419
"A48847321"	2017	725.48
"A12012605"	2014	725.517
"A43055565"	2015	725.58
"A40005514"	2012	725.62
"A17018052"	2010	725.635
"A31030901"	2007	725.685
"B30603229"	2007	725.71
"A08560179"	2009	725.768
"A06003800"	2014	725.874
"A07089592"	2017	725.958
"A38030680"	2013	726.023
"A36603967"	2009	726.063
"A08221582"	2017	726.157
"A39007729"	2017	726.51
"A28487007"	2012	726.715
"A36008886"	2010	726.829
"B97131155"	2017	726.949
"B27014398"	2012	726.958
"A08199168"	2010	727.108
"A15016702"	2014	727.329
"A36615896"	2015	727.5
"A29661394"	2011	727.591
"A28452647"	2013	727.622
"A32225419"	2013	727.729
"B27011477"	2016	727.767
"A46072203"	2014	727.941
"A07096886"	2011	728.296
"A09022963"	2009	728.41
"A20037933"	2008	728.499
"B07039514"	2012	728.591
"A12405577"	2011	728.724
"A26013714"	2011	728.918
"A12015673"	2011	729.086
"B03044641"	2013	729.101
"B30020226"	2007	729.152
"A08560484"	2016	729.203
"A33605072"	2017	729.326
"B47364872"	2013	729.373
"B36620193"	2009	729.439
"A47438262"	2010	729.444
"A08128035"	2007	729.489
"B28555001"	2010	729.771
"A43019868"	2017	729.809
"A08042764"	2011	729.893
"A08170151"	2010	730
"A28386225"	2016	730.259
"B28218287"	2012	730.3
"A28229409"	2011	730.31
"A48295604"	2013	730.312
"A08703803"	2009	730.355
"A81200511"	2010	730.431
"A33602905"	2010	730.485
"A12002887"	2010	730.772
"A59119917"	2011	730.839
"B17014887"	2009	730.898
"A48020200"	2014	730.995
"B84150994"	2017	731
"A08238578"	2017	731.055
"B46191094"	2016	731.177
"B08229221"	2011	731.198
"A03077898"	2015	731.223
"A28306868"	2008	731.564
"A18431064"	2012	731.635
"A24007072"	2013	731.877
"A07802218"	2015	731.931
"A08277014"	2012	731.969
"A16008294"	2007	731.999
"A15685373"	2009	732.282
"A28724219"	2011	732.503
"A30016687"	2011	732.667
"A50008390"	2013	732.838
"A28106979"	2017	732.914
"B35042092"	2016	733
"B31018815"	2015	733.084
"A26013714"	2017	733.13
"A26001867"	2016	733.163
"A20073508"	2015	733.189
"A07066467"	2007	733.244
"B17019373"	2014	733.256
"B63100150"	2014	733.353
"A58393778"	2010	733.435
"A92153527"	2012	733.452
"B24013799"	2014	733.682
"A46045936"	2014	733.756
"B37020179"	2017	734.223
"A46036380"	2009	734.242
"A28720795"	2014	734.369
"A41277336"	2014	734.382
"A58253816"	2015	734.545
"A08687204"	2011	734.597
"A12405577"	2015	734.654
"A08713869"	2012	734.726
"A28023422"	2014	734.759
"A30046320"	2009	734.83
"A08508418"	2011	735.005
"A08278731"	2011	735.051
"A28013894"	2012	735.304
"A08217432"	2011	735.313
"B31850977"	2016	735.424
"A08520629"	2012	735.466
"B03010634"	2011	735.52
"A38020525"	2011	735.601
"A08507741"	2011	736.043
"A08005688"	2015	736.247
"B46155271"	2017	737.025
"A47024393"	2013	737.546
"A46077053"	2014	737.612
"A17013269"	2012	737.666
"A01000249"	2008	737.817
"B38425070"	2013	737.963
"A08170151"	2015	738
"B40003550"	2007	738.029
"B32001687"	2009	738.15
"A38485827"	2008	738.19
"A01008234"	2014	738.535
"B03035854"	2015	738.737
"B28270411"	2016	738.793
"B81009151"	2017	738.836
"A28386225"	2008	739.11
"A05007687"	2008	739.13
"A45014776"	2009	739.177
"A13006903"	2007	739.5
"A16010126"	2017	739.515
"A30014211"	2011	739.637
"A28368603"	2014	739.772
"A01016591"	2015	739.971
"A08026197"	2011	740
"A28987196"	2012	740.035
"A36615474"	2012	740.058
"B28617256"	2009	740.239
"B03020914"	2015	740.529
"A24010381"	2008	740.577
"A48045199"	2011	740.589
"B29682135"	2013	740.844
"A47021076"	2014	741.533
"B38484796"	2013	741.676
"B09417932"	2017	741.931
"A11301645"	2007	741.99
"A14025902"	2016	742.069
"A79259388"	2011	742.178
"A14009823"	2008	742.22
"A07044530"	2011	742.338
"B46148797"	2007	742.436
"A08401184"	2015	742.578
"B17593633"	2008	742.686
"B03078391"	2012	742.772
"A35046572"	2015	742.949
"A15033699"	2013	743.037
"A35251727"	2011	743.181
"A36008886"	2011	743.245
"A28524726"	2009	743.259
"A26001867"	2017	743.267
"A15027139"	2011	743.316
"A84534874"	2015	743.334
"A08121089"	2013	743.384
"B43029305"	2009	743.578
"A08290405"	2011	743.617
"A38018404"	2011	743.635
"A08283798"	2011	743.646
"A04007811"	2012	743.731
"B12020194"	2017	743.781
"A08522971"	2010	743.836
"A33025719"	2007	743.89
"A07068430"	2008	743.894
"A46005252"	2014	744.094
"B28644441"	2007	744.337
"B03091527"	2008	744.513
"B26011627"	2015	744.517
"A40005514"	2016	744.599
"A14025902"	2017	744.686
"B30009039"	2015	744.9
"A03050572"	2008	744.994
"A30014211"	2010	745.139
"A28458826"	2016	745.168
"B38008983"	2012	745.228
"B30604565"	2010	745.747
"A40005514"	2009	745.949
"A28292084"	2009	746.007
"B01013507"	2012	746.09
"B46148797"	2008	746.096
"A12083002"	2010	746.149
"A28399434"	2011	746.268
"A33606682"	2012	746.273
"B33011792"	2016	746.304
"A36615896"	2008	746.314
"B03030913"	2010	746.556
"G38004297"	2011	746.749
"B46102364"	2011	746.826
"A59202853"	2013	747.099
"A08520629"	2015	747.245
"A48057467"	2014	747.408
"B07039514"	2010	747.457
"A28749976"	2012	747.562
"A81896375"	2010	747.718
"A33603317"	2014	747.81
"B03087293"	2012	747.891
"A11902814"	2012	748.268
"A50008390"	2014	748.333
"B03072576"	2014	748.673
"A32007817"	2010	748.723
"B20023982"	2012	748.765
"A29018249"	2008	748.935
"A08637829"	2010	748.963
"A38000485"	2015	749
"A26013714"	2008	749.3
"A28167567"	2013	749.435
"A09007089"	2015	749.775
"A12081790"	2010	749.922
"B35005040"	2013	749.994
"A28245355"	2015	749.998
"B92091404"	2015	750.245
"A43030626"	2013	750.324
"A33015454"	2007	750.83
"A08078719"	2014	750.925
"A30012645"	2009	751.01
"A04006417"	2015	751.137
"B27011477"	2015	751.258
"B28227866"	2012	751.389
"A07042435"	2011	751.522
"B03030913"	2012	751.721
"A43035401"	2013	751.828
"A81722712"	2012	752.021
"A08667370"	2011	752.048
"A50029065"	2011	752.217
"A07089592"	2011	752.231
"A46005252"	2013	752.274
"A28101020"	2012	752.562
"A08224107"	2016	752.628
"A08560484"	2010	752.664
"A08262024"	2014	752.738
"A17055153"	2008	752.891
"B28579324"	2010	752.967
"B95087482"	2011	753
"B41042698"	2014	753.069
"A28108447"	2010	753.297
"A78020732"	2009	753.423
"A28715027"	2007	753.547
"A33036880"	2013	753.823
"A50029065"	2013	753.899
"B57487159"	2017	753.973
"A35101732"	2010	754
"A41055377"	2016	754.067
"A36619476"	2016	754.089
"A07089592"	2013	754.293
"B97131155"	2016	754.506
"A43020759"	2011	754.685
"B41070020"	2011	754.751
"A28623155"	2011	754.753
"A41112012"	2014	754.971
"B17019373"	2016	755.522
"A28167443"	2008	755.986
"A53552634"	2015	756.016
"B46043238"	2011	756.055
"A28029122"	2011	756.058
"A03066909"	2010	756.254
"A30022909"	2011	756.297
"A08224081"	2010	756.567
"A31017106"	2007	756.763
"A08646200"	2007	756.766
"A15016595"	2014	756.805
"A37043015"	2017	757.128
"A28550960"	2014	757.247
"A29453768"	2010	757.318
"A08244808"	2008	757.363
"A29067147"	2014	757.393
"B43029305"	2011	757.479
"B46069654"	2009	757.742
"A46068318"	2010	757.758
"A03197308"	2015	757.927
"A08224107"	2015	758.023
"A08259046"	2015	758.193
"A80762602"	2013	758.519
"A08677700"	2013	758.85
"F10027423"	2014	758.878
"A28368603"	2011	759.282
"A28002640"	2015	759.309
"A08042764"	2010	759.417
"A17018052"	2015	759.595
"B03087293"	2013	759.642
"A28646735"	2014	759.708
"A08304933"	2017	760.043
"A03063583"	2013	760.075
"A46170080"	2007	760.217
"A46104485"	2017	760.233
"A33026105"	2014	760.245
"A28684512"	2008	760.431
"A08331472"	2009	760.47
"A43020486"	2009	760.527
"A08347452"	2017	760.675
"A50040013"	2008	760.746
"A08421190"	2015	760.756
"A20055380"	2009	761.079
"A36619476"	2014	761.704
"A08667370"	2012	761.959
"A17010018"	2015	762.123
"A81957367"	2014	762.268
"A28642122"	2017	762.425
"A81200511"	2009	762.434
"A36226645"	2011	762.938
"A04007811"	2014	762.988
"B47531462"	2016	763.106
"B27013713"	2007	763.659
"A01167204"	2011	763.765
"A28392694"	2014	763.787
"A58393778"	2011	763.888
"B58807645"	2016	763.95
"A28060515"	2009	764
"A08091894"	2017	764.126
"B46149555"	2015	764.126
"A25020173"	2013	764.133
"A28711893"	2011	764.729
"B28270411"	2017	764.763
"A39017058"	2008	765
"A48865679"	2008	765.07
"B42141176"	2010	765.173
"A38010997"	2007	765.236
"B28250090"	2014	765.301
"B46164679"	2011	765.392
"B46043238"	2009	765.493
"A36615896"	2014	765.625
"A28228690"	2011	765.63
"B03036340"	2010	765.657
"B03035854"	2016	765.767
"A08508418"	2010	766.014
"A12007555"	2016	766.091
"A43020759"	2012	766.177
"A80762602"	2011	766.507
"B47009626"	2011	766.526
"B46155271"	2016	766.63
"A14025902"	2015	766.674
"A40002701"	2011	766.687
"B35031665"	2013	766.832
"A46068284"	2008	767
"B28218287"	2013	767.048
"A11301645"	2013	767.373
"A31082712"	2007	767.399
"A33025974"	2011	767.417
"A41027723"	2013	767.419
"A08222465"	2007	767.53
"A28749976"	2013	767.769
"B28689370"	2013	767.885
"A28579191"	2011	767.964
"A20037933"	2015	768.056
"B97307086"	2015	768.145
"B29682135"	2015	768.501
"B03078391"	2017	768.758
"A33601899"	2013	768.76
"B30032445"	2012	768.766
"A36603967"	2016	768.826
"B82852831"	2013	768.841
"A17013269"	2007	768.95
"A50068923"	2008	769.16
"B28543023"	2012	769.498
"B28354355"	2009	769.613
"A48093538"	2015	769.66
"A81931214"	2009	769.728
"A08514028"	2013	769.885
"B20193017"	2014	770.277
"A48226047"	2017	770.295
"B33011792"	2017	770.326
"A31030901"	2010	770.455
"A11605409"	2011	770.465
"A33606534"	2012	770.637
"A38024345"	2014	770.692
"A46117792"	2010	770.747
"A43016757"	2017	770.773
"A41031303"	2014	771
"A46104485"	2015	771.006
"A46072203"	2007	771.15
"A28487007"	2011	771.2
"A28111342"	2009	771.249
"A30035521"	2010	771.267
"A08720708"	2011	771.297
"A29056769"	2011	771.32
"A41017161"	2015	771.444
"B33607466"	2014	771.549
"B46043238"	2008	771.568
"B59886531"	2016	772
"B84150994"	2012	772
"A28443158"	2014	772.004
"A43020759"	2014	772.845
"A30017636"	2016	772.897
"B28644441"	2010	773.089
"B46023677"	2017	773.31
"A28709053"	2007	773.356
"A50030543"	2014	773.637
"A59382762"	2008	773.801
"A28523066"	2009	774.26
"A08148991"	2015	774.316
"A48057467"	2016	774.347
"B38025920"	2014	774.355
"A11301645"	2009	774.365
"A30013791"	2016	774.727
"A08157737"	2012	774.74
"A30014211"	2009	774.869
"A58393778"	2007	774.905
"B28354355"	2011	774.927
"A46105508"	2009	775.065
"A28357903"	2014	775.134
"B63458004"	2014	775.173
"A33018425"	2009	775.286
"A17006479"	2011	775.31
"A33018425"	2011	775.348
"A08063372"	2015	775.839
"A29016003"	2009	775.9
"A14026199"	2009	775.955
"A61557641"	2013	775.98
"A27005834"	2015	776.013
"A28523470"	2016	776.151
"A48045199"	2012	776.505
"G07065709"	2007	776.589
"A08522971"	2017	776.671
"A25007105"	2009	777.059
"A48081061"	2010	777.094
"A08576753"	2011	777.395
"B15032485"	2011	777.704
"A08514028"	2008	777.819
"A28013894"	2011	777.926
"A31068927"	2009	778.128
"A41027723"	2010	778.236
"A08713869"	2013	778.238
"A33008921"	2007	778.31
"A01010701"	2013	778.328
"B15032485"	2010	778.595
"A08290975"	2015	778.603
"A60853413"	2012	778.857
"A80652423"	2007	779.162
"A12015673"	2014	779.265
"A35022987"	2014	779.555
"A08687204"	2008	779.594
"A28700383"	2015	779.645
"B08284002"	2017	780.019
"A46069456"	2017	780.067
"A30040224"	2007	780.126
"A17001322"	2008	780.154
"B41063355"	2012	780.376
"A08667016"	2014	780.517
"B42001297"	2014	780.561
"A24022196"	2012	780.77
"A41050535"	2016	780.946
"A28111342"	2017	781
"A33373622"	2007	781.17
"A28985992"	2015	781.407
"A08199168"	2007	781.625
"A48073274"	2015	781.784
"A08280323"	2013	782.103
"B28113991"	2014	782.289
"B28545994"	2007	782.445
"A48050124"	2012	782.532
"B50068105"	2016	782.759
"A08290975"	2014	783.017
"A28040418"	2013	783.128
"A28096378"	2011	784.064
"A44003663"	2008	784.1
"A41022609"	2014	784.177
"B96990015"	2017	784.227
"A08203887"	2012	784.512
"A28458826"	2014	784.73
"A50032002"	2009	785.174
"A33018664"	2014	785.22
"A28171601"	2009	785.236
"B83603746"	2011	785.325
"A15506934"	2010	785.683
"A45202975"	2009	785.688
"B81009151"	2016	785.688
"B28419703"	2012	785.757
"B43029305"	2010	786.082
"A28138386"	2015	786.163
"B08136905"	2009	786.169
"B12019485"	2009	786.319
"A19002039"	2014	786.517
"A28155240"	2010	786.551
"A60850500"	2011	786.843
"A08181067"	2009	787.016
"B27014398"	2013	787.211
"A03033164"	2015	787.373
"A08713869"	2011	787.425
"A81527095"	2017	787.5
"A15033699"	2010	787.754
"B17016569"	2015	787.802
"B28227866"	2007	787.85
"A15020795"	2011	787.878
