nif	year	deudas_financ
"A08572430"	2008	2938.827
"A78067188"	2013	2940
"A01167204"	2015	2940.145
"A17014879"	2012	2940.329
"B47011374"	2010	2940.51
"B73108755"	2015	2940.514
"A46105508"	2010	2940.558
"A08385395"	2017	2940.608
"B28222487"	2015	2941.808
"A32226037"	2009	2942.582
"A22201164"	2017	2942.787
"A09004813"	2013	2943.434
"A30031769"	2011	2944.35
"B60338290"	2015	2944.612
"A22012223"	2009	2944.854
"A48119143"	2013	2945.458
"A47438262"	2012	2945.861
"A45017241"	2014	2945.966
"A30035679"	2009	2946.006
"A02013985"	2016	2946.166
"A50052489"	2013	2946.493
"B21011333"	2017	2946.738
"B28091486"	2007	2947.78
"A22009690"	2015	2947.811
"A30014047"	2013	2947.942
"A39022124"	2007	2948.19
"A33006644"	2007	2948.76
"A36600518"	2009	2948.786
"B30033666"	2009	2950.503
"A04236931"	2013	2950.953
"A08200313"	2014	2952
"B31005507"	2008	2953.734
"A28662005"	2016	2955.02
"A08031544"	2017	2955.224
"A09004813"	2011	2955.939
"A07038441"	2015	2956.936
"B96011283"	2011	2957.232
"B46171518"	2013	2957.238
"A35091057"	2017	2957.736
"B15077571"	2014	2957.809
"A15052376"	2009	2958.871
"B41088642"	2014	2959.061
"A46063731"	2011	2959.452
"B46118303"	2013	2959.961
"A08612103"	2012	2960.008
"A28137255"	2017	2960.01
"B08304610"	2012	2960.462
"B43361724"	2015	2961.257
"A08622938"	2011	2961.483
"A08329039"	2016	2961.964
"B63458004"	2013	2962.173
"A50032325"	2015	2962.201
"B46055489"	2009	2962.678
"A08026635"	2009	2962.748
"A46226122"	2012	2962.856
"A28202075"	2016	2963.005
"A81957367"	2017	2963.705
"A41038274"	2011	2964.064
"A03001948"	2009	2964.17
"B15015274"	2014	2964.185
"B43202076"	2016	2964.734
"A08720245"	2016	2964.99
"B36008415"	2015	2965.444
"A41050113"	2008	2965.63
"A50049105"	2017	2966.462
"B50001874"	2013	2966.6
"A08623928"	2013	2966.974
"A78159241"	2007	2967.12
"A20779849"	2014	2967.185
"A08104994"	2011	2967.377
"A30025555"	2014	2967.543
"B61729737"	2008	2968.166
"A17001322"	2013	2968.537
"A08541021"	2009	2968.645
"B46055489"	2016	2970.222
"A17006792"	2010	2970.541
"A38014098"	2013	2970.563
"B46055489"	2011	2971.001
"A43010974"	2015	2971.373
"A17018052"	2013	2971.599
"A33018664"	2017	2971.601
"A08106031"	2011	2972
"A08484107"	2017	2972.574
"A61831681"	2015	2972.795
"A17001322"	2010	2973.87
"A12010948"	2017	2974.61
"A03005154"	2007	2974.902
"A35517671"	2010	2974.967
"A42000901"	2014	2976.714
"A33026980"	2015	2976.869
"A26297663"	2008	2977.033
"A30024798"	2012	2977.515
"A04236931"	2015	2977.558
"A01005594"	2010	2977.993
"A07052244"	2009	2978.519
"A30017636"	2017	2978.754
"A46005484"	2007	2979.1
"A33608563"	2007	2979.901
"A08604316"	2011	2980.179
"A32005746"	2007	2980.321
"A28074078"	2012	2980.801
"A58017187"	2007	2981.39
"A08466807"	2015	2981.871
"A41021841"	2014	2982.567
"B17019373"	2015	2983.065
"B41058124"	2008	2984.008
"B46071080"	2008	2984.234
"A21000427"	2009	2985.572
"A81933772"	2015	2985.693
"A96918867"	2017	2986.275
"B60031150"	2017	2986.565
"A08094435"	2014	2986.881
"A46089819"	2009	2987.028
"B43004852"	2015	2987.032
"A31082712"	2012	2987.116
"B28222487"	2009	2987.273
"B03019601"	2017	2988.3
"B84309616"	2016	2988.413
"A43015338"	2014	2988.613
"B03010634"	2012	2989.536
"A41087404"	2012	2989.665
"A48114318"	2013	2989.747
"A08093015"	2007	2990.97
"B08195653"	2014	2991.128
"V41812744"	2015	2991.174
"A08061731"	2010	2991.256
"B28361350"	2011	2992.61
"A22009690"	2014	2993.02
"A03012614"	2017	2993.673
"A48876874"	2007	2994.8
"A03057486"	2015	2995.562
"A01376888"	2012	2995.887
"A06014930"	2010	2996.311
"B01267277"	2016	2996.721
"A28117026"	2010	2997.327
"A45015716"	2011	2997.614
"A28587616"	2017	2997.66
"A30035679"	2010	2997.749
"A33604406"	2013	2997.89
"A30013247"	2012	2997.905
"A46075206"	2012	2999.149
"A17055153"	2014	3000.633
"B50029263"	2017	3000.83
"A30021877"	2016	3001.487
"A01000249"	2010	3001.736
"A15070444"	2008	3001.821
"A81933772"	2014	3002.265
"B03039609"	2012	3002.554
"A28278596"	2009	3004
"A36561595"	2016	3004.22
"B36684157"	2012	3004.332
"B19001551"	2010	3004.516
"B30566194"	2011	3005.25
"B08282337"	2016	3005.6
"A07216948"	2016	3005.676
"A20039426"	2011	3006
"A31018492"	2015	3006.482
"A36611903"	2010	3006.709
"A14025142"	2015	3006.747
"B27007897"	2009	3006.829
"B33119983"	2008	3006.834
"B01003581"	2015	3007.717
"A08572430"	2009	3009.025
"A42003368"	2015	3009.636
"A08231250"	2013	3010.367
"A35569102"	2014	3010.702
"B36002913"	2012	3011.313
"A80771116"	2014	3012
"B50997949"	2015	3012.037
"A08670929"	2017	3012.307
"A46089819"	2016	3012.779
"A08262065"	2015	3013.23
"A57082570"	2016	3013.298
"B48472500"	2008	3013.31
"A48009773"	2016	3014.045
"A28423986"	2014	3014.106
"B37015526"	2010	3014.436
"A31037294"	2017	3014.681
"B08488587"	2012	3015.446
"F46028072"	2011	3015.764
"B08282337"	2010	3017.347
"B46164091"	2017	3018.387
"A16010126"	2010	3018.733
"A46078267"	2011	3019.71
"A08481632"	2008	3020.349
"B46084695"	2014	3021.094
"A30603716"	2010	3021.771
"A08238578"	2014	3023.273
"B17048364"	2017	3023.55
"A33036906"	2012	3024.067
"A20032264"	2015	3024.537
"A45015716"	2012	3025.41
"A34009191"	2010	3026.127
"A59067603"	2009	3026.496
"A78343977"	2015	3027.048
"A43004472"	2016	3027.395
"B73070914"	2013	3028.498
"A08224081"	2013	3028.894
"A08621161"	2016	3029.002
"A22008106"	2016	3029.559
"A81957367"	2011	3029.985
"A28404614"	2007	3031.505
"B25436122"	2009	3032.34
"A80897770"	2014	3032.45
"A28070167"	2016	3032.728
"A17020645"	2011	3032.739
"A17001322"	2009	3033.768
"B27013382"	2016	3033.933
"A28552149"	2014	3035.13
"B33920141"	2015	3035.644
"C08164253"	2015	3036.232
"A83741967"	2013	3036.661
"A80771116"	2012	3037
"A39005095"	2007	3037.915
"A12014346"	2011	3038.07
"B41217761"	2015	3038.218
"B96683347"	2014	3038.815
"A35045681"	2013	3039.328
"A08322067"	2015	3040.643
"A28400323"	2011	3040.852
"A42000901"	2015	3041.628
"B46171518"	2017	3042.095
"A11682507"	2010	3042.466
"A08609281"	2012	3043.224
"B08988149"	2007	3043.392
"B73108755"	2011	3044.08
"A01004548"	2010	3044.349
"A08651762"	2016	3044.382
"A08484107"	2011	3044.923
"B12007357"	2008	3045.056
"A46005484"	2017	3045.213
"A08296790"	2014	3045.444
"B15596331"	2009	3045.497
"A33008426"	2007	3046.51
"A33604406"	2014	3046.661
"A30035679"	2008	3046.683
"A08238578"	2011	3046.854
"A02013985"	2015	3048.118
"A31009913"	2008	3048.601
"B30015226"	2017	3048.781
"A01007442"	2012	3049.055
"A53283511"	2012	3049.44
"A15070444"	2012	3050.295
"A08091894"	2011	3050.983
"A33036906"	2014	3051.262
"A28574101"	2011	3051.509
"A30035679"	2007	3051.83
"A28012656"	2013	3052.521
"A50615160"	2015	3052.84
"B92217975"	2015	3053.563
"A08061731"	2009	3054.179
"A26010413"	2017	3054.576
"B12007357"	2012	3054.95
"B15009566"	2014	3055.505
"B82899550"	2013	3055.903
"A31078140"	2017	3056.175
"B08216202"	2010	3056.399
"B82988825"	2012	3056.58
"A17475203"	2012	3056.698
"A46002069"	2017	3058.108
"A30032619"	2016	3058.612
"A03017308"	2010	3059.383
"A28147197"	2011	3060.586
"A01167204"	2014	3061.126
"A28423986"	2013	3061.627
"A38019543"	2008	3062.337
"A08026627"	2014	3062.559
"A04325494"	2009	3064.824
"A33034422"	2013	3066.625
"A03017308"	2011	3067.102
"A30022958"	2010	3068.217
"A08005696"	2016	3069.623
"A43035401"	2012	3070.046
"A80352420"	2009	3070.786
"A31012636"	2015	3072.187
"A47021076"	2013	3073.091
"A28662005"	2013	3073.267
"A48121826"	2013	3073.315
"B12027843"	2014	3073.602
"B30015226"	2016	3073.816
"A46069456"	2013	3074.072
"A28552149"	2013	3075.429
"A08541021"	2012	3077.695
"A58348038"	2017	3078.444
"B08113615"	2015	3078.617
"A25529074"	2017	3079.472
"A23022874"	2008	3079.672
"A12014346"	2012	3079.885
"A16010126"	2009	3080.267
"A50049105"	2016	3080.269
"A33602905"	2012	3081.004
"A14026199"	2012	3081.645
"F46028072"	2012	3081.698
"A35004399"	2013	3082.08
"A01061373"	2008	3083.185
"A46035770"	2012	3083.676
"A33018664"	2014	3083.805
"A31196983"	2011	3085.45
"A28547115"	2008	3086.223
"A41021841"	2012	3089.443
"A31018492"	2014	3090.255
"B28138196"	2008	3090.56
"A46089819"	2013	3090.967
"B46115838"	2014	3092
"A08657017"	2016	3092.122
"B96246350"	2016	3092.327
"A08481632"	2009	3092.779
"A08182206"	2012	3093.623
"B58222548"	2017	3093.643
"B08721060"	2016	3093.741
"A03021276"	2008	3093.805
"B46161261"	2013	3094.606
"A15024482"	2007	3095.17
"A33026980"	2016	3095.576
"A38024907"	2010	3095.643
"B28138196"	2016	3096.914
"B45006616"	2008	3097.442
"A15024482"	2008	3098.152
"A28668580"	2013	3098.431
"B30043558"	2014	3098.541
"A03021276"	2016	3098.676
"A38014114"	2017	3098.875
"A08203226"	2014	3098.922
"A33025974"	2016	3099.001
"B31067697"	2013	3100.172
"B35031665"	2014	3100.195
"A08007056"	2014	3101.431
"A36060754"	2015	3101.575
"A57277709"	2017	3101.722
"A34009191"	2014	3102.253
"A46162665"	2016	3102.418
"A25529074"	2012	3102.425
"A15685373"	2011	3103.296
"B04028734"	2013	3103.372
"B07025315"	2016	3103.725
"A31069321"	2010	3104.117
"A33034422"	2012	3104.435
"A08200651"	2016	3104.453
"B46084695"	2015	3104.825
"A17001678"	2015	3105.488
"A28096378"	2016	3105.808
"A47010095"	2014	3106
"B46149555"	2016	3106.241
"A08238578"	2016	3107.493
"B28579324"	2013	3107.706
"B28118800"	2015	3107.991
"A47022165"	2013	3108.009
"A06008361"	2012	3108.968
"A43028588"	2015	3109.853
"A36614691"	2013	3110.382
"B08424855"	2014	3112.443
"B43636075"	2015	3112.883
"A31196983"	2016	3113.695
"B21011333"	2010	3114.087
"A48047377"	2011	3114.959
"A82275306"	2013	3115
"A03035417"	2010	3115.144
"A24015406"	2010	3115.152
"A08094567"	2008	3115.89
"A03021276"	2017	3116.019
"A43015338"	2016	3116.349
"A28519932"	2012	3116.403
"A30036933"	2017	3116.994
"A08119752"	2014	3117.742
"A22012223"	2011	3117.797
"A17018052"	2015	3118.294
"B31850977"	2017	3118.971
"A15024482"	2013	3119.214
"A03012614"	2015	3119.383
"A53288478"	2013	3120.001
"A08361644"	2016	3120.064
"A08224545"	2016	3120.548
"A22008106"	2008	3120.63
"A28131274"	2015	3120.726
"A14000533"	2015	3121.67
"A62023262"	2014	3122.296
"B27013713"	2015	3122.527
"B92217975"	2013	3122.759
"A61557641"	2010	3122.82
"A28645000"	2013	3122.92
"B36008415"	2013	3123.37
"A01012921"	2015	3123.932
"B10005932"	2015	3124.762
"A28416154"	2013	3125.538
"A53288478"	2011	3125.816
"B36008415"	2014	3125.85
"A07802218"	2015	3126.1
"A48114318"	2014	3126.56
"A28547115"	2009	3127.49
"A36014595"	2014	3127.735
"A31070378"	2015	3127.735
"B46055489"	2010	3128.769
"A08217432"	2015	3130.041
"A46051918"	2010	3130.212
"A36600518"	2008	3130.59
"A30018345"	2015	3130.67
"A30031769"	2009	3131.037
"A21006861"	2011	3131.79
"B15017908"	2012	3133.136
"A08322067"	2014	3133.216
"A31069321"	2009	3133.321
"A46099776"	2008	3135.326
"B30033666"	2014	3135.435
"A04016952"	2016	3135.673
"A46066825"	2008	3136.365
"B38238788"	2014	3136.489
"B31067697"	2015	3137.25
"A80897770"	2013	3137.334
"A08322067"	2012	3137.859
"A08659617"	2012	3138.932
"A15032196"	2014	3139.243
"A21006861"	2010	3139.271
"A04007811"	2016	3139.381
"A23022874"	2011	3139.425
"B99004541"	2015	3139.8
"B61252185"	2012	3140
"B27014398"	2016	3140.629
"B83766485"	2017	3140.975
"A48092886"	2015	3141.055
"B84309616"	2014	3141.919
"A36611903"	2009	3142.153
"A08069809"	2015	3142.421
"A41087404"	2014	3143.311
"A08104994"	2010	3143.726
"A08094435"	2012	3143.765
"B12681060"	2015	3144.433
"A31072325"	2012	3144.959
"A08608770"	2014	3145.678
"A28013894"	2016	3147.337
"A22271209"	2015	3147.562
"A17003757"	2009	3147.639
"A17475203"	2014	3149.421
"A31037294"	2011	3149.815
"A36615037"	2013	3149.829
"A50032325"	2013	3149.983
"A08061731"	2008	3150.048
"A08285157"	2013	3151.32
"A28325785"	2013	3151.844
"A21102157"	2012	3152.181
"A32006215"	2008	3152.348
"A04006417"	2007	3153.046
"A41695149"	2017	3155
"B28341832"	2011	3155.363
"A08620056"	2011	3155.788
"B46166013"	2010	3155.821
"A41055377"	2016	3155.861
"A48025571"	2015	3156
"A08394157"	2015	3156.075
"B08413247"	2009	3156.471
"A46162665"	2017	3156.84
"A08604159"	2010	3156.941
"A26015503"	2007	3157.28
"A82501545"	2014	3157.455
"A12014346"	2008	3157.483
"A30013247"	2015	3157.981
"A08604316"	2012	3159.38
"A08723926"	2009	3159.642
"A12027488"	2015	3160.302
"B43579424"	2010	3160.312
"A41018854"	2012	3160.405
"B28059012"	2007	3160.89
"A28457059"	2014	3160.894
"A83102426"	2013	3161.552
"B46069654"	2011	3161.785
"B12291167"	2017	3162.501
"B08111411"	2012	3163.232
"A08288490"	2016	3164.37
"A01009265"	2015	3164.659
"A03012614"	2012	3164.659
"A46160701"	2015	3165.206
"A08274987"	2007	3166.19
"A08195927"	2011	3166.662
"A08200032"	2017	3166.726
"A46023594"	2007	3166.83
"A08081986"	2014	3167.283
"A21000427"	2007	3167.381
"B36009207"	2012	3168.084
"A29003423"	2008	3168.706
"B84309616"	2013	3168.882
"A08681264"	2015	3169.142
"B21011333"	2012	3169.383
"A30013247"	2013	3169.777
"A15032196"	2013	3170.467
"B81496515"	2011	3170.699
"A01006659"	2016	3170.743
"A46063731"	2010	3173.001
"A32005548"	2012	3173.636
"A48108484"	2012	3173.74
"B38002655"	2014	3173.777
"A08200651"	2017	3174.309
"A46056255"	2010	3174.321
"A24004947"	2009	3174.656
"A37043015"	2010	3175
"A28019461"	2009	3175
"A60016037"	2012	3175.014
"A07015787"	2014	3175.303
"A22009039"	2013	3175.377
"A09018730"	2016	3175.688
"A08238578"	2007	3176.319
"A41006891"	2013	3177.978
"A59067603"	2011	3178.047
"A03005154"	2009	3178.492
"A09004813"	2012	3178.537
"A39012638"	2016	3178.553
"A25022609"	2015	3179.942
"A28651370"	2014	3180.069
"B48033278"	2016	3180.216
"B08988149"	2013	3180.526
"A01004548"	2011	3181.959
"A08104994"	2012	3182.017
"B08584989"	2007	3182.331
"A28416154"	2015	3183.109
"A30024798"	2013	3183.618
"A35753094"	2015	3184
"A08005696"	2015	3184.638
"A46002697"	2009	3185.246
"A30017636"	2016	3186.541
"A04017497"	2014	3186.56
"A09021825"	2013	3186.676
"A85279107"	2017	3189.686
"A28325785"	2016	3189.718
"A15070444"	2013	3190.414
"A36600500"	2015	3190.716
"A08248502"	2014	3191.43
"B46140885"	2010	3192.236
"B27013556"	2013	3193.193
"A41061771"	2017	3193.257
"A32005548"	2008	3193.485
"B35043637"	2013	3193.782
"A04325494"	2010	3194.395
"A03033164"	2012	3194.545
"A28219202"	2013	3195.118
"B61967774"	2014	3195.212
"B34226514"	2016	3195.224
"A15027139"	2007	3195.726
"A08066300"	2015	3196.204
"A46131769"	2010	3196.472
"A22201164"	2014	3197.485
"B28419703"	2013	3197.589
"A07216948"	2013	3197.685
"A43015338"	2008	3197.788
"A20065744"	2013	3198.472
"A28259141"	2010	3198.532
"A28668127"	2015	3199.576
"A30021877"	2015	3199.775
"B25436122"	2012	3201.613
"A08209538"	2007	3201.71
"A08146474"	2013	3202.946
"A08332256"	2015	3204.852
"B43579424"	2011	3205.801
"A46131520"	2017	3206.39
"A08238578"	2013	3206.401
"B37024825"	2014	3208.143
"A30018345"	2014	3208.275
"A31082712"	2010	3208.509
"A18431064"	2015	3208.886
"A48119143"	2015	3209.399
"A48009773"	2011	3209.979
"A30018147"	2015	3210.058
"A28519932"	2014	3210.509
"B12681060"	2014	3210.674
"A01000249"	2011	3210.691
"A07018112"	2016	3211.103
"A33019423"	2015	3211.306
"A12019840"	2014	3211.865
"A04236931"	2014	3212.06
"A17020561"	2012	3212.402
"B20056255"	2015	3212.477
"B73108755"	2009	3212.538
"B45493707"	2014	3212.912
"A34007831"	2016	3213.657
"A33036906"	2013	3214.533
"A07016256"	2013	3216
"A46056255"	2011	3216.073
"A15506934"	2016	3216.526
"B08373250"	2013	3218.118
"A58393778"	2010	3218.758
"A41087404"	2017	3219.39
"A46035770"	2010	3219.784
"A78067188"	2011	3220
"B28091486"	2008	3220.63
"B46140885"	2016	3220.919
"A08509788"	2015	3221.582
"A26010413"	2016	3221.967
"A07016256"	2011	3222
"A33608563"	2008	3223.292
"A08683864"	2013	3223.542
"A08228520"	2015	3223.603
"A48102792"	2013	3223.644
"A03084936"	2017	3223.896
"A35009992"	2009	3224.313
"A07027261"	2017	3225.065
"A15685373"	2010	3225.087
"A30018147"	2013	3225.231
"A11608999"	2017	3226.194
"B46140885"	2012	3226.363
"A08093254"	2010	3226.389
"A28662005"	2015	3226.494
"A47021076"	2014	3226.721
"A17021460"	2011	3227.076
"B27013556"	2009	3227.253
"A46023594"	2008	3227.565
"A17014879"	2016	3228.201
"A30023238"	2007	3229.308
"A07190309"	2008	3229.322
"B12019485"	2014	3229.516
"B28670602"	2014	3229.949
"A60963287"	2016	3230
"B08282337"	2012	3230.508
"A80771116"	2015	3232
"A08541021"	2015	3232.946
"A43015338"	2009	3233.384
"A26008664"	2016	3234.338
"B17019373"	2012	3234.491
"A30013247"	2017	3234.788
"A43035401"	2013	3235.794
"A48108484"	2014	3236.16
"A46170080"	2011	3238.113
"B46163655"	2013	3238.285
"A07046659"	2016	3242.234
"B20070082"	2010	3242.685
"A08217432"	2014	3243.224
"B28222487"	2010	3243.342
"A33025974"	2007	3244.01
"A29030848"	2007	3244.62
"B96011283"	2015	3244.946
"A07256100"	2010	3245.375
"A43010974"	2014	3245.403
"A08332256"	2016	3245.57
"A36615474"	2014	3246.745
"A78097656"	2009	3246.877
"A08704520"	2009	3247.405
"A46036380"	2012	3247.559
"A01009265"	2014	3248.44
"A07256100"	2017	3249.227
"B61967774"	2013	3250.557
"B46069654"	2016	3251.281
"A96560560"	2014	3252.204
"A08091894"	2010	3252.358
"A46082228"	2015	3252.53
"A08631517"	2010	3253.67
"A41080144"	2010	3253.723
"A01005594"	2016	3253.831
"A08631517"	2011	3254.805
"A58061383"	2007	3255.091
"A28126274"	2012	3255.098
"A10011641"	2012	3255.887
"A28985992"	2010	3256.892
"A09021833"	2011	3257.75
"A15012305"	2017	3257.875
"A73350399"	2014	3258.85
"B46118303"	2011	3259.766
"A24003873"	2012	3259.928
"A01005594"	2013	3260.116
"B41058124"	2015	3260.691
"B41094459"	2008	3260.832
"A08708620"	2008	3261
"A73350399"	2015	3261.496
"A28106003"	2016	3262.732
"A17020645"	2017	3263.004
"B12007357"	2009	3263.478
"B46090791"	2008	3263.627
"A08453219"	2009	3264.563
"A08509937"	2011	3264.928
"A08606378"	2013	3265.659
"B22003099"	2014	3265.884
"A48064521"	2015	3266.688
"A28085520"	2014	3266.989
"A28457059"	2016	3268.427
"A28259141"	2011	3268.876
"A28249993"	2017	3269.333
"A07036569"	2013	3269.431
"A21006861"	2013	3269.581
"A46051918"	2012	3269.769
"A95444519"	2016	3270.546
"A38232526"	2012	3270.996
"A78267309"	2017	3272.523
"A12019840"	2011	3273.091
"A41002544"	2017	3273.839
"A03063583"	2007	3273.92
"A48108484"	2011	3274.01
"A30017636"	2013	3274.118
"A17020561"	2013	3274.524
"A28427581"	2016	3274.996
"A28184661"	2010	3276.522
"A43015338"	2013	3276.59
"A48064182"	2013	3277
"A17003757"	2010	3277.088
"A12016093"	2010	3278.294
"B08147696"	2008	3278.305
"A28184661"	2009	3280.779
"A47022058"	2009	3281.845
"A46162665"	2015	3282.094
"A28013894"	2011	3282.275
"B36002913"	2017	3282.316
"A08499568"	2008	3282.528
"A39030200"	2013	3283.532
"A46105508"	2012	3283.901
"A83102426"	2014	3284.778
"B48059786"	2015	3286.292
"A08604159"	2008	3286.51
"A31196983"	2013	3286.831
"A46131520"	2016	3287.66
"A08445983"	2009	3287.728
"A17041708"	2011	3288.274
"A08612061"	2007	3289.165
"A08198392"	2011	3291.237
"A48092886"	2012	3291.961
"A46105508"	2008	3292.357
"A08238578"	2017	3292.727
"A07013055"	2011	3293.814
"A47022165"	2011	3294.29
"A03001948"	2010	3294.339
"A08622938"	2016	3294.73
"A43035401"	2011	3295.305
"B15596331"	2010	3297.345
"A21000427"	2010	3297.497
"A81933772"	2012	3297.523
"A80482334"	2012	3297.794
"B46157285"	2017	3297.821
"A17055153"	2013	3297.974
"A36002285"	2008	3298.902
"A39005095"	2009	3299.204
"A41055377"	2015	3299.514
"A27199140"	2009	3299.79
"A78097656"	2016	3299.86
"A13008461"	2017	3300.75
"A46068284"	2007	3301.35
"A08450421"	2009	3301.808
"A28174985"	2013	3303.114
"B57208878"	2016	3303.252
"A46014155"	2016	3303.438
"A08106031"	2012	3304
"A08128910"	2015	3304.72
"B03010634"	2014	3305.599
"A08737249"	2009	3306.121
"A28012656"	2017	3306.531
"A01009265"	2017	3307.112
"B17048364"	2015	3309.044
"B12007357"	2010	3309.223
"B04028734"	2014	3309.305
"A36008886"	2017	3310.211
"A46051918"	2009	3310.684
"A38023925"	2012	3311.182
"A23016157"	2017	3311.602
"A46035770"	2013	3311.729
"A08591075"	2016	3312.22
"A08630063"	2017	3312.552
"B41058124"	2014	3312.645
"A46226122"	2009	3313.001
"B30009039"	2008	3313.247
"B48111124"	2012	3315.078
"A35022987"	2016	3315.478
"B12019485"	2011	3316.081
"B15021835"	2015	3316.542
"A33024852"	2012	3316.956
"A33025974"	2017	3317.592
"A08094567"	2017	3317.611
"A43030626"	2017	3318
"A30032130"	2009	3318.534
"A12228458"	2015	3318.714
"A08159816"	2016	3318.839
"A12461802"	2008	3318.998
"A31069321"	2017	3319.158
"A33024084"	2011	3320.72
"A09013947"	2009	3321.956
"A23019342"	2017	3322.169
"A28456119"	2008	3322.465
"A30017636"	2010	3322.469
"A43016757"	2015	3323.318
"A28674489"	2009	3323.616
"A11682507"	2012	3324.087
"A08198392"	2014	3325.276
"A24015406"	2017	3325.91
"A08499568"	2014	3326.372
"A08104994"	2013	3326.422
"A46005484"	2008	3327.463
"A33606534"	2007	3328.331
"B27013556"	2014	3329.234
"A46014155"	2012	3329.927
"B33607649"	2015	3330.065
"A28228690"	2007	3330.27
"A08404212"	2016	3331.236
"B23015753"	2009	3331.406
"B17023995"	2008	3331.568
"A07016256"	2012	3333
"B01267277"	2017	3333.325
"A81593808"	2009	3333.802
"B22003099"	2013	3333.815
"A08723926"	2013	3333.967
"A28630374"	2011	3334.051
"A15685373"	2013	3334.404
"B28307536"	2017	3335.139
"A22008106"	2017	3335.527
"A13029962"	2014	3335.757
"A32226037"	2010	3335.891
"A78067188"	2010	3338
"B46132387"	2013	3338.278
"B61696944"	2016	3339.101
"A08231250"	2014	3339.198
"A28571750"	2015	3340.217
"B08275026"	2013	3340.905
"A28131274"	2010	3341.233
"A20031126"	2008	3342.797
"A32006611"	2015	3342.933
"B85294916"	2015	3343
"A43035401"	2010	3343.926
"A08134942"	2017	3344.562
"B46118303"	2012	3344.582
"A41022609"	2017	3344.689
"A48108484"	2010	3344.75
"A08200313"	2015	3345.001
"A50005156"	2008	3345.657
"A11355526"	2017	3345.938
"A60963287"	2011	3345.969
"B15021835"	2014	3345.97
"B27321249"	2016	3346.349
"A28357903"	2013	3346.733
"B36684157"	2010	3346.846
"A04202008"	2017	3346.976
"A08577215"	2014	3347.791
"B46157285"	2014	3347.948
"A30041834"	2011	3348.27
"A46086773"	2013	3348.76
"B08961393"	2007	3348.89
"B41217761"	2012	3349.876
"A08198392"	2010	3349.912
"B07985609"	2012	3349.957
"A28106003"	2017	3350.561
"A28416089"	2013	3350.618
"B06013841"	2013	3350.952
"A43019868"	2016	3352.188
"B46140885"	2013	3352.687
"B08013963"	2009	3352.93
"B06320410"	2017	3355.35
"B27008408"	2016	3355.57
"A08493306"	2007	3355.81
"A17009598"	2012	3356.043
"A03021276"	2007	3356.289
"A25041146"	2010	3356.342
"A47010194"	2015	3356.404
"B30029110"	2009	3357.61
"B46070728"	2007	3359.247
"B18012831"	2008	3359.856
"A17003757"	2013	3360.797
"A33615980"	2009	3361.188
"A28552149"	2012	3361.425
"B43361724"	2017	3361.647
"A20038915"	2015	3361.685
"B36609485"	2015	3361.912
"A22001721"	2012	3362.796
"A03066933"	2011	3363.235
"A33018664"	2016	3363.487
"A08200651"	2013	3364.372
"A30035679"	2012	3364.85
"B17593633"	2010	3365.477
"A18431064"	2010	3365.802
"A46131769"	2009	3366.159
"B11630886"	2012	3366.242
"B22003099"	2010	3366.841
"A47000641"	2013	3367.714
"A43004472"	2012	3368.915
"B08584989"	2010	3369.766
"A29008174"	2007	3370.249
"B41007576"	2011	3370.537
"B36009207"	2009	3371.388
"B85225282"	2015	3372.189
"A30031769"	2008	3372.667
"A08081986"	2015	3373.345
"A03021276"	2015	3373.857
"A33024084"	2008	3374.641
"A33604406"	2015	3376.653
"B28307536"	2016	3377.306
"A32005548"	2009	3377.313
"A36605038"	2008	3377.481
"B46076287"	2014	3377.483
"B27011477"	2007	3377.65
"A17023813"	2010	3380.745
"A38014114"	2015	3381.149
"A01001072"	2014	3381.259
"B36010098"	2010	3381.517
"A29016003"	2010	3382.163
"A58393778"	2014	3382.485
"A34009191"	2009	3383.358
"A08154650"	2014	3383.533
"B20793956"	2015	3384.015
"A28074078"	2011	3384.684
"A03032653"	2016	3385.077
"A01001072"	2012	3385.291
"A28400323"	2013	3385.549
"A31825466"	2016	3385.939
"A26297663"	2010	3386.534
"A48093918"	2016	3386.642
"A59736686"	2017	3388.37
"A05000682"	2017	3388.758
"B21011333"	2016	3389.371
"A03001948"	2012	3389.537
"A47438262"	2008	3390.278
"A20065744"	2016	3390.901
"A23022874"	2015	3391.886
"B17023995"	2016	3392
"A80771116"	2017	3393
"A38020905"	2010	3393.994
"B30033666"	2013	3394.212
"A12019295"	2017	3395.336
"B73070914"	2014	3396.259
"A08209538"	2008	3396.928
"A73350399"	2017	3397.023
"A30038020"	2008	3397.344
"A24003873"	2008	3397.692
"A46055794"	2008	3398
"B83654426"	2012	3398.755
"A08026627"	2016	3399.568
"A48009773"	2012	3400.847
"B46164091"	2015	3402.028
"B36684157"	2011	3402.447
"A03063583"	2016	3405.417
"A41002544"	2008	3405.45
"A08304933"	2016	3405.474
"B08275026"	2014	3405.779
"B28222487"	2008	3406.098
"A81957367"	2016	3406.409
"A17013947"	2017	3406.943
"A28491637"	2012	3408.434
"B12536934"	2010	3409.289
"A46069456"	2015	3409.365
"A08404212"	2014	3410.945
"B58836321"	2012	3411
"A33604406"	2016	3412.342
"B12662722"	2013	3413.183
"A48071351"	2017	3413.368
"A35004399"	2016	3413.589
"A07026651"	2017	3413.748
"A43015338"	2010	3413.8
"B41007576"	2010	3414.67
"A28134534"	2017	3414.878
