nif	year	inmovilizado_inm
"B29682135"	2013	336.049
"B29682135"	2014	336.049
"A78990603"	2011	336.08
"A80632573"	2007	336.567
"A20574372"	2012	336.71
"A34009191"	2015	336.935
"A33025974"	2007	337.015
"A46074563"	2014	337.187
"A28410850"	2012	337.196
"B46111035"	2015	337.59
"A08132656"	2015	337.9
"A08200651"	2010	337.953
"A80316672"	2013	338
"A62400718"	2013	338.007
"A81722712"	2007	338.203
"B24007049"	2009	338.467
"A47010095"	2007	338.55
"A30006142"	2011	338.846
"A79259339"	2008	339.161
"A28133023"	2010	339.199
"A80482334"	2011	339.257
"A28357903"	2010	339.399
"A08361644"	2010	339.619
"B33876459"	2012	339.923
"B48771711"	2012	340.272
"B08721060"	2016	340.408
"A30040224"	2008	340.43
"B46163655"	2014	340.434
"B48472500"	2013	340.441
"A48064182"	2007	340.46
"A08014813"	2017	340.607
"A21391917"	2017	340.632
"B35007376"	2015	341
"A15021843"	2014	341.246
"A20806329"	2011	341.317
"A07061161"	2010	341.352
"A46151973"	2015	341.441
"A08565285"	2013	341.463
"B38366225"	2009	341.483
"A07053374"	2013	341.527
"A28449569"	2014	341.529
"A17007014"	2011	341.572
"A03036373"	2011	341.66
"A01161066"	2014	341.675
"A11682507"	2010	341.733
"A29018249"	2011	341.91
"A08304933"	2012	341.963
"B48059786"	2010	341.975
"A01017557"	2008	342.151
"A04017497"	2013	342.158
"A42000901"	2010	342.183
"A03046125"	2015	342.213
"A12015673"	2010	342.314
"B46045993"	2012	342.572
"A48071369"	2011	342.864
"A38018404"	2013	342.885
"A59202853"	2016	342.889
"A17475203"	2011	342.951
"A58349929"	2016	342.956
"A28683068"	2013	342.957
"B17019373"	2008	343.008
"A11006095"	2011	343.057
"B61425682"	2017	343.098
"A28392736"	2013	343.214
"B08156127"	2010	343.363
"B08463424"	2008	343.527
"A08154650"	2008	343.6
"A81408817"	2015	343.63
"B82432725"	2007	343.65
"B30558290"	2007	343.831
"A46055992"	2015	343.851
"A19122209"	2009	344
"B73070914"	2013	344.175
"B27013556"	2007	344.224
"A28562908"	2010	344.387
"B12027843"	2010	344.485
"A50043298"	2013	344.675
"B07883457"	2016	344.808
"A08280240"	2012	344.982
"A08397002"	2011	345
"A39000849"	2011	345.12
"B34224923"	2015	345.256
"B12015210"	2008	345.452
"A48876874"	2014	345.472
"A43001684"	2014	345.511
"B08961393"	2011	345.566
"A01007137"	2016	345.647
"B79863288"	2010	345.723
"B08275026"	2011	345.768
"B33119983"	2008	345.864
"B46146080"	2014	345.901
"A28077709"	2017	346
"A08397002"	2010	346
"V30405880"	2013	346.022
"B08463424"	2012	346.095
"A15070444"	2010	346.238
"B28401222"	2014	346.244
"A38010997"	2013	346.27
"A08149668"	2015	346.319
"B12462560"	2012	346.506
"A12021390"	2010	346.517
"B08424855"	2013	346.822
"B24013799"	2014	346.844
"B33119983"	2009	346.871
"B78908605"	2012	347.284
"A28681492"	2009	347.37
"A08604159"	2011	347.659
"B61696944"	2016	347.77
"A14015788"	2007	347.854
"A08224545"	2012	347.943
"A45012259"	2010	348.069
"A43002450"	2009	348.134
"A46074647"	2008	348.346
"A28057008"	2012	348.381
"A12016093"	2011	348.6
"A96785225"	2007	348.71
"A08134942"	2014	348.849
"A15017163"	2010	348.913
"A32226037"	2008	349.012
"A01007137"	2015	349.025
"B38025920"	2014	349.095
"A08128910"	2009	349.36
"A08244808"	2008	349.483
"B08988149"	2015	349.64
"A60016037"	2011	349.647
"A18431064"	2008	349.741
"A24010381"	2013	349.808
"A08280240"	2007	349.84
"A03021276"	2007	349.866
"A22013072"	2009	350
"A28435931"	2010	350.433
"A08514135"	2010	350.775
"B35388867"	2013	350.89
"A48020358"	2013	350.895
"B35042092"	2008	351.19
"A32005548"	2010	351.212
"A01007137"	2012	351.239
"A43015338"	2012	351.358
"A12014346"	2013	351.53
"B17229675"	2012	351.762
"B03158532"	2013	351.769
"B46164463"	2011	351.787
"A48095822"	2013	351.812
"A41069352"	2009	351.884
"B82435371"	2014	352
"A28283794"	2014	352.035
"A08681264"	2014	352.165
"A08260663"	2012	352.294
"B27011477"	2007	352.3
"A28580546"	2008	352.503
"B50001874"	2015	352.722
"A62332580"	2016	352.831
"A08720708"	2012	352.856
"A30012645"	2009	352.869
"A15070444"	2009	352.9
"B57175283"	2012	352.916
"A41098237"	2008	352.952
"A63414486"	2011	353
"A81944324"	2008	353
"B60544046"	2011	353.145
"A23022783"	2009	353.199
"A08851321"	2008	353.285
"A08584062"	2012	353.44
"A08224545"	2011	353.956
"A28396042"	2015	354
"A30014047"	2013	354.28
"B43110113"	2015	354.297
"A79492104"	2012	354.478
"A07036569"	2011	354.539
"B01015221"	2008	354.627
"A08952012"	2013	354.698
"F03842671"	2008	354.75
"A21102157"	2007	354.78
"A28555563"	2013	354.809
"A28126274"	2012	354.814
"A31001266"	2010	354.932
"B57175283"	2013	354.98
"A28060515"	2008	355
"A28515567"	2013	355.025
"A08291973"	2008	355.08
"B41058124"	2008	355.108
"B50001874"	2016	355.114
"A08851321"	2007	355.297
"A21000427"	2015	355.452
"A28126274"	2011	355.559
"B24013799"	2012	355.697
"A08667370"	2011	355.839
"B30034730"	2011	355.9
"B36007904"	2007	355.92
"A50049105"	2013	356.241
"A33610106"	2008	356.304
"A46005252"	2016	356.369
"B12291167"	2011	356.53
"A08375545"	2008	356.55
"B80372220"	2011	356.791
"A18012930"	2008	356.834
"A41212572"	2010	356.877
"A15070444"	2014	356.951
"A28155240"	2012	356.977
"A14027635"	2016	357
"A28012342"	2008	357
"A15590904"	2016	357
"B30034730"	2013	357.222
"B31083488"	2013	357.292
"A17483124"	2017	357.329
"A30029862"	2012	357.347
"A60016037"	2012	357.379
"B01267277"	2008	357.466
"B08584989"	2007	357.477
"B15077571"	2014	357.622
"A15000391"	2007	357.64
"A04236931"	2013	357.772
"B08463424"	2007	357.831
"B45005279"	2011	358.07
"A08221582"	2013	358.128
"A01007137"	2011	358.439
"B29682135"	2015	358.452
"A03033164"	2013	358.751
"A01007137"	2014	358.796
"A78831369"	2011	359
"A96966049"	2008	359
"B12019485"	2011	359.045
"A43002450"	2013	359.171
"A28137255"	2014	359.253
"A46134250"	2014	359.355
"B46037446"	2012	359.376
"B63458004"	2014	359.406
"B30516645"	2011	359.409
"A28681492"	2007	359.532
"A03005154"	2007	359.542
"B03100831"	2008	359.582
"A20065744"	2010	359.699
"B08463424"	2014	359.89
"A07244023"	2008	360.14
"A05122460"	2010	360.146
"B24013799"	2013	360.577
"A08479933"	2013	360.607
"B17048364"	2014	360.627
"B36009207"	2013	360.659
"A08952012"	2009	360.666
"A33126244"	2011	360.701
"A08606378"	2010	360.96
"A36012698"	2008	360.965
"B08013963"	2011	361.18
"A41112012"	2013	361.283
"B17019373"	2007	361.285
"A12018354"	2013	361.635
"A08200651"	2007	361.704
"A07050420"	2009	361.764
"A28106979"	2009	361.785
"B28492841"	2010	362.113
"A08332256"	2010	362.221
"B17229675"	2014	362.23
"A35012012"	2013	362.248
"A59119917"	2011	362.307
"B39019468"	2012	362.313
"A08262412"	2017	362.497
"A29018249"	2010	362.519
"A28101020"	2008	362.78
"A47024393"	2010	362.907
"B07039514"	2010	363.266
"A11006095"	2012	363.379
"A03018710"	2014	363.559
"A35115856"	2007	363.83
"A46066791"	2012	364
"B61428611"	2016	364.044
"A46077053"	2010	364.213
"B80397409"	2015	364.408
"A42001305"	2011	364.662
"B23015753"	2014	364.705
"A33604406"	2016	364.798
"A96569207"	2015	364.857
"A18006569"	2009	364.909
"A29018249"	2013	364.967
"A79492104"	2010	365.138
"A08375545"	2010	365.425
"A03012614"	2016	365.444
"A08221582"	2007	365.492
"A30023238"	2016	365.667
"A07035934"	2009	365.694
"A41031303"	2009	366
"A39000849"	2012	366.06
"A28555563"	2012	366.094
"A22009039"	2013	366.14
"A78905908"	2012	366.248
"A58816554"	2010	366.443
"A08663957"	2009	366.447
"A08507741"	2011	366.611
"A12002887"	2015	366.733
"B24007049"	2008	366.781
"B07883457"	2015	366.853
"A28306868"	2010	366.863
"A12329223"	2012	366.87
"A31078140"	2013	367.148
"B73108755"	2011	367.249
"A30012645"	2013	367.254
"A08109365"	2014	367.389
"A28698884"	2010	367.472
"A08720245"	2009	367.621
"A28017531"	2013	367.669
"B03020914"	2016	367.786
"A15024482"	2017	368.051
"B08424855"	2012	368.066
"A33607573"	2009	368.311
"B46157533"	2013	368.402
"B96246350"	2017	368.408
"A08720708"	2013	368.472
"A46109054"	2017	368.5
"A08374332"	2014	368.511
"A82198847"	2008	368.55
"A01007137"	2013	368.58
"A08290405"	2012	368.705
"B38028692"	2014	368.753
"A36002285"	2007	368.816
"B46076287"	2014	368.865
"B95087482"	2007	368.88
"B38004966"	2014	368.905
"A35735083"	2016	368.974
"B59886531"	2016	369
"A24004947"	2011	369.11
"A08273898"	2012	369.255
"B38238788"	2017	369.419
"B15077571"	2013	369.556
"B28579324"	2012	369.697
"B46045993"	2015	370.124
"A08262412"	2012	370.247
"B14030720"	2009	370.312
"A06244131"	2012	370.356
"B59737882"	2013	370.42
"A41035742"	2010	371.255
"A46074563"	2013	371.311
"B50938489"	2014	371.409
"A20065744"	2008	371.464
"B36009207"	2012	371.605
"A78092764"	2014	371.65
"B82393778"	2012	371.7
"B08156036"	2014	371.866
"A33036906"	2013	371.993
"A31001266"	2011	372.124
"B28555001"	2011	372.134
"A15007727"	2017	372.345
"A29018249"	2012	372.475
"B30034573"	2009	372.705
"A08667016"	2011	372.858
"A08149668"	2013	372.922
"A08361644"	2013	372.925
"A30005524"	2015	372.963
"A82683434"	2010	373.091
"A28292084"	2011	373.437
"A08421190"	2011	373.633
"A28440576"	2008	373.783
"A33615980"	2012	373.86
"B28499218"	2012	373.971
"B48059786"	2009	374
"A31031545"	2014	374.072
"B27011477"	2010	374.105
"B17016569"	2008	374.15
"A08280240"	2010	374.216
"A08604159"	2014	374.486
"A28646735"	2014	374.577
"A15070444"	2013	374.68
"A12050324"	2013	374.754
"A08445983"	2013	374.838
"A14037642"	2012	375.076
"A36632875"	2017	375.182
"A36005718"	2007	375.294
"A38017844"	2010	375.418
"A28475770"	2007	375.609
"A08720245"	2007	375.873
"A07326473"	2011	376
"B96199807"	2008	376.107
"A80352420"	2014	376.707
"A08094435"	2008	376.842
"A08008450"	2013	377
"B24007049"	2011	377.052
"A03021409"	2008	377.207
"A08290405"	2011	377.284
"B23015753"	2009	377.316
"B29053808"	2014	377.535
"A46019063"	2010	377.591
"A32226037"	2010	377.896
"A01161066"	2011	377.984
"A28422335"	2011	378.082
"A96569207"	2011	378.201
"B28545994"	2017	378.624
"A31449002"	2009	378.673
"A08149668"	2012	378.966
"A46066791"	2014	379
"A28724219"	2014	379.075
"A30031769"	2011	379.089
"B35388867"	2012	379.186
"B15032485"	2015	379.348
"A50013671"	2013	379.566
"A28200384"	2013	379.782
"A28651222"	2008	379.799
"A36632875"	2014	379.801
"A41050980"	2011	379.816
"B08359093"	2010	379.997
"A46094207"	2012	380.149
"A12095295"	2009	380.166
"G38004297"	2011	380.344
"B08216202"	2014	380.422
"A81864498"	2015	380.446
"B08216202"	2013	380.631
"B03020914"	2015	380.678
"B28499218"	2011	380.711
"B15077571"	2012	380.734
"A08681264"	2013	380.822
"B80146517"	2017	381
"A31196983"	2011	381.076
"A14022099"	2012	381.116
"A28134534"	2011	381.237
"B46045993"	2014	381.625
"A09007089"	2010	381.717
"A36632875"	2015	382.013
"B24007049"	2013	382.039
"B28419703"	2008	382.219
"A36017598"	2010	382.238
"A08221582"	2008	382.483
"A30017883"	2013	382.512
"A03063583"	2009	382.73
"A28749976"	2010	382.757
"A15038326"	2010	382.817
"A02013985"	2014	382.828
"B61696944"	2015	382.951
"B12015210"	2007	383.008
"A17006792"	2012	383.031
"A28255784"	2007	383.34
"B24007049"	2007	383.406
"A31404452"	2011	383.417
"A08484107"	2017	383.578
"A46126439"	2014	383.62
"A03063583"	2007	383.73
"A08181067"	2011	383.824
"B38238788"	2016	383.9
"B12015210"	2013	383.941
"B84150994"	2014	384
"A28518090"	2013	384.103
"A48057467"	2011	384.197
"B12003554"	2012	384.237
"A33609587"	2007	384.597
"A46077053"	2009	384.702
"A82683434"	2015	384.8
"B97751978"	2014	385.004
"A28510246"	2010	385.584
"B28419703"	2009	385.586
"A83048363"	2013	385.671
"A79201075"	2014	385.747
"B01267277"	2014	385.917
"A46139937"	2011	385.982
"A28923662"	2012	386
"B82899550"	2012	386.074
"B28403194"	2008	386.16
"A28712479"	2016	386.326
"A08667370"	2016	386.438
"A36002285"	2008	386.683
"A28017531"	2014	386.74
"A28428233"	2007	386.85
"A28670313"	2016	386.926
"A03033164"	2012	386.93
"A28686111"	2013	386.947
"A08560484"	2014	387.096
"B04028734"	2017	387.135
"A08374332"	2013	387.281
"B48033278"	2011	387.545
"B28757730"	2009	387.559
"B17002049"	2008	387.6
"A17020645"	2009	387.695
"A28579373"	2013	387.939
"A07265465"	2008	387.965
"A48155352"	2008	388
"A08278731"	2009	388.053
"B41591165"	2011	388.289
"A28400323"	2009	388.298
"A17006792"	2009	388.444
"B82988825"	2009	388.779
"B20078598"	2008	388.93
"A48006423"	2013	388.949
"A78831369"	2012	389
"A41695149"	2013	389
"A57277709"	2013	389.053
"A17021460"	2007	389.218
"A08361644"	2017	389.304
"A28012359"	2014	389.5
"A36002285"	2009	389.542
"A08591075"	2013	390.055
"A28133023"	2007	390.261
"A42004598"	2013	390.47
"A08626939"	2015	390.495
"A80771116"	2008	390.55
"A45018223"	2013	390.592
"A28724219"	2011	390.67
"A45017241"	2009	390.938
"A48155352"	2009	391
"B46115838"	2013	391
"A08134942"	2012	391.118
"A45017241"	2016	391.12
"A30005920"	2008	391.132
"A08477663"	2016	391.383
"A03046125"	2014	391.641
"B16007551"	2013	391.817
"A15017163"	2012	391.827
"A82198847"	2007	391.91
"A46066791"	2011	392
"B63458004"	2013	392.27
"B08282337"	2009	392.291
"A33013202"	2016	392.327
"B08275026"	2010	392.495
"A46066825"	2010	392.612
"B38004966"	2013	392.672
"A17001322"	2014	392.681
"A08200651"	2008	392.787
"A31007743"	2013	393
"A78526811"	2012	393.006
"B08424855"	2011	393.32
"B08156127"	2009	393.393
"A17001322"	2013	393.404
"A36005718"	2008	393.544
"A30005524"	2014	393.556
"A12283388"	2009	393.575
"A17000993"	2017	393.59
"B30034730"	2012	393.787
"A46077053"	2015	393.947
"A08290405"	2010	394.017
"B01267277"	2012	394.031
"F95002150"	2008	394.27
"A12105029"	2017	394.37
"A08663684"	2016	394.515
"A08952012"	2011	394.575
"A08149668"	2014	394.658
"A46066791"	2010	395
"B30365712"	2017	395.021
"A14033526"	2017	395.049
"A03018710"	2013	395.183
"A08526345"	2014	395.261
"A08679060"	2012	395.343
"A03063583"	2010	395.533
"A08051526"	2013	395.618
"A31196983"	2012	395.766
"A12015673"	2009	395.805
"A08192965"	2015	395.932
"A28126274"	2014	396.211
"A43002450"	2010	396.215
"A12010948"	2015	396.255
"B36008555"	2010	396.585
"B24007049"	2012	396.632
"A28749976"	2011	396.704
"A12014346"	2009	396.845
"A50043298"	2017	396.933
"B62173604"	2015	397
"A28128486"	2007	397.3
"A43010974"	2014	397.443
"B38366225"	2008	397.582
"A47024393"	2009	397.606
"B83495101"	2014	397.702
"A79201075"	2015	398.068
"A28559474"	2011	398.085
"A28345148"	2008	398.111
"B28545994"	2016	398.308
"A43029339"	2007	398.346
"A20074167"	2013	398.641
"B30558290"	2014	398.843
"A08700197"	2014	398.996
"B28494797"	2014	399.174
"A30005920"	2009	399.505
"A36002285"	2012	399.574
"A03040854"	2014	399.592
"A46063731"	2013	399.619
"A08280240"	2011	399.633
"A03033164"	2008	399.76
"B12291167"	2012	399.776
"B50021658"	2012	399.853
"A38024907"	2013	399.968
"A31065915"	2017	400
"A07038441"	2016	400
"A08591075"	2014	400.066
"A08373102"	2012	400.534
"A46151973"	2014	400.622
"A20038915"	2012	400.953
"A01161066"	2010	401.118
"A61557641"	2015	401.154
"A30040224"	2012	401.463
"B83766485"	2015	401.541
"A58346305"	2015	401.611
"A31065915"	2016	401.718
"A30014047"	2007	401.738
"A28313351"	2011	401.88
"A82405788"	2017	402
"B12291167"	2008	402
"A08431090"	2010	402
"A30032619"	2010	402.863
"A08200651"	2009	402.902
"A08200313"	2012	403
"A33036807"	2008	403.073
"A26270322"	2015	403.362
"A78092764"	2007	403.44
"F14016729"	2007	403.505
"A12025490"	2011	403.643
"A12021390"	2008	403.72
"A28422335"	2013	403.837
"B28222487"	2010	404.025
"A36001063"	2009	404.169
"A46099776"	2013	404.231
"A46055992"	2014	404.257
"A58816554"	2008	404.326
"A31065915"	2015	404.484
"A30031769"	2012	404.517
"A28357903"	2009	404.96
"A22013072"	2012	405
"A17009598"	2011	405.29
"B08147696"	2012	405.404
"A46055992"	2010	405.438
"A62400718"	2012	405.608
"B11050176"	2009	406.019
"A07059058"	2015	406.145
"V61861548"	2013	406.198
"A33606534"	2009	406.23
"A08952012"	2012	406.404
"A48031686"	2007	406.427
"A12025490"	2012	406.503
"A30005524"	2017	406.603
"A46055992"	2012	406.698
"A17006792"	2008	407.256
"A58346305"	2013	407.29
"A07016991"	2012	407.536
"B50067586"	2017	407.74
"B12002457"	2007	407.836
"B21259726"	2011	407.954
"B84886837"	2016	407.956
"B45005279"	2010	407.97
"B46157533"	2014	408.332
"A08334906"	2013	408.361
"B12007357"	2009	408.451
"A46019063"	2007	408.62
"A08572729"	2011	408.646
"A30021877"	2016	408.655
"A28555563"	2011	408.664
"A46007548"	2011	408.934
"A17014119"	2009	408.941
"B15862667"	2011	408.986
"A85426971"	2016	409
"A28148898"	2014	409
"B38238788"	2015	409.283
"A21102157"	2014	409.456
"B48033278"	2008	409.58
"B17011511"	2015	409.868
"B12015210"	2012	409.918
"B38028692"	2012	410.035
"B26012013"	2009	410.191
"B59469296"	2014	410.399
"B28148773"	2013	410.487
"A19012962"	2009	410.659
"A08288490"	2009	410.694
"A08128910"	2007	410.803
"A60016037"	2017	410.836
"A48020358"	2010	410.842
"B30000574"	2009	410.881
"A38018404"	2014	411.203
"B35388867"	2010	411.301
"B50938489"	2012	411.333
"B50938489"	2013	411.333
"A08679060"	2013	411.38
"A78990603"	2013	411.41
"B03020914"	2013	411.582
"B38008983"	2017	411.898
"A08560484"	2011	411.971
"B46045993"	2013	412.038
"B12029153"	2017	412.07
"A08952012"	2010	412.111
"B08988149"	2017	412.195
"A08290405"	2008	412.563
"A17023813"	2008	412.718
"A34169144"	2014	412.796
"A03197308"	2011	412.935
"B28579324"	2011	413.102
"A60850500"	2011	413.374
"A08081986"	2014	413.473
"A48006423"	2009	413.52
"A92153527"	2011	413.544
"A11609682"	2017	413.6
"A14030027"	2009	413.611
"A33611195"	2014	413.951
"A08565285"	2012	414.116
"B08190654"	2010	414.179
"A48093421"	2013	414.218
"A12010948"	2012	414.394
"A28457059"	2013	414.533
"A36632875"	2016	414.65
"A07018112"	2013	414.726
"B11606647"	2012	415.248
"B12003554"	2011	415.388
"B12291167"	2016	415.483
"B46146080"	2013	415.541
"B81365181"	2015	415.748
"A30031769"	2013	415.794
"B46164679"	2014	416.01
"A32226037"	2011	416.037
"A28559474"	2016	416.237
"A36012698"	2007	416.347
"A12323408"	2014	416.649
"A11019767"	2013	416.653
"A28128486"	2011	416.723
"A43010974"	2012	417.161
"B50938489"	2011	417.333
"A17020645"	2007	417.724
"A28368603"	2014	417.86
"A15027139"	2017	417.926
"A20065744"	2011	417.997
"B83211318"	2013	418
"A08016255"	2008	418
"A28581247"	2010	418.124
"B50997949"	2012	418.179
"A29519220"	2017	418.196
"A28270452"	2012	418.522
"A46066791"	2009	418.667
"B41088642"	2011	418.754
"B38008983"	2016	418.904
"A15017163"	2008	418.95
"A07244023"	2007	418.97
"A28579373"	2014	419.406
"A28559474"	2012	419.444
"A30022909"	2014	419.459
"A28011872"	2008	419.638
"A08005688"	2013	419.691
"B36008415"	2013	419.703
"A20074167"	2012	419.792
"A08260663"	2013	420.098
"A43015338"	2015	420.202
"A31018492"	2008	420.21
"A23020043"	2014	420.225
"A43015338"	2011	420.245
"A08231250"	2013	420.257
"B97389209"	2013	420.447
"A30038020"	2009	420.509
"A78905908"	2011	420.518
"A09007089"	2014	420.552
"A12019840"	2014	420.657
"A08401184"	2009	420.78
"A30005524"	2016	420.889
"A08200313"	2017	420.925
"A08334906"	2012	420.975
"A12461802"	2008	421.117
"A33036880"	2014	421.144
"A43002450"	2011	421.348
"A12019840"	2012	421.608
"A11682507"	2013	421.692
"A43002450"	2012	421.695
"B03010634"	2013	421.816
"A04012258"	2013	422.215
"A11018736"	2011	422.264
"B24007049"	2010	422.402
"A28581247"	2011	422.511
"A80482334"	2009	422.783
"A45017241"	2008	422.827
"A46079380"	2017	422.877
"B48472500"	2012	422.892
"A35046911"	2014	423
"V30405880"	2015	423.028
"B61428611"	2015	423.218
"A36017598"	2008	423.405
"B38004966"	2012	423.624
"A03028461"	2017	423.657
"A24004947"	2010	423.828
"B46055943"	2012	423.88
"A29507456"	2012	423.985
"B28579324"	2007	424.14
"B80372220"	2010	424.223
"A28449569"	2010	424.237
"A30006142"	2010	424.403
"A04012258"	2014	424.818
"A46066825"	2014	424.845
"B08216202"	2008	424.95
"A34009191"	2014	424.961
"A46162665"	2011	424.975
"A80316672"	2008	425
"A81410227"	2015	425
"A39005095"	2010	425.241
"A46137352"	2014	425.298
"B07039514"	2009	425.402
"B73212417"	2014	425.428
"B31798929"	2017	425.556
"B36009207"	2011	425.79
"B17011511"	2009	425.8
"A28270452"	2013	425.822
"B46140885"	2015	425.88
"B45005279"	2014	426.019
"V82171133"	2016	426.047
"A28283794"	2011	426.503
"A46019063"	2008	426.58
"A11609682"	2015	426.652
"A82275306"	2010	426.69
"A03018710"	2012	426.807
"B28934081"	2016	426.823
"A28400323"	2011	426.837
"A22013072"	2010	427
"A30032619"	2009	427.173
"B08216202"	2009	427.416
"B38008983"	2015	427.534
"A08294787"	2008	427.584
"A08562910"	2014	427.842
"V30405880"	2012	428.003
"B36009207"	2014	428.32
"B36008415"	2014	428.345
"A83048363"	2008	428.457
"B50023142"	2011	428.733
"A35735083"	2015	428.854
"A31068927"	2014	428.855
"A28440576"	2007	428.962
"A41035742"	2009	428.986
"A36121176"	2017	429.144
"A46087565"	2008	429.181
"B15021520"	2011	429.38
"A08189359"	2007	429.48
"B13004924"	2010	429.502
"A78092764"	2010	429.568
"A43015338"	2010	429.765
"A73350399"	2015	429.936
"B62173604"	2016	430
"A07050420"	2008	430.122
"A27005834"	2017	430.294
"B30721237"	2008	430.388
"A28724219"	2013	430.457
"A36600500"	2008	430.6
"B08216202"	2012	430.652
"A30017883"	2011	431.615
"B45005279"	2009	431.745
"A01376888"	2012	431.772
"A08667016"	2010	431.847
"A28580546"	2007	432.264
"B79863288"	2009	432.273
"A20574372"	2011	432.47
"A14037642"	2013	432.492
"A04017497"	2009	432.689
"A03046125"	2013	432.779
"B10010775"	2008	432.81
"A08630063"	2008	432.83
"A59119917"	2012	432.885
"A46151973"	2013	432.9
"A08220014"	2016	433.103
"B46055943"	2013	433.131
"B50001874"	2014	433.223
"B97389209"	2011	433.249
"A38027637"	2013	433.481
"A27005834"	2016	433.601
"B48124275"	2012	434.552
"A43015338"	2009	434.804
"A33601899"	2011	435
"A39023759"	2014	435.126
"A03050572"	2007	435.164
"A61587358"	2012	435.623
"A57277709"	2012	435.82
"A80771116"	2007	435.86
"A03057486"	2012	435.971
"A12329223"	2011	436.043
"A08285363"	2014	436.165
"A08361644"	2016	436.175
"A57082570"	2013	436.42
"A39000849"	2013	436.47
"A28416089"	2007	436.507
"A59954487"	2012	436.685
"A33611195"	2017	436.985
"A91291435"	2015	437.007
"A08334906"	2011	437.056
"A28496438"	2014	437.186
"B08359093"	2009	437.415
"A46020558"	2014	437.589
"A81410227"	2009	437.773
"A07905573"	2007	438.34
"A25011180"	2008	438.503
"A28368603"	2010	438.549
"B50023142"	2010	438.575
"A46043154"	2013	438.72
"A08026197"	2013	439
"A08630063"	2013	439.31
"A08340267"	2007	439.33
"B03019106"	2017	439.348
"A27005834"	2015	439.449
"A46079380"	2016	439.637
"A04012258"	2015	439.653
"A39031406"	2014	440.176
"B81365181"	2016	440.205
"A08243297"	2014	440.295
"B41088642"	2014	440.335
"A46079380"	2013	440.402
"B15004849"	2008	440.607
"A17001207"	2013	440.726
"A41695149"	2012	441
"A28627446"	2014	441.219
"B33876459"	2011	441.3
"A08723926"	2010	441.699
"B03093713"	2011	441.846
"B08125940"	2017	441.861
"A08288490"	2010	441.993
"B28127447"	2014	442.54
"A12021556"	2010	442.787
"A08285363"	2013	442.992
"B31784895"	2014	442.999
"A27005834"	2012	443.319
"B63533095"	2016	443.498
"A48104905"	2013	443.697
"A21391917"	2014	443.788
"A41695149"	2011	444
"A27005834"	2013	444.116
"B08463424"	2011	444.22
"A12014346"	2012	444.315
"A12081790"	2017	444.396
"A17001322"	2012	444.628
"A27014430"	2011	444.642
"A48093868"	2013	444.963
"B12026183"	2012	444.973
"A27005834"	2011	445.018
"B36684157"	2014	445.108
"V30558738"	2015	445.206
"A31003247"	2013	445.44
"A07326473"	2009	445.703
"F03842671"	2015	445.765
"A27005834"	2014	445.929
"A22009039"	2014	446.108
"B27011477"	2009	446.189
"A34009936"	2010	446.261
"A27005834"	2010	446.604
"B46055943"	2010	446.662
"A43015338"	2008	446.709
"A04236931"	2012	446.951
"A46115101"	2015	446.973
"B08156127"	2008	447.023
"A48119622"	2010	447.086
"A08484107"	2016	447.117
"A39031406"	2013	447.371
"A07007735"	2013	447.718
"A46077053"	2008	447.737
"A28698884"	2014	448.021
"A28362127"	2015	448.043
"B29682135"	2012	448.065
"B29682135"	2011	448.065
"B29682135"	2010	448.065
"A08681264"	2012	448.48
"B96246350"	2016	448.634
"A08199168"	2016	448.783
"A50029065"	2008	448.784
"B50023142"	2012	448.841
"A08291973"	2007	448.9
"A46077053"	2011	448.951
"A07050420"	2012	449.188
"B28419703"	2007	449.245
"A28523066"	2015	450
"A48006423"	2014	450.033
"A31449002"	2014	450.303
"A01017557"	2007	450.329
"A08363400"	2007	450.33
"A28655157"	2014	450.404
"A30023204"	2008	450.411
"A28900975"	2013	450.427
"A20062915"	2014	450.565
"B08581951"	2014	450.879
"A27005834"	2009	450.887
"A25026733"	2012	451.004
"A07007735"	2014	451.302
"B12008553"	2015	451.449
"A58346305"	2014	451.686
"A08334906"	2010	451.746
"B41088642"	2010	451.788
"A28049153"	2008	451.954
"A78905908"	2010	452.25
"B28227866"	2012	452.318
"A17014119"	2013	452.361
"B18751461"	2017	452.396
"B29053808"	2012	453.18
"A28184661"	2012	453.5
"A28422335"	2010	453.766
"A29519220"	2008	453.888
"A48034110"	2011	454.002
"A08606378"	2009	454.178
"A08081986"	2010	454.201
"B15862667"	2012	454.23
"B60338290"	2017	454.288
"B38004966"	2011	454.293
"A17001207"	2012	454.294
"A08221582"	2010	454.536
"B28579506"	2013	454.731
"B08721060"	2017	454.784
"A08304933"	2016	454.967
"A20065744"	2009	455.037
"B60338290"	2016	455.05
"A20806329"	2014	455.131
"A28552149"	2015	455.141
"A91291435"	2012	455.288
"A50057322"	2007	455.327
"A29507456"	2013	455.358
"A48020358"	2012	455.391
"A27005834"	2008	455.49
"A46055992"	2011	455.501
"B74148388"	2014	455.503
"B60338290"	2015	455.513
"A48155352"	2011	455.665
"B36684157"	2013	455.845
"A15007727"	2016	455.89
"A30022909"	2010	456.034
"A07027261"	2014	456.034
"B46071080"	2012	456.152
"B50067586"	2016	456.205
"A12323408"	2017	456.353
"A46079380"	2015	456.398
"A08221582"	2009	456.534
"B50023142"	2009	456.918
"A80316672"	2012	457
"A22013072"	2011	457
