nif	year	inmovilizado
"A17014879"	2014	4425.724
"B03087293"	2017	4426.077
"A08228520"	2010	4426.129
"A08193591"	2010	4427.114
"A41084740"	2009	4427.259
"B23014848"	2011	4427.488
"B31065212"	2014	4427.704
"A48057467"	2017	4427.939
"A17014879"	2013	4428.349
"B02011641"	2016	4428.576
"A15000227"	2010	4429.983
"A48104905"	2017	4430.84
"B08292054"	2014	4431.115
"B47030770"	2015	4431.127
"B84311760"	2016	4432.11
"B39446315"	2010	4432.29
"A43015338"	2010	4432.522
"B30603229"	2014	4433.617
"B28492841"	2017	4434.147
"A08576753"	2011	4434.228
"B46146080"	2017	4434.802
"B46157533"	2017	4434.82
"A06141345"	2011	4435.004
"A36603637"	2013	4435.313
"A46109054"	2016	4435.475
"A45011103"	2013	4435.537
"A30006142"	2008	4435.6
"A28283794"	2015	4436.902
"A44003663"	2016	4437.613
"A28674489"	2012	4437.803
"A28577864"	2010	4437.878
"B20055703"	2013	4438.062
"B38004966"	2011	4438.746
"A28638542"	2010	4438.762
"A53288478"	2016	4439.097
"A08683864"	2015	4439.275
"A50060011"	2011	4439.398
"A46069456"	2017	4440.218
"A08008518"	2009	4440.822
"A28801942"	2016	4441.843
"B03036340"	2011	4441.916
"B36008555"	2011	4442.528
"A41091927"	2015	4442.804
"A07004187"	2015	4442.952
"A19163682"	2010	4443.247
"A08329039"	2017	4443.343
"A80352420"	2011	4444.444
"B34226514"	2016	4444.835
"A41010521"	2009	4445.127
"A78393840"	2013	4445.738
"A28164374"	2007	4446.602
"A79259388"	2008	4446.785
"A28623379"	2007	4447.772
"A38027637"	2007	4447.818
"B28113991"	2017	4448.597
"A28648053"	2011	4448.823
"A08097438"	2013	4449.097
"A07021256"	2013	4449.169
"A15038326"	2015	4449.476
"A31065915"	2011	4450.722
"A62332580"	2014	4451.256
"A09018862"	2007	4451.26
"B27008390"	2016	4451.262
"A39027917"	2009	4451.857
"A31825466"	2014	4452.572
"A47011317"	2012	4453.076
"A23019342"	2016	4453.673
"A46056255"	2010	4453.68
"A81722712"	2008	4453.894
"A10011641"	2015	4455.902
"B03072857"	2014	4456.24
"A46015830"	2016	4457.124
"B28084168"	2017	4458
"A17055153"	2013	4458.278
"B25015017"	2017	4458.871
"A03099405"	2013	4458.987
"A28524726"	2015	4459.006
"B28249431"	2017	4460.403
"A31018187"	2013	4460.754
"A46106928"	2015	4460.853
"A03066909"	2009	4461.227
"A08285363"	2010	4461.509
"A48802854"	2007	4462.06
"A21102157"	2015	4462.364
"A08332256"	2010	4462.58
"A03099405"	2012	4463.058
"A34170183"	2013	4463.443
"B30034573"	2010	4463.45
"A08199168"	2011	4463.816
"A28329480"	2017	4464.745
"A33036906"	2013	4464.923
"A79492104"	2008	4465.183
"A15052376"	2010	4465.22
"A28649879"	2015	4465.424
"B31005507"	2016	4466.005
"A19011626"	2013	4466.385
"B62263272"	2015	4466.429
"B03087293"	2015	4467.984
"A43002450"	2013	4468.584
"A17001322"	2017	4468.595
"A08445983"	2013	4468.973
"A27005834"	2013	4469.559
"A08681264"	2013	4469.588
"B03078391"	2017	4470.226
"B38004966"	2014	4470.838
"A38027637"	2008	4471.179
"A30029862"	2012	4471.415
"A07051253"	2014	4471.784
"A27005834"	2015	4472.167
"A46015830"	2014	4472.328
"B08059636"	2012	4472.542
"A27005834"	2014	4472.927
"A08296790"	2009	4473.464
"B30037204"	2012	4474.39
"A41053927"	2009	4474.576
"A15024482"	2011	4475.696
"A16007064"	2007	4475.86
"A38026605"	2011	4476.136
"B50475839"	2007	4476.72
"A30047120"	2011	4477.295
"A08311995"	2012	4477.405
"A46070520"	2015	4477.891
"A50029065"	2008	4478.758
"A32006744"	2009	4479.154
"A38026605"	2014	4479.457
"A08572729"	2009	4480.148
"A20036083"	2012	4480.213
"A24020828"	2013	4480.72
"A12017919"	2014	4480.903
"A81496382"	2017	4481.215
"A17055153"	2011	4481.886
"A29519220"	2008	4482.229
"B12457230"	2012	4483.171
"A33015728"	2007	4483.21
"A28011872"	2008	4483.313
"A28674489"	2009	4483.871
"A28060515"	2009	4484
"B46084695"	2011	4485.124
"F43393065"	2011	4485.202
"A19012962"	2009	4485.482
"A08211112"	2012	4485.551
"B80470628"	2014	4486.882
"B03036340"	2009	4487.382
"B25436122"	2011	4487.574
"B45005279"	2007	4487.596
"A17014879"	2017	4488.035
"B97131155"	2016	4488.393
"B22003099"	2008	4488.63
"A25008046"	2012	4489.04
"B38004966"	2016	4490.208
"A03066909"	2010	4490.212
"A30006142"	2010	4491.026
"B33615493"	2015	4491.478
"A24003873"	2014	4491.957
"A97163653"	2015	4492.082
"A15020795"	2008	4493.263
"B03036340"	2014	4493.931
"A43002450"	2012	4495.008
"B17002049"	2012	4495.921
"A08509937"	2007	4496.418
"A27007731"	2010	4498.238
"A48155352"	2017	4499
"A28648053"	2012	4499.264
"B47030770"	2014	4500.342
"B41058124"	2013	4501.14
"A17034505"	2007	4501.313
"A08132565"	2015	4501.77
"A01000249"	2013	4502.734
"A43020759"	2007	4502.75
"A45012259"	2013	4503.002
"B46160842"	2012	4503.474
"A08604316"	2008	4504.213
"B03019106"	2016	4504.489
"A30035679"	2017	4504.883
"A31038839"	2010	4505
"A33610106"	2017	4505.379
"A08450421"	2013	4505.618
"A28729424"	2016	4508.221
"B46163655"	2010	4508.676
"A31003247"	2007	4508.95
"A24003873"	2016	4508.992
"A30032130"	2012	4510.041
"A14481105"	2014	4510.21
"B12462560"	2010	4513.451
"A08211112"	2011	4514.57
"B83680322"	2016	4514.683
"A30046379"	2009	4514.892
"A28112555"	2011	4514.972
"A45011103"	2017	4515.125
"A48095822"	2015	4516.274
"B23289580"	2015	4516.523
"A12283388"	2017	4516.752
"A04017497"	2008	4517.619
"A01010164"	2008	4517.792
"B03087293"	2016	4519.075
"A43002450"	2014	4519.575
"A07009814"	2007	4519.579
"A28435931"	2017	4520.298
"A31064561"	2016	4520.901
"A28051597"	2016	4521.103
"A46068318"	2009	4521.507
"A17013269"	2009	4521.685
"A28198356"	2016	4521.727
"B46054508"	2015	4524.066
"A48108484"	2008	4524.34
"B46070728"	2015	4525.989
"A08069809"	2016	4526.164
"A41084740"	2015	4526.585
"B41045089"	2012	4526.589
"A17000993"	2009	4527.093
"A08094435"	2013	4527.547
"C08164253"	2013	4527.743
"B48124275"	2007	4527.77
"B31005507"	2017	4528.075
"A08283798"	2017	4528.608
"A46066825"	2012	4528.695
"A08527020"	2017	4529.074
"A36608180"	2015	4529.459
"A59067603"	2011	4530.298
"B28341790"	2017	4530.645
"A08026635"	2012	4530.825
"B48045942"	2017	4531.934
"A33008426"	2011	4532.261
"A15000227"	2008	4532.867
"A15018146"	2014	4533.538
"A39030200"	2011	4533.881
"A34003624"	2013	4535.689
"B28403194"	2013	4536
"A23012719"	2013	4536.814
"A36611903"	2008	4537.142
"A81496382"	2014	4537.579
"A24020828"	2016	4538.516
"A28024172"	2007	4539.287
"A28112555"	2010	4539.377
"A17055153"	2007	4541.02
"B43491356"	2014	4541.767
"A43025618"	2013	4543.661
"A33610106"	2014	4543.683
"A08075954"	2017	4543.985
"A33606534"	2011	4544.459
"A81496382"	2015	4544.609
"A20065744"	2016	4544.642
"F43393065"	2012	4545.195
"B03078391"	2016	4545.746
"A03099405"	2016	4545.759
"A08262412"	2015	4547.127
"A08520629"	2016	4547.807
"A01009265"	2016	4547.9
"V28664472"	2017	4548.009
"B28579506"	2017	4548.02
"B03044641"	2010	4548.114
"A45002839"	2012	4548.545
"A30005524"	2017	4549.375
"A10011641"	2014	4549.761
"A46105508"	2015	4549.883
"A81957367"	2010	4550.6
"A79259404"	2015	4550.88
"A33617218"	2011	4551.708
"A41057209"	2013	4552.975
"A08200651"	2015	4554.066
"A46162665"	2011	4555.181
"B17002049"	2017	4555.741
"B28403194"	2014	4556
"A13006903"	2015	4556.016
"A12025565"	2009	4557.37
"B36009207"	2009	4557.451
"A32007817"	2012	4557.452
"A48119622"	2011	4557.614
"A42000901"	2014	4557.961
"A28491041"	2017	4558.093
"A38003679"	2009	4558.174
"B30566194"	2009	4558.434
"A08373102"	2012	4558.982
"A81408817"	2007	4559.01
"B97131155"	2015	4559.309
"A03066909"	2011	4559.93
"A24003873"	2009	4560.615
"A08572729"	2008	4562.928
"A28198356"	2015	4563.441
"A43020759"	2010	4563.65
"F35006451"	2007	4563.796
"A36604882"	2010	4564.496
"B39014709"	2017	4565.415
"A08145385"	2012	4565.556
"A48005672"	2013	4567.043
"A29063567"	2009	4567.213
"B03019106"	2015	4568.544
"B38017554"	2017	4569.203
"A39007943"	2014	4569.234
"A41695149"	2016	4570
"A35026590"	2010	4570.28
"A08639643"	2013	4570.443
"A15016702"	2007	4570.868
"A46131769"	2014	4571.741
"A28734432"	2008	4572.441
"A35091057"	2012	4572.698
"A07033491"	2014	4572.985
"A28547115"	2009	4574.011
"A14481105"	2013	4576.055
"B28403194"	2012	4577
"A45002839"	2008	4577.09
"A36005718"	2016	4577.174
"A08677700"	2015	4577.188
"A08681264"	2015	4577.398
"A09030412"	2016	4577.543
"A08193591"	2012	4579.333
"B31009715"	2014	4579.464
"F38008579"	2010	4579.643
"A28147197"	2011	4580.165
"A59202853"	2017	4581.643
"B43241769"	2017	4581.738
"B24013856"	2011	4582.051
"A28801942"	2011	4582.373
"A79259404"	2008	4582.74
"B28270411"	2008	4583.481
"B28337038"	2013	4583.551
"B46191094"	2013	4583.632
"A17045204"	2013	4583.887
"A38026605"	2013	4584.617
"A28126274"	2013	4585.599
"A36011385"	2011	4586.53
"A50023423"	2012	4587.1
"A28698884"	2013	4587.401
"A11605409"	2015	4587.41
"A20024832"	2013	4588.306
"A28645000"	2007	4588.898
"A36621522"	2016	4589.405
"A31000441"	2017	4589.594
"A12021267"	2015	4589.935
"A46106928"	2014	4590.236
"A03086931"	2015	4590.381
"A20574372"	2012	4591.187
"A36611622"	2017	4591.216
"B28403194"	2015	4592
"A78355278"	2009	4592.758
"B48033278"	2012	4592.835
"A03099405"	2017	4592.931
"A20034286"	2012	4593.96
"A81933772"	2008	4594.28
"A07013907"	2008	4595
"A48092886"	2015	4595.21
"B28113991"	2016	4596.18
"A36621522"	2015	4596.962
"A45010204"	2012	4597.543
"B28337731"	2009	4598.851
"A28145191"	2013	4600.365
"A50029065"	2017	4600.448
"A38024907"	2008	4601.617
"B06007314"	2012	4602.148
"B03036340"	2013	4603.515
"A08449399"	2014	4603.564
"B35597020"	2010	4603.954
"A41084740"	2008	4604.356
"A21102157"	2007	4604.37
"A12083002"	2012	4605.49
"B17228081"	2014	4605.892
"A08563769"	2017	4606.023
"A28017531"	2014	4606.412
"A31018492"	2012	4606.875
"A08199168"	2010	4607.29
"A38024907"	2010	4607.938
"B83481002"	2010	4608.16
"A03086931"	2016	4608.259
"A08639643"	2015	4610.635
"A08663957"	2014	4611.083
"B17593633"	2008	4611.418
"A33604851"	2016	4611.632
"B08282337"	2016	4611.746
"A11606134"	2010	4612.029
"A46075206"	2007	4612.437
"A35569102"	2017	4612.69
"A17000993"	2012	4614.647
"A78067188"	2013	4615
"B28403194"	2011	4615
"A28145191"	2012	4615.049
"B43009091"	2008	4615.124
"A08188658"	2017	4615.209
"A01009265"	2017	4615.396
"B24399305"	2009	4615.957
"F95073748"	2016	4616.905
"A41695149"	2015	4617
"B17228081"	2008	4617.355
"A41069352"	2009	4617.788
"B03094455"	2008	4618.931
"A38000485"	2017	4619
"A78355278"	2014	4619.588
"A28646735"	2014	4619.821
"A08572729"	2010	4620.144
"A48006423"	2008	4620.9
"A14033526"	2017	4621.544
"A42000901"	2013	4622.373
"A18431064"	2014	4622.432
"A17475203"	2007	4622.435
"B28401222"	2014	4623.372
"A28801942"	2010	4624.66
"B74102872"	2015	4624.868
"B08628455"	2010	4627.161
"A34009191"	2013	4628.963
"A79939112"	2007	4629.539
"A46069456"	2013	4629.639
"A97163653"	2016	4629.647
"A09006859"	2008	4630.096
"B01013507"	2011	4630.19
"A12405577"	2008	4630.787
"A28586592"	2012	4630.805
"A06014930"	2014	4631.456
"B30034573"	2007	4631.75
"A20065744"	2015	4632.461
"A28404614"	2011	4633.022
"A12004180"	2008	4633.54
"A17014879"	2016	4634.434
"B17002049"	2013	4634.54
"A45011103"	2007	4634.84
"A20003042"	2010	4634.897
"A09006859"	2009	4635.58
"A48049928"	2010	4635.826
"A46068284"	2012	4637
"A46109054"	2015	4637.886
"A28271914"	2015	4638.42
"A36611622"	2014	4638.451
"A28313542"	2014	4638.524
"A18431064"	2017	4638.7
"A19163682"	2016	4640
"A31037294"	2008	4640.7
"A47022165"	2011	4640.926
"A36603421"	2007	4641.77
"A46066791"	2007	4642.41
"B46084695"	2010	4642.895
"A33008426"	2012	4643.744
"A08277014"	2012	4643.765
"A08851321"	2017	4645.124
"A08477663"	2017	4645.272
"B28337731"	2007	4645.811
"A34009191"	2014	4645.887
"A28729424"	2011	4646.161
"A08631517"	2015	4646.869
"A33610106"	2016	4647.049
"A46106928"	2016	4648.268
"A31003247"	2010	4648.766
"A25008046"	2011	4649.851
"A33603317"	2014	4650.418
"A08197022"	2017	4650.636
"A31825466"	2015	4650.755
"A04236931"	2007	4651.664
"A08572729"	2011	4651.796
"A48025845"	2011	4651.906
"B41015652"	2015	4652.684
"B45005279"	2008	4653.007
"B20062295"	2008	4653.859
"B35018332"	2007	4654.583
"A15038326"	2014	4654.838
"B28569127"	2007	4655.21
"A08198392"	2009	4655.49
"A46131769"	2016	4656.266
"A20053773"	2014	4657.545
"A23019342"	2017	4658.221
"B30605760"	2017	4658.79
"A36005718"	2014	4659.073
"A28404614"	2017	4660.069
"A06008411"	2014	4660.172
"A38003679"	2012	4660.937
"B25436122"	2012	4661.013
"B45007671"	2011	4662.286
"B46056909"	2009	4662.341
"A38003844"	2007	4662.392
"B31039530"	2014	4662.454
"A28734432"	2007	4662.687
"A33610106"	2010	4664.796
"B28579506"	2016	4666.011
"A12004180"	2013	4666.389
"A35014075"	2007	4666.592
"A46109054"	2017	4666.702
"A81496382"	2016	4666.735
"A46015830"	2013	4666.8
"A08626939"	2011	4666.829
"A17009093"	2013	4667.29
"A28711893"	2013	4668.558
"A41022989"	2012	4668.94
"A28283067"	2007	4669.24
"A06008411"	2017	4669.582
"A28496438"	2017	4670.057
"A08576753"	2010	4670.486
"A30022958"	2009	4670.492
"B03036340"	2017	4670.516
"B03072576"	2013	4670.77
"B11024262"	2011	4671.074
"A01009265"	2015	4672.473
"B03004801"	2015	4672.591
"B30016612"	2011	4672.934
"A08277014"	2011	4673.989
"A08131153"	2013	4674
"B45007671"	2007	4674.347
"A33606534"	2014	4674.878
"A29507456"	2008	4675.43
"A47017728"	2016	4675.81
"A08527020"	2015	4675.904
"A38003679"	2008	4676.058
"A44003663"	2014	4676.196
"A50029065"	2014	4678.354
"A15016595"	2007	4678.783
"A08238578"	2008	4678.815
"A33015454"	2011	4679.378
"A80352420"	2009	4679.61
"A08575672"	2009	4679.732
"A31825466"	2016	4680.551
"B46146080"	2016	4680.749
"A20074068"	2017	4681.002
"A46965034"	2013	4682.221
"A24014227"	2017	4682.971
"A28249993"	2008	4683.658
"B11018462"	2008	4683.722
"A09030412"	2015	4683.967
"A48047377"	2017	4684.156
"A08094435"	2012	4684.459
"A48064521"	2010	4684.733
"B24399305"	2007	4685.12
"B30605760"	2016	4685.748
"A08102410"	2008	4688.04
"B03100831"	2011	4688.57
"A09015405"	2016	4688.602
"A01012830"	2013	4688.722
"A30005524"	2016	4689.913
"B17228081"	2013	4690.609
"A42000901"	2010	4690.852
"B37015526"	2014	4690.946
"A31018187"	2012	4691.083
"B28304129"	2017	4691.435
"B31077514"	2012	4691.757
"A08198392"	2015	4692.608
"A33618257"	2009	4693.067
"A45011103"	2011	4693.774
"A31062342"	2012	4694.614
"A17045204"	2007	4695.388
"A48047377"	2015	4695.451
"B58075136"	2009	4695.716
"A08276867"	2017	4695.777
"B31078058"	2017	4696.357
"B13004924"	2014	4696.525
"A48017974"	2008	4696.96
"A30013247"	2011	4700.967
"A31737455"	2009	4701.01
"A28552149"	2016	4701.574
"B30034730"	2009	4702.469
"A47022165"	2014	4703.468
"B22003099"	2009	4703.587
"A08450421"	2014	4704.666
"A28198356"	2013	4705.226
"B28127447"	2007	4705.838
"A08219024"	2012	4706.478
"B17616814"	2017	4706.817
"A18006569"	2008	4707.028
"A46105508"	2016	4708.131
"A41057209"	2008	4708.39
"B08463424"	2016	4709.066
"A08102410"	2009	4710.102
"A28638542"	2011	4710.967
"A07033491"	2011	4711.758
"A28126274"	2014	4713.876
"A15000227"	2015	4714.403
"A46002697"	2015	4714.531
"A08527020"	2016	4716.427
"A41001439"	2014	4716.573
"A78067188"	2014	4717
"A17014879"	2015	4718.182
"A62703806"	2015	4718.981
"A36006021"	2017	4719.641
"B47011374"	2016	4720.044
"A24003873"	2008	4720.169
"A30047120"	2012	4720.839
"B03010634"	2007	4721.083
"A43110337"	2007	4721.221
"A30006142"	2009	4721.324
"A42004598"	2016	4721.673
"A79492104"	2010	4722.141
"A26022657"	2012	4722.564
"A46084984"	2008	4723.222
"A08404253"	2013	4723.381
"F95073748"	2008	4723.91
"A08170151"	2012	4724
"A08683864"	2011	4724.869
"A11000098"	2016	4725.591
"A08299406"	2009	4726.319
"A08198392"	2008	4727.122
"A41088345"	2015	4727.337
"A79492104"	2012	4728.73
"A08215428"	2017	4729.6
"A46117792"	2010	4729.786
"A06014930"	2012	4729.837
"B43241769"	2016	4730.391
"B42001297"	2009	4730.398
"A08514135"	2013	4731
"A12025490"	2010	4731.002
"A28147197"	2013	4731.752
"A29507456"	2011	4732.297
"B08229221"	2016	4732.479
"B43491356"	2013	4733.065
"A08008518"	2008	4733.339
"B28148773"	2011	4733.536
"A20003042"	2013	4733.607
"B27007897"	2017	4734.316
"B11012820"	2017	4735.355
"A34007831"	2011	4735.606
"A50889955"	2016	4735.717
"A08667016"	2015	4736.301
"A42001305"	2011	4736.928
"B03072576"	2014	4737.336
"A38014098"	2011	4737.663
"A48155352"	2013	4737.766
"A26016865"	2013	4738.569
"A28099356"	2017	4738.727
"A48100002"	2014	4740.536
"A15000227"	2011	4740.758
"B48124275"	2009	4740.812
"A12283388"	2016	4741.405
"A13008461"	2016	4741.627
"A17051152"	2016	4741.852
"B03030913"	2012	4741.939
"A28623155"	2009	4742.793
"A12405577"	2015	4744.11
"A08332256"	2011	4744.485
"B28498210"	2013	4746.657
"A46075206"	2011	4746.868
"A30013247"	2015	4746.899
"A03099405"	2015	4747.42
"A38026605"	2012	4747.497
"A50029065"	2011	4748.341
"B46111035"	2010	4748.378
"A28577864"	2015	4749.609
"A28017531"	2017	4750.158
"A46069456"	2014	4750.268
"B48124275"	2008	4751.66
"A27252063"	2017	4752.039
"A17038035"	2017	4752.687
"A08449399"	2016	4753.058
"A48095822"	2017	4753.746
"B31067168"	2016	4753.977
"A07905573"	2007	4754.15
"A08283798"	2016	4754.252
"A35047778"	2013	4754.378
"A08659617"	2009	4754.96
"A08221582"	2012	4754.984
"A50057322"	2009	4755.342
"B45007671"	2010	4755.493
"A28057008"	2013	4755.646
"A29507456"	2010	4757.18
"B06007314"	2013	4757.485
"A38003679"	2007	4757.71
"B31067168"	2017	4758.261
"A47005095"	2017	4759.033
"A08683864"	2014	4759.83
"A46068318"	2012	4760.365
"B46084695"	2009	4761.092
"A33610106"	2015	4761.219
"A30013247"	2016	4761.336
"A50000876"	2017	4762.574
"A28404614"	2010	4763.522
"B28354355"	2007	4763.798
"A29063567"	2010	4764.423
"A20017604"	2016	4765.209
"B46131371"	2009	4766.65
"A46068284"	2011	4767
"A26023606"	2009	4767.542
"A24010381"	2016	4768.834
"A47017728"	2014	4769.257
"B30331573"	2010	4769.434
"A15020795"	2007	4770.438
"B12029153"	2007	4771.1
"A07009814"	2008	4771.201
"B28494797"	2017	4772.391
"B63805295"	2014	4772.86
"A08667370"	2015	4772.946
"A08283798"	2015	4774.789
"B95271326"	2012	4774.951
"A15000227"	2013	4776.149
"A14015788"	2010	4777.049
"A28610863"	2011	4777.27
"A28627446"	2012	4777.529
"B24399305"	2008	4778.33
"A14481105"	2012	4778.655
"B46133617"	2014	4778.96
"A08159816"	2015	4779.363
"A30005524"	2015	4779.496
"A28491041"	2012	4779.636
"B13009592"	2015	4781.063
"A03057486"	2012	4783.759
"B28579506"	2011	4784.293
"A28646735"	2017	4784.625
"B28249431"	2016	4784.795
"A28117026"	2015	4785.298
"A18006569"	2012	4785.618
"A33617218"	2010	4786.36
"F95073748"	2015	4787.248
"A29507456"	2009	4787.749
"B36009207"	2010	4788.511
"A15016595"	2008	4789.106
"A33600107"	2015	4791.573
"A41084740"	2007	4792.292
"A48064521"	2011	4792.715
"A78393840"	2012	4793.138
"B32008625"	2014	4793.328
"A01009265"	2008	4793.705
"B28403194"	2010	4794
"A43015965"	2011	4796.776
"A28117026"	2016	4798.237
"A08522971"	2015	4799.418
"A34009936"	2014	4799.49
"B30037204"	2010	4800.44
"A15007750"	2008	4800.83
"A17447061"	2017	4800.832
"A35251727"	2007	4801.292
"B03036340"	2016	4802.012
"A50032309"	2013	4802.032
"A17048349"	2013	4802.313
"A18006569"	2011	4803.333
"A08296535"	2017	4803.397
"B38004966"	2012	4805.308
"A30035679"	2016	4806.158
"B03019106"	2013	4807.424
"A63736458"	2015	4807.724
"A08626939"	2013	4807.89
"A28610863"	2013	4807.93
"A20039426"	2009	4808
"A08404253"	2014	4808.04
"B42001297"	2017	4808.441
"A48005672"	2011	4808.847
"A36611903"	2010	4808.887
"A36603637"	2014	4809.348
"B36008555"	2010	4809.888
"A28368603"	2015	4809.984
"A33026980"	2016	4810.812
"B41058124"	2012	4811.669
"A08105371"	2017	4812.203
"A28164374"	2010	4813.011
"B13004924"	2013	4813.764
"A08138042"	2007	4813.891
"A36005718"	2015	4816.307
"B42001297"	2016	4816.442
"B30000574"	2017	4817.147
"A46162665"	2017	4817.283
"A43029339"	2007	4818.987
"A96646880"	2016	4819.759
"B22003099"	2016	4820.498
"B03036712"	2007	4820.619
"A15024482"	2017	4821.383
"A36632875"	2008	4821.577
"A14037642"	2014	4821.801
"A01010164"	2009	4823.269
"A15052376"	2009	4823.992
"A41695149"	2017	4824
"A23205289"	2011	4824.241
"A08069809"	2015	4824.412
"B20055703"	2015	4825.193
"A08285363"	2009	4825.539
"A39027917"	2010	4825.742
"A17447061"	2013	4825.785
"A08014813"	2009	4827.03
"A03018710"	2016	4827.152
"A33024084"	2017	4827.419
"A15506934"	2009	4827.53
"A08197022"	2016	4828.129
"A46066825"	2011	4828.152
"A96646880"	2015	4828.158
"A28057008"	2011	4828.232
"A08257214"	2015	4828.655
"B06007314"	2014	4830.082
"B31078058"	2016	4831.199
"A20028676"	2016	4831.532
"A20003042"	2011	4832.151
"A53283511"	2014	4832.218
"A33604851"	2015	4832.636
"A08199168"	2015	4833.002
"A17048349"	2014	4833.709
"A22008106"	2010	4833.86
"A13008461"	2017	4833.98
"A48031140"	2009	4835.083
"A28057008"	2016	4835.711
"A31024458"	2015	4836.522
"A08242992"	2010	4836.551
"B03040789"	2008	4836.86
"B17002049"	2015	4836.943
"A03024809"	2013	4837
"A28404614"	2009	4837.988
"B59469296"	2012	4838.55
"B32008625"	2012	4838.85
"A34007831"	2008	4842.247
"B20056255"	2017	4842.261
"A45018223"	2015	4842.394
"A08075293"	2014	4842.445
"A08329039"	2016	4843.176
"B03072576"	2016	4843.769
"A08198392"	2007	4846.231
"A08199168"	2009	4846.514
"B16010464"	2010	4846.98
"A28024172"	2010	4847.186
"A08659617"	2011	4847.233
"B38017554"	2016	4847.64
"B28091486"	2010	4848.042
"A48847321"	2017	4849.874
"B04001848"	2013	4850.161
"A38014098"	2013	4851.067
"A29063567"	2008	4851.204
"A08260663"	2013	4852.18
"A15038326"	2017	4852.825
"A38003844"	2009	4853.569
"B63220917"	2016	4854.293
"B46164463"	2009	4856.139
"A46134748"	2012	4856.161
"A50029065"	2016	4856.216
"A11010352"	2011	4856.288
"A81722712"	2017	4857
"B28579506"	2015	4857.037
"B43009091"	2007	4857.334
"B62263272"	2013	4859.262
"B28337038"	2012	4859.446
"A08199168"	2008	4859.686
"A28610863"	2012	4860.18
"B30010326"	2012	4860.287
"A34009191"	2012	4861.572
"B38004966"	2010	4861.723
"A08145385"	2011	4861.731
"B45007671"	2008	4863.735
"A31064561"	2012	4864.01
"A35569102"	2016	4864.955
"A18006569"	2009	4865.133
"A81896375"	2009	4865.494
"A17051152"	2017	4866.02
"B20062295"	2007	4867.667
"A45002839"	2009	4868.861
"A08445983"	2014	4869.788
"A33610106"	2012	4869.896
"A38003844"	2008	4870.277
"A81957367"	2009	4871.766
"A28034031"	2012	4872.615
"B43014430"	2017	4872.858
"A08565285"	2015	4872.87
"A08620056"	2008	4874.705
"A33605072"	2010	4875.105
"B08628455"	2007	4875.44
"A50057322"	2010	4875.934
"B38004966"	2013	4875.936
"A78067188"	2017	4876
"A46131769"	2017	4877.511
"B22004113"	2008	4877.62
"A46105508"	2009	4877.626
"A28547115"	2008	4877.664
"B46056909"	2007	4877.723
"A08509937"	2008	4877.93
"A46134250"	2017	4878.405
"A08621161"	2014	4878.479
"A01001072"	2008	4880.192
"A80200868"	2015	4880.316
"A17048349"	2016	4880.774
"A08404253"	2012	4880.794
"A08181067"	2016	4881.971
"A46126686"	2015	4882.588
"A48049928"	2009	4882.758
"B28354355"	2011	4883.214
"A06008411"	2016	4884.275
"A31069321"	2015	4885.061
"A46137352"	2017	4885.685
"A28491041"	2016	4885.791
"B82207275"	2007	4886
"A17034505"	2009	4886.298
"B30037204"	2011	4887.07
"A48050124"	2016	4888.734
"B38005377"	2010	4889.114
"A20055380"	2009	4889.124
"A36005718"	2017	4891.966
"A48093918"	2017	4892.319
"B08282337"	2017	4892.378
"A14009823"	2016	4893.365
"B17002049"	2008	4893.647
"A33008426"	2010	4894.051
"B31067168"	2015	4894.062
"A31038839"	2013	4895
"A35009992"	2007	4896.017
"A36008886"	2009	4897.163
"A08363400"	2012	4898.398
"A62520788"	2014	4898.963
"A45012259"	2015	4899.324
"B41042995"	2016	4899.363
"B08059636"	2010	4900.133
"A28057008"	2010	4900.86
"B03072576"	2017	4901.509
"A08522971"	2014	4901.646
"F25002338"	2008	4902.16
"A45012259"	2014	4904.944
"A08687204"	2012	4905.254
"A24003873"	2017	4906.181
"A35026590"	2012	4906.391
"A30014047"	2012	4906.659
"B17616814"	2014	4907.455
"A41089368"	2013	4908.454
"A08621161"	2016	4908.831
"A08123226"	2010	4908.983
"A08259046"	2014	4909.572
"B03072576"	2015	4909.663
"A30035521"	2012	4909.804
"A35026590"	2011	4909.827
"A08198392"	2016	4910.172
"A35144989"	2008	4910.21
"A31068927"	2015	4910.582
"A22008106"	2011	4911.049
"B04028734"	2010	4911.392
"A20032264"	2009	4912.455
"A17447061"	2016	4913.418
"A33604851"	2014	4913.938
"A13008461"	2008	4914.308
"A28457059"	2010	4914.697
"B36603629"	2013	4915.793
"A31003247"	2011	4915.855
"B63220917"	2013	4916.321
"B28222487"	2011	4916.613
"B30331573"	2009	4917.226
"A20036083"	2015	4917.609
"A18006569"	2007	4918.73
"B38071155"	2007	4919.096
"A50012541"	2011	4919.112
"A15506934"	2011	4919.239
"A30035521"	2014	4919.507
"A30035679"	2015	4919.573
"B82175001"	2017	4920.098
"A28329480"	2016	4920.207
"A08433260"	2014	4920.897
"A17048349"	2015	4921.45
"A08555344"	2010	4921.974
"B46111035"	2011	4921.986
"A08304933"	2009	4923.984
"A03066909"	2012	4926.156
"A24014227"	2013	4926.423
"A08433260"	2017	4928.383
"A24003873"	2015	4929.026
"A36611622"	2016	4929.195
"B41070020"	2009	4931.374
"B31065212"	2013	4931.568
"A08199168"	2017	4932.04
