nif	year	activo_circ
"B11605862"	2007	8248.969
"B15017908"	2008	8249.5
"B08304610"	2013	8250.382
"A30015820"	2012	8250.565
"A35046911"	2009	8251
"A08332256"	2016	8251.271
"A28368603"	2013	8251.569
"B30033666"	2014	8251.905
"A08514028"	2017	8252.078
"A81527095"	2016	8252.274
"B20070082"	2008	8253.21
"A08397119"	2013	8253.445
"A78343977"	2016	8253.609
"A08217432"	2009	8253.82
"A03032653"	2010	8253.902
"A38031233"	2014	8254.243
"B31071178"	2008	8255.482
"A28357903"	2012	8256.01
"B60031150"	2013	8256.956
"A17044546"	2011	8257.298
"A29661394"	2007	8258.288
"A11605409"	2011	8259.549
"A28415487"	2015	8259.721
"A28693166"	2011	8260.401
"A08375537"	2013	8260.813
"A29519220"	2015	8260.889
"A18016709"	2012	8261.118
"B27011477"	2017	8262.771
"A33036807"	2013	8263.165
"B20193017"	2010	8263.422
"A28889939"	2017	8263.466
"A28029122"	2013	8263.767
"A60853413"	2011	8264.158
"A28172476"	2015	8264.924
"A08280240"	2007	8266.27
"A50615160"	2012	8267.473
"A46122065"	2014	8267.745
"B20793956"	2011	8268.477
"A63746275"	2016	8268.997
"B46039061"	2010	8269.182
"A62023262"	2015	8269.563
"A08257388"	2016	8269.569
"A46055992"	2017	8269.65
"A50049105"	2014	8270.368
"A23012719"	2015	8270.772
"B31083488"	2011	8271.067
"A08224545"	2012	8271.269
"A01005594"	2011	8272.429
"A60401585"	2013	8272.668
"A30013247"	2012	8273.971
"A03099405"	2014	8274.174
"B26011627"	2011	8275.895
"B46084695"	2016	8275.994
"A28651222"	2014	8276.703
"A39007943"	2016	8277.175
"A28416154"	2015	8277.729
"C08164253"	2010	8277.946
"A30022909"	2011	8278.025
"B46114724"	2007	8278.302
"A08428658"	2007	8279.27
"A34009191"	2016	8279.294
"A14026199"	2017	8279.404
"B50023142"	2011	8280.617
"A28368603"	2014	8281.187
"B50047091"	2014	8281.53
"B46148797"	2011	8282.119
"A17048349"	2014	8282.265
"A60016037"	2011	8282.617
"A08119752"	2015	8282.834
"A28067338"	2013	8283.344
"B45020351"	2010	8283.468
"A07096886"	2013	8283.785
"A58132606"	2008	8284.179
"B03091527"	2013	8284.579
"A31018799"	2011	8284.655
"B43587120"	2011	8285.154
"A08952012"	2010	8285.22
"A43016757"	2008	8285.778
"B20062295"	2008	8285.98
"A08489007"	2008	8286.5
"A08511453"	2009	8286.926
"A40002701"	2015	8287.375
"A39013867"	2014	8287.422
"A28523470"	2011	8287.583
"A28051597"	2011	8288.092
"A36001063"	2016	8288.133
"F46026829"	2009	8290.19
"A08508418"	2010	8291.108
"B28044204"	2008	8292.903
"A01011881"	2016	8293.264
"A08225278"	2012	8293.726
"B28127447"	2009	8293.927
"A81047375"	2013	8295
"B20070082"	2009	8295.431
"A08026627"	2015	8295.54
"A08414906"	2009	8297.415
"A48064521"	2014	8297.676
"B11605862"	2013	8299.269
"A48000939"	2007	8299.79
"A40163909"	2015	8300
"A32226037"	2009	8300.121
"A33026980"	2016	8300.139
"A08906208"	2007	8300.85
"A08188658"	2017	8301.582
"A41001439"	2015	8303.996
"A08243297"	2016	8304.614
"A08493306"	2011	8306.806
"A08013898"	2014	8307.303
"A23012719"	2014	8307.791
"A46106928"	2014	8308.022
"B08275026"	2012	8308.97
"A40002701"	2011	8309.353
"A24007072"	2013	8309.494
"A08257529"	2010	8310.389
"A36615474"	2015	8310.491
"A15072622"	2014	8310.651
"B46055943"	2013	8311.256
"B45020351"	2016	8313.322
"A12100020"	2010	8313.595
"B27011477"	2015	8313.799
"A06017941"	2017	8314.923
"A08276867"	2016	8316.062
"A08604159"	2009	8316.244
"A28423986"	2014	8316.287
"A47214424"	2016	8316.584
"A28674968"	2014	8316.955
"A28096378"	2011	8317.04
"B03044641"	2007	8317.268
"A08170151"	2014	8318
"A48119622"	2016	8318.698
"A09015405"	2009	8319.118
"A81117798"	2014	8319.345
"A28618890"	2017	8321.186
"B17017237"	2014	8321.32
"A08622938"	2014	8321.473
"A08276867"	2017	8321.818
"A15033699"	2013	8323.007
"A28523470"	2008	8323.244
"B11024262"	2013	8323.318
"B83541912"	2014	8324.629
"A03018710"	2013	8327.257
"B38380473"	2017	8327.505
"A28143782"	2011	8328.679
"B36002913"	2017	8329.587
"B21011333"	2017	8330.046
"A59954487"	2016	8331.23
"A08560484"	2017	8331.294
"A08708620"	2012	8332.719
"A17001322"	2017	8333.321
"A81722712"	2014	8333.653
"A24056319"	2013	8334.355
"A21000427"	2015	8334.646
"A33019720"	2014	8335.949
"A08414906"	2012	8336.248
"A08149668"	2016	8337.277
"A17009598"	2013	8337.307
"A09021833"	2012	8337.381
"A15016702"	2017	8337.73
"A08063372"	2011	8337.827
"B03091527"	2008	8338.331
"A30005524"	2011	8339.419
"A03047628"	2011	8339.771
"A41050535"	2009	8340.015
"B28091486"	2009	8342.624
"A12006227"	2015	8343.372
"A17013947"	2011	8343.495
"B40003550"	2009	8344.401
"A46332995"	2013	8345.088
"A46115127"	2010	8345.929
"A28571750"	2013	8346.734
"A60850500"	2015	8348.979
"B45555489"	2017	8349.048
"A08574881"	2016	8349.184
"A28019461"	2008	8350.967
"A22009492"	2012	8350.993
"B35027143"	2010	8351.086
"A08257214"	2015	8352.408
"A25020629"	2010	8352.574
"A47022058"	2008	8352.691
"A46038519"	2013	8353.829
"A48119143"	2012	8355.054
"A60401585"	2015	8355.418
"B28499218"	2016	8355.532
"A25020629"	2015	8356.157
"B38071155"	2012	8356.272
"A38473724"	2011	8357.192
"F46026829"	2011	8357.35
"A15685373"	2008	8357.4
"A28612620"	2009	8358.758
"A08639643"	2013	8358.997
"A28029122"	2015	8359.553
"A18012807"	2010	8360.186
"B28543023"	2014	8360.426
"A30035547"	2014	8361.185
"A48050124"	2014	8361.238
"B18018176"	2012	8361.347
"B08413247"	2013	8362.596
"A46005252"	2013	8362.734
"A08334906"	2011	8363.05
"A08354441"	2009	8363.648
"B12291167"	2013	8364.652
"A21006861"	2009	8364.743
"A78753514"	2009	8366.177
"A63736458"	2014	8367.249
"A28085520"	2007	8367.83
"A23022874"	2017	8368.014
"A08291973"	2007	8368.27
"A53552634"	2015	8369.103
"A43004472"	2010	8369.111
"A46015830"	2007	8369.376
"A28193209"	2017	8369.897
"A18312041"	2017	8370.528
"A28681492"	2014	8370.804
"A29025368"	2014	8370.938
"A27199140"	2011	8371.625
"A46072203"	2008	8372.56
"B12008553"	2015	8373.462
"A08294787"	2014	8373.751
"A43004472"	2007	8374.303
"A48006423"	2013	8374.36
"A07265465"	2008	8374.928
"A28195147"	2012	8376.55
"A48104905"	2013	8376.608
"A15027139"	2009	8377.42
"A08360844"	2012	8380.631
"A21008727"	2015	8381.039
"A28523470"	2010	8381.632
"B96199807"	2017	8382
"A15032196"	2011	8382.054
"A31086598"	2016	8382.364
"A39027917"	2014	8383.782
"B08292054"	2008	8383.82
"A28681492"	2012	8383.985
"A29027901"	2014	8384.599
"A28271914"	2017	8384.605
"B35027143"	2017	8385.336
"A31070378"	2010	8385.752
"A28458826"	2017	8386.022
"B03091527"	2010	8386.084
"A07068422"	2013	8387.02
"B57362105"	2017	8387.02
"A15027139"	2011	8388.38
"A45013620"	2011	8388.808
"B45555489"	2015	8389.734
"A48092886"	2009	8391.647
"A48077184"	2011	8392.238
"A07044530"	2012	8392.564
"A26011320"	2013	8393.035
"A46038519"	2009	8393.06
"B28148773"	2013	8393.133
"A28440576"	2009	8394.391
"A30036933"	2015	8395.925
"B57487159"	2017	8396.161
"A05007687"	2008	8396.43
"B29014826"	2017	8396.576
"B73108755"	2011	8397.485
"A30040224"	2011	8399.051
"A26004978"	2010	8399.245
"A29003423"	2011	8400.257
"A35026590"	2009	8401.915
"A30036438"	2008	8401.924
"A27003243"	2010	8402.455
"B41072471"	2009	8403.707
"A08720245"	2016	8403.822
"A43011196"	2014	8404.57
"B08190654"	2017	8404.76
"A28324630"	2014	8405.464
"A84780055"	2016	8406.293
"A31086598"	2017	8406.948
"A45007614"	2011	8407.243
"B30029110"	2009	8407.836
"B41063355"	2012	8408.56
"A08181067"	2014	8408.684
"A30041834"	2008	8408.841
"B41058124"	2009	8409.287
"A53552634"	2016	8410.264
"A41008640"	2007	8411
"A95249199"	2017	8411.152
"A08683864"	2014	8411.532
"B45020351"	2007	8411.639
"B43009091"	2012	8411.96
"A45007614"	2016	8412.952
"A28134534"	2009	8414.926
"A47000641"	2015	8415.05
"A08484107"	2011	8415.289
"B96990015"	2009	8415.44
"A42001305"	2015	8415.718
"A29035896"	2016	8415.757
"B33607649"	2012	8416.966
"A08639643"	2014	8417.031
"A08098576"	2016	8418.138
"A27014430"	2010	8419.228
"A08346116"	2012	8420.15
"A08128910"	2007	8420.166
"A08396830"	2008	8420.49
"A08354441"	2007	8420.736
"A81824047"	2010	8421.752
"A30047120"	2011	8422.027
"A46044814"	2011	8422.066
"A28054211"	2008	8423.55
"B46071080"	2010	8423.61
"A08217432"	2014	8424.391
"A25007105"	2012	8424.71
"A08102410"	2007	8424.72
"A33025701"	2014	8426.675
"A08005688"	2011	8427.175
"B12008553"	2013	8427.445
"A07066467"	2011	8427.822
"B46164679"	2015	8428.078
"B38238788"	2012	8429.859
"B83741835"	2014	8430.261
"A08414906"	2013	8430.502
"B08292054"	2009	8430.876
"A08091894"	2012	8431.026
"A33615980"	2015	8432.013
"B46045993"	2013	8432.132
"A24003873"	2010	8432.66
"A28547115"	2015	8434.022
"A32006215"	2008	8434.178
"A17012626"	2014	8436.144
"A08509937"	2008	8436.337
"A30014211"	2013	8438.231
"A97628242"	2012	8438.828
"A08708620"	2013	8440.683
"B27011477"	2016	8440.766
"A34007831"	2017	8440.809
"A11902814"	2011	8440.862
"A12025490"	2012	8440.907
"B50029263"	2007	8441.157
"A20053773"	2017	8441.353
"A28012656"	2013	8441.537
"A15007727"	2012	8441.797
"A36604882"	2009	8443.192
"A46087565"	2008	8443.708
"A08280240"	2009	8444.592
"A23012719"	2017	8445.479
"A17044546"	2016	8445.625
"A08291973"	2009	8446.719
"A08421190"	2016	8447.112
"A48071351"	2013	8447.975
"A15072622"	2013	8449.285
"A08200651"	2012	8449.497
"A43016757"	2011	8451.004
"A01008069"	2007	8451.666
"A48081061"	2014	8452.328
"A33024084"	2007	8454.015
"A28321313"	2016	8454.226
"A08708620"	2011	8454.954
"B21011333"	2016	8455.563
"A28559474"	2014	8455.771
"A80762602"	2017	8456.719
"A08409948"	2014	8457.663
"A01161066"	2016	8459.06
"B29053808"	2014	8459.536
"A08200651"	2015	8460.376
"A36005718"	2008	8460.828
"A08191579"	2014	8461.308
"A32005548"	2011	8461.701
"A29025368"	2013	8461.734
"A22009039"	2014	8462.626
"A22174932"	2008	8462.737
"A81864498"	2013	8465.417
"B06422877"	2015	8466.353
"B41621038"	2017	8466.468
"A08217432"	2010	8466.94
"A33055138"	2008	8468.032
"B31001696"	2014	8468.156
"A48115000"	2017	8472.406
"A25020629"	2009	8472.437
"B38024089"	2015	8472.76
"V30405880"	2012	8472.854
"A24056319"	2015	8474.393
"A28106797"	2017	8475.113
"A48071351"	2015	8475.235
"A08007056"	2012	8475.892
"B28670602"	2016	8476.901
"A35499318"	2009	8481.526
"A41920943"	2017	8481.791
"A33014176"	2011	8482.706
"A46015830"	2015	8482.87
"B12020194"	2015	8484.558
"A08061590"	2010	8484.568
"A36249076"	2014	8484.648
"A07018112"	2009	8485.262
"A43055565"	2012	8486.242
"A28070167"	2012	8486.308
"A41048489"	2014	8487.166
"A28900975"	2008	8488.429
"A48095822"	2014	8488.595
"A23022874"	2016	8488.891
"B02419273"	2017	8490.144
"A33611195"	2017	8491.11
"A46072823"	2016	8491.355
"A50025071"	2008	8491.68
"B30010797"	2011	8491.733
"A78389608"	2014	8491.853
"A17001322"	2007	8492.443
"A28126597"	2007	8493.37
"A12025565"	2017	8493.381
"A45020450"	2013	8493.651
"B03072857"	2011	8493.713
"A15000391"	2010	8495.207
"A08509937"	2009	8495.681
"A23014871"	2014	8495.755
"A15590904"	2013	8497.08
"A11605409"	2016	8497.158
"A08509937"	2017	8497.243
"A17018276"	2009	8498.125
"A46087565"	2015	8498.488
"A28581247"	2009	8498.554
"B46045993"	2011	8501.096
"B31072705"	2014	8501.31
"A11012572"	2008	8502.892
"B03072493"	2016	8503.783
"A17014119"	2013	8504.023
"A30014211"	2014	8504.784
"A36605772"	2014	8507.208
"B15017908"	2015	8507.731
"A28420602"	2012	8507.841
"B27013713"	2009	8508.282
"A08280240"	2008	8508.29
"A30017883"	2010	8509.51
"A43004472"	2015	8509.654
"A81864498"	2012	8510.444
"A09018862"	2014	8513.474
"A46002069"	2007	8514.363
"B80470628"	2015	8515.871
"A26013714"	2009	8516.245
"A08689796"	2010	8516.32
"B35023068"	2012	8516.461
"A28386225"	2007	8517.13
"A28581247"	2010	8517.525
"B46039061"	2015	8518.39
"B39026604"	2017	8520
"A79259339"	2007	8520.25
"A46463311"	2010	8520.571
"B42001297"	2013	8521.695
"A81000028"	2015	8521.765
"A11019767"	2011	8522.309
"A59202853"	2008	8522.881
"A08513749"	2009	8523.459
"A11000098"	2010	8525.168
"B11606761"	2008	8525.341
"A09018862"	2015	8525.601
"A48040232"	2017	8525.692
"B41007576"	2013	8526.282
"A30036933"	2011	8526.312
"A48119143"	2013	8526.321
"B28222487"	2008	8526.934
"A28523470"	2012	8528.563
"A46115101"	2016	8529.572
"A28172476"	2014	8529.702
"A82198847"	2009	8530.05
"A28012656"	2012	8530.644
"B11024262"	2015	8530.787
"A28126597"	2012	8531.182
"A28128486"	2016	8531.252
"A28505402"	2010	8531.346
"A33602905"	2012	8531.511
"A79047916"	2014	8532.973
"A20024568"	2017	8533.451
"A08354441"	2008	8533.603
"A04325494"	2010	8533.739
"A41031303"	2012	8535
"A17020561"	2007	8535.993
"A14026199"	2007	8536.24
"A45011103"	2007	8538.89
"B10010775"	2013	8538.972
"A06244131"	2014	8540.659
"A31189350"	2013	8541.36
"A08217432"	2011	8541.445
"A50011980"	2015	8541.515
"A08061731"	2011	8542.833
"A48117881"	2008	8542.892
"A46087565"	2009	8543.182
"A28145191"	2007	8544.309
"B46090791"	2014	8544.846
"A15000227"	2013	8545.628
"A50030543"	2017	8547.055
"A43055565"	2016	8547.956
"A28638542"	2007	8548.338
"B11469491"	2009	8548.362
"A01016591"	2009	8548.367
"A03063583"	2007	8549.39
"A08404212"	2012	8551.478
"B06320410"	2016	8551.588
"A30014047"	2014	8552.01
"A21006861"	2010	8553.323
"B60241437"	2008	8554.668
"A08562910"	2011	8556.983
"A08565285"	2016	8558.233
"A08414906"	2008	8560.758
"A48080881"	2012	8561.557
"A59202853"	2011	8562.427
"B36010098"	2015	8562.441
"B12008397"	2008	8562.585
"A22001721"	2010	8563.328
"A45010204"	2013	8563.649
"B81542813"	2013	8564.153
"A30603757"	2016	8564.891
"B96906375"	2015	8566.018
"B20070082"	2013	8566.911
"B11469491"	2012	8567.602
"A53288478"	2010	8568.173
"A17014879"	2007	8569.542
"B03044641"	2011	8569.821
"A08575672"	2011	8569.902
"A15021843"	2016	8571.103
"A07026651"	2013	8571.849
"A08197022"	2013	8571.978
"A46115127"	2008	8572.728
"B30033666"	2010	8573.927
"B28341790"	2016	8576.781
"B12015210"	2017	8576.973
"A11545795"	2015	8578.76
"A30036933"	2012	8579.041
"A42003368"	2015	8580.497
"A17006479"	2015	8581.048
"A60853413"	2008	8582.46
"B08423246"	2016	8584.45
"A33009630"	2013	8584.512
"B46039061"	2011	8584.854
"A28148898"	2010	8585
"B20062295"	2016	8585.215
"B20062295"	2015	8585.317
"A08405490"	2013	8585.919
"A41006891"	2015	8586.605
"A33018664"	2015	8587.079
"A48121826"	2013	8587.298
"A03197308"	2014	8587.669
"A30014211"	2012	8587.754
"A50889955"	2014	8587.876
"A50000876"	2009	8588.445
"B03091527"	2009	8589.002
"A46044814"	2016	8589.406
"A30036438"	2009	8592.382
"B41086844"	2012	8592.427
"A33610106"	2011	8593.582
"A41055377"	2016	8594.675
"B46055943"	2015	8594.876
"B35027143"	2015	8595.055
"B24399305"	2014	8595.52
"A43020759"	2015	8595.67
"A48876874"	2014	8597.495
"A08291973"	2008	8599.01
"B41094459"	2014	8600.286
"A28614790"	2007	8600.772
"A30036438"	2013	8600.841
"A80359730"	2015	8602.2
"A29035896"	2015	8602.651
"A01011881"	2011	8602.658
"A08651762"	2017	8604.348
"A28229409"	2016	8604.596
"A46226122"	2014	8605.477
"B28222487"	2013	8606.126
"B41072471"	2012	8606.938
"B48059786"	2009	8607.275
"B18547281"	2011	8608
"B63220917"	2013	8608.395
"A43016757"	2012	8608.708
"B81760829"	2010	8608.861
"A48071369"	2014	8610.559
"A30036438"	2017	8610.754
"A46087565"	2013	8611.087
"A41050980"	2012	8611.199
"B81365181"	2015	8613.987
"A36005718"	2007	8614.545
"A12283388"	2009	8614.549
"A03066909"	2013	8615.811
"A35499318"	2011	8616.158
"A82501545"	2017	8617.9
"A08414906"	2016	8619.6
"A08723926"	2012	8619.683
"A29033420"	2015	8621.433
"A33609587"	2014	8621.484
"B02419273"	2015	8621.528
"A36603967"	2014	8622.702
"A32005548"	2013	8623.148
"B11630886"	2011	8623.204
"A48059950"	2014	8623.463
"A59954487"	2009	8624.72
"B35044197"	2017	8625.665
"A79047916"	2013	8625.868
"A28711893"	2011	8626.947
"F50561091"	2007	8627.08
"B14030720"	2007	8627.242
"B37020179"	2007	8629.16
"A30017883"	2011	8630.684
"A17018391"	2008	8630.852
"A48119622"	2013	8631.491
"A80482334"	2011	8631.562
"A27199140"	2009	8632.099
"A09015256"	2009	8632.867
"B24399305"	2017	8633.486
"B26011627"	2010	8633.769
"A17018276"	2011	8635.458
"A29049509"	2007	8636.223
"A50025071"	2007	8636.333
"A08278293"	2011	8636.431
"B15004849"	2013	8636.753
"A28128486"	2015	8637.237
"A08093015"	2007	8637.54
"A35026590"	2014	8638.372
"B48045942"	2013	8638.554
"B28460681"	2014	8639.255
"B35015262"	2017	8639.493
"A17006792"	2008	8639.778
"A28024172"	2011	8640.464
"A12294815"	2014	8640.874
"A46226122"	2011	8641.324
"A30014211"	2016	8641.767
"B03019601"	2017	8641.779
"A17013913"	2009	8641.891
"A43001684"	2017	8642.465
"A31009913"	2010	8642.603
"B39021217"	2009	8643.073
"B41063355"	2013	8644.813
"A46015830"	2013	8645.104
"A25020629"	2016	8645.261
"A31086598"	2013	8646.571
"B96011283"	2015	8646.854
"B30558290"	2007	8646.881
"A48081061"	2015	8647.139
"B47011374"	2017	8647.731
"A08198392"	2016	8647.985
"B46157285"	2017	8649.594
"A21006861"	2016	8649.917
"B31072705"	2008	8651.66
"A08146730"	2016	8651.698
"A08513749"	2008	8651.771
"B28091486"	2010	8651.799
"B12007357"	2017	8651.859
"A20049755"	2011	8652.417
"A21008727"	2012	8652.42
"A45010204"	2016	8654.403
"A28040418"	2014	8655.291
"B64555980"	2016	8656.775
"B08059636"	2010	8658.715
"A08385395"	2014	8659.069
"B85036887"	2017	8659.381
"A48117881"	2014	8659.425
"B28545994"	2011	8660.705
"A84039338"	2016	8660.905
"A36600518"	2009	8661.142
"A46038519"	2008	8661.181
"B82175001"	2009	8661.96
"A41920943"	2010	8662.946
"A08209538"	2009	8664.046
"A03066909"	2012	8666.038
"A28523470"	2009	8666.073
"A20073508"	2015	8666.62
"A62704457"	2011	8667.154
"A08626939"	2014	8667.527
"A33610106"	2015	8669.248
"B08156127"	2017	8670.671
"B27011477"	2010	8670.945
"B08190654"	2007	8671.421
"A20065744"	2012	8671.522
"A28386225"	2016	8673.731
"B43587120"	2010	8674.33
"A03032653"	2012	8674.489
"B24013799"	2011	8675.295
"A08723926"	2013	8675.794
"F37014560"	2013	8678
"A12025490"	2013	8678.224
"A28134534"	2014	8678.267
"B30033666"	2012	8678.99
"A33602905"	2011	8680.823
"A08952012"	2011	8681.009
"A50030543"	2016	8681.554
"A46169082"	2016	8681.808
"A48102792"	2013	8682.152
"A08484107"	2012	8683.387
"B60241437"	2007	8684.287
"A03197308"	2016	8684.691
"A31180060"	2017	8686.031
"B11606761"	2009	8686.702
"A08063372"	2012	8686.999
"A30009815"	2007	8687.367
"A08409948"	2017	8688.609
"A39000104"	2011	8689.096
"A43004472"	2008	8689.284
"A12012340"	2014	8689.808
"B62111018"	2017	8691.812
"A82667155"	2017	8691.935
"A08021768"	2014	8692.183
"A97617773"	2015	8692.237
"A17034505"	2013	8693.282
"B84311760"	2016	8693.831
"A08244220"	2011	8695.108
"A08418030"	2014	8695.422
"A82683434"	2015	8695.458
"A20049755"	2007	8697.229
"B33119983"	2008	8697.977
"A14004691"	2010	8699.632
"A28357903"	2011	8700.603
"A28357903"	2017	8701.44
"A26015503"	2009	8701.92
"A03021276"	2016	8701.974
"B46131371"	2011	8702.545
"A48084909"	2007	8704.086
"A41089368"	2015	8705.752
"A08029951"	2014	8705.764
"A30016687"	2015	8708.286
"A19011626"	2014	8711.424
"B28543023"	2013	8714.498
"A17045972"	2016	8714.975
"A20065744"	2013	8717.301
"B48045942"	2012	8718.241
"A35397884"	2010	8718.477
"B48771711"	2016	8718.964
"A08257388"	2014	8719.327
"A24013864"	2016	8719.633
"B28044204"	2007	8719.635
"B83481002"	2013	8719.707
"A08687204"	2013	8720.367
"A08375545"	2011	8720.721
"A09018862"	2012	8723.671
"A26013714"	2010	8724.176
"F46026829"	2008	8724.559
"A23014871"	2016	8724.718
"B06320410"	2014	8726.872
"B11630886"	2013	8727.602
"A28586592"	2012	8728.131
"B28543023"	2015	8729.049
"B28044204"	2017	8729.127
"A08119752"	2014	8729.395
"A26008664"	2017	8730.147
"A41018854"	2014	8730.56
"A28510246"	2007	8732.26
"A08007056"	2014	8733.324
"A15007727"	2016	8733.52
"A31018799"	2010	8734.508
"A28651222"	2015	8734.85
"A28412724"	2016	8736.052
"A31078140"	2017	8736.354
"B81542813"	2014	8737.735
"B08013963"	2010	8738.52
"A38003679"	2010	8739.035
"A14026199"	2015	8739.211
"A26008664"	2016	8739.544
"A81117798"	2017	8740.002
"A44004422"	2014	8740.874
"A08401820"	2014	8742.283
"A30009815"	2008	8743.147
"A46463311"	2011	8743.791
"B61696944"	2015	8743.906
"B50023142"	2013	8743.945
"A15021843"	2017	8744.288
"A30014211"	2011	8745.24
"A15590904"	2010	8746.57
"B28205532"	2013	8747.831
"A36611903"	2017	8750.381
"B31083488"	2016	8750.83
"A36605038"	2016	8751.433
"A84780055"	2017	8751.442
"B26011627"	2013	8752.451
"B62173604"	2008	8754
"B46045993"	2012	8755.152
"A09007089"	2013	8755.166
"A08311995"	2015	8756.482
"A06017941"	2015	8758.719
"A38019543"	2007	8758.846
"A33006644"	2016	8759.16
"A28012656"	2014	8760.597
"A28668127"	2010	8761.168
"A48077184"	2012	8762.77
"A38018404"	2008	8763.39
"A36604882"	2013	8763.912
"A08211112"	2008	8764.4
"A38020905"	2007	8764.448
"A28295806"	2011	8765.276
"B46160842"	2009	8765.602
"B46090791"	2011	8766.596
"A41038274"	2010	8768.883
"A08200040"	2017	8769.018
"A14026199"	2012	8769.968
"A84430107"	2014	8770.145
"A08737249"	2016	8770.397
"B28623593"	2013	8771.566
"A28381234"	2014	8772.26
"A02012714"	2013	8773.992
"A36611903"	2008	8774.005
"B83045674"	2010	8774.514
"A12081790"	2007	8774.81
"A29519220"	2014	8776.406
"A53552634"	2017	8779.448
"A48093538"	2009	8779.779
"A60045903"	2007	8780
"A45002839"	2012	8780.413
"B38024089"	2014	8780.426
"A28416089"	2010	8781.863
"A30016687"	2013	8782.078
"A38017844"	2014	8782.18
"A07068422"	2014	8783.599
"B38024089"	2016	8783.815
"A12283388"	2008	8784.25
"A12100020"	2013	8785.118
"B12015210"	2016	8785.207
"B03044641"	2012	8785.838
"B10010775"	2015	8785.885
"A46038519"	2011	8787.489
"A34007831"	2014	8787.739
"A09015405"	2010	8788.024
"A31180060"	2009	8789.024
"A30032619"	2007	8789.37
"A28216992"	2012	8790.071
"A12021390"	2009	8790.135
"A11682507"	2013	8790.716
"A08198392"	2013	8790.772
"A28487601"	2015	8790.782
"A46115101"	2015	8790.988
"B39021217"	2010	8791.081
"A84534627"	2016	8791.987
"A08622938"	2017	8792.801
"A15000227"	2014	8792.828
"B31065980"	2012	8793.329
"A48117881"	2009	8796.098
"A33024852"	2016	8796.413
"A28579373"	2008	8797.778
"A28128486"	2009	8798.427
"A07427081"	2010	8798.552
"B84768761"	2015	8798.584
"A14004691"	2012	8798.776
"B41058124"	2013	8798.995
"A12016143"	2012	8800.089
"A43035401"	2015	8800.261
"B38004966"	2008	8800.391
"A01016591"	2016	8801.585
"B15032485"	2007	8801.808
"A23010200"	2008	8802
"A14012819"	2008	8803.818
"B48045942"	2011	8804.007
"B28205532"	2014	8804.225
"B35044197"	2011	8805.009
"B08413247"	2014	8805.913
"B03078391"	2017	8806.769
"A28155240"	2008	8807.589
"A31037294"	2011	8808.409
"A30013791"	2007	8808.508
"A28070167"	2013	8808.989
"B33607649"	2014	8811.287
"A08332256"	2013	8811.646
"A33614082"	2016	8811.695
"B31049273"	2014	8814.664
"B48841282"	2010	8815.485
"B62385067"	2012	8816.108
"A80904576"	2011	8816.458
"A08029951"	2013	8816.787
"A53817359"	2013	8816.867
"B12015210"	2010	8818.106
"A33615980"	2013	8819.213
"A07059058"	2012	8819.318
"A30012009"	2009	8819.39
"A14004691"	2011	8820.351
"A24007072"	2015	8820.361
"A08710055"	2015	8820.599
"B31089071"	2014	8822.178
"A12027488"	2012	8822.82
"A08373102"	2015	8823.008
"B46069654"	2010	8824.569
"B12291167"	2014	8825.161
"B08156127"	2010	8825.91
"A08294787"	2012	8826.844
"A17001678"	2017	8827.448
"A28096378"	2012	8828.037
"B61395497"	2009	8829.491
"B03010634"	2016	8830.602
"A32006215"	2011	8831.059
"A35005743"	2007	8832.14
"A08277014"	2010	8833.135
"A48114151"	2016	8834.106
"A28249993"	2009	8835.326
"A80732142"	2011	8835.675
"A12027488"	2011	8836.174
"A28134534"	2015	8837.057
"A45007614"	2013	8837.278
"A48017974"	2008	8838.22
"A45013620"	2014	8838.667
"B11024262"	2014	8838.761
"A33610304"	2014	8839.144
"A17013269"	2007	8839.42
"B48074306"	2011	8839.631
"A85280253"	2015	8840
"V12465118"	2015	8843.05
"A17001322"	2015	8843.409
"B38380473"	2008	8846.689
"A08294787"	2010	8847.293
"A28085520"	2008	8848.06
"B28218287"	2011	8848.061
"A48092886"	2008	8848.51
"A48006423"	2016	8849.44
"A36605772"	2013	8850.397
"A12461802"	2008	8850.563
"B50023142"	2012	8851.761
"A08526345"	2009	8851.777
"A20034286"	2017	8853.312
"A15018146"	2010	8853.623
"B60031150"	2016	8854.306
"A50025071"	2011	8856.051
"A41037672"	2007	8856.21
"A45017241"	2017	8856.39
"B12008397"	2007	8856.553
"A42001305"	2016	8856.882
"A28674489"	2017	8858.087
"A07066467"	2012	8858.177
"A28642122"	2008	8858.76
"B28138196"	2012	8859.714
"B30033666"	2013	8860.233
"B20049615"	2011	8861.631
"A79259339"	2016	8861.784
"A22009906"	2014	8865.297
"A41010521"	2008	8866.585
"A17018276"	2007	8866.627
"A46056255"	2007	8868.29
"A30012009"	2008	8869.019
"A09018862"	2016	8871.277
"A41011271"	2014	8872.773
"B36620193"	2015	8873.681
"A46038519"	2010	8873.901
"B08156127"	2007	8874.449
"A78159241"	2007	8876.49
"A38645214"	2011	8878.404
"A45020450"	2016	8880.445
"A08224545"	2011	8881.143
"B30020226"	2016	8881.362
"A03057486"	2015	8883.044
"A08224107"	2010	8883.266
"A28046431"	2017	8884.302
"A26015503"	2008	8885.33
"A29050762"	2014	8886.374
"A20060075"	2011	8887.389
"A62520788"	2015	8888.637
"B64555980"	2017	8891.815
