nif	year	pasivo_fijo
"A33025974"	2012	1818.521
"A46115127"	2009	1818.69
"A20074167"	2016	1819.364
"B27014398"	2016	1821.03
"A08361644"	2017	1821.064
"A14015788"	2014	1821.374
"A08145385"	2011	1821.504
"A46005484"	2011	1822.773
"A48037592"	2009	1823
"A11000098"	2008	1823.222
"A11006095"	2012	1823.739
"A48005672"	2016	1823.74
"A08213936"	2012	1823.791
"B17228081"	2009	1824.084
"A28687978"	2013	1824.127
"A32015844"	2007	1824.44
"A08934168"	2008	1824.694
"A48403927"	2017	1824.969
"B60171162"	2017	1825
"B28579506"	2011	1825.105
"A17021460"	2015	1825.689
"A08989782"	2016	1825.724
"A46077053"	2010	1825.857
"A28017531"	2012	1826.259
"B46166013"	2014	1826.524
"B36853935"	2007	1826.562
"B30605760"	2015	1827.051
"B12002457"	2011	1827.063
"A80352750"	2014	1828
"A03066933"	2012	1828.176
"B05004999"	2017	1828.631
"A36643450"	2017	1828.643
"A45202975"	2009	1828.645
"V41812744"	2012	1829.084
"A11010352"	2007	1829.464
"A28126274"	2012	1829.582
"A08622938"	2011	1829.865
"A43020643"	2010	1830.078
"A07053374"	2014	1830.257
"A08562910"	2007	1830.376
"A08280240"	2010	1830.763
"A08228520"	2011	1831.408
"A08228520"	2012	1831.408
"A08228520"	2013	1831.408
"A08228520"	2014	1831.408
"A04016952"	2013	1832.906
"A08270993"	2014	1833.115
"A44004422"	2014	1833.164
"B08961393"	2014	1833.686
"A28842003"	2008	1834.138
"B36620193"	2013	1834.226
"A08559932"	2017	1834.49
"A08730277"	2015	1834.783
"A38015459"	2010	1835
"A45011103"	2012	1835.221
"A28051597"	2012	1835.428
"A46115127"	2008	1836.02
"A08156218"	2013	1836.105
"A08450421"	2011	1836.385
"A43016757"	2009	1836.53
"A08304933"	2010	1836.6
"B28623213"	2013	1836.688
"B36009207"	2016	1836.759
"A48119143"	2009	1838.007
"A47010095"	2016	1838.232
"A14530497"	2011	1839.02
"A48087126"	2015	1839.576
"A11010352"	2009	1839.874
"B30605760"	2014	1840.08
"A08005761"	2010	1840.083
"A36008886"	2013	1840.14
"A32006215"	2013	1840.393
"A08541021"	2013	1841.479
"A15013618"	2008	1841.583
"A28108447"	2008	1841.975
"A08934168"	2007	1842.132
"A15049281"	2014	1842.197
"A48064182"	2008	1842.94
"A30022909"	2012	1844.214
"V41812744"	2013	1844.775
"B48033278"	2016	1844.947
"A28734432"	2013	1845.181
"A08514135"	2012	1845.759
"A39005095"	2015	1845.955
"B36623148"	2011	1846.237
"B43361724"	2008	1846.487
"A12015673"	2009	1846.682
"A46014650"	2008	1846.967
"A12019840"	2017	1847.208
"A46047965"	2008	1847.223
"A08563769"	2010	1848
"A46115127"	2007	1848.648
"B08326969"	2015	1848.678
"A08005761"	2011	1848.922
"F30046411"	2017	1849.649
"A48087126"	2014	1850.999
"A11608999"	2015	1851.039
"A78400603"	2015	1851.15
"A08132656"	2017	1851.722
"A06008361"	2008	1852.306
"A14022099"	2016	1853.291
"A36608180"	2011	1854.087
"B41441387"	2016	1854.741
"B17011511"	2008	1855.616
"A04007811"	2010	1855.882
"B48124275"	2009	1856.237
"B36002913"	2017	1857.119
"A50013671"	2015	1857.334
"A08138042"	2016	1858.417
"A81824047"	2016	1858.635
"A28147197"	2009	1859.179
"A21102157"	2007	1859.95
"A48155352"	2009	1860
"B46149555"	2017	1860.179
"A03099405"	2016	1860.269
"A43010974"	2010	1861.289
"A78393840"	2012	1862.678
"B30721237"	2017	1863.3
"A78393840"	2013	1864.902
"A28709053"	2012	1865.05
"A07096886"	2014	1865.286
"F30046411"	2010	1865.307
"A12000071"	2011	1865.526
"A28630374"	2009	1866.004
"A08989782"	2014	1866.088
"A08551061"	2016	1866.27
"A08280240"	2009	1866.352
"A46115127"	2012	1866.59
"B61696944"	2015	1867.13
"A41035742"	2009	1867.397
"A28496438"	2014	1867.599
"A07096886"	2013	1867.788
"A30022909"	2013	1868.219
"A28709053"	2014	1868.413
"A33018425"	2007	1869.37
"A28524726"	2009	1869.715
"A08200651"	2014	1869.965
"A01161066"	2014	1870.701
"A07096886"	2012	1871.52
"A08723926"	2014	1871.605
"A28051597"	2011	1871.668
"A27252063"	2017	1871.677
"A06008411"	2012	1871.723
"B81760829"	2015	1871.791
"A12006227"	2015	1872.149
"B28304129"	2016	1872.311
"A50066562"	2016	1872.378
"A41050063"	2013	1872.914
"A28649747"	2009	1873.089
"A08200651"	2015	1873.293
"B48033278"	2009	1873.922
"A08109365"	2016	1874.061
"B01003581"	2017	1874.42
"B37024825"	2017	1874.747
"A47025895"	2007	1874.77
"B20049615"	2011	1875.101
"A46069456"	2011	1875.228
"A07053374"	2015	1875.635
"A36002285"	2016	1875.694
"B22003099"	2012	1876.151
"A08280240"	2008	1876.83
"A07096886"	2015	1876.95
"A28842003"	2013	1876.953
"B48092084"	2015	1877.955
"A33602905"	2010	1878.072
"B58222548"	2011	1878.369
"B17023995"	2009	1878.581
"A48002984"	2009	1879.907
"A82485335"	2010	1880.201
"A43029339"	2010	1880.564
"A60963287"	2013	1880.719
"B73108755"	2013	1880.813
"A46106928"	2014	1880.852
"A15018146"	2017	1881.222
"A43015338"	2014	1882.393
"A17013947"	2012	1883.126
"A08631517"	2017	1883.191
"A28219202"	2013	1883.331
"A46078556"	2007	1883.7
"A08222465"	2007	1884.64
"A46078556"	2008	1885.043
"B10010775"	2013	1886.436
"A03035417"	2014	1886.649
"A11006095"	2013	1887.057
"B41086844"	2014	1887.132
"B59737882"	2011	1887.272
"A50013671"	2010	1887.412
"A35046572"	2010	1888.009
"A19012962"	2010	1888.124
"A08145385"	2012	1888.162
"B31065212"	2012	1888.725
"A17017005"	2013	1889.339
"A13012869"	2011	1890
"B92091404"	2011	1890
"A07068422"	2013	1890.506
"A08626939"	2009	1891.003
"A08005696"	2009	1891.211
"A79184453"	2016	1891.343
"A08687204"	2014	1893.068
"B50057330"	2010	1893.47
"A41002809"	2015	1893.805
"B08423246"	2014	1893.942
"A28290799"	2016	1894.321
"A01012103"	2013	1894.847
"A28627446"	2007	1895.088
"A46051918"	2014	1895.245
"B11012820"	2013	1895.499
"A28325785"	2012	1895.635
"A28381564"	2012	1896.069
"A36014595"	2015	1896.416
"A08117806"	2011	1896.67
"A15020795"	2008	1898.082
"B08275026"	2015	1898.106
"B31081334"	2017	1898.123
"A11209749"	2013	1898.873
"A45010543"	2014	1899.24
"A36121176"	2013	1899.75
"B83495101"	2012	1900
"A43020759"	2011	1900.207
"A08094567"	2009	1900.284
"A43035708"	2010	1900.613
"A46077053"	2009	1901.174
"A08687204"	2008	1901.492
"A24015802"	2016	1902.478
"A46226122"	2007	1902.634
"A12015673"	2011	1904.075
"A30013791"	2015	1904.371
"A09006859"	2013	1904.985
"B12006623"	2013	1905.135
"A17001678"	2014	1906.037
"B31083199"	2007	1906.072
"A46137352"	2010	1906.293
"A07036130"	2014	1906.421
"A96785225"	2014	1906.523
"B11469491"	2011	1907.091
"B50023142"	2016	1907.229
"A41069352"	2016	1907.253
"A15013618"	2014	1907.528
"A17021460"	2010	1907.53
"B25436122"	2011	1908.375
"A46023255"	2015	1908.384
"A46038519"	2016	1908.423
"B28689370"	2014	1909.495
"A41112012"	2008	1909.55
"B23015753"	2012	1909.675
"A58415779"	2011	1910.291
"A28392694"	2014	1910.861
"A45014776"	2011	1911.511
"A08189359"	2014	1912.159
"B19179662"	2015	1912.638
"B03094455"	2011	1913.318
"A28249993"	2011	1913.45
"A12002887"	2016	1913.529
"A12323408"	2009	1914.367
"B30016612"	2012	1914.712
"A07010937"	2017	1914.85
"A31189350"	2012	1915.131
"A79259404"	2016	1916.443
"A11301645"	2014	1917.139
"A50000355"	2016	1917.852
"A36014595"	2009	1918.067
"B08961393"	2013	1918.116
"B03087293"	2015	1918.144
"A46168795"	2015	1918.53
"A39003025"	2007	1919.985
"A08513178"	2013	1920.183
"A08036709"	2013	1920.239
"A28202075"	2012	1920.634
"A43016757"	2010	1920.824
"A41098237"	2010	1920.867
"A01167204"	2015	1921.831
"A46074563"	2014	1922.115
"A28709053"	2007	1922.142
"A41050113"	2009	1922.17
"A28649879"	2014	1922.679
"A36005718"	2016	1923.57
"A06008411"	2014	1923.604
"A48062418"	2014	1923.964
"A20039426"	2009	1924
"A21000427"	2008	1924.081
"A28709053"	2009	1924.137
"A10301240"	2014	1924.207
"A28491637"	2013	1924.261
"A08681264"	2009	1924.275
"A48093918"	2017	1924.353
"A78393840"	2011	1924.858
"F06312920"	2017	1924.891
"B28113991"	2013	1925.305
"A46087565"	2013	1925.705
"A17001678"	2015	1925.942
"A42004598"	2010	1926.394
"A08541021"	2012	1926.697
"A28290799"	2015	1926.796
"A45019916"	2016	1927.53
"A08299406"	2012	1928.245
"B12462560"	2013	1928.833
"A08291924"	2014	1929.051
"A46051918"	2009	1929.217
"F30046411"	2012	1929.933
"A38031233"	2017	1930.238
"A35091057"	2015	1930.38
"A48403927"	2015	1930.417
"A07013055"	2017	1930.443
"B38028692"	2012	1930.68
"A80732142"	2015	1930.735
"B28270411"	2007	1930.795
"B28113991"	2016	1930.814
"B32008625"	2013	1931.173
"A46002697"	2014	1931.187
"B03030913"	2016	1931.315
"A11608999"	2016	1931.566
"A08710055"	2014	1932.539
"A58346305"	2009	1932.644
"B25023854"	2015	1933.218
"A48119622"	2008	1933.256
"B28499218"	2016	1933.422
"A08145385"	2009	1933.536
"A08156218"	2012	1933.727
"A41057209"	2007	1934.01
"A13008461"	2016	1934.399
"A59119917"	2011	1934.833
"A47002878"	2015	1935
"A07013055"	2016	1935.771
"A08159816"	2016	1935.824
"A24001661"	2008	1935.862
"A08329039"	2014	1936.154
"A24019499"	2013	1936.181
"A11000098"	2009	1936.942
"A08262065"	2013	1938.904
"A28580546"	2007	1938.927
"A48155352"	2008	1939
"A08689796"	2014	1939.279
"A38003844"	2008	1939.733
"B48033278"	2011	1939.752
"A12100020"	2010	1940.036
"A08277014"	2014	1940.111
"A20065744"	2011	1940.614
"B01003581"	2007	1940.94
"A36060754"	2009	1941.203
"B08059636"	2010	1941.21
"A48114318"	2007	1943.05
"A08802068"	2014	1943.26
"B08059636"	2011	1943.439
"A39005095"	2007	1943.485
"A28627446"	2010	1943.77
"A08120859"	2009	1944.196
"A42001305"	2012	1944.359
"A11006095"	2014	1945.705
"B30034573"	2012	1945.991
"A28638542"	2009	1946.368
"A17054081"	2016	1947.141
"A07038441"	2007	1947.54
"A48020200"	2011	1947.574
"A33018664"	2017	1947.925
"A28137255"	2008	1948.767
"A01376888"	2016	1949.651
"A33605072"	2013	1950.146
"A29035896"	2016	1950.454
"B57175283"	2011	1950.603
"A08046799"	2010	1951
"B84311760"	2015	1951.038
"A28352656"	2010	1951.668
"A03047628"	2015	1952.295
"A07033491"	2017	1952.92
"A50000876"	2017	1952.962
"B12291167"	2008	1953
"B48092084"	2013	1953.179
"A32006215"	2008	1953.289
"A60963287"	2012	1953.32
"B22009377"	2016	1953.663
"A46156048"	2009	1953.832
"A81957367"	2011	1954.237
"A28518090"	2011	1954.739
"A30022958"	2012	1954.838
"B46164463"	2008	1954.903
"A03024809"	2008	1955
"A36008886"	2014	1955.542
"A08677700"	2007	1955.98
"B91139717"	2013	1957.058
"A78393840"	2015	1957.36
"A17014119"	2008	1957.77
"B48074306"	2016	1959.366
"A36608180"	2016	1959.522
"A01061373"	2008	1960.001
"A43014174"	2012	1960.221
"A30021877"	2008	1960.69
"A29016003"	2017	1960.938
"B30010797"	2011	1961.332
"A08075293"	2011	1961.851
"A07013055"	2015	1962.152
"A36608180"	2012	1962.384
"B30015226"	2016	1962.527
"B32001687"	2014	1962.653
"B46090791"	2010	1962.712
"A08477663"	2017	1963.458
"A80762602"	2017	1963.801
"A08477663"	2014	1964.211
"B17002049"	2015	1964.506
"B48907885"	2013	1964.695
"A08445983"	2017	1965.842
"A33018664"	2014	1966.055
"A48108484"	2010	1966.3
"A36040442"	2013	1966.306
"A35569102"	2012	1966.846
"A79492104"	2010	1966.876
"A03011392"	2013	1967.09
"A07036569"	2011	1967.093
"A47006887"	2011	1967.181
"A29025368"	2016	1967.366
"A36005718"	2017	1967.378
"A28987196"	2014	1967.383
"B08584989"	2009	1967.4
"B31078058"	2017	1967.456
"A06017941"	2014	1967.514
"B03040789"	2008	1968.07
"B08147696"	2013	1968.553
"A08507741"	2012	1968.605
"A36014595"	2016	1968.837
"A36060754"	2008	1969.19
"B03002441"	2014	1970.192
"A48059950"	2008	1970.33
"A33016403"	2008	1970.331
"A08013898"	2010	1970.699
"A08146474"	2013	1971.368
"A01161066"	2016	1972.652
"B03002441"	2013	1972.838
"A28325785"	2014	1973.167
"A80652423"	2012	1973.503
"A46055794"	2017	1974
"A28012342"	2017	1975
"A08683864"	2015	1975.331
"A31196983"	2014	1975.506
"A48155352"	2012	1975.61
"A08104994"	2009	1975.687
"A20037933"	2007	1976.393
"A45014776"	2010	1977.012
"A15000391"	2015	1977.082
"A17017005"	2011	1977.81
"A07042435"	2013	1977.875
"A20574380"	2016	1978.099
"A08188658"	2016	1980.092
"A03050572"	2011	1980.244
"A30032130"	2010	1981.121
"A28649879"	2011	1982.054
"A46134748"	2011	1982.481
"A15049281"	2012	1982.584
"A60531688"	2016	1983
"A36008886"	2009	1983.222
"B15021520"	2011	1983.89
"A59736686"	2010	1984.737
"B03030913"	2013	1984.829
"A08106031"	2017	1986
"A08595324"	2016	1986
"B07034416"	2014	1986.128
"B73254898"	2017	1986.647
"A35046572"	2009	1986.685
"A03063583"	2007	1987.02
"B30331573"	2012	1988.144
"A20065744"	2009	1988.3
"A46081881"	2009	1988.688
"A47002878"	2016	1991
"A08556896"	2013	1991.434
"A33025719"	2016	1991.789
"B08275026"	2014	1991.886
"A28386225"	2011	1992.156
"B74102872"	2015	1992.791
"A36605038"	2008	1993.178
"A28174985"	2011	1993.526
"A03047628"	2017	1993.625
"A08373102"	2013	1994.284
"B03072493"	2016	1994.358
"A50012541"	2012	1994.446
"A62332580"	2014	1994.542
"A46005484"	2009	1994.734
"A46082228"	2015	1995.015
"A28133023"	2017	1995.094
"B39014709"	2015	1996.058
"B31077514"	2012	1996.107
"A08514135"	2013	1996.385
"A32226037"	2016	1996.501
"B92091404"	2013	1997.516
"A35499318"	2009	1998
"B48045942"	2014	1998.248
"B46102364"	2009	1998.591
"A08136806"	2010	1999
"A17041708"	2010	1999.16
"A17000993"	2013	1999.281
"B03036720"	2014	1999.364
"A41112012"	2007	1999.498
"B08423246"	2016	1999.501
"A15506934"	2007	1999.766
"A08347452"	2012	2000
"B83743815"	2017	2000
"A35047778"	2014	2000.135
"B28127447"	2008	2000.159
"A44004422"	2013	2000.506
"A21000427"	2010	2001.864
"A46106928"	2015	2002.356
"A46023255"	2011	2003.959
"A08363400"	2012	2004.065
"A08533945"	2013	2004.327
"A11010352"	2016	2005.002
"B31005507"	2011	2005.062
"A58534777"	2009	2005.532
"B38028692"	2015	2006.355
"A07026701"	2007	2006.539
"B50561968"	2009	2007.095
"A07905573"	2012	2007.225
"B19179662"	2013	2008.066
"B01003581"	2016	2008.707
"B20062295"	2014	2009.004
"A50889955"	2011	2009.592
"A46038519"	2017	2010.622
"A03021276"	2008	2010.714
"A33026980"	2010	2011.092
"A48006423"	2011	2011.456
"A08200313"	2015	2012.108
"B12291167"	2007	2012.91
"A23019342"	2008	2013.481
"B30037204"	2011	2013.52
"A35569102"	2015	2013.657
"A12025490"	2016	2013.679
"A28148898"	2011	2014
"A28211092"	2016	2014.003
"A30013791"	2016	2014.184
"B50475839"	2010	2014.393
"A48040034"	2014	2014.419
"A48155352"	2011	2014.662
"B80146517"	2013	2015
"A30005920"	2013	2015.561
"A45002219"	2013	2015.988
"A13005384"	2011	2016.334
"A24003873"	2007	2016.782
"B30009039"	2009	2018.616
"A17000993"	2015	2018.809
"A10011641"	2012	2019.533
"A60531688"	2015	2021
"A14000939"	2016	2021.381
"A30023238"	2012	2021.517
"A08192965"	2014	2021.629
"A28392694"	2015	2022.119
"A28900975"	2015	2022.161
"B38001905"	2010	2023
"A48119622"	2009	2023.153
"A36614691"	2014	2023.874
"A34009191"	2014	2024.227
"A28842003"	2012	2024.248
"A14000939"	2017	2024.369
"A43020643"	2014	2024.535
"B41094459"	2010	2025.117
"A28900975"	2017	2025.158
"A48083927"	2015	2026.682
"A81933772"	2009	2026.726
"B15004849"	2007	2027.134
"B33029729"	2014	2027.821
"A07036130"	2012	2027.83
"A28012342"	2016	2028
"B62263272"	2007	2028.213
"A46139937"	2009	2028.24
"B25006222"	2008	2028.316
"A08132656"	2016	2028.78
"B30009039"	2007	2029.731
"B36009207"	2008	2029.821
"B64055445"	2016	2030
"A08533945"	2017	2030.056
"A24019499"	2016	2030.47
"B50068105"	2013	2030.521
"A46068284"	2009	2031
"A48093421"	2017	2031.13
"A01001072"	2011	2031.453
"B28059012"	2010	2032
"A46005484"	2010	2032.277
"A30035679"	2013	2032.407
"B41015652"	2014	2032.504
"A43015338"	2008	2033.409
"A08361644"	2016	2033.691
"B03101748"	2017	2034.919
"B46095964"	2013	2035.134
"A17447061"	2017	2035.149
"A03063583"	2009	2035.339
"A50032309"	2016	2035.619
"A28491637"	2011	2035.963
"A14004691"	2016	2036.266
"A78400603"	2009	2036.32
"B46063137"	2015	2036.478
"A53283511"	2015	2037.018
"B12029153"	2011	2037.183
"A20073169"	2008	2037.65
"A38356937"	2014	2037.725
"A39000849"	2010	2037.925
"B96011283"	2009	2038.906
"A35046911"	2007	2040
"B43636075"	2016	2040.339
"A48119143"	2010	2040.951
"A15049281"	2008	2040.966
"A07021256"	2009	2041.013
"B08059636"	2009	2041.461
"A28617801"	2014	2041.733
"A33019423"	2014	2042.153
"B30020226"	2007	2042.887
"A08014813"	2017	2042.968
"B12007357"	2016	2043.142
"A08556896"	2012	2043.28
"A07529233"	2013	2043.586
"A08332363"	2009	2043.942
"A17013947"	2010	2044.392
"A12015673"	2015	2047.439
"B48092084"	2014	2047.692
"B46063137"	2014	2047.999
"B31049273"	2010	2048.02
"B46071080"	2007	2048.919
"B97131155"	2014	2049.336
"V30405880"	2012	2049.969
"A15049281"	2013	2050.776
"A43020643"	2015	2050.804
"A20055380"	2012	2051.759
"A08120859"	2008	2051.935
"A46055992"	2017	2052.54
"A31196983"	2009	2052.781
"A48037592"	2011	2053
"A02436152"	2015	2053.411
"A01006659"	2013	2054.006
"A48095822"	2011	2054.062
"A06014930"	2014	2054.227
"A47010095"	2015	2054.437
"B50475839"	2015	2054.965
"A28623155"	2014	2056.159
"A46047965"	2007	2056.232
"A04017497"	2008	2056.681
"A36643450"	2014	2057.154
"A08562910"	2012	2058.862
"A28148898"	2010	2059
"A46014155"	2014	2059.528
"B36009207"	2017	2061.809
"A36006021"	2009	2062.887
"A08551590"	2016	2063.062
"B58613076"	2008	2063.321
"A28040418"	2007	2063.959
"A08509937"	2011	2064.944
"B48124275"	2011	2064.999
"A39003025"	2008	2067.349
"A28900975"	2011	2067.615
"A48002984"	2008	2067.774
"A79259339"	2011	2068.006
"A30035679"	2012	2068.567
"F10026128"	2015	2069.534
"A28051597"	2013	2069.569
"B11018462"	2008	2070.035
"A48865679"	2013	2070.086
"A62400718"	2008	2070.128
"A24019499"	2008	2070.2
"A08541021"	2011	2070.211
"B10010775"	2012	2070.24
"B46118303"	2013	2070.476
"B48907885"	2014	2072.246
"B28059012"	2008	2073
"A28519932"	2007	2073.158
"A20574380"	2012	2073.426
"A39022124"	2017	2074.186
"A48155352"	2016	2074.535
"A48092886"	2014	2075.179
"A09013947"	2008	2075.245
"A17021460"	2007	2075.864
"A33008426"	2008	2076.32
"B46115838"	2009	2078
"A41018854"	2012	2078.437
"A50889955"	2017	2078.629
"A07009814"	2007	2078.929
"A41018854"	2011	2079.63
"A48005672"	2014	2080.197
"A41018854"	2010	2081.023
"A07036130"	2015	2081.41
"A47006887"	2016	2081.785
"A12015673"	2013	2083.192
"A43020759"	2010	2083.657
"A08683864"	2008	2083.886
"A29003951"	2009	2083.898
"A48108484"	2012	2084.01
"A33018425"	2008	2084.894
"A30017883"	2014	2085.001
"A08480287"	2009	2085.418
"A48059950"	2009	2085.766
"B11900602"	2013	2085.979
"A28552149"	2017	2086.188
"A33117995"	2009	2086.281
"A48006423"	2008	2086.93
"A60963287"	2010	2087.262
"A50027929"	2016	2087.481
"A48029847"	2017	2087.771
"A18431064"	2016	2088.279
"B23289580"	2015	2088.371
"A40006371"	2010	2088.879
"B28543023"	2010	2089.921
"B28222487"	2009	2090.538
"A17013913"	2012	2091.742
"A37021631"	2009	2091.827
"F04030672"	2012	2091.963
"B35044197"	2011	2092.104
"B36623148"	2013	2092.184
"B11018462"	2012	2093.409
"A08404253"	2012	2094.995
"B74114182"	2014	2095
"A10301240"	2012	2095.134
"B48124275"	2012	2096.207
"B28138196"	2011	2096.658
"A36008886"	2011	2097.523
"A42001305"	2013	2098.112
"B19179662"	2012	2098.257
"A58907015"	2015	2098.706
"A33006644"	2016	2099.456
"B08961393"	2011	2099.925
"A36201259"	2007	2100.28
"A43016757"	2008	2100.687
"A03047628"	2014	2101.055
"A46051918"	2016	2101.774
"A48108484"	2009	2102.38
"A30022958"	2016	2103.934
"A31069321"	2013	2105.431
"A08285363"	2009	2106.129
"A28586592"	2012	2106.936
"B17016569"	2008	2107.229
"A36621522"	2013	2107.307
"A30017636"	2009	2108.073
"A02006617"	2016	2108.078
"A08691503"	2010	2108.569
"A08480287"	2017	2108.752
"A12016093"	2012	2108.816
"A48037592"	2012	2109
"A35569102"	2014	2109.025
"A08629107"	2013	2109.137
"A28456820"	2007	2109.345
"A08509937"	2012	2109.603
"B59737882"	2012	2109.644
"A08551061"	2015	2110.02
"A46056255"	2008	2110.063
"A28086858"	2013	2110.824
"A28126274"	2011	2111.431
"A14022099"	2014	2111.451
"A20779849"	2015	2111.789
"B12536934"	2012	2112.255
"A28381234"	2014	2112.531
"B30605760"	2016	2112.595
"A28012359"	2008	2112.958
"A17013913"	2008	2113.081
"B36853935"	2008	2113.429
"A17054081"	2015	2113.658
"B08359093"	2008	2113.691
"A25418401"	2017	2114
"A01012103"	2015	2114.082
"A28900975"	2016	2115.336
"A38232526"	2009	2115.627
"A48005672"	2013	2115.85
"A48037592"	2008	2117
"A20020277"	2008	2117.298
"A08527020"	2016	2117.489
"A07021256"	2008	2118.12
"A50335918"	2012	2118.328
"B78069259"	2014	2118.424
"A28900975"	2007	2119.19
"A20060075"	2007	2119.481
"A01006659"	2011	2120.52
"A08220014"	2009	2120.534
"A50049519"	2007	2120.96
"A44003663"	2014	2120.988
"B28148773"	2011	2121.379
"A43002450"	2013	2121.392
"A17014119"	2007	2121.83
"B46012324"	2015	2121.942
"A07019573"	2017	2121.966
"B12462560"	2012	2122.01
"A12022885"	2013	2123.041
"A08626939"	2017	2123.075
"B62263272"	2017	2123.139
"A24022196"	2007	2123.48
"A07061161"	2015	2123.964
"A46332995"	2017	2124.557
"A81593808"	2009	2124.758
"B31005507"	2017	2124.83
"A46082228"	2016	2125.772
"A46056255"	2007	2126.71
"A08687204"	2011	2127.143
"B28579506"	2010	2127.2
"A17000993"	2014	2127.285
"A01017557"	2011	2127.382
"A15010564"	2010	2128
"A39027917"	2013	2128.21
"B30606099"	2009	2128.241
"B30009039"	2015	2128.253
"B48907885"	2015	2128.871
"B17048364"	2010	2129.539
"A29067147"	2015	2129.856
"A08138042"	2011	2130.044
"A21102157"	2016	2132.69
"A08659617"	2012	2132.701
"A38003679"	2014	2133.313
"A46162665"	2011	2133.815
"A41069352"	2008	2134.66
"A48025845"	2007	2134.91
"B30331573"	2008	2135.748
"B28689370"	2013	2136.362
"A36008886"	2015	2136.513
"A36611622"	2015	2137.399
"A41010521"	2013	2137.5
"B36002913"	2015	2137.631
"B08136905"	2017	2138.038
"A61401857"	2016	2138.268
"A13010004"	2011	2138.364
"A36002285"	2015	2138.705
"A08145385"	2008	2139.957
"A07019573"	2016	2140.176
"A45562329"	2017	2140.304
"B46039061"	2008	2141.387
"A01061373"	2011	2141.537
"B45018017"	2012	2141.636
"A28019461"	2015	2142
"A43016757"	2007	2142.61
"B15862667"	2013	2143.286
"B37024825"	2016	2143.944
"A08481632"	2010	2144.874
"A28184661"	2012	2144.917
"A83102426"	2015	2144.981
"B28498210"	2016	2145.915
"A28219202"	2012	2146.266
"A08450421"	2008	2146.39
"A46043154"	2013	2146.476
"A46047965"	2014	2147.11
"A33602905"	2008	2147.481
"A21006861"	2008	2147.5
"A36608180"	2009	2147.744
"A12025490"	2017	2147.775
"B28337731"	2010	2148.805
"A39000849"	2014	2149.29
"B28403194"	2008	2149.36
"A35098482"	2012	2149.453
"A29955093"	2009	2149.806
"A28579373"	2008	2149.962
"A03033164"	2015	2150.3
"A06008411"	2013	2150.61
"A42003368"	2014	2150.735
"A03099405"	2015	2151.062
"B23289580"	2017	2151.131
"B23015753"	2015	2153.2
"A79259339"	2010	2153.208
"A20042933"	2014	2153.225
"A58017187"	2011	2154.43
"B28617256"	2010	2154.964
"B61729737"	2009	2155
"A46079380"	2012	2155.199
"A19163682"	2012	2155.257
"B28138196"	2010	2155.956
"A08299406"	2010	2156.601
"B12541496"	2011	2157.055
"B31005507"	2010	2158.433
"A30013247"	2016	2158.438
"A29018207"	2015	2158.551
"A38018404"	2012	2158.558
"A30015820"	2012	2158.606
"A38018404"	2016	2158.704
"A48114318"	2015	2159.315
"A48061675"	2012	2159.817
"A80652423"	2011	2160.193
"A41112012"	2009	2160.843
"A17006792"	2017	2161.481
"A08288490"	2016	2162.377
"A11682507"	2011	2162.565
"A08138042"	2015	2162.705
"A15007727"	2015	2163.132
"A48092886"	2013	2163.523
"A82131913"	2017	2163.784
"B03046158"	2017	2164.885
"B12020194"	2017	2165.438
"A08069809"	2013	2165.916
"A33689530"	2014	2165.936
"A30041719"	2016	2167.23
"A08329039"	2017	2167.511
"A08484107"	2016	2167.553
"A20038915"	2015	2167.639
"A12021267"	2015	2168.026
"A38015459"	2009	2168.07
"B31078058"	2016	2168.802
"B31744709"	2016	2169
"B17228081"	2011	2170.911
"A28842003"	2009	2171.382
"A38017844"	2017	2171.706
"A28451649"	2010	2172.473
"B17002049"	2014	2172.817
"B41441387"	2015	2172.849
"B02011641"	2011	2173.882
"A29016003"	2015	2174.278
"A11000098"	2011	2174.805
"A08513178"	2015	2174.904
"A41031303"	2017	2175
"A48064521"	2017	2175.525
"A11006095"	2017	2176.791
"A45015872"	2012	2177.584
"B35046630"	2012	2178.373
"A08626939"	2008	2178.504
"A17018052"	2010	2178.558
"B30016612"	2011	2179.252
"A25020173"	2012	2179.277
"B41058124"	2011	2179.53
"A31138761"	2010	2179.814
"A08122574"	2014	2180.769
"A28842003"	2011	2180.796
"A17013947"	2011	2182.626
"B46173423"	2008	2182.954
"A15049281"	2010	2183.251
"A46156048"	2008	2184.695
"A29519220"	2009	2184.795
"A50018837"	2010	2185.142
"B47030770"	2015	2185.401
"A07905573"	2017	2185.541
"A79290565"	2009	2186.054
"A08156218"	2011	2186.355
"B83325076"	2017	2187
"B41015652"	2017	2187.1
"A11000098"	2010	2187.541
"B95087482"	2009	2188
"A33025719"	2015	2188.016
"A20036877"	2013	2188.18
"A46079380"	2010	2188.28
"B32008625"	2015	2188.625
"A08102410"	2008	2188.67
"A45010543"	2010	2189.832
"A46332995"	2013	2190.253
"A30023238"	2014	2190.408
"A30012959"	2008	2190.575
"A48017974"	2010	2190.796
"A58349929"	2007	2190.97
"A48064521"	2014	2191.158
"A48017974"	2015	2191.221
"B48033278"	2013	2191.282
"A24022196"	2008	2191.47
"A03057221"	2015	2191.905
"B12002457"	2009	2191.979
"B17228081"	2015	2192.05
"A41018854"	2008	2192.202
"A01161066"	2013	2192.31
