nif	year	ig_explo
"A58061383"	2008	25046.56
"A28623155"	2012	25049.95
"A31018492"	2014	25051.95
"B03051927"	2012	25060.38
"A48092886"	2015	25065.59
"A08445983"	2007	25067.62
"B46090791"	2007	25069.51
"A28202075"	2016	25071.41
"B08136905"	2010	25077.04
"A08278731"	2012	25083.46
"A03066933"	2013	25083.89
"A78753514"	2007	25084.18
"A28577864"	2017	25090.54
"A08560179"	2009	25092.79
"A24022196"	2012	25098.12
"A24007072"	2015	25100.71
"A08146474"	2011	25107.19
"A03035417"	2011	25108.66
"A96773940"	2015	25112
"A36600500"	2007	25116.34
"A08158172"	2014	25118.53
"A08209538"	2011	25118.84
"A50042027"	2009	25119.42
"B45006616"	2009	25131.35
"A17038035"	2010	25139.26
"A32005746"	2008	25141.08
"A36600500"	2013	25143.1
"A03063583"	2007	25149.23
"A29519220"	2011	25151.94
"B47531462"	2014	25152.16
"A33018425"	2011	25152.31
"A28715027"	2008	25153.09
"A36600500"	2011	25154.49
"B28361350"	2012	25161.11
"B33876459"	2016	25163.96
"B50475839"	2007	25166.4
"B10010775"	2017	25167.35
"B12003554"	2010	25171.56
"A03027919"	2009	25173.91
"A17020561"	2017	25174.91
"A08360109"	2014	25183.1
"A46078267"	2007	25184.22
"A46131520"	2014	25186.76
"A38019543"	2013	25189.58
"B30044440"	2014	25190.66
"A17006479"	2017	25192.31
"B63458004"	2013	25193.89
"A28427516"	2017	25195.77
"B46151411"	2016	25200.7
"B83603746"	2011	25209.92
"A08612103"	2009	25212.98
"A33606682"	2013	25214.59
"B12029153"	2008	25218.07
"A82494931"	2014	25228.2
"A08224081"	2010	25239.18
"A30012645"	2017	25240.6
"A50042027"	2007	25243.59
"B28113991"	2014	25243.8
"B81542813"	2007	25244.89
"B36614816"	2013	25255.19
"A08493306"	2012	25255.44
"B80470628"	2007	25258.09
"A35028208"	2011	25261.6
"A17021460"	2007	25261.89
"A46015830"	2015	25277.38
"A12003950"	2009	25282.16
"B96324983"	2009	25283.01
"A08189359"	2015	25284.8
"A08209538"	2016	25295.31
"A08626939"	2017	25295.58
"A28049492"	2007	25296.11
"A11000288"	2011	25310.33
"A28698884"	2017	25329.75
"A20574372"	2007	25330.53
"A20056248"	2015	25334.65
"B12006623"	2015	25337.35
"B83045674"	2010	25337.92
"A58907015"	2007	25344.27
"A07161821"	2008	25351.76
"B60171162"	2017	25352
"A28060515"	2014	25359
"A28420602"	2015	25359.85
"A28110971"	2011	25359.96
"A28096378"	2010	25364.63
"B01267277"	2013	25374.69
"A08228520"	2015	25387.04
"A35028208"	2010	25390.48
"A46086773"	2007	25394.56
"B62725320"	2012	25398.99
"A28420602"	2016	25406.38
"A15000391"	2011	25406.7
"A38003844"	2013	25411.41
"A28579191"	2009	25411.83
"B30034573"	2017	25412.03
"A45015872"	2008	25412.98
"B46151411"	2009	25420.67
"A50032002"	2010	25423.75
"A22201164"	2014	25424.55
"B83654426"	2014	25427.46
"A36008886"	2008	25428.64
"B20759023"	2014	25431.42
"A17020561"	2013	25431.97
"B26011627"	2013	25435.71
"B12003554"	2009	25436.76
"A28435931"	2011	25443
"A07905573"	2016	25443.01
"A43621416"	2011	25446
"B12662722"	2017	25447.93
"A38030680"	2010	25448.87
"A18431064"	2015	25449.58
"A28011286"	2007	25450.56
"A41002544"	2011	25452.81
"V48566475"	2008	25453.35
"A80433519"	2010	25455.02
"B12006623"	2012	25456.75
"B24399305"	2011	25459.02
"A79259339"	2012	25459.06
"A09015405"	2011	25462.1
"A11682507"	2008	25479.05
"B12029153"	2011	25479.1
"A12323408"	2016	25479.46
"A29035896"	2014	25480.66
"A28148898"	2016	25489
"B57208878"	2016	25494.75
"A43621416"	2012	25497
"A58394941"	2012	25508.09
"A46047965"	2011	25527.14
"A28623155"	2016	25528.67
"A07066467"	2015	25530.29
"A36600500"	2010	25533.12
"B26011627"	2011	25534.22
"A28146579"	2009	25537.31
"A80433519"	2013	25539.17
"B28059012"	2015	25540.19
"A03027919"	2008	25541.21
"A08372351"	2009	25541.98
"A33689530"	2009	25543.79
"A01002864"	2007	25547.61
"A33605072"	2007	25550.46
"B43029305"	2016	25552.12
"A15169535"	2016	25552.74
"A08667370"	2016	25554.32
"A41050535"	2017	25562.48
"A46332995"	2011	25562.89
"B79650305"	2014	25564.57
"A31069321"	2016	25564.9
"A01005594"	2015	25564.93
"A35028208"	2012	25566.45
"B41072471"	2009	25569.01
"B80470628"	2009	25573.05
"A28637304"	2017	25573.23
"A07084940"	2016	25576.13
"A46005484"	2013	25584.47
"A08191579"	2015	25588.51
"B12002457"	2013	25589.95
"A61587358"	2009	25590.49
"B12029153"	2012	25591.52
"A36600500"	2012	25591.75
"B08136905"	2009	25593.94
"A08340267"	2017	25596.16
"A60362266"	2013	25596.78
"A21144498"	2015	25601.19
"A03061850"	2012	25601.91
"A28623155"	2013	25604.03
"A43002450"	2012	25606.09
"A11000288"	2009	25608.13
"A08288490"	2008	25611.51
"V48566475"	2011	25615.44
"A28475770"	2012	25616.1
"A21006507"	2014	25617.76
"A28374148"	2014	25623.08
"A03035417"	2008	25624.8
"B03036720"	2017	25626.4
"A41022989"	2014	25630.81
"B63100150"	2012	25635.54
"A28198356"	2016	25638.88
"A15007727"	2014	25640.12
"A08224081"	2011	25645.31
"B81496515"	2010	25650.34
"B30044440"	2015	25652.93
"A46044814"	2015	25670.18
"A08564502"	2016	25673.03
"A08511453"	2009	25675.74
"A78428596"	2015	25679.9
"B60171162"	2008	25681.69
"A46066791"	2007	25685.62
"A30033898"	2016	25686.6
"A08576753"	2010	25688.72
"B11606761"	2015	25691.62
"B12004818"	2012	25698.72
"A60016037"	2016	25700.95
"A41050535"	2014	25708.34
"A36600500"	2016	25721.87
"A03036373"	2016	25724.14
"A08507741"	2015	25725.64
"A33606682"	2012	25728.12
"B23289580"	2017	25734.09
"A08219024"	2012	25739.27
"A46047965"	2015	25739.82
"A08952012"	2010	25744.13
"A11000288"	2008	25745.76
"A28012359"	2013	25746.1
"A22001721"	2012	25753.85
"A46068284"	2014	25756
"B60031150"	2012	25757.22
"A12019295"	2016	25762.47
"B41070020"	2012	25762.68
"A28174985"	2013	25764.53
"A28283067"	2014	25768.2
"B28270411"	2017	25768.65
"A39022124"	2011	25772.28
"A38030680"	2015	25780.97
"A11012572"	2007	25787.37
"B46115838"	2008	25789
"A31038839"	2007	25792.38
"A84434224"	2017	25793
"A36643450"	2009	25797.25
"A43621416"	2010	25799.44
"B15015274"	2017	25807.72
"A12283388"	2011	25814.27
"B36009207"	2011	25814.67
"A22001721"	2009	25815.74
"A07161821"	2007	25816.62
"A41017161"	2013	25819.45
"A33610106"	2017	25820.33
"A08612103"	2010	25826.38
"A15169535"	2017	25828.76
"A59202853"	2016	25828.92
"A25529074"	2013	25829.79
"B81542813"	2011	25831.19
"A33610106"	2007	25833.81
"A08181067"	2009	25835.24
"A46005484"	2009	25845.56
"A04119293"	2011	25845.89
"A08005761"	2007	25848.05
"B48059786"	2011	25851.1
"A17019316"	2009	25857.77
"B50021658"	2013	25858.05
"A23012719"	2015	25860.03
"A48073274"	2010	25864.97
"A79049797"	2011	25867.54
"A08225278"	2014	25867.56
"A20037933"	2009	25869.89
"A46003265"	2007	25870.04
"B15004849"	2015	25870.19
"A26004093"	2009	25870.77
"A35046911"	2017	25872.27
"A36614691"	2008	25873.8
"A07061161"	2014	25879.35
"A28400323"	2015	25881.28
"A28145191"	2016	25887.65
"A28033702"	2008	25888
"A46111654"	2016	25889.45
"A46047965"	2010	25890.62
"A28386225"	2010	25894.89
"A02012714"	2013	25894.96
"A48047377"	2017	25895.85
"A15169535"	2014	25899.71
"B99029365"	2012	25900.26
"B48059786"	2009	25903.98
"B12002457"	2012	25905.43
"A15044530"	2009	25910.01
"A28400323"	2008	25912.22
"A28571750"	2007	25919.12
"A79259339"	2011	25922.71
"B14030720"	2013	25929.09
"A28266989"	2007	25929.41
"B20193017"	2017	25940.41
"A08200313"	2010	25941
"A08181067"	2010	25946.72
"F20025441"	2007	25950.4
"B48059786"	2013	25953.41
"A20039426"	2017	25954
"A50027929"	2007	25957.25
"B43241769"	2016	25958.08
"A24022196"	2014	25958.71
"A28637304"	2014	25959.37
"A48114318"	2010	25963.97
"A08493306"	2009	25967.89
"A12524278"	2016	25974.06
"A46105508"	2010	25976.83
"A35005743"	2012	25980
"B12681060"	2014	25984.21
"A46077053"	2014	25987.44
"A08576753"	2012	25988.62
"A08091894"	2013	25991.81
"A28266989"	2008	25995.74
"V28961811"	2017	25996.61
"A32002644"	2011	25998.42
"A06141345"	2014	25999.71
"A06244131"	2013	26002.97
"A46047965"	2013	26004.08
"A28623379"	2015	26012.7
"B43029305"	2013	26013.66
"A38018404"	2014	26014.46
"A03027919"	2007	26015.22
"A28293884"	2011	26015.81
"A30040224"	2008	26016.06
"A78521168"	2015	26018.17
"A02012714"	2011	26019.7
"A82405788"	2012	26022.84
"A28684512"	2017	26027.73
"A43025618"	2015	26029.18
"A28923662"	2008	26032
"A17447061"	2017	26034.43
"B30331573"	2017	26040.87
"B61395497"	2015	26042.49
"A08555344"	2008	26043.92
"A10010445"	2014	26046.28
"A28146579"	2007	26048.58
"A08360844"	2012	26050.23
"A31076508"	2009	26051.97
"A17013913"	2013	26056.06
"A30033898"	2012	26058.3
"A17055153"	2016	26066.58
"A28058758"	2015	26071.64
"B48059786"	2008	26075.14
"A46047965"	2017	26077.97
"A28011872"	2007	26079.98
"B63805295"	2013	26080.28
"A38003844"	2014	26081.68
"A28266989"	2017	26082
"B45006616"	2008	26084.7
"A28547115"	2013	26095.67
"A28117026"	2008	26102.21
"B25006222"	2008	26106.7
"A33615923"	2014	26108.81
"A45010204"	2015	26111.62
"A41002544"	2016	26112.01
"A96646880"	2015	26121.28
"A41008640"	2014	26125
"A48102792"	2015	26130.14
"A78428596"	2008	26133.77
"A31018799"	2011	26134.64
"A29049509"	2009	26140.58
"A08612103"	2013	26150.88
"A46036380"	2008	26152.25
"B17616814"	2017	26152.42
"A46965034"	2017	26154.95
"A36060754"	2012	26155.99
"A29507456"	2015	26157.11
"A23019342"	2016	26158.33
"A48047377"	2013	26161.9
"A38030680"	2009	26166.47
"A38014114"	2009	26168.87
"A08526345"	2014	26174.12
"A12018354"	2011	26175.72
"B28249431"	2016	26178.89
"A41006891"	2015	26179.86
"A08568826"	2010	26184.18
"A48093538"	2016	26190.19
"A43015338"	2015	26192.46
"A09015405"	2016	26199.66
"A33036807"	2014	26203.95
"A38024907"	2007	26208.81
"A28985992"	2007	26215.76
"A28096378"	2011	26217.24
"B17616814"	2014	26225.53
"A09015405"	2013	26226.04
"A28524726"	2014	26226.22
"A36600500"	2017	26232.17
"A28167443"	2012	26232.98
"A01000249"	2012	26235.84
"A17013913"	2014	26236.94
"A17475203"	2014	26240.92
"A07016991"	2015	26242.53
"A08438194"	2008	26244.4
"A26004093"	2007	26244.84
"A28623155"	2017	26246.9
"A35028208"	2008	26249.51
"A46104485"	2009	26252.09
"B30020226"	2014	26253.77
"A39030200"	2013	26254.98
"A04017497"	2009	26256.54
"A28637304"	2016	26257.21
"A41037672"	2016	26260.9
"A22201164"	2016	26269.96
"B08407322"	2009	26272.89
"B79650305"	2015	26278.13
"A43621416"	2008	26279.08
"A46078267"	2016	26286.35
"A41084740"	2011	26288.04
"B20759023"	2013	26289.15
"B73070914"	2016	26290.12
"A33034422"	2014	26296.52
"A08851321"	2011	26299.5
"A45562329"	2014	26300.25
"A28684512"	2013	26307.05
"B46166013"	2007	26311.99
"A08612103"	2012	26315
"A03046125"	2017	26316.28
"A13002134"	2008	26317.28
"A28060515"	2008	26320
"A50047505"	2017	26322.14
"A08630063"	2017	26323.87
"A79259339"	2013	26325.3
"A36014009"	2015	26326.91
"B12662722"	2016	26327.66
"B35980937"	2017	26328.49
"B08284002"	2013	26328.85
"A78428596"	2011	26333.26
"A07905573"	2017	26336.46
"A28332914"	2012	26343.08
"A09015405"	2012	26345.23
"A30005524"	2013	26345.83
"A50008390"	2013	26347.15
"A17447061"	2016	26348.79
"A10011641"	2012	26353.21
"B38005377"	2011	26360.85
"A08146474"	2012	26368.48
"A28614790"	2017	26369.24
"A15016595"	2014	26382.56
"A22174932"	2011	26383
"A20037933"	2010	26386.34
"B29369758"	2013	26389.91
"B35018332"	2016	26392.98
"A08102410"	2017	26394.71
"A28720795"	2015	26395.39
"A41037672"	2009	26397.9
"A81933772"	2015	26400.14
"A08513749"	2016	26400.96
"A12019840"	2011	26401.49
"B50021658"	2014	26403.9
"A33606682"	2014	26403.9
"A08200313"	2011	26404
"A47005095"	2007	26404.07
"A37003050"	2012	26405.97
"B28059012"	2010	26410
"A08952012"	2011	26417.13
"A38003133"	2011	26418.47
"B03010634"	2012	26424.4
"A41022989"	2016	26428.74
"A37003050"	2014	26432.57
"A28923662"	2011	26437
"A84534874"	2015	26437.81
"A21102157"	2012	26439.43
"A33778739"	2017	26441
"A28510246"	2016	26447.68
"A15169535"	2015	26458.9
"A22001721"	2010	26470.41
"A30033898"	2011	26472.75
"A08612103"	2011	26472.9
"A08220014"	2010	26475.05
"A29035896"	2012	26485.64
"A31404452"	2011	26490.46
"A48047377"	2014	26493.39
"A28359073"	2011	26495
"A17475203"	2013	26502.46
"B38002655"	2015	26506.85
"A01005594"	2011	26512.27
"A08224107"	2010	26514.97
"B33876459"	2013	26521.26
"A42000802"	2008	26523.57
"A08445983"	2017	26547.48
"A09028184"	2013	26553.48
"B73070914"	2010	26556.83
"A08334906"	2015	26557.32
"A30013791"	2014	26562.38
"A41022989"	2013	26563.04
"B12004818"	2013	26570.41
"A41008640"	2012	26576
"A30041834"	2007	26581.24
"A28283067"	2015	26587.14
"A28510246"	2017	26590.74
"A15007727"	2015	26594.75
"B36009207"	2016	26594.93
"B06422877"	2014	26598.74
"B45007671"	2008	26605.07
"B12002457"	2010	26606.07
"B17019373"	2008	26608.32
"A08568826"	2017	26618.95
"A36600518"	2016	26626.2
"A33618257"	2017	26626.2
"A17020561"	2015	26629.91
"A28410850"	2012	26633.3
"A78521168"	2009	26637.35
"B74148388"	2013	26647.11
"A82854811"	2014	26650.3
"A28198356"	2015	26658.27
"A15000391"	2015	26665.11
"A35028570"	2013	26667.51
"A22013072"	2010	26670
"A50005156"	2016	26671.56
"A31072325"	2007	26672.99
"A07084940"	2017	26674.96
"A41037672"	2017	26677.77
"A46139937"	2007	26678.15
"A03050572"	2015	26681.14
"B11415387"	2012	26685.65
"A33008426"	2014	26687.15
"A08262412"	2017	26690.75
"A35009992"	2010	26694.73
"A31404452"	2009	26701.43
"A08288490"	2009	26702.01
"B28579324"	2016	26707.22
"A82198847"	2017	26711.16
"B17593633"	2010	26711.27
"A11000288"	2007	26712.32
"B36684157"	2010	26719.21
"A28577864"	2015	26719.98
"A08513749"	2015	26721.9
"A33610106"	2016	26724.01
"A08021768"	2014	26727.22
"A17020561"	2014	26733.03
"A08209538"	2012	26734.75
"A30035521"	2016	26738.49
"A30033898"	2015	26739.96
"A48031686"	2008	26743.18
"A43621416"	2013	26748
"A24011165"	2008	26749.99
"B08156127"	2007	26759.99
"B30605760"	2015	26761.88
"A28174985"	2014	26763.29
"A28049492"	2008	26771.55
"A08555344"	2009	26772.03
"B15004849"	2016	26775.93
"A08200313"	2007	26776.13
"A33601899"	2008	26777.18
"B95271326"	2013	26778.7
"A43621416"	2009	26781.13
"A08005761"	2008	26783.41
"B20193017"	2009	26783.71
"A23012719"	2013	26789.37
"A58393778"	2009	26791.21
"A02012714"	2009	26797.26
"A01007442"	2013	26799.11
"A46015830"	2008	26800.66
"A28435931"	2013	26805.74
"A08105256"	2017	26811.61
"A24011165"	2007	26812.61
"A46077053"	2013	26814.72
"A26004093"	2008	26815
"A30036438"	2013	26831.62
"A78393840"	2008	26837.38
"A41050980"	2014	26846.85
"A28273241"	2011	26850.71
"A46005484"	2007	26853.88
"A84434224"	2016	26857
"A28096378"	2013	26858.61
"A28923662"	2009	26859
"A22008106"	2011	26861.69
"B47011374"	2011	26862.29
"A78879079"	2009	26867.9
"A38014114"	2015	26872.23
"A46164034"	2013	26874.4
"A46111654"	2008	26876.43
"A48002984"	2007	26880.62
"B46051116"	2012	26883.98
"A31018492"	2015	26885.66
"A82198847"	2016	26886.08
"A08005761"	2013	26886.08
"A02006021"	2012	26890.12
"A24022196"	2011	26904.25
"A46047965"	2012	26905.65
"B28579324"	2012	26909.36
"B12029153"	2009	26911.1
"B03158532"	2010	26916.56
"A08186074"	2017	26917.29
"A08612103"	2017	26922.11
"B43241769"	2011	26922.49
"F20025441"	2017	26924
"A28623155"	2015	26928.86
"A28698884"	2013	26937.08
"A11682507"	2017	26943.66
"A08257214"	2017	26945.21
"G38004297"	2007	26949.43
"A07084940"	2015	26951.84
"A08612103"	2016	26955.31
"A20037933"	2011	26960.95
"A28033702"	2007	26962.1
"A07068430"	2007	26964.35
"A17013947"	2015	26967.93
"A03050572"	2013	26971.47
"A50027929"	2008	26980.81
"A58346305"	2016	26985.65
"A30040224"	2009	26987.29
"A08373102"	2014	26990.4
"A28108447"	2015	26992.96
"A01015510"	2013	26997.62
"A33689530"	2010	27000.54
"A08262412"	2013	27002.87
"A38003133"	2012	27003
"A41050535"	2016	27006.4
"A50057322"	2011	27007.31
"B43009091"	2015	27007.47
"A28374148"	2013	27009.02
"A08132656"	2007	27010.53
"B03010634"	2015	27011.07
"B46102364"	2012	27021.23
"A32002644"	2010	27022.4
"B83045674"	2016	27025
"A22008106"	2013	27028.77
"A28198661"	2017	27034
"A58907015"	2008	27042.1
"B35018332"	2008	27045.68
"B26011627"	2016	27048.86
"B28240075"	2010	27057.71
"A02012714"	2012	27066.04
"A08533945"	2014	27073.98
"B30331573"	2015	27075.86
"A36600518"	2017	27081.4
"A08157737"	2015	27086.4
"B08136905"	2012	27087.08
"A30036438"	2012	27096.04
"A08385395"	2016	27107.14
"A28374148"	2011	27107.25
"A08200313"	2009	27111
"B28419703"	2007	27112.77
"A28623379"	2014	27117.02
"A21144498"	2017	27120.44
"A07066467"	2014	27123.1
"A12329223"	2008	27126.51
"A07036569"	2008	27136.7
"A18431064"	2014	27138.42
"B28555001"	2013	27138.78
"A43028588"	2016	27139.18
"A12019840"	2016	27142.04
"A59382762"	2015	27143.65
"B28249431"	2010	27147.96
"B14030720"	2017	27150.05
"B35018332"	2012	27159.81
"A21007570"	2014	27172
"A08438194"	2011	27175.66
"A28096378"	2014	27179.8
"A42004598"	2012	27188.78
"A28294718"	2016	27193
"A31394356"	2012	27198.02
"A08200313"	2012	27201
"A08200313"	2008	27206.06
"A12283388"	2016	27207.96
"A03063583"	2008	27214.5
"A08132805"	2016	27215.67
"A08340267"	2013	27218.58
"A01061373"	2008	27223.69
"B01213032"	2017	27229.19
"A08393571"	2016	27234
"A73093734"	2014	27236.57
"A36614691"	2009	27239.68
"B33119983"	2010	27252.56
"A80433519"	2009	27252.79
"A46099776"	2012	27255.88
"A46104485"	2007	27260.55
"A23016157"	2011	27263.69
"B28499218"	2012	27267.16
"A08224081"	2012	27268.65
"A04325494"	2014	27269.05
"A28381234"	2012	27269.22
"A08250425"	2009	27269.77
"A46005484"	2012	27270.52
"A29050762"	2016	27271.95
"A36014595"	2007	27273.23
"A35004571"	2015	27275
"A05000682"	2011	27275.52
"A13005384"	2013	27277.61
"A35009992"	2008	27279.21
"A30023238"	2012	27282.16
"A28693166"	2014	27283.43
"A31018492"	2016	27299.35
"A08385395"	2017	27299.96
"A46036380"	2009	27300.55
"B46164463"	2008	27303.93
"A24022196"	2015	27304.24
"A41084740"	2012	27305.72
"A21006911"	2014	27307.31
"A17019316"	2016	27313
"A28410850"	2014	27316.17
"A33610106"	2014	27316.8
"A48062418"	2008	27321.99
"A08334906"	2016	27323.25
"A13005384"	2011	27326.16
"B30603229"	2011	27326.67
"B25006222"	2014	27330.25
"A28494896"	2014	27330.72
"A48102792"	2011	27332.52
"B08136905"	2017	27335.05
"A03032653"	2007	27341.82
"B15004849"	2017	27347.77
"A58061383"	2009	27350.89
"A48020200"	2017	27358.19
"B61967774"	2013	27361.7
"A28039469"	2016	27361.99
"F43393065"	2012	27362.04
"B39008404"	2013	27369.5
"A12029039"	2017	27385.24
"A41084740"	2010	27386.84
"A28404614"	2010	27394.65
"A17006479"	2016	27402.21
"V48566475"	2016	27402.91
"B42141176"	2010	27407.5
"A33610106"	2008	27408.2
"B17017237"	2010	27415.63
"A28683068"	2011	27418.99
"A53283511"	2017	27420.57
"B36614816"	2014	27422.52
"B28138196"	2014	27423.09
"A22012223"	2013	27423.11
"B96990015"	2009	27425.81
"A61587358"	2017	27430.12
"A01000249"	2011	27432.9
"B20193017"	2010	27433.94
"A08194284"	2008	27441.33
"A35028208"	2009	27451.65
"A79259362"	2009	27456.78
"A08005761"	2011	27462.91
"A08340267"	2014	27465.18
"A07013055"	2017	27466.97
"A33610106"	2013	27470.09
"A28198356"	2013	27474.84
"A26004093"	2011	27477.1
"A28011286"	2013	27478
"A28547115"	2011	27479.11
"A03036373"	2017	27490.1
"A30033898"	2010	27490.72
"A31038839"	2010	27491.67
"A28184661"	2013	27494.36
"A08704520"	2013	27498.21
"A48226047"	2009	27500.41
"A43016757"	2014	27500.95
"A78067188"	2013	27507
"A40163909"	2016	27508
"A06388052"	2013	27509.37
"A08221582"	2016	27514.86
"F37014560"	2007	27515.2
"B85010643"	2016	27515.6
"A50005156"	2017	27515.9
"B50031749"	2016	27519.98
"A28012359"	2009	27522.17
"A08290405"	2016	27522.97
"B08488645"	2008	27524.38
"A15007727"	2017	27534.65
"A28060515"	2007	27535.48
"A36600500"	2014	27537.67
"B17228081"	2007	27541.54
"A28292084"	2010	27543.15
"A36121176"	2012	27551.49
"A30041719"	2010	27557.31
"A07036569"	2010	27560.97
"A43025618"	2012	27570.29
"B15032485"	2007	27574.1
"A28106003"	2014	27577.37
"A43001627"	2012	27583.14
"A20806329"	2014	27583.16
"B73070914"	2017	27588.22
"A33025719"	2013	27599.46
"A15000391"	2013	27608.62
"A28245009"	2012	27610.63
"B14030720"	2012	27613.96
"A22201164"	2017	27622.76
"A20574372"	2008	27623.42
"A59990580"	2011	27626
"B12003554"	2011	27627.55
"A28515567"	2013	27629.58
"B46115838"	2009	27631
"A29049509"	2012	27633.36
"A08484107"	2009	27634.18
"A81933772"	2016	27638.02
"A33610106"	2015	27638.05
"A11682507"	2009	27638.64
"A28184661"	2015	27640.31
"A48226047"	2017	27641.9
"A29056769"	2016	27644.26
"A08262412"	2014	27646.13
"A29049509"	2011	27648.04
"A28096378"	2012	27655.03
"A46226122"	2011	27671.34
"A21006911"	2012	27675.99
"B36853935"	2011	27676.43
"A08568826"	2016	27678.7
"B30020226"	2012	27679.49
"A30040224"	2012	27684.48
"A45562329"	2015	27686.97
"B83211318"	2010	27693
"A07012826"	2010	27707.74
"A46015830"	2016	27710.39
"A28202075"	2009	27713.83
"A46151973"	2011	27735.06
"B36009207"	2015	27736.67
"A08288490"	2010	27737.44
"A08551061"	2014	27740.31
"B12662722"	2014	27740.38
"A30013791"	2016	27751.76
"A28245009"	2011	27759.55
"A28505402"	2015	27769.68
"A30021877"	2008	27771.5
"A50057322"	2010	27776.37
"A24020562"	2012	27779.04
"A33618257"	2016	27781.9
"A08221582"	2017	27787.29
"A08373102"	2017	27794.04
"A08278731"	2013	27794.84
"A43002450"	2013	27804.85
"A29003951"	2016	27808.48
"A50008390"	2014	27822.76
"B46166013"	2012	27827.44
"A80433519"	2011	27829.93
"A08493306"	2007	27831.69
"A36014595"	2008	27836.63
"A15032196"	2013	27837.75
"A33018425"	2007	27843.47
"A46139937"	2008	27861.42
"A17018052"	2007	27862.08
"A41022989"	2015	27864.3
"B42141176"	2012	27864.79
"A20031126"	2015	27866.11
"A33610106"	2012	27870.84
"B25006222"	2013	27874.2
"B04001848"	2010	27884.44
"A08551061"	2013	27884.5
"A17013947"	2013	27886.76
"A31076508"	2007	27893.42
"A32226037"	2014	27894.46
"B12006623"	2013	27900.81
"B57175283"	2015	27901.31
"A22008106"	2007	27902.87
"A26297663"	2010	27908.16
"A07036569"	2009	27909.03
"A28381234"	2014	27913.24
"A28273241"	2017	27915.14
"A08102410"	2015	27917.04
"B73070914"	2011	27918.78
"A08005761"	2012	27921.78
"B30029110"	2008	27925
"A79259339"	2014	27926.43
"A43029339"	2010	27929.94
"A38014114"	2008	27930.1
"A08340267"	2007	27934.1
"A11000288"	2010	27934.57
"A30033898"	2013	27939.63
"B30033666"	2017	27946.87
"B35018332"	2017	27954.12
"A12512497"	2011	27954.71
"B17593633"	2011	27957.54
"A08005688"	2016	27958.23
"A02006021"	2015	27959.16
"A03066933"	2014	27960.59
"A23008857"	2012	27964.51
"B12008553"	2009	27965.51
"A28167443"	2007	27974.1
"A28167443"	2011	27977.66
"B35018332"	2013	27978.82
"A61587358"	2011	27980.46
"B43636075"	2016	27990.85
"A46005484"	2017	27998.46
"A08257214"	2016	27999.17
"A08612103"	2014	28001.79
"A12019840"	2012	28007.33
"B60420692"	2012	28019.13
"B12003554"	2012	28020.16
"A33605072"	2012	28021.93
"B58807645"	2011	28023.5
"A08296790"	2012	28024.65
"A01000249"	2017	28027.24
"A28684512"	2012	28027.91
"A30033898"	2009	28029.63
"A28202075"	2011	28035.55
"A48031686"	2016	28036
"B50475839"	2008	28038
"F20025441"	2008	28038
"B50031749"	2010	28043.06
"B36853935"	2008	28045.12
"A02006021"	2011	28046.43
"B30020226"	2013	28047.49
"A30033898"	2007	28049.43
"A33008921"	2011	28059.83
"A12323408"	2017	28059.97
"A60362266"	2015	28060.54
"A03035417"	2013	28061.27
"B03072493"	2014	28062.83
"A08639643"	2007	28066.84
"A28427516"	2016	28071.07
"A07036569"	2011	28083.56
"A29056769"	2017	28084.61
"A29049509"	2010	28085.59
"A02006021"	2013	28087.97
"A28057008"	2016	28098.22
"A31018799"	2012	28099.33
"B36853935"	2010	28099.35
"A43016757"	2013	28113.58
"A08493306"	2013	28116.03
"B12029153"	2016	28119.58
"A28332914"	2015	28129.38
"A43004472"	2017	28134.48
"A28345148"	2015	28135.95
"A11012572"	2008	28137.9
"B42141176"	2013	28146.76
"A31069321"	2017	28149.72
"A48025845"	2012	28158.57
"A21102157"	2013	28164.99
"A22001721"	2013	28166.61
"A08288490"	2011	28183.73
"A28011286"	2008	28189
"B96324983"	2008	28194.33
"F20025441"	2009	28198
"B30009039"	2014	28202.82
"A48114318"	2011	28204.3
"A31404452"	2012	28206.95
"A78343977"	2012	28207.02
"A30013791"	2017	28207.17
"B08961393"	2012	28208.72
"A35046911"	2016	28214.53
"A30112221"	2017	28216.72
"A08704520"	2017	28221.56
"A30040224"	2017	28222.85
"B28579324"	2013	28225.52
"V41812744"	2011	28225.96
"V82171133"	2011	28228.07
"B14030720"	2014	28229.87
"B25006222"	2016	28230.85
"B12662722"	2015	28235.83
"A08331472"	2007	28237.6
"B20193017"	2008	28242.1
"B78077724"	2016	28244
"A28112555"	2014	28246.73
"B08194359"	2012	28253
"A36602381"	2013	28253.05
"A33610106"	2011	28254.1
"B46090791"	2008	28256.18
"A08952012"	2015	28259.14
"A08438194"	2012	28259.7
"B12003554"	2013	28265.59
"A35091057"	2009	28268.5
"B46114724"	2008	28272.24
"A46105532"	2012	28279.27
"A28198356"	2014	28279.9
"A23008857"	2009	28280.59
"A43001627"	2015	28281.57
"B20193017"	2007	28292.4
"A12323408"	2007	28292.5
"A08078719"	2017	28318.66
"A38024907"	2008	28319.98
"A08667370"	2015	28323.58
"A28167443"	2009	28328
"A33126244"	2011	28328
"B62409065"	2012	28329.6
"F20025441"	2010	28335
"A28117026"	2009	28337.73
"A08372351"	2010	28340.28
"A28049492"	2009	28343.04
"A24014227"	2013	28343.72
"A08445983"	2008	28348.3
