nif	year	acreed_ciales
"A21006911"	2010	4221.535
"A20037933"	2011	4222.131
"A08354441"	2009	4222.149
"A12329223"	2008	4222.309
"A21008727"	2008	4222.343
"A35009992"	2009	4222.435
"A30036438"	2010	4224.518
"A28096378"	2008	4224.871
"A28668127"	2010	4225.501
"A28216992"	2009	4225.956
"A08591075"	2014	4226.959
"A46105508"	2013	4227.236
"B28579324"	2011	4228.6
"A46336152"	2012	4228.854
"B01267277"	2013	4229.369
"A28510246"	2017	4229.741
"A48064521"	2012	4230.154
"B03044641"	2016	4231.525
"A48119143"	2012	4232.037
"B28498210"	2011	4232.343
"A04017497"	2007	4232.514
"A08220014"	2016	4232.782
"A07066467"	2013	4236.025
"B38008983"	2010	4236.116
"A30017438"	2017	4237.157
"A31078140"	2014	4238.784
"A17020561"	2016	4240.264
"B30603229"	2009	4241.35
"A03012614"	2007	4241.355
"A28638542"	2012	4241.467
"A20557294"	2007	4241.58
"A46015830"	2014	4242.508
"A31003304"	2009	4242.568
"B46039061"	2014	4243.154
"A60362266"	2012	4243.158
"A35115856"	2009	4245.006
"A47008487"	2008	4245.945
"A46078267"	2017	4246.411
"A08200040"	2016	4246.499
"A50889955"	2009	4247.673
"A21006861"	2011	4247.762
"B28341790"	2007	4248.1
"A59202853"	2009	4248.309
"B46164679"	2015	4248.466
"A09021833"	2013	4248.511
"B73212417"	2013	4249.035
"A03021276"	2013	4249.301
"A31018799"	2011	4251.565
"A18312041"	2012	4251.981
"A46096343"	2012	4252.571
"A30032130"	2013	4253.252
"B08190654"	2007	4253.874
"A17018276"	2007	4255.251
"A08138042"	2007	4256.757
"A41017161"	2011	4257.452
"A17013269"	2013	4257.746
"A43055565"	2012	4258.103
"B46102364"	2015	4258.971
"A48059950"	2014	4259.194
"A36611903"	2013	4260.394
"B35007376"	2017	4261.246
"A08551590"	2011	4261.294
"A50036037"	2010	4261.855
"A28698884"	2010	4262.003
"A30610984"	2010	4262.544
"A28662005"	2007	4262.985
"A28381234"	2013	4263.241
"A43055565"	2011	4263.259
"B30331573"	2012	4264.737
"A60362266"	2011	4265.437
"A79047916"	2011	4265.747
"A28126597"	2013	4266.069
"A03012614"	2008	4266.433
"A31069321"	2015	4267.293
"A12461802"	2009	4268.382
"A08700197"	2007	4268.393
"A29003951"	2008	4268.7
"A39000187"	2007	4269.12
"A58816554"	2015	4269.825
"B30331573"	2011	4269.849
"A08513749"	2017	4270.515
"A81593808"	2009	4270.935
"A28720795"	2012	4271.433
"A08220014"	2008	4271.956
"B15015274"	2015	4272.003
"A28202075"	2009	4273.725
"A08278731"	2008	4273.794
"A08198392"	2012	4273.866
"A23022874"	2010	4274.21
"A17013913"	2011	4274.419
"A17013269"	2012	4275.152
"A33034695"	2015	4276.078
"A08191579"	2008	4276.286
"A79259404"	2009	4276.337
"A28614790"	2012	4276.89
"A28174985"	2011	4276.977
"B33602707"	2014	4278.461
"A08700197"	2016	4278.655
"B03010634"	2015	4278.961
"A33036880"	2015	4279.003
"B50029263"	2017	4279.016
"A24020562"	2009	4279.636
"A12019295"	2017	4279.929
"A44004422"	2014	4280.016
"A35022987"	2014	4280.167
"B11469491"	2009	4280.363
"A08331472"	2015	4280.612
"A01002864"	2007	4282.76
"B46132387"	2015	4282.88
"B28138196"	2010	4283.135
"A08291924"	2008	4283.477
"A46463311"	2014	4283.484
"A48002984"	2007	4283.82
"B38380473"	2012	4283.965
"A08438194"	2014	4284.193
"A48040232"	2016	4284.278
"A02006617"	2013	4284.312
"A28630374"	2008	4286.251
"A40004731"	2013	4286.469
"A48092886"	2010	4286.543
"A29009537"	2015	4286.856
"A08042764"	2014	4286.892
"A08555344"	2009	4287.107
"A36611903"	2011	4287.202
"A17009598"	2013	4287.221
"B03039609"	2012	4287.347
"B08961393"	2013	4287.656
"A08026635"	2012	4290.015
"A28190973"	2014	4290.143
"A08274987"	2016	4290.255
"A08657017"	2008	4290.496
"A08262065"	2014	4292.459
"A96646880"	2012	4293.24
"B38017554"	2011	4293.824
"B08194359"	2008	4294
"A30014047"	2008	4295.763
"A28171601"	2017	4295.814
"A81593808"	2015	4296.087
"A48095822"	2015	4296.186
"A08270993"	2011	4296.195
"A81496382"	2013	4296.751
"B78459815"	2007	4298.73
"A81496382"	2015	4299.496
"A36602381"	2008	4302.33
"B30044440"	2011	4302.593
"A21102157"	2017	4302.594
"A28106979"	2014	4302.847
"A41112012"	2014	4303.57
"B08282337"	2009	4304.565
"A46075206"	2009	4305.011
"B30034573"	2008	4306.35
"A47025895"	2013	4306.607
"B28148773"	2011	4307.511
"A01019702"	2011	4307.841
"A33016403"	2013	4308.048
"A31189350"	2010	4308.423
"B80470628"	2014	4308.741
"B58836321"	2015	4309
"B39014709"	2011	4309.863
"A08270993"	2007	4311.673
"A12283388"	2016	4311.889
"A08723926"	2011	4312.033
"A01000249"	2011	4312.47
"A08723926"	2016	4312.627
"A28085520"	2012	4313.841
"A28505402"	2010	4314.58
"B36623148"	2013	4315.158
"A45011103"	2012	4315.918
"A50025071"	2012	4316.93
"A08373102"	2014	4317.742
"A30033898"	2008	4317.98
"A33610106"	2008	4318.881
"A28683068"	2010	4319.164
"A28283067"	2017	4319.169
"A29035896"	2017	4321.018
"A38020905"	2010	4321.031
"B05004999"	2017	4321.191
"B81009151"	2013	4322.949
"A17009598"	2015	4323.723
"A28523470"	2016	4324.351
"A08257388"	2015	4324.776
"B31065980"	2015	4325.167
"B43110113"	2010	4325.504
"A28683068"	2015	4325.605
"A36017598"	2014	4326.286
"B19001536"	2014	4326.409
"A15506934"	2012	4326.435
"A47002878"	2007	4326.47
"A08683864"	2008	4326.815
"A31038839"	2008	4326.99
"A28574044"	2009	4327.696
"A17012626"	2010	4328.017
"A17006479"	2015	4328.25
"A09007089"	2010	4328.685
"A28441269"	2017	4330.196
"B08282337"	2013	4330.338
"B12541496"	2011	4331.203
"A07052244"	2014	4332.172
"B06007314"	2011	4333.17
"B82393778"	2013	4333.81
"A25041146"	2017	4334.056
"A12283388"	2008	4334.13
"A28637502"	2015	4334.406
"A46002069"	2008	4334.571
"B47011374"	2009	4334.735
"B39014709"	2008	4335.985
"A81527095"	2012	4337.351
"B63805295"	2015	4338
"B12457230"	2016	4338.208
"A08277014"	2010	4340.324
"A28416089"	2011	4341.94
"A46077053"	2012	4342.46
"A50027929"	2007	4342.659
"A36001063"	2015	4343.698
"A28715316"	2012	4344.827
"A09021833"	2009	4345.607
"A08290405"	2012	4346.258
"B38238788"	2010	4346.439
"A78521168"	2011	4346.685
"A48102792"	2014	4347.17
"B83045674"	2012	4347.245
"B28138196"	2015	4348.156
"A15052376"	2008	4349.78
"B08292054"	2007	4350.42
"A17013269"	2015	4350.942
"B39019468"	2013	4351.956
"A12016549"	2011	4351.979
"A20031126"	2015	4352.509
"A08723926"	2013	4352.561
"A81496382"	2009	4352.679
"B12462560"	2014	4353.542
"B21011333"	2015	4354.14
"A31003304"	2007	4354.576
"A26021527"	2015	4355.25
"A14009823"	2017	4355.306
"A15072622"	2016	4355.911
"B46164463"	2007	4355.993
"A28683068"	2014	4356.26
"B83541912"	2017	4356.801
"A28096378"	2012	4356.828
"A31189350"	2013	4357.613
"A28110971"	2010	4358.014
"B03039609"	2011	4358.845
"A33609587"	2015	4359.911
"A08198392"	2014	4359.931
"A32006413"	2009	4360.497
"B27013713"	2016	4360.611
"A04007811"	2008	4360.73
"A28712479"	2017	4361.582
"A46131520"	2015	4363.45
"A30035521"	2013	4364.427
"A46023594"	2008	4365.388
"A08093254"	2010	4366.991
"B17017237"	2012	4367.498
"A28306868"	2016	4367.515
"A36006021"	2007	4367.67
"B38380473"	2017	4368.209
"A28273241"	2016	4368.603
"B30605760"	2013	4369.155
"A05122460"	2013	4370.048
"B36853935"	2007	4370.651
"A09007089"	2014	4370.996
"A20557294"	2012	4371.332
"A08404212"	2012	4372.752
"A28900975"	2010	4372.969
"A43020643"	2007	4372.998
"A78389608"	2014	4373.242
"A33609587"	2014	4373.779
"B82393778"	2011	4374.614
"A39022124"	2011	4374.743
"A82198847"	2011	4375.372
"B01267277"	2015	4375.43
"A12003950"	2013	4375.941
"A28623379"	2007	4376.374
"A48080881"	2015	4377.502
"B08465601"	2015	4377.607
"A28475770"	2016	4378.566
"B07039514"	2011	4379.018
"A14015788"	2014	4381.147
"A81933772"	2013	4381.847
"B08619405"	2010	4382.13
"B50057330"	2010	4382.559
"A28049492"	2008	4384.647
"A08063372"	2015	4385.564
"A46131520"	2017	4385.797
"A08555344"	2010	4386.015
"A08288490"	2015	4386.102
"A48093868"	2011	4387.075
"A28295038"	2008	4387.247
"A08851321"	2007	4387.767
"A28386225"	2015	4388.377
"A08354441"	2008	4388.571
"A08477663"	2013	4388.761
"A20020277"	2007	4389.639
"A08131153"	2013	4390
"A28148898"	2014	4391
"A83048363"	2015	4391.724
"B27007897"	2009	4392.558
"A08324782"	2014	4393.465
"A35005743"	2014	4394
"A46056255"	2007	4394.76
"B38380473"	2016	4395.292
"A08191579"	2014	4396.804
"A23025927"	2014	4396.861
"B38318572"	2014	4397.032
"B46132387"	2012	4397.311
"A08679060"	2012	4398.213
"B28270411"	2009	4398.33
"B38380473"	2013	4398.373
"A33126244"	2016	4398.556
"A15044530"	2013	4399.056
"B30044440"	2016	4399.815
"A21006861"	2012	4400.012
"A46105508"	2015	4401.186
"A02006617"	2014	4401.222
"A08484107"	2009	4401.978
"A01019702"	2014	4401.992
"A08106031"	2015	4402
"B08195653"	2007	4402.553
"A03033164"	2007	4402.9
"B03072493"	2015	4403.176
"B10010775"	2016	4403.609
"A17013269"	2017	4404.364
"A38014114"	2017	4404.531
"A48073274"	2017	4405.01
"B28498210"	2010	4405.257
"A12016549"	2013	4406.218
"A08262412"	2014	4406.444
"A38027637"	2015	4406.871
"A40004731"	2011	4407.107
"A45011103"	2009	4408.02
"A33034836"	2014	4408.201
"A46056255"	2008	4409.552
"A31070378"	2015	4409.688
"B46114724"	2008	4410.05
"A28379816"	2014	4410.595
"B46037446"	2011	4411.299
"A08551061"	2010	4412.72
"A28404614"	2014	4413.426
"A28645000"	2011	4413.726
"B28341790"	2010	4414.815
"A28615581"	2017	4414.857
"A38019543"	2011	4414.966
"A17018276"	2013	4415.006
"B03158532"	2011	4415.484
"A43110337"	2011	4416.213
"A41037672"	2015	4416.679
"A38024907"	2007	4417.261
"B08147696"	2012	4417.729
"A28586592"	2007	4417.887
"B41042698"	2015	4417.889
"A41008640"	2009	4419
"A28683068"	2011	4419.189
"B36008555"	2015	4419.933
"A20037933"	2013	4423.64
"B80397409"	2015	4424.289
"A08576753"	2009	4424.298
"A08250425"	2009	4424.385
"A28379816"	2012	4425.064
"B08988149"	2009	4425.618
"A28681492"	2008	4426.626
"A28171601"	2008	4427.394
"A08138042"	2014	4428.461
"A46005484"	2012	4429.277
"A46135331"	2009	4429.485
"B32362410"	2017	4431.496
"B30037204"	2013	4431.99
"A12001418"	2009	4432.43
"B46164679"	2014	4432.656
"A22012223"	2016	4432.971
"V30405880"	2011	4434.96
"B80146517"	2014	4435
"A24020562"	2012	4435.345
"A11605409"	2010	4436.153
"A58393778"	2013	4438.157
"A33601899"	2011	4440
"A41098237"	2008	4440.539
"A08606378"	2007	4440.796
"A81808966"	2013	4446.058
"B61729737"	2015	4446.648
"A60853413"	2008	4447.89
"A48064182"	2010	4448
"B31065980"	2013	4448.147
"A33689530"	2017	4449.226
"A08257388"	2008	4449.71
"A28523470"	2008	4450.586
"A28586592"	2014	4453.134
"A30021877"	2016	4453.358
"A47008487"	2009	4454.094
"A28427516"	2012	4455.231
"A28523470"	2011	4455.984
"A20574372"	2008	4457.3
"A17041708"	2008	4458.471
"A08484107"	2010	4458.61
"A80352420"	2010	4460.639
"B36009207"	2012	4460.815
"A79259404"	2010	4460.945
"A48077184"	2009	4462.267
"A01010164"	2015	4463.045
"B50001874"	2012	4463.773
"A46003265"	2007	4464.5
"A46023594"	2007	4465.65
"A84039338"	2014	4466.269
"A08191579"	2007	4468.926
"A30015820"	2013	4469.348
"B07039514"	2009	4470.62
"A08102410"	2014	4470.787
"A31069321"	2011	4470.99
"A08560179"	2007	4472.1
"B32003998"	2013	4474.084
"B28579324"	2008	4474.224
"A33024084"	2012	4475.633
"A45015872"	2007	4476.555
"A48226047"	2013	4477.153
"A30023204"	2015	4477.641
"B63220917"	2013	4477.809
"V30558738"	2015	4477.817
"A42000901"	2009	4479.809
"A24056319"	2015	4481.116
"B39008404"	2014	4482.653
"A08514028"	2011	4483.463
"B41058124"	2014	4483.68
"B83741835"	2016	4485.113
"B46132387"	2016	4485.508
"A08200313"	2012	4487
"A08906208"	2007	4487.63
"A30018345"	2015	4487.86
"B45493707"	2011	4488.466
"A28668127"	2011	4489.59
"B11605862"	2014	4491.116
"A33617218"	2013	4491.391
"A33610106"	2012	4492.105
"B46055489"	2014	4494.152
"A46015830"	2012	4494.73
"A28108447"	2013	4494.855
"A08257388"	2010	4495.054
"A08146474"	2012	4495.937
"F50561091"	2017	4496.839
"A08700197"	2008	4497.114
"A46015830"	2013	4497.451
"B28460681"	2013	4499.545
"A12323408"	2007	4499.663
"A80352420"	2008	4500.033
"A28117026"	2016	4500.702
"B85225282"	2016	4501.57
"B08194359"	2007	4501.92
"A12001418"	2015	4502.346
"B39014709"	2007	4502.811
"B28354355"	2007	4503.591
"A36600500"	2010	4504.079
"B58779018"	2012	4504.635
"A30036438"	2014	4505.116
"A12329223"	2011	4506.422
"A35004571"	2015	4507
"A46005484"	2010	4507.809
"A33025719"	2014	4510.021
"A12323408"	2009	4510.231
"A40006371"	2007	4510.759
"A08304628"	2011	4511.375
"A17033473"	2015	4511.927
"A46015830"	2016	4514.837
"A16010126"	2010	4515.364
"A07066467"	2014	4515.871
"A46048815"	2016	4517.389
"A50057322"	2010	4517.532
"A28117026"	2010	4519.949
"A08414906"	2015	4520.277
"A08700197"	2017	4520.719
"A38003844"	2007	4521.378
"A28586592"	2012	4521.445
"A31404452"	2008	4521.73
"A50042027"	2014	4522.238
"B35023068"	2014	4523.851
"A35026590"	2009	4524.05
"A46105508"	2008	4524.398
"A31038839"	2009	4524.598
"A43004472"	2013	4524.699
"A81410227"	2011	4525.078
"A08270993"	2013	4525.582
"B11606761"	2015	4525.672
"A30029862"	2008	4527.868
"A17006792"	2014	4528.264
"F95002150"	2007	4528.41
"B12541496"	2016	4529.343
"B58613076"	2013	4530.13
"A30014047"	2015	4530.173
"A12016549"	2012	4531.707
"A07019573"	2013	4532.13
"A08683864"	2010	4532.259
"B12020194"	2014	4532.547
"A28228690"	2009	4534
"A08257214"	2013	4534.102
"A41069352"	2008	4536.25
"A33604851"	2015	4536.36
"A48102792"	2012	4536.675
"B03037736"	2007	4536.96
"A03057221"	2013	4537.597
"A08277014"	2009	4538.049
"A08106031"	2008	4538.43
"A33024084"	2014	4539.548
"A18312041"	2013	4540.051
"A30013791"	2010	4540.131
"B43110113"	2011	4540.306
"B33607649"	2014	4540.474
"A28096378"	2007	4540.73
"A38014098"	2013	4540.991
"A20037933"	2012	4541.045
"B32003998"	2012	4541.293
"B03158532"	2010	4541.358
"A39030200"	2013	4541.474
"A30021877"	2014	4543.499
"A30033898"	2016	4543.824
"B79232096"	2013	4544.675
"A36614691"	2007	4545.695
"A17006479"	2012	4545.713
"B60171162"	2008	4546.993
"A25020173"	2016	4547.534
"B06007314"	2012	4549.15
"B28341790"	2008	4549.64
"A08340267"	2008	4550.59
"A48040232"	2017	4550.876
"A08200313"	2014	4551
"A26023606"	2007	4552.85
"B26011627"	2015	4553.277
"A07059058"	2013	4553.661
"A08851321"	2010	4553.667
"A08576753"	2011	4553.863
"A28435931"	2015	4554.226
"A28187672"	2012	4555.077
"A28012359"	2012	4555.577
"A07026651"	2013	4556.886
"B28059012"	2008	4557
"A30041719"	2009	4557.013
"A41002544"	2010	4558.339
"A35251727"	2015	4559.101
"A08199168"	2015	4559.643
"A18312041"	2014	4560.495
"B32001687"	2013	4560.559
"B12457230"	2017	4561.379
"A28630374"	2015	4562.247
"B25006222"	2017	4562.365
"A28636025"	2015	4564
"B26011627"	2007	4564.212
"A08551061"	2012	4564.923
"A22008106"	2017	4564.988
"A43621416"	2017	4565
"B28341790"	2011	4565.239
"A58394941"	2008	4565.54
"A04119293"	2008	4566.012
"A08564502"	2014	4566.347
"B46023677"	2012	4566.78
"A50057322"	2011	4568.037
"B30604565"	2011	4568.124
"A43020486"	2014	4568.426
"A08477663"	2014	4569.54
"B46105771"	2012	4569.826
"A29035896"	2014	4570.585
"A84434224"	2015	4571
"A28900975"	2008	4572.102
"A08331472"	2016	4572.343
"A59954487"	2015	4572.45
"A08687204"	2012	4572.742
"A08360844"	2011	4575.078
"A08851321"	2016	4575.129
"A28681492"	2014	4576.338
"B11050176"	2017	4576.442
"B03039609"	2010	4576.761
"A46074647"	2009	4576.774
"A28674968"	2014	4576.881
"A41069352"	2007	4576.98
"A08203887"	2014	4577.388
"A35005743"	2013	4578
"A47009196"	2014	4578.364
"B28059012"	2014	4579.493
"B28138196"	2012	4580.737
"A30023204"	2008	4583.048
"A01000249"	2014	4583.102
"A30014047"	2009	4583.306
"A24011165"	2011	4583.332
"A07068430"	2013	4584.034
"B06007314"	2014	4584.155
"A50042027"	2012	4584.556
"A08445983"	2014	4585.309
"A08354441"	2014	4585.962
"A34009936"	2016	4585.969
"A08604316"	2015	4586.363
"A08551590"	2014	4586.398
"A28341055"	2010	4586.689
"A08146474"	2013	4587.742
"A12095295"	2009	4588.303
"A40006371"	2010	4589.123
"B28579506"	2009	4589.585
"A30022172"	2016	4590.635
"A30014047"	2011	4590.929
"A46068862"	2007	4590.971
"A41037672"	2008	4591.026
"A48095822"	2016	4591.139
"A28333490"	2017	4591.197
"A01000249"	2012	4593.996
"A28586592"	2013	4594.164
"A48092886"	2012	4595.209
"A08766099"	2007	4595.379
"B81542813"	2007	4597.86
"A17044546"	2014	4598.012
"B03004801"	2011	4598.339
"A33689530"	2010	4598.462
"A08270993"	2012	4598.543
"A48064182"	2012	4599
"A48108484"	2014	4600.81
"A30022909"	2014	4600.833
"A38030680"	2008	4601.221
"A46126686"	2014	4602.219
"B39014709"	2012	4602.939
"A07066467"	2017	4603.035
"B17017237"	2014	4603.166
"A28057008"	2014	4604.11
"B41072471"	2011	4604.249
"A78428596"	2010	4604.349
"A28060515"	2008	4605
"A12016549"	2014	4605.038
"B08465601"	2016	4605.717
"B08573909"	2013	4607.455
"B38071155"	2011	4608.993
"A24022196"	2008	4609.67
"A41011271"	2009	4612.782
"A43028588"	2010	4613.204
"B30020226"	2014	4613.741
"A12095295"	2008	4613.753
"A60853413"	2007	4613.8
"A31003304"	2015	4614.101
"A35098482"	2010	4614.535
"A03066933"	2013	4615.425
"A12021390"	2011	4615.62
"A08131112"	2014	4615.828
"A08484107"	2014	4616.638
"A38000485"	2010	4617
"B08373250"	2012	4617.35
"A78020732"	2009	4618.051
"B31067697"	2012	4618.154
"A08689796"	2013	4618.426
"A39000450"	2007	4620.78
"B26011627"	2017	4621.116
"B20062295"	2012	4621.839
"A28074078"	2013	4621.932
"A31070378"	2014	4621.971
"A20031126"	2014	4622.337
"A28117026"	2008	4623.05
"B79863288"	2015	4625.043
"A04016952"	2014	4626.525
"A33018664"	2009	4626.779
"A28475770"	2017	4627.289
"A38003844"	2012	4628.544
"A08393571"	2009	4629.279
"A46015830"	2007	4629.626
"A30032130"	2012	4629.64
"A24022196"	2007	4630.04
"B73108755"	2009	4630.265
"A28245009"	2015	4630.553
"A43019868"	2011	4630.68
"B79033700"	2014	4631.254
"A04012258"	2008	4633.017
"B03037736"	2008	4634.98
"A28016947"	2015	4635.249
"A17013269"	2014	4636.395
"A30035679"	2014	4636.509
"A28720795"	2014	4637.202
"B38008983"	2011	4638.752
"A25020173"	2014	4639.025
"B30034573"	2010	4639.124
"A01376888"	2012	4639.748
"A29009537"	2013	4640.162
"A35018696"	2014	4640.51
"A28273043"	2016	4642.595
"A29507456"	2014	4642.742
"A08626939"	2012	4642.901
"B37012069"	2016	4643.707
"A08021768"	2013	4644.265
"B01267277"	2009	4645.419
"A12283388"	2009	4645.505
"A46003265"	2008	4645.692
"A15590904"	2016	4647
"A28900975"	2012	4648.895
"A28586592"	2011	4648.96
"A46031027"	2013	4648.967
"A58816554"	2016	4649.487
"B12008553"	2015	4649.684
"A48047377"	2015	4649.814
"B31798929"	2011	4649.994
"A33689530"	2012	4650.502
"A12001418"	2013	4650.711
"A46015830"	2017	4652.26
"A28523470"	2012	4652.416
"A28662005"	2016	4653.26
"B03039609"	2014	4654.537
"A08551590"	2015	4655.154
"A43025618"	2014	4655.573
"A43055565"	2014	4656.414
"A03059003"	2012	4656.903
"A31038839"	2010	4657.554
"A28396042"	2015	4659
"B24007049"	2012	4659.561
"A08257388"	2009	4660.197
"A30036438"	2013	4660.594
"A82307117"	2017	4661
"A58349929"	2015	4661.032
"A31018492"	2015	4661.042
"B11050176"	2008	4661.13
"A08331472"	2017	4662.633
"A28096378"	2009	4662.996
"A26004093"	2011	4665.49
"A28273241"	2009	4665.667
"B83541912"	2014	4666.128
"A08209538"	2013	4666.281
"A48102792"	2013	4668.227
"A31404452"	2012	4670.523
"A08007056"	2011	4671.555
"B12003554"	2010	4672.396
"A48110381"	2011	4672.518
"A31038839"	2017	4672.624
"A08211112"	2017	4672.711
"A04016952"	2013	4673.415
"A08683864"	2009	4673.472
"A31037294"	2012	4674.949
"B61729737"	2009	4675
"B83257295"	2010	4676.313
"B41070020"	2007	4678.187
"A43019868"	2010	4678.909
"A08299406"	2008	4680.117
"A12329223"	2009	4680.484
"A08572729"	2017	4681.947
"A12100020"	2014	4683.549
"A08467052"	2014	4685
"V41812744"	2014	4685.384
"A28706091"	2017	4686.545
"A28749976"	2009	4686.782
"A43001627"	2012	4686.973
"B31072705"	2011	4688.104
"A08299406"	2013	4688.838
"A53288478"	2012	4688.96
"A08005688"	2010	4689.709
"B46023677"	2017	4689.791
"A25418401"	2015	4690
"B28138196"	2009	4690.311
"A08373102"	2012	4691.123
"B83211318"	2014	4693
"A08211112"	2015	4694.467
"B08373250"	2015	4695.82
"A58538414"	2016	4696
"A08723926"	2015	4696.444
"A31076508"	2016	4696.802
"B22009377"	2014	4697.92
"A08404212"	2013	4700.398
"A28555563"	2013	4700.616
"A30033898"	2015	4701.145
"A08340267"	2012	4701.156
"A08224545"	2013	4702.337
"A46151973"	2008	4706.001
"B39008404"	2015	4706.294
"A43025618"	2012	4706.306
"A01019702"	2010	4707.021
"A08117806"	2012	4707.526
"A01019702"	2007	4709.679
"A38018404"	2017	4710.022
"A03050572"	2013	4710.59
"B63149637"	2014	4711
"A08117806"	2011	4711.071
"A59954487"	2017	4713.988
"B50001874"	2013	4714.289
"A36005718"	2009	4714.913
"B24007049"	2016	4715.162
"A48092886"	2013	4715.78
"A08203887"	2007	4716.674
"A46170080"	2010	4717.915
"A81487027"	2012	4718.163
"A58393778"	2011	4718.655
"A28294718"	2014	4719
"A30022172"	2017	4719.317
"A28900975"	2011	4719.47
"B60031150"	2012	4719.649
"B08988149"	2008	4720.162
"A48108484"	2016	4721
"A28623379"	2010	4722.57
"A28637502"	2017	4723.02
"A57346926"	2017	4723.142
"A15000391"	2011	4723.859
"A28019461"	2009	4724
"B10010775"	2017	4724.38
"A28341055"	2011	4724.504
"A30021877"	2013	4724.554
"A01013077"	2015	4724.569
"A08117806"	2007	4726.61
"A20039426"	2008	4726.99
"A81933772"	2016	4727.689
"B81496515"	2012	4729.801
"A20049755"	2010	4730.044
"B95087482"	2010	4731
"A17041708"	2007	4731.9
"A17055153"	2014	4731.942
"A08106031"	2016	4733
"A07036569"	2012	4733.011
"A28131274"	2014	4733.859
"A04016952"	2015	4734.127
"B48059786"	2015	4734.317
"B07039514"	2010	4734.38
"A08257388"	2013	4734.735
"A24013864"	2015	4735.663
"A08683864"	2016	4735.974
"A07013907"	2010	4736
"A33689530"	2011	4736.234
"A08563769"	2014	4737.095
"A01005594"	2013	4737.854
"A33609587"	2007	4737.893
"A30017438"	2009	4738.989
"A17009598"	2012	4739.483
"B30044440"	2009	4739.993
"B03004801"	2013	4740.226
"A59202853"	2007	4741.04
"A41014986"	2008	4744.538
"B41058124"	2009	4746.061
"A30604680"	2011	4747.251
"B30029110"	2009	4748.702
"A28117398"	2009	4749.555
"A46077053"	2009	4749.626
"B35031665"	2013	4749.929
"B07039514"	2007	4752.7
"A80771116"	2013	4753
"B46071080"	2008	4754.135
"B18012831"	2012	4754.326
"B20049615"	2010	4754.738
"B45493418"	2015	4755.08
"B46201158"	2017	4756
"A28051597"	2016	4756.273
"A29507456"	2011	4756.965
"B46114724"	2010	4757.662
"A33604851"	2014	4757.72
"B12003554"	2008	4757.861
"A08191579"	2013	4758.016
"B81496515"	2013	4758.558
"A17012626"	2013	4759.225
"A38018404"	2014	4759.289
"A28202075"	2012	4760.181
"A17011297"	2007	4762.65
"B07039514"	2014	4763.101
"B05004999"	2013	4763.157
"B80397409"	2014	4764.391
"A08555344"	2016	4765.488
"A08157737"	2014	4767.844
"A82275306"	2015	4768
"A29056769"	2011	4768.281
"A08023145"	2016	4769
"A28259141"	2013	4769.73
"A22012223"	2013	4773.297
"A36005718"	2010	4774.776
"B73212417"	2012	4776.307
"B48969885"	2012	4777.98
"A33036880"	2014	4778.068
"A12283388"	2017	4778.224
"B08282337"	2014	4778.709
"A28357903"	2014	4779.437
"A08026635"	2010	4779.483
"A08360844"	2016	4779.504
"A11605409"	2015	4780.125
"A06141345"	2014	4780.543
"A46131520"	2012	4780.658
"B46102364"	2010	4781.345
"B07039514"	2013	4781.82
"F25002338"	2013	4782.756
"B31064082"	2013	4782.988
"A46066825"	2010	4783.423
"A41011271"	2007	4784.406
"A36611903"	2015	4784.55
"A31071913"	2008	4785.039
"A33025719"	2011	4785.399
"B30516645"	2012	4785.658
"A48110381"	2015	4786.631
"A53288478"	2017	4786.645
"A50025071"	2015	4787.082
"A07012826"	2007	4788.04
"A36006021"	2008	4789.813
"A15017163"	2007	4790.46
"A50027929"	2015	4790.841
"A24013864"	2016	4791.676
"A36121176"	2008	4792.653
"A25020173"	2017	4792.75
"A08340267"	2009	4792.794
"A08620056"	2009	4793.526
"A28623379"	2014	4793.972
"A45014610"	2013	4794.192
"B73108755"	2015	4795.692
"A36060754"	2014	4798.515
"A20049755"	2007	4801.597
"B28460681"	2016	4802.819
"A46036380"	2010	4803.944
"A28187672"	2013	4804.745
"A08513541"	2012	4805.463
"B26011627"	2009	4805.537
"A08270993"	2015	4807.119
"A46105508"	2009	4808.793
"A59119917"	2011	4809.276
"A36600500"	2017	4810.454
"A20049755"	2008	4811.512
"A08334906"	2014	4811.625
"A30014047"	2012	4814.941
"A20031126"	2013	4814.942
"B46171518"	2013	4815.762
"A08221582"	2012	4816.081
"A41017161"	2012	4816.481
"A50042027"	2010	4817.473
"A08687204"	2013	4818.095
"A17021460"	2014	4818.705
"A21006861"	2013	4818.785
"B46114724"	2009	4819.173
"A08063372"	2012	4820.106
"A33778739"	2009	4821
"A07161821"	2011	4821.793
"B47011374"	2007	4821.86
"A08551061"	2015	4821.95
"A28683068"	2007	4823.104
"A08106031"	2012	4825
"A58349929"	2016	4825.187
"A08257388"	2011	4826.42
"V30405880"	2013	4830.235
"A08340267"	2010	4830.603
"B30029110"	2008	4830.937
"A15072622"	2015	4831.786
"A46074647"	2008	4832.432
"A08117806"	2010	4834.343
"A28174985"	2012	4836.51
"B20062295"	2007	4837.899
"A08354441"	2007	4838.063
"B08499410"	2014	4839.436
"A28283067"	2009	4839.663
"A08484107"	2008	4841.19
"A28117398"	2008	4841.704
"A08106031"	2013	4842
"A17202375"	2007	4842.94
"B30558290"	2008	4843.261
"B36614816"	2009	4844.945
