nif	year	n_empleados
"A45019916"	2007	85
"B12006623"	2009	85
"B30034730"	2013	85
"A15033699"	2009	85
"B61441127"	2017	85
"A45015872"	2013	85
"B50057330"	2012	85
"B46045993"	2012	85
"B08229221"	2012	85
"A28519932"	2011	85
"A30036438"	2011	85
"A28428233"	2017	85
"A20031126"	2009	85
"A28586592"	2009	85
"A46044962"	2007	85
"A01008069"	2012	85
"B08912669"	2011	85
"A21006911"	2010	86
"A12016549"	2017	86
"B28494797"	2014	86
"A20032264"	2013	86
"A28147197"	2012	86
"A09006859"	2017	86
"B26011627"	2015	86
"A28357903"	2010	86
"A21006911"	2011	86
"A28174985"	2013	86
"A19012962"	2014	86
"A08291973"	2014	86
"B99029365"	2015	86
"B20062295"	2007	86
"A46002069"	2007	86
"A50029065"	2015	86
"A29003951"	2015	86
"A17013269"	2016	86
"B41058124"	2016	86
"A28359073"	2012	86
"A20073508"	2016	86
"B24008955"	2013	86
"A09006859"	2016	86
"A38019543"	2007	86
"B03087293"	2014	86
"A28147197"	2016	86
"A23019342"	2014	86
"A26014035"	2014	86
"A46170080"	2010	86
"A01013077"	2013	86
"A11012572"	2010	86
"A59320143"	2013	86
"A31072325"	2015	86
"A08200313"	2015	86
"A23016157"	2011	86
"A46069456"	2015	86
"B07985609"	2012	86
"A17018276"	2013	86
"A39000849"	2016	86
"A31003247"	2012	86
"A03046125"	2011	86
"A20008579"	2015	86
"A31449002"	2010	86
"A08526345"	2007	86
"A12016093"	2010	86
"B03158532"	2008	86
"A46069456"	2014	86
"B28543023"	2011	86
"V12465118"	2013	86
"A12512497"	2012	86
"B45011269"	2012	86
"A33025974"	2015	86
"B46095964"	2011	86
"A17017005"	2008	86
"A36002285"	2010	86
"A08005761"	2016	86
"B28138196"	2011	86
"B26011627"	2016	86
"A08066300"	2017	86
"A17006792"	2014	86
"A39000849"	2013	86
"B50021658"	2016	86
"B17016254"	2009	86
"A20031126"	2011	86
"A25010430"	2017	86
"B28623593"	2013	86
"A08291973"	2015	86
"A29003951"	2007	86
"B28354355"	2013	86
"B41042698"	2015	86
"A38030680"	2015	86
"A81841850"	2014	86
"A58346305"	2010	86
"A14015788"	2008	86
"A01292846"	2017	86
"B81760829"	2008	86
"A07018112"	2011	86
"B82956517"	2017	86
"A28410850"	2016	86
"A18024919"	2013	86
"A08200651"	2015	86
"B17014887"	2010	86
"B17014887"	2009	86
"A30013247"	2013	86
"A35022987"	2007	86
"A35499318"	2008	86
"A08393571"	2016	86
"A46002069"	2008	86
"A08134942"	2012	86
"A33036880"	2016	86
"A08449399"	2017	86
"A28278596"	2011	86
"A17475203"	2017	86
"A12461802"	2013	86
"A46014650"	2013	86
"A48045199"	2014	86
"A28523470"	2008	86
"A81841850"	2015	86
"A17001322"	2009	86
"B45011269"	2010	86
"A08358442"	2013	86
"A78020732"	2008	86
"A28171601"	2017	86
"B15077571"	2013	86
"A48040034"	2016	86
"B20062295"	2014	86
"B28543023"	2013	86
"B08013963"	2009	86
"A20056248"	2016	86
"B46157533"	2013	86
"A47022165"	2010	86
"A41035742"	2009	86
"B31694912"	2017	86
"B20062295"	2008	86
"A30023238"	2011	87
"A20017604"	2008	87
"A28404614"	2008	87
"A30035521"	2011	87
"A36605038"	2013	87
"A29030715"	2007	87
"B81760829"	2012	87
"B03028784"	2016	87
"B14468292"	2015	87
"A46048815"	2008	87
"A08513178"	2010	87
"A18006569"	2009	87
"A12006227"	2008	87
"A28392033"	2015	87
"B27013713"	2013	87
"A39000849"	2014	87
"A48040034"	2017	87
"A08562910"	2013	87
"A48045199"	2016	87
"A33005612"	2017	87
"A48045199"	2015	87
"A50029065"	2014	87
"A07010937"	2017	87
"A36201259"	2008	87
"A17013947"	2009	87
"A20022448"	2010	87
"A28724219"	2013	87
"B81760829"	2010	87
"A28615581"	2012	87
"A08526345"	2014	87
"A08278731"	2007	87
"A33610106"	2013	87
"B31049273"	2013	87
"A08203887"	2012	87
"B45011269"	2011	87
"A46014650"	2014	87
"A08257214"	2017	87
"A12007555"	2017	87
"A81841850"	2011	87
"A28638542"	2013	87
"A45010204"	2017	87
"A07026701"	2007	87
"A60853413"	2011	87
"A03046125"	2012	87
"A31069321"	2013	87
"A28060515"	2017	87
"A36011385"	2014	87
"A35018696"	2017	87
"A08257214"	2012	87
"B46069654"	2013	87
"A08445983"	2014	87
"A31449002"	2011	87
"A38014098"	2009	87
"A12029039"	2010	87
"A08526345"	2008	87
"A08130254"	2013	87
"A08026635"	2011	87
"A48033526"	2015	87
"A08222465"	2008	87
"A60531688"	2007	87
"A41002544"	2010	87
"B46023677"	2008	87
"B08619363"	2015	87
"A08042764"	2009	87
"B46071080"	2017	87
"B08156127"	2011	87
"A50008937"	2015	87
"B12023065"	2016	87
"A17475203"	2016	87
"A46134748"	2010	87
"A46134748"	2011	87
"A96785225"	2013	87
"A46104485"	2013	87
"A12083002"	2013	87
"A45019916"	2012	87
"A18012930"	2017	87
"A39030200"	2008	87
"A03021276"	2017	87
"B46069654"	2012	87
"A44004422"	2014	87
"B30604565"	2011	87
"A08222465"	2007	87
"A58346305"	2015	87
"A28485761"	2009	87
"B30028187"	2013	87
"A48045199"	2017	87
"B81760829"	2009	87
"A08565285"	2009	87
"A20031126"	2013	87
"A08565285"	2007	87
"B08245805"	2015	87
"A15049281"	2012	87
"B39014709"	2016	87
"A08026627"	2015	87
"B36009942"	2010	87
"B45011269"	2013	87
"A30014211"	2010	87
"B50029263"	2017	88
"B24008955"	2012	88
"A42004598"	2009	88
"A31037294"	2009	88
"B28227866"	2012	88
"B46069654"	2014	88
"A40002701"	2012	88
"A26015503"	2012	88
"A17014879"	2007	88
"B63533095"	2016	88
"A08126492"	2011	88
"A28174985"	2016	88
"A07061161"	2007	88
"A28087583"	2017	88
"A08562431"	2017	88
"A48033526"	2014	88
"A08203887"	2013	88
"A28518819"	2014	88
"A08244808"	2008	88
"A24004947"	2010	88
"A08291973"	2008	88
"A28016947"	2007	88
"A24022196"	2016	88
"A41098237"	2010	88
"B39523956"	2015	88
"B35006360"	2007	88
"A08005761"	2014	88
"A12095295"	2007	88
"A08026635"	2017	88
"A28357903"	2012	88
"A08200032"	2010	88
"B80372220"	2009	88
"A38019543"	2016	88
"B36614816"	2007	88
"A13002134"	2008	88
"A29051067"	2014	88
"B05004999"	2013	88
"B27008408"	2017	88
"A08130254"	2016	88
"A17013947"	2011	88
"B08059636"	2012	88
"B80146517"	2007	88
"A20015368"	2017	88
"A08224081"	2014	88
"A29049509"	2015	88
"A28693166"	2017	88
"A45007614"	2017	88
"A33608563"	2011	88
"B43590272"	2012	88
"A08244808"	2010	88
"A26015503"	2013	88
"A43025618"	2013	88
"A19012962"	2013	88
"A08244808"	2009	88
"A08224081"	2017	88
"A08066300"	2010	88
"B20062295"	2010	88
"A03027919"	2017	88
"A20032264"	2015	88
"A20056248"	2017	88
"A18312041"	2012	88
"A08115578"	2008	88
"A48025845"	2009	88
"B45011269"	2009	88
"A09006859"	2009	88
"A08667370"	2013	88
"A28630374"	2015	88
"A08146730"	2009	88
"A46079380"	2015	88
"A08283798"	2015	88
"B45006616"	2007	88
"B03036712"	2015	88
"A81841850"	2013	88
"A96646880"	2007	88
"A28027647"	2016	88
"A08062846"	2009	88
"A12006227"	2007	88
"A78753514"	2009	88
"B07025315"	2008	88
"A26013714"	2007	88
"A07190309"	2013	88
"A08291973"	2007	88
"B61441127"	2016	88
"A48040034"	2013	88
"A08066300"	2009	88
"B38017554"	2007	88
"B80146517"	2013	88
"A08513178"	2008	88
"A17013947"	2012	88
"A46036562"	2014	88
"A08574881"	2014	88
"A08520629"	2011	88
"A33608563"	2016	88
"A28357903"	2011	88
"A46111654"	2010	88
"A08066300"	2011	88
"B46069654"	2015	88
"A15021843"	2014	88
"A07032030"	2010	88
"A46081881"	2009	88
"A17013269"	2017	88
"A08565285"	2010	88
"A43025618"	2015	89
"A08203887"	2017	89
"B24399305"	2015	89
"B99029365"	2016	89
"A45010204"	2013	89
"A08193591"	2013	89
"A24001661"	2016	89
"B41063355"	2011	89
"A28278596"	2010	89
"A41053927"	2009	89
"A38030680"	2011	89
"B28644441"	2016	89
"A45011103"	2017	89
"B08125940"	2014	89
"B31049273"	2014	89
"B36614816"	2011	89
"B41058124"	2015	89
"B20062295"	2009	89
"A08322067"	2013	89
"A46015830"	2016	89
"A62977186"	2017	89
"B03087293"	2013	89
"A09006859"	2012	89
"A46078556"	2009	89
"A30014211"	2014	89
"A20032264"	2014	89
"A20003042"	2012	89
"B09417932"	2015	89
"A08093015"	2009	89
"A12029039"	2012	89
"B39014709"	2017	89
"A08291973"	2012	89
"A20015368"	2014	89
"A08445983"	2017	89
"A40002701"	2017	89
"A58346305"	2014	89
"A46137352"	2013	89
"A23016157"	2012	89
"A50047505"	2013	89
"A30031769"	2012	89
"A82494931"	2014	89
"B08125940"	2016	89
"A28617801"	2012	89
"A47022058"	2013	89
"B45011269"	2014	89
"A17014879"	2008	89
"A08257214"	2016	89
"A78753514"	2008	89
"A08224081"	2015	89
"B18751461"	2015	89
"A08115578"	2009	89
"A08130254"	2014	89
"A08623928"	2009	89
"A28293884"	2008	89
"A15169535"	2013	89
"V95436002"	2017	89
"B35110410"	2008	89
"A28193209"	2011	89
"B35110410"	2007	89
"A18024919"	2014	89
"B08619363"	2014	89
"B03035854"	2010	89
"A08026635"	2015	89
"A33014176"	2016	89
"A08626103"	2014	89
"A07013907"	2010	89
"A46007548"	2011	89
"A46016374"	2010	89
"A07010937"	2016	89
"A17006792"	2010	89
"A31449002"	2009	89
"A50335918"	2009	89
"A61587358"	2017	89
"A45019916"	2013	89
"A14022099"	2008	89
"A08005761"	2017	89
"A46016374"	2011	89
"A46015830"	2009	89
"A45019916"	2009	89
"A36603967"	2015	89
"A08005761"	2013	89
"A08005761"	2015	89
"A58415779"	2007	89
"A03024809"	2008	89
"A28485761"	2007	89
"B08013963"	2010	89
"A41002544"	2016	89
"A92153527"	2015	89
"B08413247"	2010	89
"B39014709"	2013	89
"A28146579"	2010	89
"A01292846"	2016	89
"A46002069"	2010	89
"A96918867"	2015	89
"B21259726"	2016	89
"A36605038"	2015	89
"B03028784"	2017	89
"A58346305"	2013	89
"B13004924"	2015	89
"A46014650"	2009	89
"A35753094"	2015	89
"A81041147"	2016	89
"A35031343"	2010	89
"A08005761"	2010	89
"A08301475"	2008	89
"A09021833"	2010	89
"B03004801"	2012	89
"A29003423"	2012	89
"A38030680"	2010	89
"A20065744"	2011	89
"A78020732"	2009	90
"A12283388"	2014	90
"B92091404"	2014	90
"A08322067"	2011	90
"A35499318"	2009	90
"A81841850"	2009	90
"A08026627"	2014	90
"A08644932"	2017	90
"B41063355"	2007	90
"A14022099"	2009	90
"A47022165"	2014	90
"A46079380"	2017	90
"A15169535"	2015	90
"B07685779"	2014	90
"A46002069"	2009	90
"B79232096"	2017	90
"B36614816"	2009	90
"A08193591"	2008	90
"A45010204"	2014	90
"A07018112"	2009	90
"A08115578"	2010	90
"A35045681"	2016	90
"A36201259"	2009	90
"B38017554"	2017	90
"A31037294"	2008	90
"A47022165"	2011	90
"A46078556"	2008	90
"B36614816"	2013	90
"A31072325"	2007	90
"B28270411"	2016	90
"A08513749"	2014	90
"A20065744"	2009	90
"A39005095"	2016	90
"A28148898"	2013	90
"A07032030"	2009	90
"A45011103"	2013	90
"A03061314"	2013	90
"A20003042"	2011	90
"A30012959"	2010	90
"B20062295"	2012	90
"A24003873"	2017	90
"A28278596"	2015	90
"B12291167"	2010	90
"A18017228"	2016	90
"A48092886"	2015	90
"B46023677"	2009	90
"B12536934"	2015	90
"A08520629"	2016	90
"B03036712"	2014	90
"A28357903"	2015	90
"A23016157"	2015	90
"B28227866"	2016	90
"A27007731"	2012	90
"A28174985"	2015	90
"B41063355"	2008	90
"A08679060"	2014	90
"B12291167"	2011	90
"A08278731"	2010	90
"B46118303"	2013	90
"A47022165"	2015	90
"A28278596"	2016	90
"A48009328"	2016	90
"A81841850"	2007	90
"B46124434"	2016	90
"A28357903"	2013	90
"A28518090"	2011	90
"A08193591"	2009	90
"B10010775"	2016	90
"A35031343"	2017	90
"B17011511"	2013	90
"A60853413"	2015	90
"A14025902"	2017	90
"A46036562"	2013	90
"A28519932"	2014	90
"A28396042"	2014	90
"A03061314"	2012	90
"A22003537"	2016	90
"A08115578"	2011	90
"A08562910"	2014	90
"A08008583"	2016	90
"A07052244"	2015	90
"B96324983"	2015	90
"A17001322"	2015	90
"B27011477"	2010	90
"A78020732"	2010	90
"A17001322"	2016	90
"A08257214"	2013	90
"A07013907"	2008	90
"A08520629"	2012	90
"A48092886"	2016	90
"B17011511"	2014	90
"A34009936"	2007	90
"A11018736"	2011	90
"A29003423"	2014	90
"A37021631"	2010	90
"B80372220"	2017	90
"B35388867"	2011	90
"A17004763"	2015	90
"A01292846"	2015	90
"A28491637"	2015	90
"B27011477"	2016	90
"A28801942"	2007	90
"A28667244"	2012	90
"B17017237"	2017	90
"A07021256"	2014	90
"A03402468"	2016	90
"B81760829"	2011	90
"B11009917"	2017	90
"A30014047"	2008	90
"A28510246"	2017	90
"A08138042"	2017	90
"A46002069"	2011	90
"A62977186"	2015	90
"A01006659"	2016	90
"B81760829"	2015	90
"A26004093"	2016	90
"B79232096"	2016	91
"A36643450"	2009	91
"A48064182"	2007	91
"A09004813"	2017	91
"A48040034"	2012	91
"A08026627"	2013	91
"A08274987"	2007	91
"B46118303"	2012	91
"A08363400"	2014	91
"A14025902"	2016	91
"A08200313"	2014	91
"A35517671"	2016	91
"A09006859"	2013	91
"B08013963"	2012	91
"A17017005"	2009	91
"A23012719"	2015	91
"A03061314"	2017	91
"A08626103"	2013	91
"A26013714"	2008	91
"A33608563"	2017	91
"B35011675"	2009	91
"B10010775"	2017	91
"A03046125"	2013	91
"A26013714"	2009	91
"A28519932"	2016	91
"A28491637"	2016	91
"A08200032"	2013	91
"B07685779"	2017	91
"B50029263"	2009	91
"A12004180"	2012	91
"A17004763"	2014	91
"A36005718"	2008	91
"A03012614"	2010	91
"B30034573"	2010	91
"B03158532"	2007	91
"A40002701"	2013	91
"A14015788"	2009	91
"A30022958"	2012	91
"A20008579"	2014	91
"A28386225"	2007	91
"A01006659"	2012	91
"B73212417"	2014	91
"A30035521"	2015	91
"A48033526"	2013	91
"B31065212"	2015	91
"B35011675"	2017	91
"A08200032"	2012	91
"B30558290"	2008	91
"A35018696"	2016	91
"B28091486"	2009	91
"B28091486"	2008	91
"B27015965"	2010	91
"B62263272"	2011	91
"B17593633"	2007	91
"A12016093"	2013	91
"A36005718"	2007	91
"A08222465"	2010	91
"A06007637"	2014	91
"A36643450"	2008	91
"A58132606"	2014	91
"B11469491"	2013	91
"A50005156"	2007	91
"B08156127"	2013	91
"B08013963"	2011	91
"A81841850"	2010	91
"B45493707"	2012	91
"A96785225"	2017	91
"A03012614"	2007	91
"A24003873"	2007	91
"B41072471"	2014	91
"A43020759"	2010	91
"B50001874"	2013	91
"A08200651"	2013	91
"A60045903"	2012	91
"A78020732"	2011	91
"B35011675"	2008	91
"B80146517"	2012	91
"A06007637"	2012	91
"A08681264"	2011	91
"B47009626"	2008	91
"A08075293"	2012	91
"A08200651"	2014	91
"B61428611"	2017	91
"B35110410"	2009	91
"B28138196"	2013	91
"A45019916"	2014	91
"A20003042"	2014	91
"A50068923"	2012	91
"B28360360"	2013	91
"A28630374"	2016	92
"A30032130"	2014	92
"A45017241"	2009	92
"A28485761"	2017	92
"B28354355"	2012	92
"B39523956"	2016	92
"A46078556"	2007	92
"B58779018"	2012	92
"A03017308"	2014	92
"A08659617"	2012	92
"A08104994"	2007	92
"A08104994"	2008	92
"B08156127"	2014	92
"A41053927"	2010	92
"B27015965"	2011	92
"A24001661"	2017	92
"B03028784"	2007	92
"A17013947"	2015	92
"A06007637"	2013	92
"A48114151"	2013	92
"A33009630"	2013	92
"B46037446"	2010	92
"A08170151"	2007	92
"A96785225"	2014	92
"A17020645"	2008	92
"A08520629"	2015	92
"B46118303"	2011	92
"A14022099"	2007	92
"B11469491"	2014	92
"A46014650"	2011	92
"B08125940"	2017	92
"A08667370"	2014	92
"A08005696"	2017	92
"A17018276"	2014	92
"A08623928"	2010	92
"B81760829"	2007	92
"A01006659"	2015	92
"B41062548"	2017	92
"A46063731"	2016	92
"B81760829"	2013	92
"A46463311"	2009	92
"A12029039"	2009	92
"A08481632"	2010	92
"A12019295"	2007	92
"A46015830"	2008	92
"A08259046"	2014	92
"A46463311"	2010	92
"A33014176"	2017	92
"A12016549"	2013	92
"B28644441"	2015	92
"A14033526"	2017	92
"A46045936"	2007	92
"A46002069"	2013	92
"A08203887"	2015	92
"B20062295"	2013	92
"A28491637"	2013	92
"A60401585"	2010	92
"A08626103"	2008	92
"A08576753"	2017	92
"A03021276"	2016	92
"A03026697"	2012	92
"A28579191"	2008	92
"B38017554"	2009	92
"A78389608"	2014	92
"A48034110"	2010	92
"B29014826"	2017	92
"A01006659"	2017	92
"B30034573"	2008	92
"A18017228"	2017	92
"B36009207"	2010	92
"B17017237"	2013	92
"A38003133"	2010	92
"B30034730"	2010	92
"A28147197"	2015	92
"B28934081"	2013	92
"A31065915"	2013	92
"A08626103"	2010	92
"A46079380"	2016	92
"A46079380"	2014	92
"A08170151"	2008	92
"A15169535"	2014	92
"A08574881"	2015	92
"A60531688"	2008	92
"A20031126"	2014	92
"A12015673"	2015	92
"B21259726"	2009	92
"A31003247"	2014	92
"A08224081"	2016	92
"B35388867"	2013	92
"A61587358"	2014	92
"B28644441"	2017	92
"B30034730"	2011	92
"B60552619"	2011	92
"A28801942"	2009	92
"A08075293"	2011	92
"B30029599"	2015	92
"B43004852"	2014	92
"B08275026"	2015	92
"B12006623"	2017	92
"B30034730"	2012	92
"A08026072"	2016	92
"A47022165"	2012	92
"A20032264"	2011	93
"A17003757"	2011	93
"A08358442"	2012	93
"A18016709"	2012	93
"A08518979"	2009	93
"B73212417"	2013	93
"B28543023"	2014	93
"A07021256"	2011	93
"A09004813"	2014	93
"A28148898"	2012	93
"A29030715"	2008	93
"A30014047"	2013	93
"A29003951"	2010	93
"A30022958"	2016	93
"B35011675"	2016	93
"A46063731"	2017	93
"A08723926"	2011	93
"A08481632"	2009	93
"A63736359"	2015	93
"A08513178"	2011	93
"A08193591"	2010	93
"B28126019"	2015	93
"B50029263"	2012	93
"B45011269"	2015	93
"A11606134"	2014	93
"A28278596"	2017	93
"B08275026"	2016	93
"A28332914"	2007	93
"A30022958"	2017	93
"B08413247"	2014	93
"A45017241"	2011	93
"A28733350"	2016	93
"A47009196"	2016	93
"A08568826"	2011	93
"A28147197"	2013	93
"A12512497"	2015	93
"A28683068"	2014	93
"A35811272"	2014	93
"A41191313"	2016	93
"A08274987"	2008	93
"A07018112"	2012	93
"A46134748"	2015	93
"A07021256"	2013	93
"A01006659"	2008	93
"B83045674"	2014	93
"A08105702"	2017	93
"A27007731"	2009	93
"B17017237"	2016	93
"A08445983"	2016	93
"B39014709"	2014	93
"B38318572"	2009	93
"A46087565"	2010	93
"B08013963"	2013	93
"A46170080"	2011	93
"A08681264"	2014	93
"A12029039"	2013	93
"A31072325"	2010	93
"A08520629"	2014	93
"A48084909"	2008	93
"B47009626"	2014	93
"A20065744"	2012	93
"A27007731"	2011	93
"B08102881"	2016	93
"A08322067"	2008	93
"A46069456"	2010	93
"B13004924"	2014	93
"A37021631"	2011	93
"A07086515"	2009	93
"A27007731"	2010	93
"A28278596"	2007	93
"A12017760"	2015	93
"A14015788"	2015	93
"A46014650"	2012	93
"B27011477"	2009	93
"A59119917"	2017	93
"A81527095"	2017	93
"A38014098"	2010	93
"B82956517"	2016	93
"A08431678"	2009	93
"A78905908"	2010	93
"A08385395"	2014	93
"A81841850"	2008	93
"A12029039"	2011	93
"A17014879"	2010	93
"B80372220"	2010	93
"A46019063"	2008	93
"A47022165"	2013	93
"A08203887"	2014	93
"A28060515"	2016	93
"A08851321"	2008	93
"A12016549"	2011	93
"B07685779"	2015	93
"A30014047"	2014	93
"A28491637"	2014	93
"A20032264"	2012	93
"A26004093"	2014	94
"A09028184"	2009	94
"B30604565"	2013	94
"A29049509"	2014	94
"B82956517"	2015	94
"A12461802"	2015	94
"A14015788"	2012	94
"A16007064"	2009	94
"A20015368"	2013	94
"A28148898"	2009	94
"A33009630"	2015	94
"A50023423"	2012	94
"A36121176"	2015	94
"B58779018"	2016	94
"A36605038"	2012	94
"B08463424"	2015	94
"A46104485"	2014	94
"A07061161"	2016	94
"A41080144"	2008	94
"A08283798"	2012	94
"A45017241"	2013	94
"A96785225"	2015	94
"A30012645"	2017	94
"A41053927"	2017	94
"A31037294"	2016	94
"A03024809"	2009	94
"A29003423"	2013	94
"A39030200"	2011	94
"A03026697"	2016	94
"A08222465"	2017	94
"A45017241"	2010	94
"B17593633"	2017	94
"A30022958"	2013	94
"A03024809"	2015	94
"A43004472"	2007	94
"A17014879"	2009	94
"A08626103"	2011	94
"A08075293"	2013	94
"A61401857"	2016	94
"B13004924"	2010	94
"A38014098"	2008	94
"A31072325"	2009	94
"A07190309"	2009	94
"A46056255"	2016	94
"A36605038"	2009	94
"A28080489"	2017	94
"B28307536"	2012	94
"A38003679"	2017	94
"B96683347"	2013	94
"A14015788"	2011	94
"A12461802"	2014	94
"B20062295"	2011	94
"B14030720"	2015	94
"A46074647"	2015	94
"B07762099"	2008	94
"B91235622"	2013	94
"B80146517"	2008	94
"B08463424"	2011	94
"B38318572"	2008	94
"B20023982"	2014	94
"A20574372"	2010	94
"A96918867"	2014	94
"A30029862"	2012	94
"B28307536"	2011	94
"A26004093"	2015	94
"A35031343"	2016	94
"A45017241"	2012	94
"A01006659"	2013	94
"A38014098"	2007	94
"A09004813"	2016	94
"A08193591"	2012	94
"B58807645"	2013	94
"B08013963"	2014	94
"A28278596"	2012	94
"A46134748"	2013	94
"A81496382"	2017	94
"A10011641"	2015	94
"B17593633"	2016	94
"B32001687"	2013	94
"A41080144"	2009	94
"A32007817"	2014	94
"A23016157"	2014	94
"A46087565"	2011	94
"B99029365"	2017	94
"A08393571"	2009	94
"A07042088"	2017	94
"A08520629"	2013	94
"B82612904"	2007	94
"B12291167"	2013	94
"A60016037"	2016	94
"A81944324"	2013	94
"A03086931"	2013	94
"A45011103"	2008	95
"A33604851"	2012	95
"A28174985"	2014	95
"A36605038"	2010	95
"A41035742"	2012	95
"B14030720"	2016	95
"A08681264"	2010	95
"A36014595"	2016	95
"A08681264"	2017	95
"B32001687"	2012	95
"B20793956"	2013	95
"B46161261"	2013	95
"A08193591"	2011	95
"A08008518"	2015	95
"B58779018"	2015	95
"A08283798"	2007	95
"A03066909"	2007	95
"A09004813"	2015	95
"A08126492"	2010	95
"A28415487"	2017	95
"A48064182"	2016	95
"A08677700"	2009	95
"B45006616"	2009	95
"A96862933"	2009	95
"B08463424"	2013	95
"A28357903"	2009	95
"A12004180"	2015	95
"A08651762"	2014	95
"A28617801"	2007	95
"B96683347"	2014	95
"A08283798"	2008	95
"A08681264"	2013	95
"B80146517"	2011	95
"B08136905"	2007	95
"B08552614"	2017	95
"B28354355"	2011	95
"A08278731"	2011	95
"A12016093"	2007	95
"A08115578"	2016	95
"B08269839"	2014	95
"A30023238"	2012	95
"A08291973"	2009	95
"A07086515"	2013	95
"A08322067"	2012	95
"B08584989"	2017	95
"A14025902"	2009	95
"A12083002"	2012	95
"A81722712"	2007	95
"A46015830"	2017	95
"A08141038"	2013	95
"A40002701"	2016	95
"A43025618"	2014	95
"B17017237"	2014	95
"A08681264"	2016	95
"A08520629"	2017	95
"A28510246"	2016	95
"A08274987"	2009	95
"A78389608"	2012	95
"B07025315"	2007	95
"A38019543"	2015	95
"A08334906"	2011	95
"A28357903"	2014	95
"B45006616"	2010	95
"A45011103"	2012	95
"B28557064"	2007	95
"A08283798"	2009	95
"A36005718"	2009	95
"B45006616"	2011	95
"A08322067"	2010	95
"B28543023"	2012	95
"A08220014"	2007	95
"A48045199"	2011	95
"A03030509"	2007	95
"B36614816"	2010	95
"A48033526"	2011	95
"A38020525"	2017	95
"B41015652"	2015	95
"A08568826"	2015	95
"A81496382"	2007	95
"A28668580"	2013	95
"A27199140"	2007	95
"A46111654"	2012	95
"A03026697"	2017	95
"A03024809"	2014	95
"A28386225"	2017	95
"A20031126"	2007	95
"A08222465"	2011	95
"B08552614"	2016	95
"A28801942"	2010	95
"A27007731"	2008	95
"A39030200"	2009	95
"A07013055"	2011	95
"B35011675"	2010	95
"A20003042"	2017	95
"B08463424"	2014	95
"A08851321"	2009	95
"A08181067"	2010	95
"B20793956"	2011	95
"B50029263"	2010	96
"B36009207"	2013	96
"A07086515"	2011	96
"A28131274"	2007	96
"A08667370"	2016	96
"A08093015"	2012	96
"B03036712"	2011	96
"A20574372"	2009	96
"B82956517"	2014	96
"A28174985"	2012	96
"A07013055"	2008	96
"A07013055"	2016	96
"A03024809"	2011	96
"A30112221"	2017	96
"A31061401"	2010	96
"A08363400"	2015	96
"A08146730"	2007	96
"A08200651"	2007	96
"A08008583"	2017	96
"A14012819"	2011	96
"A18012930"	2016	96
"A08257214"	2015	96
"A81408817"	2007	96
"A08278731"	2012	96
"A46063731"	2011	96
"A24020828"	2013	96
"A14015788"	2010	96
"A28386225"	2016	96
"A08200651"	2012	96
"B12006623"	2016	96
"B08156127"	2012	96
"A12016549"	2010	96
"A28155240"	2017	96
"A14012819"	2012	96
"A38030680"	2012	96
"A27199140"	2011	96
"A81496382"	2008	96
"A07013055"	2014	96
"A27199140"	2009	96
"A46099776"	2007	96
"A07013055"	2012	96
"A37021631"	2014	96
"A46014650"	2008	96
"A33604406"	2013	96
"B92328129"	2014	96
"A08779407"	2017	96
"A31069321"	2014	96
"A78905908"	2014	96
"A45017241"	2007	96
"A30022958"	2014	96
"A17013947"	2016	96
"A08278731"	2013	96
"A48093538"	2008	96
"A15049281"	2011	96
"A81496382"	2016	96
"A78753514"	2010	96
"A01006659"	2014	96
"A08274805"	2008	96
"A17001322"	2010	96
"A27007731"	2007	96
"B41063355"	2009	96
"B46084695"	2008	96
"B20049615"	2009	96
"A81496382"	2009	96
"A08283798"	2013	96
"A31061401"	2011	96
"A08659617"	2013	96
"A08568826"	2016	96
"A08094435"	2012	96
"B92328129"	2013	96
"A28648053"	2009	96
"A48064182"	2014	96
"B33876459"	2017	96
"A08322067"	2009	96
"B03158532"	2010	96
"A12016093"	2011	96
"A36605038"	2011	96
"A46002069"	2014	96
"A08363400"	2016	96
"A41002544"	2011	96
"A48092886"	2017	96
"A03066909"	2008	96
"B50029263"	2016	96
"A08405490"	2009	96
"A48064182"	2015	96
"A84911825"	2016	96
"A08132656"	2007	96
"A07013055"	2015	96
"B21259726"	2017	96
"B79232096"	2014	96
"A16007064"	2010	96
"A58415779"	2008	96
"B07685779"	2016	96
"B08367948"	2007	96
"B03158532"	2009	96
"A11606134"	2015	96
"B27008408"	2016	96
"A78905908"	2011	96
"A08117806"	2007	96
"B20793956"	2014	96
"A48033526"	2012	96
"A07086515"	2010	96
"A78020732"	2012	96
"A08626103"	2012	96
"A20003042"	2007	97
"A28133023"	2017	97
"A36005718"	2014	97
"A28693166"	2016	97
"B08988149"	2016	97
"B46161261"	2014	97
"A36605038"	2007	97
"A28345148"	2007	97
"A14022099"	2012	97
"A28801942"	2008	97
"A12016549"	2007	97
"B08463424"	2010	97
"A17004763"	2012	97
"A08075293"	2009	97
"A20065744"	2016	97
"A15169535"	2017	97
"B84603935"	2016	97
"A31449002"	2013	97
"A50000355"	2015	97
"B08413247"	2013	97
"V82171133"	2009	97
"B20049615"	2010	97
"A28485761"	2010	97
"A28278596"	2013	97
"A07013055"	2009	97
"A07086515"	2014	97
"A34003624"	2007	97
"A12029039"	2014	97
"A46069456"	2013	97
