nif	year	coste_mercaderias
"A46023594"	2012	8661.78
"A79259388"	2009	8662.277
"A48064521"	2012	8662.541
"A28416089"	2016	8664.545
"A08499568"	2009	8666.224
"A01012830"	2017	8667.428
"B27008408"	2014	8667.848
"B60552619"	2014	8668.199
"A20036083"	2015	8669.191
"A48071351"	2013	8670.563
"A08075293"	2010	8670.663
"B08367948"	2007	8670.83
"B48074306"	2016	8671.493
"A08418030"	2014	8671.801
"A59067603"	2013	8673.914
"A50052489"	2009	8675.87
"A41050535"	2007	8675.99
"B30015226"	2015	8676.72
"A42004598"	2009	8677.419
"A08007056"	2011	8678.208
"B31881055"	2014	8680
"A28651222"	2008	8681.372
"A03077898"	2015	8683.457
"A26023606"	2009	8686.492
"B33029729"	2013	8687.179
"A12021390"	2011	8687.834
"A48093421"	2017	8688.26
"A41021841"	2012	8688.674
"A33016403"	2012	8688.852
"A12014346"	2010	8688.962
"A08206419"	2013	8689.777
"A28106797"	2017	8689.854
"A58348038"	2015	8689.962
"B31089071"	2010	8691.053
"A35022987"	2015	8691.767
"B28072205"	2012	8692.912
"A43621416"	2009	8693.156
"B41042698"	2016	8693.727
"A78753514"	2011	8694.725
"B15017908"	2014	8695.329
"A40005514"	2011	8696.765
"A28054211"	2013	8699.403
"A28827335"	2009	8701.262
"A28610863"	2012	8701.68
"A08069809"	2012	8702.4
"A08404212"	2012	8702.429
"A39030200"	2010	8702.979
"A08115578"	2014	8704.016
"A28675908"	2011	8704.97
"B12006623"	2011	8706.93
"B97131155"	2013	8708.707
"A46014155"	2007	8712.557
"B30604565"	2011	8713.416
"B35011675"	2013	8715.448
"A28420602"	2012	8715.636
"A33008426"	2017	8716.425
"A21006507"	2013	8716.476
"B29901469"	2016	8718.552
"A41920943"	2011	8720.244
"A03088580"	2010	8722.413
"A29050572"	2015	8723.951
"A36611903"	2011	8727.005
"B31784895"	2017	8727.431
"B36609485"	2013	8727.469
"B50023142"	2008	8730.13
"B31067168"	2011	8730.544
"A12025490"	2012	8730.585
"A36121176"	2016	8731.044
"A21006861"	2009	8731.918
"A28734432"	2013	8732.276
"B84309616"	2013	8732.705
"A41022609"	2014	8733.934
"B08114449"	2014	8734.9
"A06244131"	2007	8736.26
"A26011320"	2007	8738.788
"A73350399"	2017	8739.487
"A33026980"	2013	8740.897
"A30603716"	2016	8740.957
"A08257388"	2011	8742.364
"A34009191"	2007	8743.12
"B48074306"	2011	8743.189
"A08604159"	2011	8745.18
"A46089819"	2012	8746.195
"A17009093"	2013	8747.343
"A03024809"	2017	8747.42
"A33009630"	2014	8753.082
"B43029305"	2008	8754.318
"A46023594"	2013	8754.943
"B12019485"	2017	8755.368
"B48074306"	2017	8755.876
"A25418401"	2014	8756
"A17013947"	2010	8758.401
"A48071351"	2015	8759.077
"A40005514"	2012	8761.032
"A08560484"	2012	8761.153
"A17003757"	2007	8763.77
"B97131155"	2014	8765.001
"A29030848"	2008	8765.776
"A17013947"	2009	8767.685
"A08354441"	2016	8769.374
"A08576753"	2007	8771.814
"A46086773"	2011	8774.545
"A01012830"	2008	8775.119
"A28577864"	2008	8775.486
"B50023142"	2009	8775.681
"B07034416"	2014	8776.885
"A01013077"	2008	8777.024
"A08311995"	2014	8778.282
"A78320736"	2011	8779
"A12003950"	2007	8779.705
"B05004999"	2015	8779.861
"A08277014"	2007	8781.15
"A08209538"	2007	8782.34
"A28505402"	2007	8789.47
"B03032620"	2014	8789.582
"A31086598"	2017	8789.944
"A46089819"	2013	8790.531
"A08499568"	2010	8790.832
"B40003550"	2015	8792.397
"A01013077"	2012	8795.433
"A08262065"	2008	8796.451
"A01012830"	2010	8796.86
"A28427516"	2008	8798.937
"A17013913"	2010	8800.563
"A30005524"	2017	8802.121
"A48064182"	2009	8803
"A17006792"	2014	8804.15
"B12020194"	2015	8805.232
"A08257388"	2010	8805.287
"A62400718"	2015	8805.591
"B46135364"	2010	8807.752
"A31196983"	2014	8808.052
"A08075293"	2011	8812.883
"A28173573"	2007	8813.244
"A79047916"	2009	8815.233
"B33614033"	2013	8815.291
"B91372748"	2014	8815.614
"A15016595"	2008	8816.266
"B84309616"	2014	8816.958
"A30006142"	2007	8817.706
"A45010204"	2012	8820.984
"B08282337"	2017	8824.029
"A08394157"	2014	8824.17
"A08257388"	2016	8824.32
"A26011320"	2013	8825.743
"B07034416"	2013	8826.427
"A46089819"	2017	8827.071
"A45012226"	2009	8827.372
"A11018736"	2014	8828.129
"A25007105"	2013	8828.688
"A45007614"	2014	8828.971
"A08689796"	2010	8829.822
"A33006644"	2010	8829.925
"A14033666"	2017	8830.583
"A28070167"	2011	8831.553
"A08413403"	2015	8832.824
"B46441275"	2017	8833.742
"A12021390"	2012	8834.669
"A36603421"	2012	8835.921
"A33036880"	2016	8836.586
"A08146730"	2015	8837.129
"A08102410"	2008	8839.26
"A07066467"	2010	8840.173
"A28051597"	2017	8840.734
"A29519220"	2013	8841.094
"A35022987"	2008	8841.095
"B46191094"	2011	8841.446
"A11605409"	2011	8842.725
"B46055489"	2016	8843.384
"A02003754"	2016	8844.068
"B96011283"	2012	8849.921
"B35015262"	2015	8850.066
"A08720708"	2012	8852.502
"A42004598"	2008	8855.116
"A15027139"	2011	8855.908
"A08418030"	2013	8855.911
"A12014346"	2009	8858.355
"A08683864"	2011	8860.665
"A28108447"	2009	8861.315
"A43014174"	2015	8861.636
"A08493306"	2010	8863.186
"A33024852"	2012	8863.837
"A28085686"	2017	8864.068
"A30017883"	2009	8864.288
"A15032196"	2008	8866.08
"A19005792"	2013	8866.176
"A33018664"	2013	8867.838
"A20065744"	2016	8868.547
"A50032309"	2013	8868.716
"B31065980"	2012	8869.636
"A79259339"	2014	8869.671
"B60338290"	2016	8869.747
"A30041719"	2007	8874.721
"A08393571"	2012	8878.073
"A43014174"	2014	8880.012
"B83741835"	2016	8881.212
"A28054211"	2010	8881.385
"C08164253"	2011	8883.301
"A12081790"	2007	8883.59
"A48084909"	2009	8884.425
"A08257388"	2008	8884.58
"A80352420"	2011	8884.985
"A08631517"	2014	8886.149
"A30037873"	2013	8886.25
"A08710055"	2012	8887.216
"B12681060"	2015	8887.337
"A12002887"	2016	8888.479
"B08298747"	2015	8890.122
"A30041883"	2012	8891.757
"A46002069"	2009	8892.323
"B09019548"	2017	8894.321
"A48117881"	2014	8894.381
"B31089071"	2011	8895.31
"A03099405"	2015	8895.592
"B36010098"	2016	8896.387
"A07050420"	2008	8896.75
"A80359730"	2016	8899.549
"A28543809"	2016	8900.822
"A08104994"	2014	8900.947
"B81760829"	2008	8901.999
"B08961393"	2007	8902.1
"A08667370"	2013	8904.126
"A08720245"	2017	8904.847
"A33617218"	2013	8905.546
"A48117881"	2015	8905.675
"A28399715"	2008	8906.808
"A26004978"	2017	8907.593
"A31189350"	2010	8908.486
"B96324983"	2014	8908.73
"A50052489"	2007	8910.2
"A07427081"	2016	8911.013
"A28325785"	2016	8911.581
"A60016037"	2017	8914.743
"A07078116"	2013	8915.146
"A33604182"	2015	8915.787
"B73108755"	2015	8916.23
"A28106979"	2010	8920.733
"A39031406"	2017	8922.783
"A35018696"	2017	8924
"A08681264"	2017	8924.854
"A28670636"	2007	8925.68
"A28574044"	2011	8926.305
"A33018664"	2014	8927.939
"A34007831"	2015	8932.081
"A08730277"	2014	8932.329
"B15017908"	2012	8932.686
"A28552149"	2009	8933.996
"B28307536"	2011	8934.637
"B47364872"	2014	8935.829
"B28222487"	2008	8937.708
"A31068927"	2015	8938.159
"A28333490"	2009	8940.477
"A25008046"	2014	8941.938
"A33126244"	2012	8942.058
"A25007105"	2010	8946.151
"A07061161"	2016	8947.677
"B81308439"	2017	8948.353
"B46146080"	2017	8949.602
"A25022369"	2011	8950.301
"A08280240"	2014	8950.543
"A08063372"	2011	8952.627
"A17012626"	2017	8953.237
"A31061401"	2012	8953.417
"A28416089"	2014	8957.082
"A12004180"	2014	8957.093
"A28734432"	2012	8960.22
"A20049755"	2008	8962.495
"A30012645"	2009	8962.671
"A08393571"	2017	8967
"A28675908"	2017	8967.364
"B27013556"	2014	8969.664
"A28054211"	2011	8971.062
"A78393840"	2013	8973.397
"A31069321"	2008	8975.055
"A09092305"	2017	8978.649
"A08273898"	2009	8978.999
"B15516933"	2014	8979.183
"A50057322"	2008	8979.659
"A15000391"	2010	8980.225
"B03004801"	2009	8981.772
"A03066909"	2008	8984.85
"A08347452"	2017	8986.528
"B31001696"	2008	8988.21
"A28649879"	2014	8988.493
"A20049755"	2011	8989.02
"B30605760"	2011	8989.988
"B41007576"	2014	8990.912
"B12019485"	2015	8992.346
"A28054211"	2017	8992.731
"B50001874"	2010	8993.992
"A34009936"	2010	8998.951
"B35011675"	2014	8999.608
"A43011196"	2010	9000.05
"B31067168"	2010	9000.223
"A28399715"	2007	9000.324
"A03050572"	2013	9001.506
"A33373622"	2010	9001.791
"A11605409"	2012	9002.648
"A12029039"	2016	9002.738
"A28681492"	2015	9006.044
"A48017974"	2007	9007.15
"A28724219"	2015	9009.127
"B36684157"	2007	9009.919
"A08394157"	2015	9011.211
"B79945150"	2011	9012.518
"A48080881"	2012	9013.773
"F20025441"	2008	9014
"A29003951"	2007	9014.34
"B11469491"	2012	9014.385
"A50615160"	2013	9014.611
"A48093421"	2013	9014.751
"B92403716"	2016	9016.25
"B29682135"	2016	9016.935
"A17006792"	2010	9018.599
"A29018207"	2015	9020.969
"A24020828"	2012	9023
"A28293884"	2007	9023.193
"A78067188"	2017	9024
"B28059012"	2016	9025.59
"B17229675"	2011	9028.9
"A09007089"	2015	9029.047
"A35012012"	2013	9029.257
"A17012626"	2010	9030.526
"B08243693"	2010	9032
"A07068422"	2015	9033.015
"A30013247"	2013	9036.842
"A12524278"	2009	9036.847
"B31077514"	2010	9036.979
"B35015262"	2016	9037.802
"A08404212"	2015	9039.779
"B84348622"	2013	9040.151
"A02006021"	2008	9041.537
"B28218287"	2012	9043.23
"A35040831"	2012	9043.937
"A15027139"	2017	9047.498
"A08687204"	2013	9050.191
"A84039338"	2014	9053.081
"A08257388"	2009	9053.452
"A36605038"	2016	9056.074
"A09022963"	2012	9056.081
"A46002069"	2011	9056.657
"B15017908"	2010	9057.968
"A33024084"	2017	9060.263
"B08114449"	2015	9063.471
"A81047375"	2011	9064
"A08193591"	2011	9064.311
"A08639643"	2015	9069.328
"A38666897"	2010	9070
"A28552149"	2015	9074.112
"A35026590"	2011	9075.314
"B47531462"	2013	9075.687
"A11018736"	2011	9078.636
"A08273898"	2011	9079.397
"A09007089"	2012	9079.398
"A28034031"	2013	9079.864
"B48033278"	2012	9080.134
"B31077514"	2014	9080.586
"A46014155"	2008	9082.786
"A61351540"	2007	9084
"A12021267"	2012	9084.115
"A33610304"	2012	9084.347
"A17013947"	2011	9085.566
"B81308439"	2015	9087.3
"B43004852"	2015	9088.254
"A29519220"	2012	9088.428
"A41031303"	2010	9090
"A26011320"	2008	9091.164
"B82435371"	2014	9092
"A08574881"	2014	9092.537
"A08720245"	2011	9094.785
"B29901469"	2017	9095.919
"A17013913"	2007	9096.955
"A08723926"	2012	9098.738
"A25022369"	2007	9098.872
"A33036807"	2017	9099.31
"A50615160"	2014	9099.449
"A03063583"	2008	9099.701
"A12002887"	2012	9099.859
"A08720708"	2008	9102.24
"B28059012"	2015	9102.49
"A28271914"	2017	9104.379
"A30012645"	2012	9105.689
"A08197022"	2015	9105.705
"B35015262"	2009	9106.782
"A35251727"	2010	9108.784
"A08200651"	2009	9108.953
"A45562329"	2011	9112.131
"A38000485"	2007	9112.54
"A46226122"	2009	9112.684
"A28019461"	2009	9113
"F20025441"	2009	9114
"B15516933"	2015	9114.228
"A41098237"	2008	9115.985
"A08592370"	2013	9116.293
"A35022987"	2012	9118.686
"A41002841"	2016	9119.408
"A08646200"	2015	9120.025
"A17020561"	2009	9120.982
"A48033526"	2009	9121.144
"A08280240"	2017	9123.843
"A08209538"	2008	9126.504
"A08257388"	2012	9127.021
"A23022874"	2017	9127.514
"A08157737"	2015	9130.362
"A22009906"	2009	9131.574
"B37024825"	2012	9131.602
"A44003663"	2010	9132.428
"A38003133"	2017	9135.002
"A30009815"	2008	9135.076
"A48121826"	2012	9135.077
"A46002069"	2010	9136.792
"B39014709"	2015	9137.715
"A28662005"	2016	9138.248
"A08723926"	2016	9138.61
"B03036720"	2011	9141.322
"A41002841"	2014	9142.276
"A58394941"	2007	9142.78
"A46087565"	2017	9143.871
"A25022609"	2013	9145.734
"A17012626"	2013	9145.789
"A08026627"	2017	9147.706
"A48047377"	2012	9148.138
"A08360844"	2007	9149.34
"B46084695"	2012	9149.845
"A28623155"	2007	9153.96
"A12002887"	2014	9154.611
"A28428233"	2014	9155.91
"A08262065"	2010	9157.227
"A08394157"	2016	9158.422
"F20025441"	2010	9159
"A45011103"	2012	9159.293
"B35005891"	2007	9159.338
"A18484360"	2013	9159.512
"B50029263"	2008	9165.618
"A08189359"	2011	9168.422
"A39000187"	2008	9168.509
"B17048364"	2016	9173.992
"A58348038"	2012	9174.479
"B46135364"	2009	9178.333
"A28145498"	2008	9180.661
"B41058124"	2008	9182.289
"B31077514"	2011	9182.784
"A03063583"	2007	9182.9
"A02006021"	2017	9183.29
"B03010634"	2016	9184.64
"A25418401"	2016	9185
"A28623155"	2008	9186.475
"A43011196"	2014	9186.89
"A33006644"	2011	9187.76
"A08513749"	2013	9188.732
"B63218440"	2013	9190.272
"A82131913"	2016	9192.193
"A50889955"	2014	9193.717
"A28054211"	2012	9195.648
"A33689530"	2016	9195.908
"B08465601"	2013	9197.258
"A59119917"	2010	9198.442
"B08190654"	2016	9199.015
"B97131155"	2015	9201.303
"A48876874"	2015	9201.908
"B38004966"	2016	9202.518
"B28218287"	2011	9203.094
"B46135364"	2011	9206.577
"A45002839"	2016	9206.948
"A46066825"	2013	9207.557
"A08189359"	2009	9208.344
"A12002887"	2011	9210.77
"A48095822"	2014	9211.159
"A41018854"	2013	9211.164
"A35499318"	2010	9211.746
"B30010326"	2011	9211.931
"A47017728"	2015	9212.675
"A28618890"	2012	9216.097
"A60045903"	2008	9217
"A07004187"	2013	9217.422
"A32226037"	2009	9217.913
"A08438194"	2014	9218.898
"A48071351"	2014	9219.842
"A08637829"	2016	9220.137
"A48110381"	2008	9220.734
"B38004966"	2013	9223.883
"B08688301"	2007	9224.033
"A08189359"	2007	9226.52
"B17011511"	2017	9226.86
"A08300774"	2013	9228.029
"A33024621"	2015	9229.121
"A08211112"	2007	9229.315
"A43015338"	2009	9230.747
"C08164253"	2017	9231.425
"A03005154"	2010	9231.497
"A41212572"	2014	9232.493
"A79290565"	2009	9232.917
"A28577864"	2010	9236.475
"B31089071"	2012	9239.816
"B38008983"	2007	9241.789
"A28543809"	2017	9244.993
"A58132606"	2008	9245.395
"A14015788"	2009	9245.694
"A50050236"	2013	9246.32
"A28662005"	2015	9246.346
"A31069321"	2007	9247.564
"A28734432"	2011	9247.947
"A14015788"	2010	9248.344
"A42001305"	2017	9249.675
"A24015406"	2012	9249.764
"B08326969"	2016	9249.947
"A30012041"	2009	9250.812
"A31009913"	2008	9253.72
"A35028570"	2011	9253.912
"B37020179"	2013	9254.04
"B47531462"	2016	9255.299
"A28175412"	2014	9256.535
"A45020450"	2010	9257.704
"A46082228"	2015	9258.962
"A34003624"	2017	9259.563
"A31037294"	2010	9263.257
"B08423246"	2013	9263.384
"A79290565"	2008	9263.549
"A17001678"	2015	9264.215
"A03061850"	2017	9265.997
"A81722712"	2015	9267.544
"B39014709"	2014	9267.611
"A40004731"	2013	9267.958
"A07096886"	2015	9269.097
"A35046911"	2016	9269.793
"A08433260"	2014	9270.117
"A31001266"	2015	9270.183
"B03036720"	2012	9271.815
"F06312920"	2014	9272.669
"B46111035"	2012	9272.789
"B36880003"	2009	9274.097
"A08354441"	2011	9276.377
"A50011980"	2014	9279.512
"B08628455"	2013	9279.665
"A08560484"	2017	9280.08
"A34003624"	2016	9280.171
"A25022369"	2010	9280.937
"A08290405"	2012	9281.063
"A40004095"	2014	9281.255
"B30721237"	2017	9283.066
"A08720245"	2016	9286.482
"A28175412"	2011	9288.147
"A08630063"	2016	9289.438
"B48074306"	2012	9290.63
"A17044546"	2011	9292.178
"A58394941"	2011	9293.698
"B31077514"	2007	9293.837
"A28359073"	2007	9294.49
"B31067168"	2009	9296.616
"B48045942"	2017	9297.312
"A28543809"	2015	9297.787
"B50029263"	2009	9298.238
"A46122065"	2012	9301.002
"B28545994"	2007	9302.722
"B11469491"	2010	9304.059
"A28695021"	2007	9305.074
"A40005514"	2017	9306.791
"B38004966"	2015	9306.808
"B35011675"	2015	9311.312
"B12004818"	2010	9312.842
"B81760829"	2016	9312.876
"A08675522"	2010	9313.92
"A08311995"	2016	9314.028
"A73350399"	2016	9315.042
"B17462961"	2010	9315.978
"B28126019"	2007	9317.43
"B31077514"	2012	9318.427
"A35022987"	2009	9318.47
"A25022609"	2011	9318.631
"A31189350"	2013	9320.376
"A03001948"	2016	9321.985
"A08157737"	2016	9324.751
"A34009191"	2014	9329.75
"A08283798"	2013	9333.192
"A17003757"	2015	9337.414
"A48108484"	2013	9337.58
"A45007614"	2012	9338.036
"A48064521"	2013	9338.244
"B97131155"	2016	9339.752
"A17020561"	2008	9342.846
"A12029039"	2011	9343.408
"B08688301"	2008	9343.545
"B85692374"	2016	9343.849
"A08225278"	2016	9344.23
"A28543809"	2014	9345.159
"A08433260"	2013	9347.262
"A08622938"	2016	9348.395
"A50057322"	2009	9350.707
"A28396042"	2013	9351
"A08584062"	2014	9351.293
"A26020198"	2016	9353.982
"A08200040"	2017	9356.458
"A08211112"	2008	9359.037
"A33604406"	2016	9359.289
"A07061161"	2010	9359.384
"A08126492"	2012	9359.924
"A30604680"	2009	9361.654
"A43621416"	2015	9363
"A08562910"	2017	9363.396
"A30012645"	2013	9364.506
"A28638542"	2008	9365.012
"B35015262"	2010	9365.738
"A47025895"	2011	9366.265
"A03001948"	2015	9366.324
"B28579506"	2012	9366.689
"B28670602"	2013	9366.914
"B46056909"	2007	9367.575
"A28427516"	2011	9368.945
"B12019485"	2013	9369.526
"A08126492"	2013	9369.693
"A20039426"	2016	9370.571
"A08507741"	2014	9370.922
"A28051597"	2012	9372.105
"A08334906"	2011	9373.903
"A30035679"	2016	9374.373
"B08628455"	2014	9374.657
"A08069809"	2013	9375.662
"A47022058"	2012	9376.649
"A08189359"	2012	9376.67
"A48093538"	2013	9377.397
"B32001687"	2013	9377.999
"A01000249"	2007	9379.87
"A28374148"	2010	9380.237
"B28498210"	2013	9381.115
"A28292084"	2007	9382.14
"A28012359"	2007	9382.55
"A28381564"	2012	9382.674
"A28675908"	2012	9384.292
"A09004813"	2013	9384.514
"A30023295"	2012	9385.876
"B03044641"	2013	9385.926
"B11900602"	2017	9386.343
"F30587919"	2010	9387.336
"B31077514"	2013	9388.452
"A28630374"	2013	9391.055
"A48059950"	2013	9394.193
"A45007614"	2013	9400.651
"A42001305"	2014	9402.346
"B22004113"	2009	9404.412
"B14468292"	2015	9404.578
"B10005932"	2017	9404.747
"A08565285"	2007	9405
"A48080881"	2013	9405.224
"A26015503"	2011	9408.174
"A14015788"	2015	9408.327
"A29519220"	2008	9409.235
"A33607573"	2009	9409.566
"A12095295"	2007	9410.09
"A07042435"	2014	9410.286
"A28577864"	2009	9410.5
"A36605038"	2013	9413.697
"A28051597"	2016	9414.079
"A08193591"	2008	9416.453
"A34009936"	2017	9416.952
"B08688301"	2012	9418.244
"B03010634"	2017	9418.406
"B11469491"	2013	9419.064
"B35015262"	2014	9421.735
"A28610863"	2015	9422.756
"A08285157"	2013	9424.842
"A08450421"	2009	9425.477
"B28170215"	2017	9425.481
"A40005514"	2014	9426.021
"B59886531"	2009	9429
"A28357903"	2011	9433.442
"A08334906"	2017	9433.98
"B41058124"	2013	9434.067
"A50008937"	2015	9434.924
"B81760829"	2009	9435.267
"B73108755"	2009	9436.502
"B41058124"	2011	9437.377
"B48124275"	2012	9439.003
"A50000876"	2009	9439.6
"A81047375"	2009	9441
"A23020043"	2014	9442.333
"A23022874"	2016	9443.601
"A50011980"	2012	9444.789
"A12294815"	2017	9446.042
"A38000485"	2008	9447.14
"B79033700"	2017	9449.138
"A08347452"	2016	9449.499
"A08063372"	2013	9449.722
"A08354441"	2007	9450.019
"A28555563"	2017	9450.024
"B73108755"	2017	9454.953
"B84309616"	2015	9455.57
"B06368674"	2014	9457.218
"A20065744"	2009	9457.965
"B46132387"	2008	9459.731
"A28427516"	2010	9462.736
"A28734432"	2010	9462.822
"A45011103"	2010	9464.52
"A09007089"	2011	9464.976
"B28419703"	2010	9465.982
"B30010326"	2012	9466.118
"A35018027"	2013	9467.659
"A46170080"	2008	9467.669
"A36603421"	2010	9467.7
"A32226037"	2012	9468.657
"A06419220"	2017	9468.855
"A31086598"	2016	9470.026
"A28574044"	2009	9470.167
"A48114318"	2015	9471.494
"B03036340"	2015	9471.985
"A36603421"	2013	9473.257
"A31068927"	2014	9473.412
"A24020828"	2013	9475.73
"B35015262"	2013	9476.204
"A48121826"	2017	9477.454
"A48226047"	2016	9480.663
"A08262065"	2009	9481.092
"A32005548"	2017	9482.741
"A43011196"	2011	9484.02
"B81365181"	2014	9484.114
"A12021390"	2014	9486.125
"A12021267"	2016	9486.348
"A28096378"	2017	9486.407
"A35499318"	2009	9486.813
"B17048364"	2015	9487.302
"A17014879"	2007	9488.669
"A20049755"	2010	9488.913
"A33021635"	2017	9492.743
"B28489748"	2007	9495.27
"B97466981"	2016	9497.211
"A36603421"	2009	9497.943
"A08675522"	2011	9498.805
"A25007105"	2014	9499.065
"B14484612"	2016	9500.881
"A48876874"	2011	9501.057
"B28118800"	2016	9502.029
"B48045942"	2016	9502.129
"A08667370"	2011	9503.496
"A24015406"	2014	9503.843
"A46079380"	2015	9504.423
"B12003554"	2008	9505.153
"B50031749"	2016	9505.651
"A08688095"	2010	9508.979
"A30036214"	2012	9510.99
"A29018207"	2007	9511.021
"A33617218"	2016	9511.84
"B28138196"	2007	9514.6
"A08723926"	2014	9515.79
"B03100831"	2015	9516.666
"A46077053"	2016	9517.217
"A25007105"	2011	9517.789
"A07050420"	2015	9518.875
"A80771116"	2009	9519
"A03021276"	2014	9519.387
"B30331573"	2007	9520.25
"A59382762"	2008	9520.549
"A95249199"	2012	9521.8
"A28427516"	2013	9522.181
"A20037933"	2007	9522.956
"A35018696"	2013	9523.74
"A48115000"	2016	9524.057
"A28245009"	2010	9524.966
"B07883457"	2016	9526.955
"A01008234"	2014	9527.185
"B46149555"	2013	9528.958
"A08262065"	2011	9531.005
"A33024084"	2016	9531.849
"B48074306"	2013	9538.333
"B03004801"	2010	9538.66
"A33021635"	2016	9539.651
"A30017883"	2011	9539.671
"A36611903"	2015	9540.48
"A22009906"	2010	9541.135
"B08275026"	2015	9541.283
"A17013913"	2009	9541.728
"A25022369"	2008	9542
"B28545994"	2008	9544.713
"A28724219"	2011	9546.905
"B38004966"	2011	9549.271
"A28695930"	2013	9550.109
"A45002839"	2011	9550.382
"A23022874"	2014	9550.82
"A46089819"	2008	9551.079
"B11469491"	2011	9554.697
"A09021833"	2014	9554.821
"A30023238"	2007	9556.24
"A47025895"	2010	9557.228
"B31067168"	2008	9558.56
"A45007614"	2016	9559.303
"B28044204"	2008	9559.682
"A48009773"	2016	9561.283
"A28543809"	2013	9561.321
"A08766099"	2017	9561.897
"A36643450"	2011	9565.46
"A08288490"	2007	9566.8
"A28145191"	2012	9567.409
"A30012959"	2013	9567.681
"A08720245"	2007	9568.439
"A28049492"	2016	9569.951
"B35015262"	2012	9570.167
"A81047375"	2010	9572
"A08720245"	2009	9572.119
"A25022609"	2014	9572.845
"A20065744"	2011	9573.453
"B82175001"	2017	9576.79
"A08181067"	2007	9577.86
"A04016952"	2010	9579.759
"B28579506"	2010	9581.032
"A07068422"	2014	9582.258
"B38001905"	2013	9582.867
"A35022987"	2014	9583.627
"A08675522"	2012	9583.698
"A33021635"	2013	9584.119
"A08575672"	2010	9586.553
"A46122065"	2013	9587.158
"B46149555"	2015	9588.848
"A45007614"	2015	9588.875
"B82612896"	2017	9592.859
"A04016952"	2012	9593.75
"A28610863"	2016	9594.291
"A28681492"	2013	9594.699
"A81808966"	2013	9594.954
"A28325785"	2013	9598.103
"A35040831"	2013	9598.779
"B58222548"	2011	9599.49
"A35251727"	2008	9599.891
"A08513749"	2016	9599.989
"A28577864"	2007	9600.139
"B11900602"	2015	9601.378
"A08700197"	2008	9602.439
"A41002841"	2017	9605.016
"B35388867"	2012	9605.914
"B35015262"	2011	9607.998
"A48073274"	2007	9608.38
"B46070728"	2016	9609.365
"A28314995"	2015	9609.831
"B08367948"	2008	9611.314
"A28900975"	2011	9612.858
"B80397409"	2015	9612.959
"B46191094"	2012	9614.685
"A28049492"	2017	9615.402
"A80352420"	2012	9617.518
"A47022058"	2013	9619.079
"B38004966"	2014	9619.742
"B41058124"	2007	9622.29
"A34009191"	2008	9623.418
"B33607649"	2015	9623.707
"A28132959"	2007	9625.54
"A08225278"	2011	9625.847
"A21011580"	2013	9625.952
"A08502635"	2017	9626.249
"A09004813"	2014	9627.311
"A28612620"	2016	9627.383
"A08119752"	2014	9629.091
"A08217432"	2016	9633.331
"A28111342"	2014	9633.811
"A34003624"	2012	9637.436
"A43621416"	2014	9638
"B50029263"	2017	9640.353
"A28137255"	2017	9642.059
"A36604783"	2016	9644.571
"A35499318"	2014	9644.662
"B11024262"	2012	9644.731
"A41038274"	2016	9646.192
"A28559474"	2014	9648.038
"A20031126"	2011	9648.685
"A08514028"	2016	9653.086
"B46149555"	2016	9653.093
"A46023594"	2014	9653.369
"A12081790"	2016	9654.794
"A08421190"	2015	9655.765
"A04016952"	2007	9658.7
"B50023142"	2007	9658.73
"A28681492"	2008	9658.732
"B28218287"	2014	9658.933
"A46075206"	2009	9659.078
"A48108484"	2017	9660
"A07010531"	2014	9660.657
"B03087293"	2010	9661.141
"A48080881"	2016	9662.771
"A08779407"	2017	9664.506
"A08631517"	2017	9664.879
"B36010098"	2015	9665.484
"B46191094"	2013	9665.833
"A08189359"	2008	9666.54
"A28283067"	2017	9667.66
"B27013713"	2012	9667.814
"A41018854"	2011	9668.574
"A03017886"	2014	9669.397
"A08285157"	2009	9673.327
"B38004966"	2010	9674.451
"A35022987"	2011	9675.793
"A79259362"	2011	9675.958
"A08069809"	2008	9677.114
"A08687204"	2014	9678.278
"A08257388"	2013	9680.092
"A46122065"	2016	9680.395
"B39014709"	2012	9680.622
"A17013913"	2008	9681.502
"A08042764"	2014	9682.606
"V95436002"	2016	9682.88
"A12002887"	2010	9683.413
"A08257388"	2015	9685.578
"A12081790"	2008	9686.852
"A26015503"	2010	9688.38
"A35026590"	2012	9688.696
"A31018492"	2011	9689.062
"A25022369"	2013	9689.344
"A78320736"	2012	9691
"A36605038"	2014	9692.102
"A04016952"	2011	9697.845
"B46155271"	2017	9699.005
"A08217432"	2017	9700.822
"B28126019"	2013	9702.161
"A28552149"	2008	9702.814
"A41008640"	2007	9704
"A41031303"	2012	9706
"A50052489"	2010	9707.421
"B12004818"	2008	9708.426
"A26015503"	2009	9709.744
"A36603421"	2017	9711.921
"A48093538"	2012	9712.08
"A28675908"	2015	9713.649
"A07042435"	2013	9718.349
"A36603421"	2007	9718.48
"B36008555"	2012	9719.179
"A11010352"	2010	9719.504
"A08622938"	2008	9719.991
"A08710055"	2013	9720.771
"B28304129"	2017	9721.071
"B46191094"	2010	9721.325
"B12029153"	2007	9722
"A03050572"	2015	9722.907
"A46007548"	2017	9723.451
"A08063372"	2014	9724.028
"A59067603"	2014	9727.897
"B12019485"	2014	9731.232
"A08421190"	2014	9735.009
"A20049755"	2007	9735.244
"B36609485"	2014	9735.869
"B33614033"	2014	9736.5
"B46164679"	2016	9737.139
