nif	year	clientes
"A36036739"	2014	6091.597
"A50068923"	2010	6092.131
"A28586592"	2012	6094.647
"B12006623"	2010	6095.265
"B31078058"	2016	6096.238
"B31631062"	2011	6097.31
"A08637829"	2009	6098.988
"A30012009"	2011	6099.07
"A48547558"	2016	6100.936
"B28249431"	2008	6102.36
"A08304628"	2011	6103.452
"B08423246"	2016	6104.351
"B33607649"	2013	6104.38
"B28222487"	2014	6104.638
"A28519932"	2017	6105.475
"A28552149"	2014	6105.599
"B09019548"	2014	6107.849
"A28638542"	2007	6107.87
"B28059012"	2011	6107.965
"B14030720"	2011	6108.121
"A24013864"	2016	6108.182
"A06419220"	2017	6108.528
"B04018495"	2011	6109.195
"A28400323"	2009	6109.695
"A26020198"	2012	6110.358
"A33006644"	2015	6110.567
"A08013898"	2017	6110.84
"A35251727"	2011	6112.419
"A08120859"	2008	6113.899
"A30036214"	2012	6114.853
"A08445983"	2007	6115.33
"A01000249"	2007	6115.68
"F46028072"	2017	6115.829
"A28374148"	2015	6116.386
"A33126244"	2017	6116.408
"A08679060"	2012	6116.469
"B02011641"	2011	6116.494
"A17048349"	2015	6117.801
"A48073274"	2011	6118.19
"A43029339"	2009	6120.392
"F38008579"	2008	6122.696
"A28623379"	2009	6123.234
"A28524726"	2008	6123.322
"A20031126"	2010	6124.462
"B46023677"	2010	6125.412
"A06141345"	2015	6127.167
"B41007576"	2012	6128.236
"A28668127"	2016	6128.611
"A28085686"	2013	6129.928
"A48121826"	2015	6130.045
"A39031406"	2015	6130.42
"A33606534"	2011	6131.822
"A36014595"	2009	6132.047
"A28712479"	2015	6134.496
"A08324782"	2013	6135.117
"A17055153"	2012	6137.347
"B11024262"	2017	6138.151
"A08106031"	2014	6139
"A28670313"	2015	6139.399
"A15032196"	2012	6141.676
"A08514028"	2010	6142.238
"F06402697"	2014	6142.631
"A08526345"	2011	6142.635
"A30041834"	2009	6143.334
"A31072325"	2011	6144.577
"A48064521"	2014	6145.14
"A46079380"	2015	6146.122
"A33610304"	2014	6146.681
"A08526345"	2010	6149.603
"A03024809"	2016	6149.62
"A30040224"	2011	6150.085
"B30043558"	2013	6150.209
"A15052376"	2010	6150.313
"B03036720"	2013	6151.154
"A08425902"	2007	6151.224
"B35665991"	2011	6152.465
"A08708620"	2007	6152.63
"A50030543"	2013	6153.567
"A28636025"	2010	6154.44
"A30023204"	2016	6155.194
"A08120859"	2007	6155.206
"A08952012"	2009	6156.571
"A35004571"	2012	6157
"A30036933"	2011	6157.797
"A28399715"	2017	6158.037
"B08216202"	2010	6158.486
"A43002450"	2012	6160.6
"A33689530"	2012	6160.981
"A08646200"	2010	6161.65
"A28012656"	2011	6162.267
"A08257529"	2008	6162.426
"A28427516"	2012	6163.717
"A28693166"	2009	6166.754
"A28216992"	2008	6167.038
"A48115000"	2016	6167.173
"B35023068"	2013	6167.915
"A08066300"	2013	6168.237
"A46087565"	2015	6168.251
"A28172476"	2013	6168.687
"A33009630"	2011	6169.113
"B27011477"	2015	6170.141
"B30033666"	2016	6170.688
"A03035417"	2013	6172.086
"A28132959"	2013	6172.818
"A12021390"	2011	6173.616
"B57208878"	2015	6175.061
"A20049755"	2010	6175.11
"B41591165"	2013	6175.583
"A48006423"	2015	6176.292
"B48969877"	2015	6177.972
"A15000391"	2009	6180
"A28324630"	2012	6180.057
"B12015210"	2007	6180.79
"A46965034"	2016	6180.886
"A41050980"	2010	6181.478
"B20049615"	2007	6181.611
"B03158532"	2007	6181.73
"A07066467"	2011	6182.605
"B82612896"	2017	6182.683
"A08280240"	2007	6185.08
"B32001687"	2016	6185.767
"A03050572"	2014	6186.386
"A30035679"	2014	6186.836
"A36001063"	2013	6189.444
"A48114318"	2012	6189.564
"A28060515"	2007	6190.16
"A97789861"	2016	6191
"B30365712"	2015	6191.487
"A17013913"	2008	6191.907
"B81760829"	2010	6192.635
"B08413247"	2014	6193.388
"B08642324"	2007	6193.53
"A39000450"	2007	6194.47
"A45013620"	2011	6196.132
"A28029122"	2014	6196.681
"A28329480"	2010	6197.266
"A41002544"	2008	6198.24
"A24022196"	2017	6198.687
"A08562910"	2014	6199.794
"A08564502"	2007	6200.014
"A08477663"	2016	6200.785
"A84534874"	2013	6202.125
"A24020828"	2016	6202.346
"A82683434"	2010	6202.421
"A08093254"	2011	6202.636
"A78428596"	2017	6202.795
"A30033898"	2015	6203.054
"A28614790"	2011	6203.43
"A03012614"	2016	6204.875
"A46068284"	2013	6206
"A22174932"	2012	6206
"B35597020"	2014	6206.798
"A14026199"	2013	6207.103
"F43393065"	2010	6209.275
"B03036720"	2015	6209.457
"A43002450"	2009	6210.066
"A08209538"	2015	6210.174
"A78393840"	2007	6210.804
"B12536934"	2008	6211.108
"A36002285"	2010	6211.238
"A80352420"	2011	6214.094
"A48059950"	2015	6214.099
"A28415487"	2009	6214.245
"A32006413"	2016	6218.236
"A28216992"	2009	6219.061
"B46114724"	2009	6219.136
"A08157737"	2013	6219.697
"A29018207"	2014	6219.739
"A59202853"	2014	6220.006
"A03033164"	2013	6220.117
"B46055489"	2013	6220.295
"A08222465"	2012	6220.949
"A28681492"	2007	6221.165
"B61425682"	2017	6225.444
"A17018052"	2010	6226.961
"B83741835"	2014	6227.238
"B28044204"	2007	6228.679
"A46002069"	2011	6230.42
"A08149668"	2014	6230.765
"B46039061"	2008	6230.995
"A28386225"	2012	6233.486
"A50042027"	2017	6233.782
"B83766485"	2015	6236.039
"A08277014"	2008	6238.578
"A30032130"	2010	6241.389
"A30029862"	2013	6242.824
"B01267277"	2011	6243.587
"A28375467"	2014	6243.871
"A38031233"	2017	6247.406
"A15007727"	2015	6247.601
"A08225278"	2015	6249.35
"B41007576"	2010	6251.993
"A35040831"	2007	6252.116
"A08425902"	2008	6252.283
"A47025895"	2011	6252.511
"A46087565"	2014	6252.606
"A33610304"	2007	6252.711
"A28030062"	2007	6252.798
"B31001696"	2012	6253.136
"A17013269"	2009	6253.222
"A03024809"	2013	6254
"A18024919"	2011	6255.406
"B92217975"	2013	6255.428
"A11019767"	2013	6255.678
"A48071369"	2011	6255.761
"A08354441"	2012	6255.856
"B96324983"	2014	6255.928
"B32001687"	2012	6256.063
"B03010634"	2010	6256.134
"A28695021"	2010	6256.374
"A07066467"	2008	6256.644
"A33006644"	2012	6256.871
"A17021460"	2009	6258.201
"A21102157"	2017	6259.583
"A36014595"	2017	6260.497
"A28547115"	2009	6260.684
"A15070444"	2011	6262.001
"A46226122"	2013	6262.138
"B08584989"	2009	6265.429
"A43025618"	2009	6269.41
"A48093538"	2013	6270.083
"A07265465"	2013	6270.309
"A31078140"	2013	6270.352
"A38024907"	2007	6270.509
"A39031406"	2016	6270.811
"A08257529"	2007	6271.33
"A28642122"	2010	6271.664
"A39027917"	2013	6272.124
"A78879079"	2008	6273.838
"B27011477"	2013	6275.853
"B03036720"	2017	6276.109
"B37020179"	2013	6276.956
"B29053808"	2013	6279.099
"A06141345"	2014	6280.167
"A35009992"	2013	6280.188
"B41058124"	2011	6280.295
"A20557294"	2016	6281.24
"A28524726"	2017	6281.3
"A48155352"	2015	6282.5
"A12329223"	2008	6283.09
"A17055153"	2017	6283.394
"A28216992"	2016	6283.881
"A08704520"	2011	6284.572
"B84311760"	2016	6285.481
"A17018052"	2011	6286.463
"A41037672"	2010	6286.689
"A07052244"	2013	6286.731
"B46090791"	2016	6288.964
"A33018664"	2014	6288.976
"A08094435"	2011	6290.514
"A08324782"	2014	6291.105
"B48108898"	2013	6291.956
"A82494931"	2016	6293.166
"A46043154"	2010	6294.707
"A39022124"	2009	6295.406
"B46069654"	2015	6297.437
"B39026604"	2015	6298
"B30000574"	2010	6298.065
"A78320736"	2013	6299
"A42001305"	2017	6299.617
"B14030720"	2009	6300.201
"A14000533"	2017	6300.366
"A08657017"	2010	6300.968
"A30418255"	2011	6301.998
"A17013269"	2007	6302.16
"A17013913"	2009	6303.991
"A08630063"	2014	6306.78
"B30044440"	2016	6309.264
"A32006215"	2011	6310.123
"A23016157"	2015	6310.14
"A08363400"	2016	6310.27
"A08091894"	2012	6310.423
"A08431090"	2009	6311
"A03024809"	2008	6313
"A41010521"	2007	6314.41
"A46066825"	2007	6314.926
"A82494931"	2012	6316.739
"A28547115"	2007	6316.909
"A35040831"	2017	6317.113
"A36005718"	2014	6317.186
"A28132959"	2009	6317.489
"B02011641"	2012	6317.705
"A08209538"	2014	6318.233
"B83209015"	2014	6319.948
"A28060515"	2011	6322
"A48121826"	2013	6322.604
"B31065980"	2012	6323.531
"A08514986"	2014	6324.052
"A48077184"	2009	6326.316
"A08445983"	2010	6326.447
"A50042027"	2015	6327.582
"A45017241"	2007	6327.743
"B31009715"	2009	6327.749
"A03040854"	2009	6328.544
"B46132387"	2011	6328.87
"A17055153"	2011	6331.782
"A08225278"	2017	6334.215
"A30038020"	2011	6335.972
"A50030543"	2015	6336.935
"A08005688"	2011	6337.028
"A31078140"	2017	6337.624
"B28044204"	2009	6338.041
"A48547558"	2017	6339.487
"A30005920"	2010	6342.886
"A04325494"	2009	6343.367
"A48155352"	2013	6344.018
"A28642122"	2014	6344.225
"A08851321"	2008	6344.252
"A78428596"	2014	6346.193
"A50066562"	2012	6348.057
"A28337129"	2014	6348.121
"B39008404"	2013	6348.166
"A04017497"	2017	6349.267
"A31007743"	2009	6351.749
"A36060754"	2012	6352.107
"A45017241"	2011	6352.229
"B80372220"	2010	6354.804
"A08644932"	2013	6355.33
"B96906375"	2016	6356
"A45017241"	2013	6356.531
"A03036373"	2009	6357.25
"A15027139"	2014	6358.278
"A28681492"	2011	6360.898
"B46114724"	2017	6360.908
"A28012359"	2010	6361.324
"A35009992"	2008	6361.347
"A28399434"	2007	6361.533
"A03028461"	2008	6362.431
"A46139937"	2011	6362.732
"A41017161"	2012	6362.925
"A78320736"	2011	6363
"B38001905"	2010	6363
"A08075293"	2010	6363.576
"A41008640"	2008	6364
"A08612103"	2017	6367.638
"C08164253"	2012	6368.077
"A03028461"	2013	6370.1
"A28668127"	2011	6370.609
"A22001721"	2008	6370.763
"B82435371"	2017	6372
"A07052244"	2014	6372.032
"A08135139"	2010	6372.126
"A46131769"	2011	6374.546
"A30036933"	2013	6374.918
"B38008983"	2011	6382.217
"B33119983"	2009	6382.492
"A08136806"	2016	6383
"A08688095"	2009	6384.827
"A41017161"	2016	6385.697
"B08282337"	2009	6386.167
"A17018052"	2012	6386.234
"B80470628"	2010	6387.24
"A08288490"	2007	6387.47
"A17013269"	2008	6388.42
"A30032619"	2010	6391.288
"B35597020"	2011	6395.725
"A28146579"	2012	6395.9
"B48969877"	2013	6396.844
"A08278731"	2014	6399.921
"A15007727"	2016	6400.178
"A36014595"	2007	6400.561
"A46007548"	2013	6400.793
"A33604406"	2015	6401.938
"A08075293"	2008	6401.978
"B03020914"	2014	6402.345
"A39022124"	2010	6410.915
"A78020732"	2007	6411.405
"A46078556"	2007	6412.58
"A48093538"	2011	6412.664
"B81760829"	2015	6413.419
"A28029122"	2013	6414.404
"A48064521"	2015	6416.513
"A08646200"	2011	6416.835
"A08354441"	2011	6417.564
"A29005782"	2015	6417.627
"A38003679"	2011	6419.404
"A48155352"	2012	6420.265
"B08147696"	2011	6423.411
"A46047965"	2016	6424.553
"A60401585"	2017	6425
"A08146730"	2008	6425.249
"A28029122"	2017	6425.87
"A33689530"	2011	6426.662
"A28333490"	2009	6426.737
"A48064182"	2017	6427
"B35006360"	2013	6427.672
"B35388867"	2009	6427.738
"A28523470"	2014	6428.122
"A24056319"	2015	6428.629
"B11415387"	2015	6429.079
"A36600500"	2017	6431.28
"A08354441"	2010	6431.281
"A03021276"	2011	6431.964
"B58779018"	2013	6432.293
"A30023204"	2013	6432.434
"B30020226"	2010	6434.193
"A46002069"	2008	6434.305
"A45010204"	2013	6434.622
"A48115000"	2013	6435.138
"A15032196"	2013	6437.288
"A23016157"	2010	6437.886
"A08560179"	2008	6438.55
"B35665991"	2013	6439.453
"A03024809"	2011	6440
"A31009665"	2008	6440.733
"A17001322"	2012	6442.092
"A36600500"	2008	6442.26
"A46160701"	2008	6442.6
"A30041834"	2011	6445.348
"A28051597"	2011	6447.074
"A30112221"	2015	6447.34
"A30023204"	2015	6449.266
"A58394941"	2010	6451.937
"B81760829"	2012	6453.233
"A07042435"	2015	6453.852
"B12003554"	2009	6453.94
"A04007811"	2009	6456.732
"A30418255"	2014	6457.273
"A50000876"	2011	6460.073
"A43025618"	2015	6461.279
"B14030720"	2007	6462.712
"B12003554"	2008	6463.312
"A35028208"	2016	6464.577
"B28623593"	2014	6464.633
"A31069321"	2010	6465.275
"B46070728"	2010	6465.853
"A24020562"	2007	6466.106
"A28617801"	2008	6466.969
"A08710055"	2017	6467.057
"A15027139"	2013	6467.665
"A27014430"	2011	6467.928
"A48226047"	2014	6468.949
"B36008555"	2015	6470.836
"A29018207"	2007	6471.41
"A28216992"	2012	6471.659
"A38024345"	2017	6471.668
"B46054508"	2013	6471.782
"A22001721"	2009	6472.176
"A08135139"	2011	6473.663
"A28374148"	2008	6474.635
"A81957367"	2012	6474.872
"A61401857"	2016	6476.276
"B08642324"	2010	6476.546
"A08075293"	2013	6479.82
"A08209538"	2010	6481.607
"A31082712"	2014	6482.823
"A39023759"	2015	6483.555
"A14030027"	2010	6485.234
"A30023295"	2012	6485.259
"A28577864"	2009	6485.297
"B38004966"	2012	6486.379
"A79047916"	2012	6486.985
"A48031686"	2011	6487
"A33018664"	2013	6489.477
"B92217975"	2015	6489.801
"A43011196"	2013	6490.54
"A08514986"	2011	6491.179
"A15032196"	2016	6495.414
"B31065980"	2016	6496.63
"B80372220"	2011	6497.467
"A46043154"	2009	6499.731
"A46068284"	2010	6501
"A46075206"	2007	6502.15
"A28314995"	2015	6503.462
"A46134250"	2007	6503.69
"B82175001"	2009	6506.354
"A11355526"	2014	6506.404
"B04028734"	2014	6507.465
"B43029305"	2009	6508.132
"A28693166"	2008	6508.668
"A08105256"	2017	6510.95
"A31082712"	2008	6512.959
"A08222465"	2011	6513.138
"A60016037"	2011	6514.365
"A08299406"	2013	6515.775
"A82405788"	2010	6516.061
"A28416089"	2008	6516.138
"A28013894"	2015	6517.092
"A28505402"	2008	6517.376
"A36604882"	2008	6518.54
"A03024809"	2010	6520
"A28712479"	2017	6520.65
"A08340267"	2013	6520.685
"B50029263"	2007	6521.161
"B27011477"	2014	6523.5
"A04007811"	2011	6523.551
"A28060515"	2010	6524
"A28636025"	2009	6525.42
"B46069654"	2009	6526.674
"A08952012"	2017	6526.807
"A36001063"	2012	6527.622
"A08290405"	2013	6528.505
"B81009151"	2007	6529.2
"A08737249"	2017	6529.21
"A48009773"	2017	6529.74
"A45018223"	2012	6529.939
"B80372220"	2013	6530.18
"A28112555"	2008	6530.924
"A08704520"	2010	6531.457
"A08710055"	2015	6531.514
"A33601899"	2016	6532.299
"A28586592"	2008	6532.61
"B07650112"	2015	6533.554
"A46139937"	2010	6533.634
"A31003304"	2007	6535.462
"B30331573"	2015	6537.734
"A11019767"	2012	6541.518
"A31037294"	2015	6541.523
"A26022657"	2013	6543.173
"A28172476"	2014	6544.263
"A33019720"	2015	6547.291
"A09021833"	2010	6549.072
"F28698488"	2013	6550.753
"A08066300"	2015	6551.131
"A20039426"	2016	6551.723
"A59067603"	2017	6553.248
"B41058124"	2009	6554.304
"A50005156"	2017	6556.449
"A28333490"	2012	6556.587
"A50005156"	2016	6557.921
"A61713301"	2016	6560
"B28341790"	2015	6562
"A08659617"	2015	6563.957
"A03017308"	2010	6564.177
"A08094567"	2010	6565.529
"B48059786"	2014	6565.927
"A46131769"	2010	6568.324
"A28577864"	2013	6569.792
"B48771711"	2012	6570.581
"A28623379"	2013	6572.056
"A41091927"	2011	6572.207
"B38004966"	2013	6573.281
"A21006911"	2016	6573.853
"B12681060"	2015	6573.928
"A01000249"	2008	6574.042
"A12283388"	2011	6575.962
"A60016037"	2010	6576.095
"B50047091"	2013	6576.648
"B38380473"	2012	6578.065
"A33016403"	2009	6581.693
"B35023068"	2014	6582.31
"B73070914"	2015	6582.409
"A08477663"	2013	6582.694
"B48033278"	2013	6586.174
"A08551061"	2016	6586.44
"A43019868"	2015	6587.726
"B28419703"	2012	6587.968
"B36007904"	2010	6588.355
"A03028461"	2014	6588.359
"A04325494"	2010	6588.555
"A08425902"	2010	6588.556
"B41621038"	2016	6588.856
"A43019868"	2013	6589.416
"A59382762"	2009	6590.953
"A34009936"	2011	6592.783
"F50561091"	2010	6595.232
"B30033666"	2017	6595.526
"A17055153"	2010	6596.166
"A32005548"	2008	6596.346
"A08572430"	2010	6597.822
"A28695021"	2009	6597.934
"B01267277"	2013	6599.839
"A36060754"	2015	6600.253
"B01218932"	2014	6601
"A48031686"	2008	6602.37
"A08136806"	2008	6603
"B30044440"	2013	6603.73
"B28127447"	2012	6604.419
"B46114724"	2014	6605.781
"B11415387"	2014	6606.052
"A28352656"	2008	6607.869
"A08186074"	2015	6609.814
"A08299406"	2011	6612.108
"B83541912"	2014	6613.181
"A43019868"	2016	6613.406
"A28681492"	2015	6614.157
"A46087565"	2009	6614.293
"A12021390"	2015	6617.569
"B46102364"	2012	6617.859
"B46114724"	2008	6619.163
"A28002640"	2015	6619.495
"C08164253"	2013	6620.461
"B17017237"	2012	6622.12
"A08513749"	2010	6623.837
"B36008555"	2013	6624.291
"A59382762"	2010	6624.56
"B46164463"	2007	6625.657
"A78020732"	2011	6625.834
"B12018008"	2013	6626.574
"B30000574"	2011	6628.064
"B30033666"	2010	6628.591
"B46115838"	2010	6629
"A82843129"	2010	6629.46
"A30112221"	2016	6630.853
"B45007671"	2012	6634.196
"B30044440"	2009	6634.414
"A08563769"	2015	6636.324
"A08126492"	2012	6637.204
"A17202375"	2007	6637.67
"A43019868"	2014	6638.611
"A31072325"	2010	6639.17
"F50561091"	2013	6639.429
"A08005688"	2009	6641.356
"A43029339"	2007	6641.643
"B28044204"	2011	6644.695
"A38003679"	2012	6645.503
"A59202853"	2010	6647.199
"A22008106"	2013	6648.802
"B58075136"	2011	6650.616
"B30034573"	2007	6650.75
"B59737882"	2017	6651.116
"A08277014"	2012	6651.671
"A38000485"	2013	6653
"B46069654"	2016	6653.05
"B39523956"	2016	6653.526
"A48025845"	2016	6655.883
"A03024809"	2015	6656.11
"A59067603"	2015	6658.023
"A08299406"	2009	6658.09
"A08688095"	2011	6658.215
"A19005792"	2013	6658.523
"B83766485"	2017	6660.508
"A31078140"	2014	6660.742
"A16010126"	2010	6661.305
"A33689530"	2010	6661.706
"A38015459"	2007	6663.856
"A12004180"	2012	6664.069
"A12016093"	2010	6667.776
"A28547115"	2012	6668.641
"A59382762"	2008	6668.949
"A28427516"	2011	6668.956
"A96569207"	2011	6669.654
"B46148797"	2010	6670.497
"B14008999"	2007	6670.935
"A28132959"	2008	6672.66
"A13008461"	2013	6673.532
"B43029305"	2015	6674.627
"A08005688"	2007	6675.06
"A08551061"	2011	6675.218
"A43621416"	2011	6677
"A15012305"	2013	6677.289
"A17013913"	2007	6678.524
"A08555344"	2016	6681.04
"A22001721"	2012	6683.266
"A22008106"	2009	6684.564
"A01013077"	2008	6685.96
"A06141345"	2017	6686.856
"A59382762"	2011	6687.374
"A08224107"	2010	6688.578
"A08646200"	2012	6689.366
"A80352420"	2014	6689.9
"A08689796"	2013	6690.323
"A58349929"	2014	6691.469
"A04007811"	2012	6691.941
"F25002338"	2008	6692.11
"B46070728"	2007	6692.132
"A28202075"	2008	6692.18
"B82274135"	2017	6692.942
"A07042435"	2017	6693.905
"B61395497"	2017	6695.064
"A32006413"	2017	6696.765
"A46087565"	2010	6697.221
"A12029039"	2007	6702.113
"B61395497"	2008	6703.486
"B79863288"	2008	6704.401
"B03087293"	2014	6706.585
"A48020200"	2016	6707.429
"A08766099"	2007	6716.146
"A28681492"	2012	6717.857
"B46102364"	2013	6718.052
"B46114724"	2015	6719.093
"A22009492"	2011	6719.397
"B04018495"	2014	6719.703
"A28352656"	2007	6719.78
"A08094567"	2009	6720.104
"A08078719"	2015	6722.536
"A36614691"	2009	6723.521
"B46164463"	2011	6724.232
"A06003800"	2008	6724.711
"A16010126"	2012	6724.81
"B17229675"	2013	6724.833
"F50561091"	2014	6726.146
"A08138042"	2012	6727.569
"A60016037"	2009	6727.82
"B35597020"	2012	6728.266
"A08102410"	2008	6730.67
"A79235891"	2014	6731.162
"A48080881"	2007	6731.372
"A08340267"	2015	6731.404
"A11209749"	2007	6731.88
"A38003679"	2014	6732.693
"A08683864"	2016	6732.973
"A46087565"	2013	6734.534
"A48108484"	2011	6735.55
"A08334906"	2010	6735.654
"A28313351"	2017	6737.506
"A03046125"	2017	6738.827
"A08220014"	2007	6739.29
"B50001874"	2012	6739.324
"A46160701"	2012	6740.218
"A08299406"	2012	6742.567
"A12323408"	2007	6743.669
"A08257529"	2011	6743.745
"B30033666"	2013	6743.982
"A59320143"	2009	6744.094
"A08340267"	2007	6745.14
"A08005688"	2010	6745.623
"B28113991"	2014	6747.065
"B04028734"	2015	6747.931
"A08477663"	2015	6748.347
"B50029263"	2009	6750.459
"B46114724"	2013	6752.458
"A46965034"	2015	6753.381
"B01267277"	2015	6753.498
"A30012645"	2010	6754.222
"B28044204"	2012	6754.331
"A33016403"	2008	6754.799
"A28132959"	2011	6755.301
"A22009492"	2014	6756.359
"B84150994"	2016	6757
"A17020561"	2007	6757.39
"A08373102"	2013	6758.656
"A61427183"	2015	6758.75
"A08555344"	2015	6759.789
"A24010381"	2014	6760.618
"A28132959"	2012	6761.577
"A28060515"	2012	6762
"A07013907"	2011	6764
"B82432725"	2013	6764.28
"A83826362"	2011	6764.37
"A38015459"	2014	6764.969
"B35006360"	2012	6767.259
"A08299406"	2008	6768.308
"B46070728"	2015	6768.652
"A46007548"	2014	6768.788
"A28013894"	2016	6769.322
"A28577864"	2016	6770.502
"B46103131"	2011	6771.11
"B35023068"	2012	6771.893
"A28720795"	2015	6772.056
"A03036373"	2011	6772.573
"A20031126"	2011	6772.647
"A28674968"	2014	6772.757
"A22008106"	2008	6772.88
"A33025719"	2014	6775.504
"A46131769"	2009	6776.957
"B08013963"	2009	6777.016
"A31009665"	2010	6778.196
"A12283388"	2016	6778.422
"F03842671"	2016	6781.088
"A28681492"	2008	6781.576
"A41017161"	2010	6783.958
"A28724219"	2010	6785.732
"B50001874"	2013	6786.164
"A12083002"	2014	6786.851
"A28184661"	2008	6787.062
"A22174932"	2011	6788
"A03024809"	2009	6789
"A31082712"	2009	6789.616
"A30023204"	2010	6789.696
"A50000876"	2015	6790.035
"A28290799"	2011	6791.813
"A28399434"	2015	6792.235
"B50029263"	2008	6793.116
"A80352420"	2013	6793.377
"B03158532"	2015	6793.778
"A28600278"	2016	6796
"A03066933"	2012	6796.387
"A73093734"	2012	6796.849
"A46047965"	2007	6798.065
"A03017308"	2011	6798.121
"B62263272"	2017	6801.629
"A36121176"	2012	6803.937
"A05007687"	2015	6804.256
"A20806329"	2016	6805.17
"B09019548"	2013	6805.356
"A28173573"	2010	6805.819
"A58346305"	2008	6808.63
"B08423246"	2014	6809.004
"A08440323"	2017	6810.921
"A08384190"	2008	6811.2
"B46103131"	2015	6813.297
"A28889939"	2012	6814.17
"B46115838"	2012	6816
"B07883457"	2011	6816.928
"A26020198"	2015	6817.593
"A82683434"	2007	6818.87
"A03012614"	2013	6819.423
"A50017334"	2010	6821.276
"A28577864"	2011	6821.86
"A01012103"	2007	6823.104
"A41098237"	2007	6823.693
"A79939112"	2010	6824.158
"A03024809"	2014	6824.96
"B46115838"	2016	6825.769
"A11019767"	2017	6825.804
"A01019702"	2011	6826.909
"A28019461"	2013	6828
"A20037933"	2012	6828.476
"B46114724"	2010	6831.064
"B22004113"	2009	6831.066
"A11019767"	2014	6832.191
"A43019868"	2017	6833.467
"A12003950"	2008	6834.699
"A28695021"	2011	6834.767
"A29049509"	2008	6835.56
"A08572430"	2012	6836.408
"A28202075"	2007	6836.77
"A39027917"	2014	6841.761
"B08584989"	2017	6842.22
"A79235891"	2012	6843.245
"B30603229"	2013	6843.58
"A46151973"	2014	6843.874
"B33607466"	2013	6844.088
"A33024852"	2015	6844.943
"A38003679"	2015	6845.012
"A08340267"	2014	6846.73
"A46005484"	2011	6847.491
"A46139937"	2007	6848.695
"A28900975"	2009	6849.18
"B04028734"	2012	6849.341
"B96990015"	2016	6849.43
"A46068284"	2008	6851
"A41006891"	2014	6852.136
"A12081790"	2008	6853.368
"A36011385"	2007	6854.72
"B28044204"	2010	6856.852
"A50027929"	2008	6858.932
"A08646200"	2014	6860.818
"A08952012"	2010	6861.074
"A60401585"	2015	6861.176
"B61395497"	2010	6861.628
"A28404614"	2012	6863.069
"A78521168"	2015	6863.115
"A48114318"	2013	6864.019
"A23016157"	2009	6864.966
"A17048349"	2014	6865.523
"B60241437"	2007	6865.697
"A33025719"	2009	6866.15
"B81248361"	2015	6866.2
"A31069321"	2011	6866.431
"B08413247"	2013	6867.854
"A09021833"	2013	6868.194
"B81248361"	2011	6868.469
"A08952012"	2016	6871.754
"A47025895"	2012	6872.548
"A12016093"	2009	6873.161
"B46071080"	2010	6873.345
"A30012009"	2010	6874.181
"B96990015"	2015	6875.943
"A18024919"	2013	6876.822
"A17018052"	2013	6876.948
"A39030200"	2010	6877.407
"A78428596"	2013	6877.558
"A36600500"	2012	6881.749
"B20049615"	2009	6883.546
"A11209749"	2008	6883.556
"B80146517"	2013	6884
"B37020179"	2014	6884.912
"A33604406"	2013	6886.553
"A08440323"	2015	6888.071
"A43028588"	2008	6888.439
"A39030200"	2017	6888.768
"A43025618"	2010	6888.835
"A43002450"	2013	6890.453
"A03028461"	2010	6893.324
"A28456119"	2013	6893.619
"B27013713"	2015	6895.586
"A33606534"	2013	6897.498
"B36623148"	2013	6899.216
"A31082712"	2011	6900.383
"B45006616"	2011	6901.705
"A79047916"	2016	6901.714
"A30023204"	2014	6902.782
"A82843129"	2011	6903.916
"A28096378"	2016	6905.265
"A14000533"	2007	6905.569
"B11469491"	2011	6906.003
"B31064082"	2013	6907.085
"A50042027"	2014	6910.266
"B41058124"	2008	6912.253
"A31082712"	2007	6912.539
"A29030715"	2010	6915.031
"A31138761"	2014	6915.608
"B17019373"	2007	6917.319
"A30032619"	2007	6919.21
"A03011392"	2015	6920.132
"A60401585"	2013	6921.089
"A46078267"	2010	6921.826
"A03017308"	2009	6922.921
"A46079380"	2011	6923.757
"A32005548"	2009	6924.142
"A30033898"	2016	6924.912
"B12003554"	2010	6925.393
"A08094435"	2017	6926.904
"A46002069"	2012	6927.546
"A03036373"	2008	6927.582
"A30032619"	2012	6927.602
"A08526345"	2012	6935.108
"C08164253"	2015	6935.728
"A33606534"	2017	6937.061
"B17229675"	2011	6937.158
"A28386225"	2011	6937.379
"A30036933"	2014	6937.638
"A46002069"	2014	6939.13
"A08270993"	2012	6941.43
"A13002134"	2007	6941.45
"A11606134"	2016	6942.265
"A59990580"	2014	6942.733
"B28126019"	2012	6943.935
"B58075136"	2012	6944.229
"A46131520"	2016	6945.453
"A46336152"	2014	6945.806
"A48020200"	2017	6945.81
"A28612620"	2015	6945.855
"B31850977"	2014	6947.763
"A04001897"	2013	6949.514
"A28060515"	2009	6951
"A08280240"	2014	6951.28
"A50000876"	2010	6952.764
"A28638542"	2008	6953.764
"B22004113"	2010	6953.929
"A48093868"	2007	6955.455
"B30605760"	2017	6955.787
"A28579373"	2014	6956.822
"A46036380"	2013	6956.969
"A43019868"	2012	6958.376
"A06244131"	2014	6958.585
"A17018052"	2008	6958.89
"A03035417"	2008	6960.051
"B30033666"	2011	6962.257
"A33016403"	2010	6963.679
"A08513749"	2011	6964.545
"A28108447"	2013	6964.727
"A32005548"	2010	6965.764
"A48020358"	2010	6971.021
"A24003873"	2010	6971.282
"A08225278"	2013	6971.565
